"hhidold","PID","t2a_ta","t2a_tb","t2a_tc","t2a_td","t2a_te","t2a_tf","t2a_tg","t2a_th","t2a_ti","t2a_tj","t2a_tk","t2a_tl","t2a_tm","t2a_tm1","t2a_tn","t2a_to","t2a_tp","t2a_tq","t2a_tr","t2a_ts","t2a_tt","t3","hhid"
"H3420201","4",2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"7ccd61fd57aa4a72a449a15d4cc8f7aa"
"H3830901","3",1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"7cb69feba33a4076a1223747ed74de23"
"H3950401","4",1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,"7cf0cd150dc249309dbc0ce60dc2b09d"
"H2460801","8",1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,"7dbe8f8faf364ea0be634a61541b3d61"
"H0540703","4",1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,"7effeabc4ed342d68e246c50c533e58b"
"H4170201","9",2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"7fa9c630b26d4bffa2e886a6d2dc7dcb"
"27","9",1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"80705de247434eac8d01c99a7f006a97"
"H1310601","12",2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,"80f30786d98847dcaf51293b98e26af2"
"H0541203","10",1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,"8150def5ffbf4a17871a9bbbf753855e"
"H3000501","3",1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,"8178a425444a4dfebf61cada4f8bd839"
"H2971003","4",1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,"818b43a905b245e3ae6b306ace92953d"
"H3000202","6",2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"827e270545d246b4aa6d71242bf95909"
"H1530601","8",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,"82ee2bbfbd4d43178a2be565297bc53c"
"H2211007","4",2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,"83d1f09fef504b6683d5e99997d63cda"
"H3820401","10",2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,"83d0fed73e694bdb9e0d020849793252"
"H2821002","5",1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,"84dc714744d94d7980b643f901b9afb2"
"H2230304","5",1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,"851527301809472fb74628a837c5ebb2"
"H2610702","5",1,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,1,1,4,"881b32dbbbfd47ad898d435a7c977804"
"H2620903","4",2,,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,"88f986f6edb64cb583939d1732e2c621"
"H0590401","5",1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,"8967e39ffffe47249e7a7b83ea45068a"
"H0620701","7",1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,"8952c72850ac4c84a3086bbc723427b4"
"H2171101","13",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"898a20f42ee8488cb0d8563ef21d1db1"
"H0461003","4",1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,"89e94a22f703436a8049b1dc8872d4dd"
"H1430904","6",1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"89c852aab9a34a6ca26f86fac5ffb794"
"H3890701","12",1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"8a28f193ab584a64b6c8412af076be94"
"H3550601","14",1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,"8a627d794b3240638fa31e67d85fa282"
"H1860401","9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"8aae3e00032141138985f33a4ee4ac5a"
"H3590401","4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"8b0b41b599ee4ee7bcf30d265d1923ee"
"H2880501","10",1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,3,"8b63cb63bfab43eebd403632eee825a2"
"H4120301","5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"8bb14e81d3b84807a12cfed594724f12"
"H0681002","12",1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,"8beea5570da34cc48e31b41a0af2f581"
"H1500703","5",2,,,,,,,,,2,,,,,,,,,,,,2,"8c25f710369e4bc8bccdcd227b940d39"
"H2460701","5",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"8e275889cf9d4a2d9b918cca0296bf47"
"H2240701","5",1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,"8df87ec021f94ad9b03185b5283c279e"
"H2611102","8",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"8ee09f114c144bd192bce8c656660d7e"
"H1490701","8",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,"8ec715ba51ee402f998c3cc182d29deb"
"H2340501","7",1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"8ef19c13bc2c40768f94983065c7ee1c"
"H1820702","4",2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"8f222f9618624d03afb44548f35b8613"
"H4280501","8",1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,"8f6724a9559747548bff8f3f5c7ccd1a"
"H2000502","5",1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,"8f9d730b39f1418893033ecfd171ab85"
"H3931001","8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"9071fd7767284b7aaf52d96b02285f6e"
"H2970203","4",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,"90c75424a23346068b9c69082194b2b2"
"H2201401","12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"90896177d9ab4f9cb640ed0d26102b68"
"H1490302","4",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,"912e7827f70b4ff4870e7677f0efd5e8"
"H2620401","5",2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,3,"90cef1cd17c74e4aba6b4badd52a8284"
"H2341201","9",1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,"924dae4582ab4da381f6f9fcec82c556"
"H4280201","7",1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,10,"92e30209b31c4ab3b1c932b133d4b3b1"
"H3930301","4",1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,"9303f456a1ed4c78b4c9a05b5ec5e510"
"H3601002","9",1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,"92e805f310474bd583cd464cc548c1b4"
"21","5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,"931a5da052ec43369771a3b3cdfc5a5c"
"H3600701","9",2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,3,"936d6d229b9641ba89137abdfe501bf0"
"H2200601","8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"940eea86ddac4bf6b37255a9a3f61d5a"
"H3990601","9",1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,"952915b13afe42e09666a7166b950f9b"
"H1250901","10",1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,"95273ec43706465d82378855f0c61ac5"
"H1310301","13",1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,"9577e263d2da4321be0d17643d1e75a9"
"H0961301","6",1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,"95f27385361b4ae68e7030076d889a87"
"H3570201","16",1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,3,"95ecd3ff77734bfbae4dfd5d7f984ff2"
"H1200805","6",1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,"96be321f17d74fe8b29ee5d36ab5ac2d"
"H1080702","5",1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,"970500789c8e4bc1a146547813053f14"
"H1830107","7",1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,"976f4955f15648ec8316df40f7872b46"
"H3600401","10",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,"9834be0072104008a2788b64689b3bd5"
"H1320501","14",1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,4,"9871dbdcec2343c685be4cceea0015f9"
"H3840401","6",2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"993244dcd47c4a5193c160a2532f80a4"
"H4270501","5",1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"9a0c48d484524e86bf68350ef4755aac"
"H1430502","8",1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"9b2853a3791142088c41ddd6a75bfe4a"
"H3570501","4",1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"9c013f19e5c6481ab56acc781b12fe14"
"H3210801","9",1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,4,"9b91d76f77fd43f58e3e620645139638"
"H2980302","4",2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,"9c46a867c52748f19dd83e517d003c53"
"H1430203","10",2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,"9d32794676c248ddaaa4c3fc8a35520b"
"H0510101","8",1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,4,"9d4bb69584544bc2a758cac87fbb24da"
"H2460502","4",1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"9dab23b69a8f448c8d4054876d154504"
"H4250501","7",1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,3,"9df7bb9d8fd9495ca00fefc9ec47885e"
"H3691001","7",1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,4,"9e3b3a9be40b4ce2af57aabcfb6929ec"
"H3540602","4",2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,"9e9aef5a8bf34e899b1eeee519563de3"
"H4240701","6",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,4,"9eb4f05d011b4600865313be18e7c426"
"H2000401","8",1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,5,"a10720b216e34c9496ca87f796d1af44"
"H1820703","4",1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,"a10a5b3284014fe6b24cfa7243f6c29e"
"H1830106","6",2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,"a139406d51364a7e9638f366529bca5e"
"H2360601","8",1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,"a17352a477084c70957fdb7f08f9ae2d"
"H2620303","6",1,2,1,,,,,,,,1,,,,,,,,1,,,4,"a28becda4a7d40f1a00b12c46e5f8c29"
"H3870301","7",1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,3,"a3c1ad54b5134659a57d2f4a16a9a4a3"
"H2821001","11",,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,"a42b72ab96e74a25aed753e4423bf1dd"
"H2710202","4",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"a67c9d54bc574ae980e36be91f225182"
"H1860201","9",1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,"a66fabab284e442f854573f5af151301"
"H0880301","9",1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"a618865e661243c7bc2307e28374c42a"
"H2250601","8",1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,"a6f4d797a8c443d8bd09c62d89df8f6b"
"H3770201","22",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"a7c9abfc9f554aea92ba06bce7e69ead"
"H1760401","6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"a7d3ec51132d4e8b9212c7c6db57aba9"
"H1670302","5",1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,"a93942779b8f477fb70a65ee127722c2"
"H3560601","8",2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,"ab73b168905d45a2bbc6b41a31f6aef8"
"H3310101","3",1,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,"abdb5fa75a8544708c4b64dfad19dac4"
"H4160601","9",1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,"abe29a5c9c1c4817baab25bf0f5b7ce8"
"H2590304","4",1,,1,,,,,,,,1,,1,,,,,,,1,1,2,"afba67a1c29c4d7ba1c631df75ae6722"
"H1031101","9",1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"af8deb52f6d24e0c8e44b6289af97f2a"
"H1971101","5",2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,"b010f9f52a5f48c3aa711049584e6329"
"H1820903","3",1,1,,,,,,,,,1,,,,,,,,,,,2,"b0f7fd35186047ffa6707e4fbf6740ad"
"H2620602","7",1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,"b0bcb5446d0c41b0bd3f2e9fa6257eb6"
"153","3",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,"b28f2f2b91194f4f8798570cc4d679e7"
"H3650201","14",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"b2523333db2e4f11abc6f80212a9ede4"
"H3040804","3",1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"b30871f13ee04cae85d2352d85911bf8"
"H2420401","11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"b3bab6c388b2479f8cf9449a188fd9e1"
"H2140502","4",1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,3,"b413f8d97ac74d12bcb243e726a40eab"
"H2040801","8",2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"b48b9a0ba44a4b6faa325f788c6ab58a"
"H2230901","7",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"b4d9a9e74f2f48cfa3890854cb08802e"
"H2590602","4",,,,,,,,,,,,,,,,,,,,,,,"b64afbcfee1b4fbf8bd5574c78316cc3"
"H2540401","5",1,,,,,1,,,,,1,,,,,,,,,,,3,"b6072b42bdef4a999ccd071a41131d96"
"H4211001","6",2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,"b677bb395a7847b6887b724ab211fa3d"
"H2520801","10",2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"b67a6ea4975f4e05b2a9ee584a0c53eb"
"H4000601","5",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"b6d3b5269e8441d4b50212ca9f9a8313"
"H0741301","7",1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"b77568ef208143f3b34f5a6f1e5f4e01"
"H1530902","4",1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,"b808780d88b74016828257e78351ddbd"
"H3410201","6",1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"b8fb6e56feb3414fbb37a31bfe6a05fe"
"H4071001","9",1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"ba077e8fbfd24a0d9bfc2f6ab021e421"
"H0910201","11",1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,"bb7635413a31448586fb06787ecda4d5"
"H2231003","2",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"bcf9986c1c544ead8cd9e3e845fb5c79"
"H3831001","7",2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,3,"be5d3436fcdb4b80917df920b90de881"
"H3751001","11",1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,"bf5e205e879649aeb9e986e6a19bf2a3"
"H3170302","4",1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,"c08b76ff4f64408d92c893bc21b3f773"
"H1300401","15",1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,"c18e282fcbbe46699173630fd1019bd2"
"H2980201","7",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,"c2cccdbfd71b4e71867e614e7ede82ad"
"H2980702","3",1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"c348efe3fefc45e49a067757812f7477"
"H1200803","3",1,,,1,,1,,,,,1,,,,1,,,,,,,4,"c358e16e89db4f0eb0a304faa6b8042c"
"48","5",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"c3cee3fba3c24a11b63feb05d92ff451"
"H1420601","10",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"c49c543ec58f43c0ae422638eb3587f1"
"H1770803","3",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,"c596832e4e644cdb832caf5338d447a0"
"H1290101","8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"c598e83d23d748db84965945f8d1e702"
"H2710301","9",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"c5a87622cde84e76a74235015b0361a7"
"H1080201","9",1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,6,"c59e62eb588d4f2499b0c98769c7b669"
"H2020701","11",2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,"c6aed9d96e224fe5bc15475578f996e9"
"H0530301","11",1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,"c6dbcb9b48d94bd4b43455fe87b9fca1"
"H2850504","2",1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,"c773f9c98b32445dbf31cfd1e093e337"
"H2640603","8",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"c80d7d761ade4da59a13e8a0802241c8"
"H2330302","6",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"c863514feaab40b7b5f3b7da261ebc6b"
"H4090401","14",,,1,,,,,,,,1,,,,,,,,,,,2,"c84b673ff1804b62a4766dcfffa77d48"
"H2570301","5",1,,1,,,,,,1,,1,1,,,,,,,,,,2,"c931ce855f434b2fa9ca9ec5a91376a6"
"H1820302","3",2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,"cae8e675f18340cfabe4d997b191e9b7"
"H4080501","8",1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,"cb51943f6f234b808dd6bf9bcb4b2d2e"
"H3810801","6",2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,"cb5bbd11830544ba859bf340e67712f3"
"H2050701","9",1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,,"ccad680b64a841be8ddab47eefd96eb2"
"H1720301","10",1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,"cd2c9bb99db343f6a75ba7a65fc352f7"
"H1430902","7",1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"cd8aea5b15434830a963d3efb2b6fd89"
"H4130401","5",1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,"cdf32c97f272447db75c382c2507704a"
"H1720202","5",1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,"cea17bf4bfd14c58904a231db5725f8c"
"H2820603","5",1,,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,,3,"cf12b219d0544d6680f94ee5400d69b4"
"H3450701","4",1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,"cf525ea0e3e34f83884758478823d7a1"
"H3351001","10",2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,"d0eb0139c2e74acd9ffe9ffa80bd9cd0"
"H2250202","3",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"d198c20a98f6425487ac84366b1040c5"
"H3940301","6",,,,,,,,,,,,,,,,,,,,,,,"d1bd1475f14c4ea49a90817dc24e82ad"
"H3660301","6",1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,"d2b2045aebe341b19e59d87f8926f9ca"
"H4260801","8",1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,3,"d43c0b17384c4c26988ab6832f0df331"
"H1730101","12",1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,"d4ce7684e50e421a842924c5942e4c40"
"H4210701","4",2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"d53a583116fb4078a2b062dd69b820ee"
"H1820602","4",2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"d5aac99ecb6946378523f906b4af90ba"
"H4250601","4",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,1,"d649518a840e4bdb9fd169975fddc059"
"H2600902","4",1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"d73a72ea9b854527821a3c4786b610cb"
"H3960301","7",1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"d7843306dc4e4377a0b45427fe5e7f94"
"H3940802","6",1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,"d78dcc31ed2c4b29b5f19ae1a54b8798"
"H3220102","5",2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"d79bc81cc23143d799e16457d6ab9192"
"H1070101","13",1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,"d84ec3b306f2463fbd287cdf0ec7ba75"
"H4230302","6",2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"d8c475280c224728b4435381ac82cfe5"
"H4060801","7",2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,"d9938bc8f0be42599e6f54bef333a2c8"
"H0490901","9",2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"d97b55accb3e487e84b1581de36f4302"
"H2020201","7",2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,4,"dba162b5ba0f4188b144056a4e2c5073"
"H1820801","8",1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"dbdbc8f22d3c49e1bb245734c2d2ea8e"
"H3860801","5",1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,3,"dc6af58c34764e76a5bcb901d1f7f7e8"
"H1310201","6",1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,"dcd4cbd9f49a4162afb04bab49469cf7"
"H2630701","6",1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,"dde16fb17e1943e2ac8371b3a8cb380b"
"37","3",1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"dfe6998bacc543368cc955f5795123d4"
"H2161202","6",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"e07bc322c4884559b4b8ca75c945dd3e"
"H3381001","3",1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,"e1b837530d26461aad887ee290bd3a41"
"32","9",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"e1b4a006690c4557bb55a99846cb6255"
"H3990201","12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"e1c29cfcafa642d9b32b5fdf8b73e52a"
"H3780301","4",1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"e3f0203d68b64cad97f8f4318b1ba9ce"
"H3580101","6",2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,"e3c2934f05fe4246ace1a3fcead8e23c"
"H3210303","3",1,1,1,1,2,2,2,2,2,2,1,,1,2,2,2,2,2,2,2,1,3,"e4bebf7a573c46d182a45e358f4d7539"
"H3890201","4",1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,0,"e4e3a4d0ad22411585b7b9164bd0e4e4"
"H2340401","5",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,"e4d98366307d492ba88735b4048963a2"
"H1440401","6",1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,"e5eefbcbd4654f019f8493839c625660"
"H0480801","10",1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,"e65c7ac1d4c943a4ab1cba34f5139f52"
"H2421002","4",1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,"e68667f29320456dbc1253bbf9ea6963"
"H1860301","12",1,,,,,,,,,,,,,,,,,,,,,2,"e6cf98ffcc684351b80071bd49771123"
"H1400401","7",1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"e91144714bfa488d8163dc83d4dfb64d"
"H3940101","9",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"e9651c8f6e0e46e0a06aea236af32dbc"
"H1530201","14",1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,4,"ea9b82d9780e473c8604b8aec66ca080"
