"t0_hhid","interview__key","hhid","t0_bizroster__id","s12q03a","entID_unps","t0_entDesc","t0_entLoc","t0_entStartMon","t0_entStartYear","t0_operateEnt","t0_whyNotOperate","h12q01","h12q01_1","h12q02_oneDigit","h12q02_twoDigit","h12q02_threeDigit","h12q02_fourDigit","h12q02_superConfirm","h12q03","h12q04","h12q15","h12q16","h12q16b","h12q05","h12q05b","h12q06_1","h12q07_1","h12q07_1other","h12q08a","h12q08b","h12q08c","h12q08d","h12q08e","h12q19a","h12q19b","h12q09","h12q20","h12q10","h12q11A","h12q11B","h12q12","h12q13","h12q14","h12q17","h12q18A","h12q18B","h12q18C","h12q18D","h12q18E","h12q18F","h12q18G","h12q18H","h12q18I","h12q18J","h12q18K","h12q18L","h12q18M","h12q18N","h12q18O","h12q18P","h12q18X","h12q18Q","h12q18_other","h12q21","h12q22"
"H3890701","96-80-44-04","8a28f193ab584a64b6c8412af076be94",1,"RETAIL TRADE OF GENERAL MERCHANDISE","1","RETAIL TRADE OF GENERAL MERCHANDISE",7,98,2004,1,,"Retail shop (Super market operator)",2,71111,47,471,4711,1,1,2002,5,1,,3,,2,,,1,,,,,1,,12,,1800000000,5,0,30000,240000000,0,1,,,,,,,,,,,,,,,,,,,,1,8
"H3550601","05-20-69-85","8a627d794b3240638fa31e67d85fa282",1,"MAKING MATS","1","SELLING MATS",1,98,1996,1,,"MAKES MATS",1,31111,32,329,3290,1,2,1985,1,1,,3,,2,,,2,,,,,2,,12,,40000,0,0,,10000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H3550601","05-20-69-85","8a627d794b3240638fa31e67d85fa282",2,"REPAIRING BICYCLES","2","REPAIRING BICYCLES",2,98,1996,1,,"REPAIRING OF BICYCLES",2,71111,45,454,4540,1,1,1985,7,1,,2,,2,,,1,,,,,1,,12,,300000,0,0,,100000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1460601","79-48-37-97","8aeefe14981b4d38a10230d2891aefad",1,"SELLS CLOTHES","1","SELLS CLOTHES",7,7,2014,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H4120301","29-28-36-90","8bb14e81d3b84807a12cfed594724f12",1,"WELDING WORKSHOP","1","WELDING SHOP",5,98,2003,1,,"WELDING WORKSHOP",1,31111,25,259,2599,1,1,2010,2,1,,2,,2,,,1,,,,,1,2,12,,820000,2,0,40000,350000,50000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H1760201","54-11-85-23","8c5d550afff04bea9e522fad66ae948f",1,"CUTS AND SELLS TIMBER","1","CUTS AND SELLS TIMBER",8,98,2016,1,,"Cutting timber for sell",4,11111,2,21222,210,1,1,2010,8,1,,1,,2,,,1,,,,,1,,9,2,100000,0,0,,0,0,3,1,,,,,,,,,,,,,,,,,,,2,2
"H1290801","08-50-77-39","8d4f77c1d64c4c71aa844ee56e0f979f",1,"CHARCOAL BURNING","1","CHARCOAL BURNING",2,98,2011,1,,"CHARCOAL BURNING",2,31111,16,162222,1629,,2,2008,2,1,,2,,2,,,2,6,,,,2,,4,1,100000,0,0,,30000,10000,2,1,1,,,,,,,,,,,,,,,,,,2,2
"H4020901","46-57-87-84","8d50c07a637b422bb68d3a3114998cc8",1,"RETAIL SHOP SELLING GENERAL MERCHANDISE","2","RETAIL SHOP SELLING GENERAL MERCHANDISE",7,2,2014,1,,"Retail shop",2,71111,47,471,4711,1,1,2013,7,1,,2,,2,,,1,3,,,,1,,12,,1000000,0,0,,800000,35000,3,1,1,,,,,,,,,,,,,,,,,,2,2
"H2570101","28-75-37-12","8d8bd370dfe34b98925330da43498f14",1,"SELLING STATIONARY","1","SELLING STATIONARY",1,1,2004,1,,"Secretarial bureau",2,191111,96,960,9609,1,1,2004,1,1,,2,,2,,,1,,,,,1,,12,,800000,0,0,,200000,20000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1640903","62-18-64-78","8d8eec5d1fc04309982bbe2873aaf4fe",1,"BAKING MANDAZI","2","BAKING MANDAZI",6,3,2014,1,,"MAKING MANDAZZI",1,31111,10,107,1071,1,2,2012,7,1,,2,,2,,,2,,,,,2,,12,,48000,0,0,,333600,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1640903","62-18-64-78","8d8eec5d1fc04309982bbe2873aaf4fe",2,"BICYCLE REPAIRER","3","BICYCLE REPAIRER",6,1,2016,1,,"BICYCLE REPAIRER",2,191111,96,960,9609,1,1,2000,7,1,,1,,2,,,1,,,,,1,,12,,90000,0,0,,20000,0,3,,1,1,,,,,,,,,,,,,,,,,2,2
"H2360801","57-11-75-17","8da33264dba747cc8715871a5bc5a0b9",1,"RETAIL SALE OF HOUSEHOLD ITEMS IN A SHOP.","2","RETAIL SALE OF HOUSEHOLD ITEMS IN A SHOP.",7,98,2017,1,,"Selling merchandise",2,71111,47,471,4719,1,4,2017,7,1,,2,,2,,,4,,,,,4,,12,,1000000,0,0,,750000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2360801","57-11-75-17","8da33264dba747cc8715871a5bc5a0b9",2,"SALE OF VEGETABLES.","3","SALE OF VEGETABLES.",7,98,2010,1,,"Selling vegetables",2,71111,47,479,4799,1,2,2010,4,1,,2,,2,,,2,,,,,2,,11,1,22000,0,0,,15000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H0730201","86-58-81-41","8de60b14dd494f88b1a99e48674c4e9b",1,"BLASTING OF STONE TO CONSTRUCTION STONES","1","BLASTING OF STONE TO CONSTRUCTION STONES",7,98,1990,1,,"Stone quarrying",1,21111,8,81222,810,1,2,2011,7,1,,2,,2,,,2,,,,,2,,12,,80000,1,0,10000,10000,0,3,1,,,,,,,,,,,,,,,,,,,2,2
"H4161001","29-35-75-57","8e4ef0b5c2d74df082d968580cf7ce91",2,"GENERAL MECHANDISE","2","GENERAL MECHANDISE",4,1,2006,1,,"Sale of general merchandise",2,71111,47,471,4719,1,2,2006,2,1,,2,,2,,,2,10,,,,1,2,12,,1000000,0,2,0,0,15000,1,,,,,,,,,,,,,,,,,,,,2,2
"H4161001","29-35-75-57","8e4ef0b5c2d74df082d968580cf7ce91",1,"GROCERY STALL","1","GROCERY STALL",4,1,1995,1,,"Sale of fruits and vegetables",2,71111,47,478,4781,1,2,1995,4,1,,2,,2,,,2,,,,,1,2,12,,1600000,0,1,0,0,40000,1,,,,,,,,,,,,,,,,,,,,2,2
"H0390801","03-97-64-71","8e7744ee27f547308607af9b6f81ac60",1,"TRANSPORTATION OF PEOPLE ON A MOTORCYCLE","1","TRANSPORTATION OF PEOPLE ON A MOTORCYCLE",8,98,2003,1,,"TRANSPORTATION OF PASSENGERS",2,81111,49,492,4921,1,1,2003,8,2,,2,,2,,,1,,,,,1,,12,,450000,0,0,,0,390000,3,,,,,,,,,,,,,,,,1,,,,2,2
"H2360703","56-20-80-75","8f151cb7d68d449ca0e9e8f5990e388e",1,"BODA BODA RIDER","4","BODA BODA RIDER",8,12,2016,1,,"BODA BODA RIDER",2,81111,49,492,4922,1,4,2014,8,1,,2,,1,12,,4,,,,,4,,12,,600000,0,1,0,120000,100000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2360703","56-20-80-75","8f151cb7d68d449ca0e9e8f5990e388e",2,"PHONE CHARGING","5","PHONE CHARGING",7,12,2016,1,,"PHONE CHARGING",2,191111,96,960,9609,1,4,2017,7,1,,2,,1,12,,4,,,,,4,,12,,240000,1,1,45000,0,70000,3,,,,,,,,,,,,,,,,,1,,"HIGH COMPETITION",2,2
"H1180601","17-00-17-04","8f62ead3a4554156a8313e1bab4c6545",1,"RETAIL SALE OF FOOD","1","RETAIL SALE OF FOOD",6,8,2015,1,,"RETAIL SALE OF FOOD",2,71111,47,479,4799,1,2,2016,7,1,,2,,2,,,2,,,,,2,,10,2,700000,0,0,,550000,50000,3,1,,,,,,,,,,,,,,,1,,,,2,2
"H1950602","38-57-02-74","8f884f10378545f2bdd297e2031b631c",1,"MANUFACTURING CHARCOAL","1","MANUFACTURING CHARCOAL",8,98,2007,1,,"Burns and Sells charcoal",4,11111,2,21222,210,1,2,2007,8,1,,1,,2,,,1,2,,,,1,2,6,1,40000,0,0,,0,1500,2,1,1,,,,,,,,,,,,,,,,,,2,2
"H2380102","37-54-32-20","904f8ed698d44fbfa11f8bf55055d1e2",1,"SELLS PARAFFIN","1","SELLS PARAFFIN",7,98,2007,1,,"Selling parafin",2,71111,47,473,4730,1,2,2007,5,1,,2,,2,,,2,,,,,2,,12,,4000000,1,0,100000,3100000,100000,1,,,,,,,,,,,,,,,,,,,,1,1
"H3931001","06-15-61-89","9071fd7767284b7aaf52d96b02285f6e",1,"DISTILLING ALCOHOL","1","DISTILLING ALCOHOL",1,2,2004,1,,"Brewing local alcohol",1,31111,11,110,1101,,1,2017,1,1,,2,,2,,,1,3,,,,1,,6,1,90000,0,0,,25000,2000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3980101","03-58-96-06","9076071102c748668d2c4fa16a360ac9",1,"BREWING ALCOHOL","1","BREWING ALCOHOL",2,98,1993,1,,"Brewing alcohol",1,31111,11,110,1101,1,2,1983,1,1,,1,,2,,,2,,,,,2,,5,1,30000,0,0,,18000,4000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H2201401","33-18-76-38","90896177d9ab4f9cb640ed0d26102b68",1,"SALE OF CHARCOAL","1","SALE OF CHARCOAL",2,98,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1820402","11-89-05-94","90c205421b7849048f521c9cade968e2",1,"STONE QUARRING","1","STONE QUARRING",2,8,2010,1,,"STONE QUARRING",1,21111,8,81222,810,1,2,2010,7,1,,1,,2,,,1,,,,,1,,12,,100000,0,1,0,0,0,2,,,,,,,,,,,,,,,1,,,,,2,2
"H2620401","27-70-07-04","90cef1cd17c74e4aba6b4badd52a8284",1,"SELLING BANANA JUICE","1","SELLING BANANA JUICE",1,1,2013,1,,"MANUFACTURE OF BANANA JUICE",1,31111,11,110,1104,1,1,2003,1,1,,2,,2,,,1,2,,,,1,,12,,4,0,0,,30000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1490302","41-53-22-84","912e7827f70b4ff4870e7677f0efd5e8",1,"SELLS SILVER FISH AT THE MARKET","1","SELLS SILVER FISH AT THE MARKET",4,3,2013,1,,"SELL OF SILVER FISH",2,71111,47,478,4781,1,2,2017,4,1,,96,"SOLD AGRICULTURAL PRODUCE",2,,,2,,,,,1,,11,1,140000,0,0,,80000,0,3,,,,,,,,,,,,,,,,,,,,2,2
"H3100101","83-51-86-08","9147bc2f6725476eaa4bd9e36e701e80",1,"BREWING BEER","1","BREWING BEER",2,1,2013,1,,"Brewing beer",2,31111,11,110,1101,1,2,2015,2,1,,2,,2,,,1,2,,,,2,,12,,220000,2,0,20000,60000,20000,3,,,,,,,,,,,,,,,,,,,,2,2
"H3590101","49-95-48-99","91a808c38a6b4b218286b818be0574fc",1,"PREPARING SNACKS","1","PREPARING SNACKS",2,1,1987,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3000801","45-20-17-65","91d5b6d564f54d60ad368b379eabd0c7",2,"CHAPATTI BAKING AND SELLING","2","CHAPATTI BAKING AND SELLING",1,98,1990,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3000801","45-20-17-65","91d5b6d564f54d60ad368b379eabd0c7",1,"SELLING PRODUCE","1","SELLING PRODUCE",1,98,1990,1,,"Selling produce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0851002","57-22-29-18","93a742a3c3784e479a3f08c81bc079bc",1,"RETAILSALE OF GENERAL MARCHADISE (OLD)","1","RETAILSALE OF GENERAL MARCHADISE (OLD)",7,98,2008,1,,"retail sales of general merchandise and air time",2,71111,47,471,4719,1,2,2008,7,1,,2,,1,2,,2,,,,,2,,12,,1000000,0,0,,350000,50000,1,,,,,,,,,,,,,,,,,,,,1,2
"H2200601","70-84-30-08","940eea86ddac4bf6b37255a9a3f61d5a",1,"LIVESTOCK TRADE","2","LIVESTOCK TRADE",4,98,2016,1,,"Selling live animals in markets",2,71111,47,478,4789,1,1,2017,8,1,,2,,2,,,1,,,,,1,,12,,2400000,0,0,,1800000,20000,3,1,,,,,,,,,,,,,,,,,,,2,2
"H3591001","08-07-94-96","942067d8a7de4ed68124024723fddf6c",1,"RETAIL SALE OF MEAT","1","RETAIL SALE OF MEAT",7,98,1998,1,,"RETAIL SALE OF MEAT",2,71111,47,479,4799,1,1,1998,7,1,,2,,2,,,1,,,,,1,2,12,,3000000,2,0,120000,1800000,15000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2360103","16-95-36-70","94e8ed175d33448980a4664083b25c4c",2,"SELLS FIREWOOD","2","SELLS FIREWOOD",7,1,2013,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2360103","16-95-36-70","94e8ed175d33448980a4664083b25c4c",1,"SELLS FISH","1","SELLS FISH",7,1,2013,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2020401","57-42-83-25","94f9d918212a4e42a9acda10a389db9a",1,"MAKES AND SELLS CHARCOAL","1","MAKES AND SELLS CHARCOAL",4,98,2016,1,,"Charcoal burning and selling",1,31111,32,329,3290,1,2,2000,4,1,,1,,2,,,2,,,,,2,,8,1,85000,0,0,,40000,10000,2,,,,,,,,,,,,,,,,,1,,"Has little energy to cut down the trees",2,2
"H1440201","96-88-12-03","953275e458a64cf284b90cceb337d067",1,"MAKING AND SELLING ROPES","1","MAKING AND SELLING ROPES",4,1,1995,1,,"MAKING ROPES",1,31111,32,329,3290,1,2,2005,1,1,,1,,2,,,2,,,,,2,,12,,36000,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H0670201","72-54-85-89","95b06fe720ee4ceead1e71f41e0e7a8a",1,"TRADITIONAL HEALER","1","TRADITIONAL HEALER",8,11,2009,1,,"TRADITIONAL HEALER",2,191111,96,960,9609,1,1,2009,2,1,,1,,2,,,1,,,,,1,,12,,700000,1,1,200000,0,30000,1,,,,,,,,,,,,,,,,,,,,2,2
"H0670201","72-54-85-89","95b06fe720ee4ceead1e71f41e0e7a8a",2,"OWNS BODABODAS","2","OWNS BODABODAS",8,5,2013,1,,"BODA BODA BUSINES",2,81111,49,492,4921,1,1,2013,8,1,,2,,2,,,1,,,,,1,,12,,900000,0,1,0,0,100000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3360201","72-58-85-40","95cdaafa424549e9a10b50c893f7790d",1,"SELLING SECOND HAND CLOTHES","1","SELLING SECOND HAND CLOTHES",4,98,2009,1,,"retail sale of second hand clothes",2,71111,47,477,4771,1,1,2011,8,1,,2,,2,,,1,,,,,1,,10,1,800000,0,0,,400000,100000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H0961301","96-85-82-22","95f27385361b4ae68e7030076d889a87",1,"ROADSIDE STALL","1","ROADSIDE STALL",6,98,2008,1,,"RETAIL SALE OF VEGETABLES",2,71111,47,478,4789,,2,2008,7,1,,2,,2,,,2,,,,,2,,6,1,390000,0,0,,200000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2620201","67-21-06-79","987cf05707f24064abe69ffe2302bbdb",1,"SELLING SECOND HAND CLOTHINGS","1","SELLING SECOND HAND CLOTHINGS",5,1,2007,1,,"SELLING SECOND HAND CLOTHES",2,71111,47,477,4774,1,1,1998,8,1,,2,,2,,,1,,,,,1,,12,,2000000,0,1,0,1600000,80000,3,1,,1,,,,,,,,,,,,,,,,,2,2
"H0900403","02-76-79-74","995c00a60f604f0093fb4448a5adf5d1",1,"REATAIL SELLING VEGETABLES","1","REATAIL SELLING VEGETABLES",1,98,1997,1,,"RETAIL SALE OF VEGETABLES",2,71111,47,478,4781,1,1,1977,8,1,,2,,2,,,1,,,,,1,,12,,1200000,0,0,,900000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2440101","20-31-91-10","9ac2a4592624470b8601e4b5de2d8a1d",1,"GRINDING MILL","1","GRINDING MILL",2,98,2017,1,,"GRINDING MILL",1,31111,10,106,1061,1,1,2017,2,1,,2,,2,,,1,,,,,1,,2,2,120000,0,1,0,0,40000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3210801","11-07-69-65","9b91d76f77fd43f58e3e620645139638",1,"CARPENTRY WORKSHOP","1","CARPENTRY WORKSHOP",7,2,1993,1,,"Capentry workshop",1,31111,16,162222,1622,1,1,1996,4,1,,2,,2,,,1,,,,,1,,12,,200000,0,0,,250000,0,3,,,1,,,,,,,,,,,,,,,,,2,2
"H4241001","48-54-23-61","9c4579913fce4da484e894cb5f012271",1,"RETAIL SHOP","1","RETAIL SHOP",1,2,2005,1,,"RETAIL SHOP",2,71111,47,471,4711,1,1,2006,1,1,,2,,2,,,2,,,,,1,2,12,,300000,0,0,,1500000,65000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2980302","23-72-18-51","9c46a867c52748f19dd83e517d003c53",1,"DRUG SHOP","1","DRUG SHOP",7,11,2012,1,,"Drug shop",2,71111,47,479,4799,1,2,2012,1,1,,2,,1,2,,2,,,,,2,,12,,2400000,0,0,,2000000,0,3,1,,,,,,,,,1,,,1,,,,,,,2,2
"H0530503","87-58-02-06","9d195c87e2a247d5adc67bae49b9541b",1,"BODA BODA RIDING","1","BODA BODA RIDING",6,98,2015,1,,"boda boda rider",2,81111,49,492,4922,1,1,2015,8,2,,96,"got a loan from a friend",2,,,1,,,,,1,,12,,400000,0,0,,0,250000,3,1,,,,,,,,,,,,,,,,,,,2,2
"H2450601","44-82-23-15","9d197e937dc442869b152f2306ff11db",1,"COLLECTING AND SELLING QHAT","1","COLLECTING AND SELLING QHAT",8,98,2001,1,,"SELLING MIRA",2,71111,47,479,4799,1,1,2000,8,2,,2,,1,12,,1,,,,,1,,12,,6400000,0,1,0,3200000,160000,2,,1,,,,,,,,,,,,,,,,,,2,2
"H3440601","96-64-67-45","9e05b101a3374914b89e82c013b9612d",1,"BUYING FRESH FISH AND SELL AFTER ROASTING","1","BUYING FRESH FISH AND SELL AFTER ROASTING",2,98,2000,1,,"RETAIL SELLING OF FISH IN THE MARKET",2,71111,47,478,4781,1,1,1984,4,1,,2,,2,,,1,9,,,,1,,12,,2000000,0,1,0,1500000,100000,1,,,,,,,,,,,,,,,,,,,,2,2
"H4240701","93-19-47-60","9eb4f05d011b4600865313be18e7c426",1,"HUMAN CLINIC","1","HUMAN CLINIC",1,1,2012,1,,"SALE OF HUMAN DRUGS",2,171111,86,869,8690,1,2,2012,1,1,,2,,2,,,2,,,,,1,2,12,,4,0,2,0,0,20000,1,,,,,,,,,,,,,,,,,,,,2,1
"H2460301","21-25-80-70","9ec342f4c8994bbd8469be0601269b62",1,"SELLING FIREWOOD","1","SELLING FIREWOOD",8,98,1987,1,,"FIREWOOD SELLER",4,11111,2,23222,230,1,2,2010,8,1,,1,,2,,,2,,,,,2,,8,1,24000,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2340601","98-26-08-39","9ede9c1b174644b29ae79b85c41661bd",1,"SELLING FIREWOOD","1","SELLING FIREWOOD",8,6,2012,1,,"SELLING FIREWOOD",4,11111,2,21222,210,1,1,1995,6,1,,1,,2,,,1,,,,,1,,12,,60000,0,0,,0,0,3,,1,,,,,,,,,,,,,,,,,,2,2
"H4221001","27-62-02-39","9ff4d197f203408f87f6fcde48bf4a32",1,"RUNS A BAR","1","RUNS A BAR",5,5,2011,1,,"SELLING BEER",2,71111,47,471,4711,1,1,2014,1,1,,2,,1,96,"VILLAGE SAVINGS GROUP",1,,,,,1,,12,,82000,0,1,0,70000,10000,3,1,1,1,,,1,,,,,,,,,1,,,,,2,2
"H2590201","64-15-26-37","a0143093fc6a4ed5a8e2188df5676f0b",4,"LAND BROKER","4","LAND BROKER",8,98,1999,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2590201","64-15-26-37","a0143093fc6a4ed5a8e2188df5676f0b",1,"SELL DOMESTIC WARE","1","SELL DOMESTIC WARE",1,98,1988,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2590201","64-15-26-37","a0143093fc6a4ed5a8e2188df5676f0b",3,"PIPED WATER SELLING","3","PIPED WATER SELLING",2,98,2016,1,,"PIPED WATER SELLING",2,71111,47,471,4711,1,2,2015,1,1,,2,,2,,,1,2,,,,1,2,12,,100000,0,2,30000,20000,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H2590201","64-15-26-37","a0143093fc6a4ed5a8e2188df5676f0b",2,"CATTLE TRADING","2","CATTLE TRADING",4,98,2003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1150501","31-24-48-69","a04f863bd90d4040a89eb70d5cb62936",1,"ROASTS AND SELLS MAIZE","1","ROASTS AND SELLS MAIZE",6,98,2000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2000401","55-85-17-82","a10720b216e34c9496ca87f796d1af44",2,"PASSENGER TRANSPORT (BODA BODA)","2","PASSENGER TRANSPORT (BODA BODA)",8,98,2016,1,,"boda boda rider",2,81111,49,492,4922,1,3,2016,8,1,,2,,2,,,6,,,,,6,,12,,200000,0,0,,0,53000,3,1,,,,,,,,,,,,,,1,,,,,2,2
"H2000401","55-85-17-82","a10720b216e34c9496ca87f796d1af44",3,"GRINDING MACHINE","3","GRINDING MACHINE",4,98,2017,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2000401","55-85-17-82","a10720b216e34c9496ca87f796d1af44",1,"MAKES AND SELLS MUCHOMO (ROASTED MEAT)","2","MAKES AND SELLS MUCHOMO (ROASTED MEAT)",4,98,2010,1,,"Roasts meat",1,31111,10,101,1010,1,3,2010,4,5,,2,,1,9,,3,,,,,3,,12,,334000,0,0,,281000,14000,2,1,1,1,,,,,,,,,,,,,,,,,2,2
"H3520501","01-12-89-04","a137aae864774513851b92e975408b33",1,"MARKET STALL SELLING AGRICULTURAL PRODUCTS","1","MARKET STALL SELLING AGRICULTURAL PRODUCTS",6,8,1998,1,,"RETAIL SALE OF BOGOYA",2,71111,47,478,4781,1,1,2000,4,1,,2,,2,,,1,,,,,1,,12,,450000,0,0,,150000,30000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1830106","26-06-99-13","a139406d51364a7e9638f366529bca5e",1,"GENERAL MERCHANDISE SHOP","1","GENERAL MERCHANDISE SHOP",1,8,2013,1,,"SELLING GENERAL MACHANDISE",2,71111,47,471,4719,1,4,2010,2,1,,2,,2,,,4,,,,,4,,12,,2200000,0,0,,2000000,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H2360601","09-34-11-96","a17352a477084c70957fdb7f08f9ae2d",1,"OWNS AND RIDES A BODABODA","1","OWNS AND RIDES A BODABODA",8,3,2014,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2360601","09-34-11-96","a17352a477084c70957fdb7f08f9ae2d",3,"RUNS A SHOP","3","RUNS A SHOP",7,3,2016,1,,"Shop",2,71111,47,478,4789,1,1,2017,6,1,,2,,2,,,1,,,,,1,,12,,1200000,0,1,0,300000,45000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2360601","09-34-11-96","a17352a477084c70957fdb7f08f9ae2d",2,"MAKES AND SELLS LOCAL BREW","2","MAKES AND SELLS LOCAL BREW",2,98,2004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2040301","92-32-12-25","a174f1e339054a0db3463ede50224c45",1,"BREWING ALCOHOL","1","BREWING ALCOHOL",4,98,1990,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2940301","47-62-72-88","a1b71b4a577545898b0de219292b849d",1,"SALE OF COFFEE HUSKS","1","SALE OF HUSKS",1,3,2008,1,,"Selling of coffee husks",2,191111,96,960,9609,1,1,2014,1,1,,2,,2,,,4,5,,,,4,5,12,,400000,2,0,80000,250000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2280701","15-77-83-01","a2808d4f7723482399f6a9414f940907",1,"MAKING WINOWER","1","MAKING WINOWER",1,4,1970,1,,"MAKING WINOWER",1,31111,32,329,3290,,1,1970,4,1,,1,,2,,,1,,,,,1,,12,,60000,0,1,0,36000,0,2,,1,,,,,,,,,,,,,,,,,,2,2
"H2620303","58-36-34-75","a28becda4a7d40f1a00b12c46e5f8c29",1,"BREWING ALCOHOL","1","BREWING ALCOHOL",1,98,2010,1,,"SELLING LOCAL BREW",2,71111,47,471,4711,1,2,2007,1,1,,2,,1,2,,1,2,,,,1,2,12,,1824000,0,2,0,1600000,24000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1921203","87-37-26-34","a3cc75ede5e34fffaebf209f905f54cc",1,"SELLING GENERAL ITEMS","1","SELLING GENERAL ITEMS",6,10,2009,1,,"SELLING GENERAL MERCHANDISE",2,71111,47,478,4789,1,2,2013,4,1,,2,,2,,,1,2,,,,1,2,12,,4650000,0,2,0,4000000,50000,2,1,1,1,,,,,,,,,,,,,,,,,2,2
"H1921203","87-37-26-34","a3cc75ede5e34fffaebf209f905f54cc",2,"BODABODA TRANSPORT BUSINESS","2","BODABODA TRANSPORT",8,10,2016,1,,"BODABODA TRANSPORT BUSINESS",2,81111,49,492,4922,1,1,2017,6,1,,2,,2,,,1,,,,,1,,12,,200000,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,2,2
"H2990201","15-21-73-67","a4d06052463d490c855822ddd4d64171",1,"SALOON","1","SALOON",2,1,2013,1,,"soloon",2,191111,96,960,9602,1,2,2015,2,1,,2,,2,,,2,,,,,2,,12,,100000,1,0,40000,20000,10000,3,1,,,,,,,,,,,,,,1,,,,,2,2
"H3940801","15-61-13-86","a52acd870f29420aa97591e724c23846",1,"BURNING CHARCOAL","1","BURNING CHARCOAL",8,1,2010,1,,"MANUFACTURING CHARCOAL",1,31111,32,329,3290,1,3,2005,8,1,,2,,2,,,2,,,,,2,,8,1,90000,0,0,,9000,0,2,,,,,,,1,1,,,,,,,,,,,,2,2
"H2710202","65-73-77-33","a67c9d54bc574ae980e36be91f225182",1,"RUNS A WORKSHOP WHIC REPAIRS RADIOS,ETC","1","RUNS A WORKSHOP WHIC REPAIRS RADIOS,ETC",4,5,2010,1,,"REPAIRS ELECTRICAL APPLIANCES",2,191111,95,952,9521,1,1,2013,4,2,,2,,2,,,1,,,,,1,2,12,,280000,0,1,0,100000,80000,1,,,,,,,,,,,,,,,,,,,,1,2
"H1331003","46-34-33-09","a76d3425b1e94a5b8c843a829a2e3038",1,"WHOLESALE OF AGRICULTURAL PRODUCE","1","WHOLESALE OF AGRICULTURAL PRODUCE",8,98,2011,1,,"WHOLESALE OF AGRICULTURAL PRODUCE",2,71111,46,462,4620,1,1,2005,1,1,,2,,2,,,1,2,,,,1,,12,,550000,0,0,,300000,70000,1,,,,,,,,,,,,,,,,,,,,2,2
