"t0_hhid","interview__key","hhid","t0_bizroster__id","s12q03a","entID_unps","t0_entDesc","t0_entLoc","t0_entStartMon","t0_entStartYear","t0_operateEnt","t0_whyNotOperate","h12q01","h12q01_1","h12q02_oneDigit","h12q02_twoDigit","h12q02_threeDigit","h12q02_fourDigit","h12q02_superConfirm","h12q03","h12q04","h12q15","h12q16","h12q16b","h12q05","h12q05b","h12q06_1","h12q07_1","h12q07_1other","h12q08a","h12q08b","h12q08c","h12q08d","h12q08e","h12q19a","h12q19b","h12q09","h12q20","h12q10","h12q11A","h12q11B","h12q12","h12q13","h12q14","h12q17","h12q18A","h12q18B","h12q18C","h12q18D","h12q18E","h12q18F","h12q18G","h12q18H","h12q18I","h12q18J","h12q18K","h12q18L","h12q18M","h12q18N","h12q18O","h12q18P","h12q18X","h12q18Q","h12q18_other","h12q21","h12q22"
"H3550101","64-06-74-06","3aa9eeb35ab44e60ac6dfc06d73e7f6e",1,"BODA BODA","1","BODA BODA",6,4,2015,1,,"OWNS AND RIDES A BODA BODA",2,81111,49,492,4922,1,2,2015,8,1,,2,,2,,,1,,,,,1,,12,,400000,0,0,,100000,100000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1320802","59-64-37-19","3ae571b7c98e458b98d95c7e05887106",1,"SALON MANAGING AND HAIRDRESSING","1","SALON MANAGING AND HAIRDRESSING",7,1,2012,1,,"SALON MANAGING AND HAIR DRESSING",2,191111,96,960,9602,1,1,2012,7,1,,2,,2,,,1,,,,,1,,12,,450000,1,0,80000,150000,50000,2,1,,,,1,,,,,,,,,,,1,,,,2,2
"H2991002","61-27-42-44","3b27db69024a47d190143404f18a0cdc",1,"CARPENTRY","1","CARPENTER",6,2,2010,1,,"CARPENTRY",1,31111,16,162222,1629,1,2,2010,3,4,,1,,1,12,,2,,,,,2,,12,,6000000,0,2,0,3000000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2980601","51-82-70-37","3b773b98c3ad4c6ebd4e1ea8a03c1fc2",1,"CARPENTRY WORKSHOP","1","CARPENTRY WORKSHOP",3,10,2000,1,,"CARPENTRY WORK SHOP",1,31111,16,162222,1622,,1,2000,7,1,,2,,2,,,1,,,,,1,,12,,200000,0,0,,100000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H0610101","51-16-34-65","3c8ba24344824d54b6c1f0333c65ca86",1,"RETAIL SALE OF GENERAL MERCHANDISE","2","RETAIL SALE OF GENERAL MERCHANDISE",2,98,2017,1,,"RETAIL SALE OF GENERAL MERCHANDISE",2,71111,47,477,4773,1,2,2017,7,1,,2,,2,,,2,,,,,2,,12,,300000,0,1,0,150000,20000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3850701","00-82-98-59","3cb01afeecc743ea8ccf3e8a7ee4afb3",2,"BREWING LOCAL ALCOHOL","2","BREWING LOCAL ALCOHOL",4,98,1984,1,,"makes local brew",1,31111,11,110,1101,1,1,1984,4,1,,2,,2,,,1,,,,,1,,9,1,180000,0,0,,57000,6500,3,,,1,,,,,,,,,,,,,,,,,2,2
"H3850701","00-82-98-59","3cb01afeecc743ea8ccf3e8a7ee4afb3",1,"MAKING POTS FOR SALE","1","MAKING POTS FOR SALE",2,98,1984,1,,"makes pots for sale",1,31111,32,329,3290,1,1,1984,8,1,,2,,2,,,1,,,,,1,,12,,200000,0,0,,25000,9000,1,,,,,,,,,,,,,,,,,,,,2,2
"H4030901","50-07-57-89","3dc7ce254b7f40b3b8ad153adf1d07a5",1,"MAKING AND SELLING LOCAL ALCOHOL","1","MAKING AND SELLING MALWA",6,8,1985,1,,"MAKING LOCAL ALCOHOL",1,31111,11,110,1101,1,1,1980,1,1,,2,,1,1,,1,,,,,1,,12,,45000,0,0,,22000,5000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H3520601","41-47-33-01","3f6be250f7b94d28ad186199f50e03bc",1,"TRANSPORTNG PEOPLE ON A MOTORCYCLE","1","TRANSPORTNG PEOPLE ON A MOTORCYCLE",8,98,2012,1,,"BODABODA RIDER",2,81111,49,492,4921,1,1,2012,8,1,,2,,2,,,1,,,,,1,,12,,300000,0,0,,0,50000,1,,,,,,,,,,,,,,,,,,,,1,1
"H1530501","87-21-96-37","3f90136eef684fcaa9ba2f718da491a1",1,"GRINDING MACHINE OPERATOR","2","GRINDING MACHINE OPERATOR",2,11,2014,1,,"GRINDING MACHINE OPERATOR",1,31111,10,106,1061,1,1,2014,2,1,,96,"SOLD LIVESTOCK",2,,,1,,,,,1,,12,,4,0,0,,0,180000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2990701","83-67-96-07","403276b5d7af41ccbab65f788ad3fa48",2,"BUILDING HOUSES","2","BUILDING HOUSES",8,98,2000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2990701","83-67-96-07","403276b5d7af41ccbab65f788ad3fa48",1,"TAILORING","2","TAILORING",1,98,2002,1,,"TAILORING",1,31111,13,131,1313,1,2,2002,2,1,,2,,2,,,2,,,,,2,,12,,150000,0,0,,500000,20000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1300701","20-74-80-14","42cb63d9ad9a4ec0818c8bb7163118d8",1,"SELL PORK","1","SELL PORK",2,10,2007,1,,"SELLS PORK",2,71111,47,478,4781,1,2,2009,2,1,,1,,2,,,1,,,,,1,,12,,180000,0,1,0,0,0,3,1,1,,,,,,,,,,,,,,,,,,2,2
"H0360501","47-60-53-86","43001ca4b9d9497b8e5fde162eaae64b",1,"RETAIL SALE PORK ON A STALL OUTSIDE RESIDENCE","1","RETAIL SALE PORK ON A STALL OUTSIDE RESIDENCE",2,98,1974,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0360501","47-60-53-86","43001ca4b9d9497b8e5fde162eaae64b",2,"RETAIL SALE OF LOCAL BREW","2","RETAIL SALE OF LOCAL BREW INSIDE RESIDENCE",1,10,2014,1,,"retail sale of local brew",3,91111,56,563,5630,2,2,2014,5,1,,2,,2,,,3,,,,,3,,12,,540000,0,0,,300000,20000,3,1,,,,,,,,,,,,,,,,,,,2,2
"H1970501","39-34-09-65","436d5a4853f24a4c896bd405a221f328",1,"RETAIL SALE OF COOKED MAIZE GRAINS","1","RETAIL SALE OF COOKED MAIZE GRAINS",2,3,2013,1,,"Selling anyoya",2,71111,47,479,4799,1,2,2017,2,1,,2,,2,,,2,,,,,2,,12,,43500,0,1,0,19500,12000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H2310801","33-77-46-00","43740425c7ed4521948da92a624d6457",1,"TAILORING CLOTHES","1","TAILORING CLOTHES",1,98,1997,1,,"tailoring",2,31111,13,131,1313,1,2,1997,1,1,,2,,2,,,2,,,,,2,,12,,100000,0,0,,30000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H4280701","78-44-95-38","43ea5b8fad1844be9e990d6ae546d0aa",1,"RUNS A RETAIL SHOP","1","RUNS A RETAIL SHOP",7,1,2009,1,,"SELLS GENERAL HOUSEHOLD ITEMS",2,71111,47,471,4711,1,1,2000,7,1,,2,,1,1,,1,5,6,,,1,2,12,,2584000,0,3,0,2200000,64000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3570701","12-16-73-36","43ea7d5ebdb74fc2a098bd70c4caa58d",1,"RETAIL SHOP SELLING GENERAL MERCHARNDISE","1","RETAIL SHOP SELLING GENERAL MERCHARNDISE",1,98,2012,1,,"Retail sale of general merchandise",2,71111,47,477,4773,,1,2012,1,1,,2,,2,,,1,,,,,1,,12,,60000,0,0,,50000,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H1720601","85-85-20-54","441cda37b3414e07a6593efba2c48717",2,"RETAIL SALE OF VEGETABLES IN THE MARKET","2","RETAIL SALE OF VEGETABLES IN THE MARKET",4,4,2012,1,,"SELLING OF TOMATOES, MUKENE AND FRESH VEGETABLES",2,71111,47,478,4781,,2,2012,4,1,,2,,2,,,2,,,,,2,,6,2,300000,0,0,,200000,15000,2,,1,1,,,,,,,,,,,,,,,,,2,2
"H1720601","85-85-20-54","441cda37b3414e07a6593efba2c48717",1,"WHOLESALE OF FARM PRODUCE IN THE MARKET","1","WHOLESALE OF FARM PRODUCE IN THE MARKET",8,2,2015,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2390201","71-24-99-83","447eac4627444ec1bea1f94f10d20ac8",2,"RUNS OWN HOTEL (SELLING ANYOYA)","2","RUNS OWN HOTEL",4,2,2015,1,,"SELLER ANYOYA (FRIED BEANS AND MAIZE )",3,91111,56,561,5610,1,3,2016,7,1,,2,,1,12,,3,,,,,3,,12,,520000,0,1,0,260000,40000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1150901","62-86-28-64","44de24a3bcdf461e9450d690def9a5a6",2,"RETAIL SALE OF HARDWARE","2","RETAIL SALE OF HARDWARE",7,8,2016,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1150901","62-86-28-64","44de24a3bcdf461e9450d690def9a5a6",1,"RETAIL SALE OF ELECTRICALS","1","RETAIL SALE OF ELECTRICALS",7,8,2004,1,,"RETAIL TRADE OF ELECTRICALS",2,71111,47,475,4759,,1,2000,7,1,,2,,2,,,1,2,6,,,1,2,12,,15000000,0,0,,12000000,500000,3,,,,,,,1,,,1,,,,,,,,,,1,1
"H0611001","58-91-30-07","44f254ed3f314b7587a84edb490fc15d",1,"RETAIL SALE OF CHARCOAL","2","RETAIL SALE OF CHARCOAL",1,98,2017,1,,"retail sale of charcoal",2,71111,47,477,4773,1,1,2016,2,1,,2,,2,,,1,7,,,,1,,12,,5600000,0,0,,2800000,480000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3040802","00-48-24-50","450d5391f8884399b3c2160fe9ef0395",1,"RETAIL SALE OF GHEE","1","RETAIL SALE OF GHEE",1,1,2014,1,,"RETAIL SALE OF GHEE",2,71111,47,478,4789,1,2,2003,8,1,,2,,2,,,3,,,,,3,,12,,50000,0,0,,200000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2870601","99-92-96-04","45878d5c55a44a379b7d91479b23bf49",1,"CARPENTRY WORKSHOP","1","CARPENTRY WORKSHOP",7,8,1989,1,,"Capentry workshop",1,31111,16,162222,1622,1,1,2005,3,1,,2,,2,,,1,,,,,1,,12,,850000,2,0,250000,400000,60000,3,,1,,,,,,,,,,,,,,,1,,"Expensive raw materials",2,2
"H1460101","80-65-03-27","46b5fbc14f5444edb489b06f4305e851",1,"RETAIL SHOP","1","RETAIL SHOP",4,11,2011,1,,"Retail shop",2,71111,47,478,4789,1,1,2011,4,1,,2,,1,3,,1,2,,,,1,2,12,,480000,0,0,,1000000,154200,1,,,,,,,,,,,,,,,,,,,,9,2
"H2920804","80-50-39-92","46c75559ccb44ebf89eedefa432db56f",1,"BANANA TRADING","1","BANANA TRADING",7,6,2014,1,,"Produce trading",2,71111,46,462,4620,,2,2016,8,1,,2,,2,,,1,2,,,,1,2,12,,2000000,0,0,,1500000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H4160801","13-69-47-62","470e17533ccf4f868089ce4a3f8b9524",1,"DAIRY SHOP","1","DAIRY SHOP",5,2,2015,1,,"DAIRY SHOP",2,71111,47,472,4721,,2,2014,5,1,,2,,2,,,2,,,,,1,,12,,200000,1,0,60000,0,40000,3,1,,,,,,,,,1,,,1,,,,,,,2,2
"H4270201","48-98-39-09","479c32b9044c44bfb3fbaab3de5b1950",1,"BODA BODA DRIVER","1","BODA BODA DRIVER",8,9,2013,1,,"BODABODA",2,81111,49,492,4922,1,1,2014,8,1,,5,,2,,,1,,,,,1,,12,,260000,0,0,,0,100000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3420901","63-72-16-38","48b8a639028a46f78490c905d591c675",1,"PHONE CHARGING","1","PHONE CHARGING",1,98,2012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3420901","63-72-16-38","48b8a639028a46f78490c905d591c675",2,"RETAIL SALE OF GENERAL MERCHANDISE","2","RETAIL SALE OF GENERAL MERCHANDISE",1,98,2012,1,,"retail sale of general merchandise",2,71111,47,471,4719,1,1,2012,1,1,,2,,2,,,1,,,,,1,,12,,500000,0,0,,200000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2330301","81-95-22-48","49035e3c71464389b22369ebb2ec7573",1,"CHARCOAL BURNING","1","CHARCOAL BURNING",4,98,2002,1,,"Burning charcoal",1,31111,16,162222,1629,1,2,2010,8,1,,1,,2,,,2,,,,,2,,8,1,16500,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2630502","66-33-84-53","4ac55f9511c249788e31b82f62b6e15f",1,"RETAIL SHOP SALES SUGAR ,SOAP ETC","1","RETAIL SHOP SALES SUGAR ,SOAP ETC",1,98,2011,1,,"RETAIL SHOP/SHOP KEEPER",2,71111,47,472,4721,1,1,2015,4,1,,2,,2,,,1,,,,,1,,4,2,60000,0,0,,40000,15000,2,1,,1,,,,,,,,,,,,,,,,,2,2
"H3421001","91-79-25-90","4b52f35b343b4220846276e621995055",1,"BODA BODA","1","BODA BODA",8,98,2016,1,,"Boda boda rider",2,81111,49,492,4922,1,1,2016,6,2,,2,,2,,,1,,,,,1,,12,,900000,0,0,,0,300000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3421001","91-79-25-90","4b52f35b343b4220846276e621995055",2,"SALE OF ONIONS","2","SALE OF ONIONS",8,98,2017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0590904","43-19-65-10","4cd25d1d49044d23a4cc4abc16574a7a",2,"RETAIL SALE OF HUMAN DRUGS","2","RETAIL SALE OF HUMAN DRUGS",7,8,2015,1,,"sales of human drugs and treats people",2,171111,86,869,8690,1,1,2016,7,2,,2,,2,,,1,,,,,1,,12,,300000,0,0,,100000,50000,1,,,,,,,,,,,,,,,,,,,,1,2
"H0590904","43-19-65-10","4cd25d1d49044d23a4cc4abc16574a7a",1,"MOTOR VEHIVLE GARAGE","1","MOTOR VEHIVLE GARAGE",7,98,2012,1,,"motor vehicle garage",2,71111,45,452,4520,1,1,2012,7,1,,2,,2,,,,,,,,2,,12,,700000,1,0,150000,200000,50000,1,,,,,,,,,,,,,,,,,,,,9,9
"H1331007","35-59-97-73","4cfe8de2e5b446c19e97e2d45d452f1a",1,"WHOLESALE OF AGRICULTURAL PRODUCE","1","WHOLESALE OF AGRICULTURAL PRODUCE",7,8,2005,1,,"WHOLESALE OF AGRICULTURAL PRODUCE",2,71111,46,462,4620,1,2,2007,1,1,,2,,2,,,2,,,,,2,,5,1,500000,0,0,,300000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2740202","53-58-92-21","4d5a9462583944a89ea26912a46705e1",1,"BUYS AND SELLS MATOOKE(WHOLE SELLER)","1","BUYS AND SELLS MATOOKE(WHOLE SELLER)",4,1,1992,1,,"BUYING  AND SELLING  MATOOKE",2,71111,47,472,4721,1,5,1994,4,1,,2,,2,,,5,,,,,5,,12,,250000,2,0,50000,100000,0,3,,,,,,,,,,,,,1,,,,,,,2,2
"H3880701","84-04-47-77","4d96f2a1b70d449997350585b8a1bda4",1,"SELLS BOILED RICE AND TEA","4","SELLS BOILED RICE AND TEA",4,9,2014,1,,"SELLER BOILED RICE AND TWA",3,91111,56,561,5610,1,1,2011,7,1,,2,,2,,,2,,,,,2,,12,,200000,0,1,0,96000,6000,3,1,,1,,,,,,,,,,,,1,,,,,2,2
"H1101001","65-18-89-56","4da7779feee14aa1bfde570a9fbcfe11",1,"OPERATING A CLINIC AT THE ISLAND","2","OPERATING A CLINIC AT THE ISLAND",7,5,2011,1,,"RETAIL SALE OF HUMAN DRUGS",2,71111,47,477,4772,,2,2014,7,1,,2,,2,,,2,,,,,1,2,12,,1000000,0,1,0,600000,5000,3,,1,,,,,1,,,,,,,,,,,,,2,2
"H0910503","84-16-90-55","4e0ff2fb7fb74bd3a7d95c0a4f152141",1,"SELLING AGRICULTURAL PRODUCE","1","SELLING AGRICULTURAL PRODUCE",7,98,2010,1,,"selling produce",2,71111,46,462,4620,1,1,2009,1,1,,2,,2,,,1,,,,,1,,12,,6000000,0,0,,4000000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2050501","98-54-59-16","4ec51b3518254077bef2fe1cce8ea6af",1,"SHOP KEEPER","1","SHOP KEEPER",4,6,2013,1,,"Selling  general  merchandise  in a shop",2,71111,47,475,4751,1,1,2013,7,1,,2,,2,,,1,,,,,1,,12,,120000,0,0,,60000,30000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3980601","44-31-47-62","4ffcc839141344d2874e764968ce4a38",1,"SELLS GROUND NUTS IN TRADING CENTRE","2","SELLS GROUND NUTS IN TRADING CENTRE",7,10,2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2160202","15-62-08-31","5027e7a611eb4efe8a48e8bfce3ffa55",1,"SELLING FIREWOOD","1","SELLING FIREWOOD",8,3,2010,1,,"SELLING FIREWOOD",2,11111,2,23222,230,1,2,2000,8,1,,1,,2,,,2,,,,,2,,8,1,25000,0,0,,0,0,3,1,,,,,,1,,,,,,,,,,,,,2,2
"H0670301","05-75-29-97","5111e6a8cce74780a6b7be8df320b5de",1,"MAKING AND SELLING OF MATS","1","MAKING AND SELLING OF MATS",1,6,1970,1,,"MAKING AND SELLING  OF MATS",2,71111,47,475,4753,,1,1970,1,1,,1,,1,3,,1,,,,,1,,9,2,100000,0,0,,30000,0,2,,,,,,,,,,,,,,,,,1,,"BECOME WEAK AND SICKLY CAN MANAGE THE BUSINESS",2,2
"H1490301","53-83-52-96","51123541c3ee40718066d063b51ec9f6",1,"SELLING LOCAL BREW","1","SELLING LOCAL BREW",7,3,2015,1,,"Local Brewing",2,71111,47,472,4722,1,1,2015,6,1,,2,,2,,,1,,,,,1,,12,,80000,0,0,,30000,0,3,1,1,,,,,,,,,,,,,,,,,,2,2
"H3880201","31-83-21-09","51e125d8584c4a1fbf84a34022b36d57",1,"RETAIL SALE OF SWEET BANANAS IN THE MARKET","1","RETAIL SALE OF SWEET BANANAS IN THE MARKETQ",4,10,2008,1,,"SELLER SWEET BANANA",2,71111,47,479,4799,1,1,2008,8,1,,2,,2,,,1,,,,,1,,12,,180000,0,1,0,85000,15000,2,1,,1,,,,,,,,,,,,,,,,,2,2
"H3890901","05-65-60-67","52b0b321182a4de2a62e053475314b38",1,"SELLING  CLOTHES AND SHOES","1","SELLING SECOND HAND CLOTHES",5,98,2008,1,,"sale of clothes and shoes",2,71111,47,478,4782,1,2,2008,7,1,,2,,2,,,1,2,,,,1,,12,,1500000,0,0,,1000000,0,2,1,,1,,,,,,,,,,,,,,,,,2,2
"H3880901","65-17-03-90","531a57d2f18e4fdab6d1ee4386d7afa7",1,"MOTOR CYCLE BODA BODA BUSINESS","1","MOTOR CYCLE BODA BODA BUSINESS",6,3,2010,1,,"BODA BORA RIDER",2,81111,49,492,4921,1,1,2011,8,2,,2,,2,,,1,,,,,1,,12,,750000,0,0,,0,260000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3820201","94-62-59-91","53b3f8fa3fe5412f900aa5996efc5442",1,"RETAIL SALE OF VEGETABLES","1","RETAIL SALE OF VEGETABLES",2,98,2005,1,,"RETAIL SELLING OF TOMATOES",2,71111,47,478,4781,1,1,2008,7,1,,2,,2,,,1,,,,,1,,12,,120000,0,0,,50000,2500,2,1,,,,,,,,,,,,,,,,,,,2,2
"H3630501","19-15-44-43","53c6211522df4b8bb78cbdf9a34b89fa",1,"SELLING LADIES CLOTHS","1","SELLING LADIES CLOTHS",8,7,2012,1,,"SELLING LADIES WEAR LIKE BITENGES",2,71111,47,479,4799,1,1,2013,8,2,,2,,2,,,1,,,,,1,,12,,450000,0,0,,300000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H3880101","67-89-48-69","53de0ce177f9462f955e19d0741046c1",1,"SELLS OLD SAUCEPANS","1","REPAIS AND SELLS OLD SAUCEPANS",1,98,2010,1,,"Sells old saucepans",2,71111,47,478,4789,1,1,2010,4,1,,2,,2,,,1,,,,,2,,12,,165000,0,0,,63000,6000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1200302","55-48-33-19","542bc4afbc2440c796d9ca699bb8b103",1,"RETAIL SALE OF AGRICULTURAL PRODUCE","2","RETAIL SALE OF AGRICULTURAL PRODUCE",1,98,2005,1,,"WHOLESALE OF AGRICULTURAL PRODUCE",2,71111,46,462,4620,,1,2005,1,1,,2,,1,8,,1,,,,,1,,12,,12000000,0,4,0,8000000,700000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1200302","55-48-33-19","542bc4afbc2440c796d9ca699bb8b103",2,"RETAIL SALE OF SILVER FISH AND POUNDED GROUNDNUTS","3","RETAIL SALE OF SILVER FISH AND POUNDED GROUNDNUTS",1,98,2016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H4160101","74-59-27-25","54599a6e202d4e39bf9c647caf59cf2c",1,"SHOP","1","SHOP",5,4,1995,1,,"selling of electricals",2,41111,35,351,3510,1,3,1995,5,1,,2,,2,,,1,2,,,,1,,12,,4000000,0,1,0,0,10000,2,,,,,,,1,,,1,,,,,,,,,,9,9
"H0371101","39-74-35-98","546931451c2d428e859d4ac34fa99380",1,"MANUFACTURING OF BRICKS","1","MANUFACTURING OF BRICKS",2,3,2006,1,,"MANUFACTURING BRICKS",1,31111,23,239,2392,,1,2008,2,1,,1,,2,,,1,,,,,1,,10,1,160000,2,0,50000,20000,10000,1,,,,,,,,,,,,,,,,,,,,2,2
"H0880201","37-84-53-40","55088cd12c054cdd9ad8f6f1492d73b0",1,"SALON","1","SALON",1,98,2007,1,,"hair dressing",2,191111,96,960,9602,,1,2013,1,1,,2,,2,,,1,,,,,1,,11,1,100000,0,0,,50000,0,3,1,,1,,1,,,,,,,,,,1,1,,,,2,2
"H1140901","09-66-53-58","559ab2786e0f4d109cbbb9c5c1b87f6a",2,"RETAIL SALE OF GENERAL MERCHANDISE","3","RETAIL SALE OF GENERAL MERCHANDISE",6,1,2012,1,,"RETAIL SALE OF GENERAL MERCHANDISE",2,71111,47,471,4719,1,1,2013,2,1,,3,,1,12,,1,2,,,,1,6,12,,3300000,0,1,0,1800000,100000,3,1,,1,,,,,,,,,,,,,,,,,2,2
"H1140901","09-66-53-58","559ab2786e0f4d109cbbb9c5c1b87f6a",1,"RETAIL SALE OF SCRAP","2","RETAIL SALE OF SCRAP",7,2,2011,1,,"BUYS SCRAP ON RETAIL AND SELLS TO FACTORY IN WHOLESALE",2,71111,47,478,4789,1,6,2017,2,1,,2,,2,,,1,2,6,,,1,6,12,,15000000,2,0,300000,7000000,450000,3,,,1,,,,,,1,,,,1,,,,,,,2,1
"H1200501","15-13-56-40","56728bec369949a8a4b1b4edf32bc6af",1,"WHOLESALE OF PRODUCE","1","WHOLESALE OF PRODUCD",7,5,2013,1,,"WHOLESALE OF PRODUCE",2,71111,46,469,4690,,1,2013,8,1,,2,,2,,,1,,,,,1,,12,,800000,0,0,,500000,70000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1070301","20-17-13-27","56acae87b0cc4162bfb9657e54ddd477",1,"RETAIL SALE OF FOOD STUFFS IN THE MARKET","1","RETAIL SALE OF FOOD STUFFS IN THE MARKET",4,98,2005,1,,"SELLING ROASTED SOYA AND GROUND NUTS",2,71111,47,478,4781,,1,2016,6,1,,1,,2,,,7,,,,,1,7,12,,209400,0,2,0,119400,8000,2,,,,,,,,,,,,,,,,,1,,"LACKS SPACE TO EXPAND",2,2
"H3630201","33-52-42-54","573c6349c76242f5b6e860ce81436a70",1,"BUYS AND SELLS SPARE AND PARTS","1","BUYS AND SELLS SPARE AND PARTS",8,1,2010,1,,"Buys and sells spare parts",2,71111,45,453,4530,1,1,2010,8,1,,2,,2,,,1,,,,,1,,12,,200000,0,0,,500000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3630201","33-52-42-54","573c6349c76242f5b6e860ce81436a70",2,"SEWS CLOTHES","2","SEWS CLOTHES",8,1,2010,1,,"Sewing clothes",2,31111,14,141222,1410,,2,2016,4,1,,2,,2,,,2,,,,,2,,3,2,30000,0,0,,100000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H1020101","74-18-74-27","57ae070c1d7b4e8e944702dfb0583a05",2,"MENDING AND MAKING OF CLOTHES","2","MENDING AND MAKING OF CLOTHES",6,4,2011,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1020101","74-18-74-27","57ae070c1d7b4e8e944702dfb0583a05",3,"WHOLESALE OF AGRICULTURAL PRODUCTS","3","WHOLESALE OF AGRICULTURAL PRODUCTS",6,4,2011,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1020101","74-18-74-27","57ae070c1d7b4e8e944702dfb0583a05",1,"RIDING BODABODA IN TOWN","1","RIDING BODABODA IN TOWN",6,4,2011,1,,"TRANSPORTING PASSENGERS ON A MOTORCYCLE",2,81111,49,492,4921,1,1,2011,8,1,,2,,2,,,1,,,,,1,,12,,560000,0,0,,0,200000,1,,,,,,,,,,,,,,,,,,,,9,9
"H0670401","79-00-58-17","58cafe41ef884a26843d8327c49ad964",1,"BREWING ALCOHOL","1","BREWING ALCOHOL",1,98,2003,1,,"BREWING ALCOHOL",2,71111,46,463,4630,1,1,2005,2,1,,2,,1,8,,1,,,,,1,,12,,480000,0,0,,250000,30000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3930201","40-10-74-18","58cf8ecb501b45ecb5c87fd71558f4b4",1,"CAPENTER","1","CAPENTER",2,11,2005,1,,"MAKING CHAIRS, BEDS",1,31111,31,310,3100,1,1,2005,2,1,,7,,2,,,1,,,,,1,,12,,300000,0,0,,200000,0,2,1,1,,,,,,,,,,,,,,,,,,2,2
"H1400302","64-58-67-45","59af43dd132840e7a3d907037ed3e8e2",1,"GROUNGNUTS HAND GRINDING MACHINE","1","GROUNGNUTS HAND GRINDING MACHINE",1,2,2015,1,,"Groundnuts hand grinding machine",2,191111,96,960,9609,1,1,2015,1,1,,2,,2,,,1,2,,,,1,2,12,,35000,0,0,,25000,0,3,1,1,1,,,,,,,,,,,,,,,,,2,2
"H2000701","88-46-19-89","5a67d206764f452bac3503e9e3326573",1,"BREWING LOCAL ALCOHOL FOR SALE","2","BREWING LOCAL ALCOHOL FOR SALE",2,9,2015,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2380602","87-59-14-98","5aa74ca9930c416bb69c9e2f27e439a6",1,"SELLING GREENS","3","SELLING GREENS",4,3,2017,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1310701","36-36-49-76","5abb4c8b03414d8d87da4b062242ddb9",1,"OWNS AND RIDES A BODABODA MOTOR CYCLE","1","OWNS AND RIDES A BODABODA MOTOR CYCLE",8,98,2016,1,,"OWNS AND RIDES A BODA BODA MOTORCYCLE",2,81111,49,492,4922,,5,2016,8,1,,2,,2,,,5,,,,,5,,12,,600000,0,0,,0,150000,2,1,1,,,,,,1,,1,,1,,,,,,,,2,2
