"hhid","s16qa01","s16q02a","s16q02y","s16q02b","s10q03a","s16q03b","s16q03c","s16q03d","s16q04a","s16q04b","s16q04c","s16q01"
"3431ae3c4f4c4c0381f084737f81e258",1012,7,2018,2,1,2,2,2,8,,,1
"344fd6f624a940098ce14612c4439ed4",1011,4,2018,2,1,2,2,2,8,6,,1
"3453773ffb6941b089ee7f38a4653c85",1011,6,2017,2,1,1,1,1,1,,,1
"345a78a0741b43f8b7d3d9742e72445a",104,1,2017,12,1,1,1,1,8,9,,1
"345a78a0741b43f8b7d3d9742e72445a",1012,1,2017,7,1,1,1,2,8,9,,1
"34aa6ac92c97484a915e9d8745ca7cc1",1011,4,2017,4,1,2,1,1,3,15,,1
"34d45667ceda48fb90f63973cba4bc7d",102,7,2018,0,1,2,1,1,40,8,,1
"34d45667ceda48fb90f63973cba4bc7d",1011,6,2018,2,1,2,1,1,8,,,1
"34d45667ceda48fb90f63973cba4bc7d",1032,6,2018,0,1,2,1,1,40,,,1
"34ef676aa0b34c10a12ed09074a1e280",118,6,2017,7,1,1,1,1,1,,,1
"3550cf165cdd4690b6f9810dad0153d5",1011,9,2017,3,1,2,1,1,1,,,1
"3553d7dac7244def904dd565c58663db",117,8,2017,0,1,1,1,1,2,,,1
"3556428069ca4b4bb57808925da8a4be",1011,4,2017,3,1,1,1,2,40,,,1
"356ec8127c864861b595272b36ccf1d3",110,3,2018,3,1,2,1,2,3,8,,1
"35711b5f62334d8fa30148ea5f65e6da",117,11,2017,3,2,1,2,2,1,14,,1
"35909e3321914d778d4b3c5f610ce880",102,4,2018,2,2,2,1,2,40,,,1
"359e3e456e484fba8d0e3d3d65b441c9",1011,7,2017,3,1,2,1,1,5,3,,1
"359e3e456e484fba8d0e3d3d65b441c9",1012,8,2017,2,1,2,1,1,3,6,,1
"35a4759799a64403abcf6f526479d782",102,10,2017,2,1,2,1,1,1,3,6,1
"35f1e64ed30a45d9b7dca8bf3521112c",104,10,2017,7,1,2,1,2,3,,,1
"36186b7d4bee4d59b4ace3ace7b73b93",116,11,2018,3,1,2,2,2,40,,,1
"361e28eb6bfe488d87b0e3de8062f4aa",110,4,2018,4,1,2,1,2,1,8,,1
"36d9d14d7aa7487ca61a79d253be89ac",1011,7,2018,2,1,2,1,2,8,4,40,1
"372a7c27d1ac48de86483bb7e23ba930",1012,9,2017,6,1,1,1,2,9,,,1
"374bb0ca1784414a855cbda492271c85",1011,6,2017,3,2,2,2,2,3,,,1
"37a582f68612486a8144cd0abe64262c",1011,6,2018,2,,1,1,2,8,,,1
"37dc2bcafd9b45e685a377e807eb4cf9",107,6,2018,2,1,2,1,1,40,,,1
"382fa15a185c4992a7a2d7fdb70f0db5",110,10,2018,1,2,2,2,2,1,,,1
"382fa15a185c4992a7a2d7fdb70f0db5",1011,3,2018,4,2,1,1,1,3,,,1
"3836197d0aa144d9aea4bbccc28232a2",1011,6,2017,3,1,2,1,2,3,5,,1
"38cac2f27d8b4feeb489c8ef7548babe",111,4,2017,11,1,1,1,2,8,3,1,1
"38cac2f27d8b4feeb489c8ef7548babe",1011,6,2017,3,1,2,1,1,8,3,1,1
"38caf316e0404a58b426eaff6b269196",104,7,2017,5,1,1,1,1,5,8,40,1
"38caf316e0404a58b426eaff6b269196",1011,7,2017,5,1,1,1,1,4,5,8,1
"38caf316e0404a58b426eaff6b269196",1012,7,2017,5,1,1,1,1,5,8,40,1
"38d08be913a94b9ea0e69a5cf5145064",118,8,2017,2,1,2,1,2,8,,,1
"39188f8ad93d48efb2c49ae5d71350bb",102,10,2017,4,1,2,2,2,6,8,,1
"391c2a4173344a90b21eda1858c4fd84",111,3,2018,5,1,2,2,1,1,2,40,1
"3925514a64714a588609b3eaf92169b8",1011,7,2017,3,1,2,2,2,3,,,1
"3945193f68854c9f9a93210349e2967d",1011,10,2017,4,1,1,1,1,1,8,,1
"39e0390acf4e4a9ab1afebf87d1caf72",112,8,2018,3,1,1,1,2,11,,,1
"39ec9b23a35f43228f8de99fd28eb281",104,4,2017,4,1,1,1,1,8,12,,1
"39ec9b23a35f43228f8de99fd28eb281",1011,4,2017,3,1,1,1,1,8,12,,1
"39fffc7e84ed4f3199acc6c112eb51a1",1011,10,2017,3,2,2,1,2,3,9,,1
"3a0b8d6cdee24c1998f7763da49e06ca",118,2,2018,2,1,2,1,1,1,8,,1
"3a5ff7fbc4804c359b81467f3ce2949f",110,8,2017,3,1,2,1,1,1,96,,1
"3a5ff7fbc4804c359b81467f3ce2949f",111,7,2018,0,1,2,1,1,1,40,,1
"3a79d4174ebf43b4b783108f54d0231b",1011,3,2018,3,1,2,1,1,8,,,1
"3acf3cc20c914c759c2d9c528bc0fb10",113,9,2017,5,1,1,1,1,8,,,1
"3acf3cc20c914c759c2d9c528bc0fb10",1011,8,2017,3,1,1,1,2,8,,,1
"3b2a70b945384a5d894209539f276fa0",1011,6,2018,3,1,2,1,1,8,,,1
"3b4c9e74213b4746ab743a45cbdec108",118,1,2018,10,1,2,2,1,40,,,1
"3b8bcb63695846fb8f842e485a129d7a",1012,7,2017,2,2,2,1,2,1,6,,1
"3baf50e92b894c2ea14fc2c34b4a020a",104,6,2017,5,1,1,1,1,1,8,,1
"3bf7e6062a9b41c5be8a57d035d4407d",1011,8,2017,7,1,1,1,1,1,3,,1
"3bfbd631e58c4c448e1cff3de710dfc6",1011,9,2017,5,1,1,1,1,8,13,,1
"3cc22fa8718a49e486d06fed5e0fd16b",1011,11,2017,3,1,2,1,2,6,4,1,1
"3cc22fa8718a49e486d06fed5e0fd16b",1012,9,2017,3,1,2,1,1,6,1,10,1
"3cfde9aa232e4385bea03a4dc84275cc",118,3,2018,6,1,2,2,1,8,,,1
"3d2bf2ca3517452498a4f93b3fa712f1",1012,6,2017,4,1,2,1,2,10,3,,1
"3d5c19ea73524c6f9a932a062e0b2b3a",105,7,2017,3,1,2,1,1,4,3,,1
"3d5c19ea73524c6f9a932a062e0b2b3a",1032,9,2017,1,1,2,1,2,4,,,1
"3d633012f62f4a1693b032bb87573c1e",105,7,2018,2,1,2,2,1,40,,,1
"3d633012f62f4a1693b032bb87573c1e",107,7,2018,4,1,2,2,1,40,,,1
"3d9d0190b459497fae71e64c4fa3ce0f",1011,3,2018,4,1,2,1,1,40,,,1
"3dc7ce254b7f40b3b8ad153adf1d07a5",1011,8,2018,3,1,2,1,2,5,3,,1
"3e0836777f5a495e9722b4ef679c327a",113,4,2017,8,2,2,2,2,1,,,1
"3e27af60ec544b95b905a8859d6d0382",111,8,2017,4,1,2,1,2,40,,,1
"3e8c75244fe04d3498a36b2a3a2e5e53",111,4,2018,1,1,2,2,2,1,8,9,1
"3f03088b9f2d4a4bb17f4c2b08eb006b",104,4,2017,2,1,2,1,1,4,,,1
"3f03088b9f2d4a4bb17f4c2b08eb006b",1011,3,2017,2,1,2,1,1,8,9,,1
"3f39cc086d5f4cd383549baf15963bec",1011,6,2017,3,1,1,1,1,3,,,1
"3f64e9dd8a444868825b5197a195a6eb",1012,10,2017,3,2,2,1,2,1,3,,1
"3fe7a463a074406f82c1475a5c28e730",1011,7,2018,3,1,2,1,2,3,5,,1
"3ff65bff324d43daaba32def1e823094",107,6,2018,2,2,2,2,2,40,,,1
"3ff65bff324d43daaba32def1e823094",115,9,2018,0,2,2,2,2,40,,,1
"401b7c77260b4e568263be05b47bfc5d",1011,9,2017,6,1,1,1,1,1,3,9,1
"403c3e615b9044009f147033aa97dc0f",1011,10,2017,10,1,1,1,1,3,,,1
"40466451b19e45e3b302cd2e9f46fc10",115,6,2018,2,1,1,2,2,40,96,,1
"409ea672a1d84860be324caaa49bfa01",1011,2,2017,3,1,2,2,1,1,96,,1
"40d651d26aa4403ca40fd52713d38ab2",108,6,2017,12,1,1,1,1,1,3,,1
"4103779cb40b4a70a530c2fe4af75b66",1011,7,2018,2,1,1,1,1,40,,,1
"410ccdd68e694cad805ee3c3db209054",102,8,2017,2,1,2,1,1,9,8,,1
"410ccdd68e694cad805ee3c3db209054",104,6,2017,11,1,2,1,1,8,,,1
"41104a79c99f49ac83df63ff521ab038",104,5,2017,1,2,2,1,2,3,5,96,1
"41104a79c99f49ac83df63ff521ab038",106,3,2017,3,2,2,1,1,40,,,1
"41104a79c99f49ac83df63ff521ab038",1012,12,2017,3,2,2,1,2,3,5,,1
"415955acb18846569b50042e9abfb8d4",1011,6,2017,3,1,1,1,1,3,,,1
"419ccafc23034660803d27943dc103b7",112,9,2018,0,2,2,2,2,8,1,,1
"41bb9a751f6e457daba39b06f6ad373a",104,4,2018,2,1,2,1,2,40,,,1
"4204ad8a9fcc43f2a294d012f4e6c131",1011,3,2017,2,1,1,1,1,8,,,1
"420750aef42a46139e6eb109f0fc28c1",104,10,2017,4,1,1,1,1,1,8,40,1
"420750aef42a46139e6eb109f0fc28c1",111,12,2017,2,1,1,1,1,8,,,1
"420750aef42a46139e6eb109f0fc28c1",1011,9,2017,6,1,1,1,1,1,8,40,1
"428fa9e59dac4f5e8644b24a1530beed",102,8,2017,4,1,2,1,2,40,,,1
"42ba387b8cfe40ba9ea70061853db882",118,6,2017,6,1,2,1,2,8,,,1
"43001ca4b9d9497b8e5fde162eaae64b",1012,4,2018,5,1,2,1,2,40,,,1
"436745efc56f4db89ab6aa60196163d1",1011,4,2018,1,1,2,1,1,3,,,1
"43740425c7ed4521948da92a624d6457",1011,6,2018,3,1,1,1,1,8,,,1
"437cdf4cefbd47208506638b5430432d",1011,8,2017,3,1,2,1,1,3,1,9,1
"439ea3100826494ea35cf8f7adfb5e51",1011,6,2017,4,2,2,1,2,1,3,,1
"43bf4533dc2b43d8838108888e1cc24e",1011,3,2018,4,1,1,1,1,3,8,9,1
"43f5ac4b06af4615bab925b452355111",104,5,2017,3,1,1,1,1,6,8,,1
"43f5ac4b06af4615bab925b452355111",1011,5,2017,2,1,1,1,1,8,,,1
"4420e0e33301401ea321282980ad9272",1011,7,2017,3,1,1,1,1,3,,,1
"444e4e1912d64acda005a645ac29d20e",1011,7,2017,3,1,1,1,2,5,,,1
"447a3e73ca7a4e37918f822ffa425a16",1011,9,2017,4,1,1,1,1,1,,,1
"447eac4627444ec1bea1f94f10d20ac8",113,11,2017,2,1,2,1,2,40,,,1
"447eac4627444ec1bea1f94f10d20ac8",1012,2,2018,2,1,1,1,2,40,,,1
"44b50c08f9bd4898a926473fba467d91",1012,7,2018,5,1,2,1,1,3,5,,1
"44fae2260208482594b1e35af2c87624",118,6,2017,11,1,1,1,1,8,11,,1
"454b1e662fdb4fad8865a9e7168c80fa",1011,7,2017,3,2,2,2,2,40,,,1
"456103859120412ba80e3e5d4c19890d",1011,6,2017,1,1,2,1,2,40,,,1
"45878d5c55a44a379b7d91479b23bf49",104,8,2017,1,1,2,1,2,3,,,1
"45878d5c55a44a379b7d91479b23bf49",1011,9,2017,2,1,2,1,2,3,5,,1
"45878d5c55a44a379b7d91479b23bf49",1012,7,2017,3,1,2,1,2,3,5,,1
"45b626e85ac24e50939037995cb50c55",1011,12,2017,3,2,2,1,2,40,,,1
"45e2ee95fc5d43209952a116c1df9f91",104,7,2017,1,1,2,2,2,8,5,,1
"46148e9cac444dd29d783073cf99257a",111,9,2018,0,2,2,1,1,2,5,,1
"46235a9f1237490b8d6433136a08bd86",104,8,2017,3,2,2,1,1,8,9,,1
"46235a9f1237490b8d6433136a08bd86",1011,8,2017,6,1,2,1,1,96,9,,1
"46c178409da54f979ef66829c18f853a",115,8,2018,0,2,2,2,2,40,,,1
"4705b49e9d2943b4a56d90016672e079",1012,8,2017,5,1,2,1,2,8,,,1
"470e17533ccf4f868089ce4a3f8b9524",1011,7,2017,3,2,2,2,2,40,,,1
"4744755a091648359b3febff5281d02c",114,10,2017,3,2,1,2,2,40,,,1
"4767c50c4b1d4fb19200671c732d3336",1011,5,2018,2,1,2,1,1,3,6,,1
"476c397ab85342c09f4541d690f4c150",1012,6,2018,5,1,1,1,1,3,1,,1
"479c32b9044c44bfb3fbaab3de5b1950",1011,12,2017,4,1,2,1,1,3,6,,1
"47b0ebb1f9cd4d988a684982758920f8",107,11,2017,3,1,2,2,2,8,,,1
"47b61c4c2bd6450badcf443c9cd9dedf",1011,6,2018,2,1,2,1,1,8,,,1
"47d69bd96a9d4f9997891303469af8a6",115,2,2018,3,2,1,1,2,40,,,1
"48849264132e4546adaf2b058a5a03f1",107,6,2018,1,1,2,2,2,40,,,1
"498d82ebd1c94ba2a264741a4324c6a4",115,2,2018,2,2,2,2,2,5,3,8,1
"49929536f6b141e0ad8f8a5e673a54e4",1011,6,2018,3,1,2,1,2,3,,,1
"49ee2e75ae174b5aa6dc9f5741f5eb7a",110,7,2018,1,1,2,2,1,8,9,3,1
"49ee9daaeeb64bfe99182bc63a351dfd",1011,6,2017,3,1,1,1,1,3,,,1
"4a899068f46245da9117762d2ca428fd",111,7,2018,2,1,2,1,2,9,,,1
"4aab0c498c254688ad6c84da4de8063e",110,4,2018,9,2,2,2,2,1,,,1
"4ac55f9511c249788e31b82f62b6e15f",1011,5,2017,2,1,2,1,1,5,,,1
"4ac55f9511c249788e31b82f62b6e15f",1012,5,2017,2,1,2,1,1,3,5,,1
"4b0364703cb2492f8cb2bc0ed7d0c904",1011,6,2017,4,1,1,1,1,8,3,40,1
"4b54ec189b39476582f02f0f738e0b0e",110,1,2018,0,2,2,2,1,40,,,1
"4bbe3717081940c08f1bd6b5197a898a",1011,6,2017,7,1,1,1,1,2,7,,1
"4c20662c4f794587a3174dae44d6f9e6",1011,11,2017,3,1,2,1,1,4,10,,1
"4c20662c4f794587a3174dae44d6f9e6",1012,7,2017,3,1,2,1,2,4,10,,1
"4c96190563cd4b59b16f51d95a6450cd",115,3,2018,0,1,1,2,1,40,,,1
"4cb73bf76bd644aba3f63de07c13a811",118,4,2017,2,1,2,1,2,8,,,1
"4cb7665bda534e53ab0e6874854016af",1011,7,2017,2,1,1,1,1,5,,,1
"4cc2184696104ac6853ae16983215509",108,3,2018,3,1,2,2,1,8,9,3,1
"4cfe8de2e5b446c19e97e2d45d452f1a",118,4,2018,0,1,2,1,1,1,8,,1
"4d0cc584b9b945f8bc1674879d356ed0",1012,5,2018,3,1,1,1,1,3,,,1
"4d96f2a1b70d449997350585b8a1bda4",111,8,2017,2,1,1,2,2,40,,,1
"4dade31873bb4bd792d064cfb6ad3d3f",111,9,2018,2,1,2,1,2,1,9,,1
"4db1230ae2a74d1b9fdcc15e87262b26",1012,1,2017,2,1,2,1,1,3,,,1
"4db1230ae2a74d1b9fdcc15e87262b26",1032,4,2017,2,2,2,1,1,3,5,,1
"4df0393b234448c4a01934c4b561190d",1011,12,2017,5,2,2,1,2,3,,,1
"4eb0432f6866446386b93a29fe01819b",104,5,2017,2,1,2,1,2,3,,,1
"4eb8fe775c964ecaa2173d058d32d891",1011,2,2017,1,1,1,1,1,40,,,1
"4eb8fe775c964ecaa2173d058d32d891",1012,3,2017,1,1,2,1,1,40,,,1
"4f150ebd6b314aa4aa85672ecaa9cb78",114,11,2017,2,1,2,2,1,40,,,1
"4f2bc043bd734eed81c32d5384e376c7",110,5,2018,3,1,2,1,2,8,9,3,1
"4f2bc043bd734eed81c32d5384e376c7",1011,5,2018,2,2,2,1,2,8,3,9,1
"4f2dcc04814146faabcbbfe91f264293",110,7,2017,2,1,1,1,2,10,,,1
"4f4294cb30ab4b30bf4121edd3b12731",116,12,2017,1,2,2,1,2,1,8,,1
"4f909836c5564fc3937ff199f8c6b31c",1011,8,2017,4,1,1,1,1,1,3,,1
"4fe323b06d52415ca709b9bfe2ccd6e4",113,9,2017,4,1,1,1,1,13,1,9,1
"4fefdeb781e14c41b4f9591ce9945099",1011,9,2017,4,1,2,1,2,8,3,1,1
"4ff612c9625443219234c610bf840f3c",108,7,2018,2,1,1,2,1,1,3,,1
"4ff612c9625443219234c610bf840f3c",1011,5,2018,2,2,2,2,1,5,,,1
"5027e7a611eb4efe8a48e8bfce3ffa55",1011,6,2017,4,1,2,1,2,10,3,,1
"502b017b69b44342b471dc57841a4f81",1011,12,2017,2,1,1,1,1,3,4,6,1
"502b017b69b44342b471dc57841a4f81",1012,7,2017,2,1,2,1,1,3,,,1
"502b017b69b44342b471dc57841a4f81",1032,8,2017,1,2,2,1,2,4,,,1
"50d5c47ccfcf4a92aa093bcc17656a44",105,6,2017,1,1,1,1,2,96,,,1
"50d5c47ccfcf4a92aa093bcc17656a44",1011,6,2016,3,1,1,1,1,3,,,1
"5111e6a8cce74780a6b7be8df320b5de",110,12,2017,4,1,2,2,1,1,,,1
"51692e6761e14a3e877e646e70c8e960",1011,9,2017,2,1,2,1,2,3,,,1
"516988a84f7b4cb6ac63bbb50fe643aa",1011,7,2017,2,1,1,1,1,5,,,1
"51e125d8584c4a1fbf84a34022b36d57",110,6,2017,5,1,1,1,2,10,13,,1
"521d82321e1141a9ab92b4e16fd86117",118,3,2017,6,1,2,1,2,8,,,1
"5231fd12f8fe4028859bd9c1f70f9adb",1012,4,2017,3,1,2,1,1,40,,,1
"5271dffd0ee74ae8a50f7a3b9cf68d57",1011,6,2017,5,1,1,1,1,9,,,1
"52954922cd9f45d7bab5fbf415bc2c36",1011,11,2017,3,1,2,1,1,10,4,1,1
"52bfa8d283f64444b6a276760311d74b",102,6,2018,3,1,1,1,1,3,13,,1
"52dc7930992a4b739539c06b92b182f5",1012,8,2017,2,2,2,1,2,3,10,,1
"531f932f7d3744308f1c7f3c847cc75d",1011,9,2017,1,1,2,1,1,8,,,1
"53399ff70da24959b55f07ef32e68cdb",104,7,2017,7,1,1,1,1,2,3,1,1
"53399ff70da24959b55f07ef32e68cdb",1011,9,2017,5,1,1,1,1,1,3,,1
"5373ac6545fb4f6899799c27ff34daa1",107,5,2018,5,1,2,2,2,8,,,1
"5373ac6545fb4f6899799c27ff34daa1",1011,5,2018,3,1,2,2,2,8,,,1
"53bcc83ab7a34dcc947d65a5275cb1ab",1012,7,2018,4,1,2,1,2,1,40,,1
"53de0ce177f9462f955e19d0741046c1",111,10,2017,5,1,1,2,2,13,,,1
"53de71d428b94cc3869a96c4d6904aac",111,1,2018,1,1,1,2,2,1,10,,1
"53e96a911e56424c8a52c53a41f5b45e",1011,7,2017,6,1,2,1,1,8,,,1
"5427a8b8165144cbb6b8091b2f6125ba",104,1,2017,7,1,2,1,2,3,,,1
"545edc11914246b580410d5426edf258",1011,10,2017,4,1,2,1,2,3,,,1
"546931451c2d428e859d4ac34fa99380",107,6,2018,2,1,2,2,2,40,,,1
"54c682fa243a4044819123d46855aa4e",1011,11,2017,3,1,2,1,2,13,,,1
"54de03c67c5b49708c8c9b19aabdb17e",102,4,2018,3,1,2,1,1,1,5,8,1
"550728480cdd444ab7789c9a1aef22c3",118,7,2017,6,1,2,1,2,8,,,1
"5534a75a59474d3294d918b5fa7f5286",1011,8,2018,3,1,2,1,2,8,,,1
"55521433df7f4318bc37e63e4651b2ad",110,4,2018,5,1,2,1,2,1,,,1
"55dc59396bd940aa8170d949358e366c",1011,7,2017,3,1,1,1,1,40,,,1
"5607ce82f30940c7a3c076a7130a9b99",115,8,2018,0,1,2,2,2,40,,,1
"56728bec369949a8a4b1b4edf32bc6af",1011,10,2018,1,2,2,1,2,8,,,1
"56a0fed34740470987aa0b6052b6909a",1012,5,2018,4,1,2,1,1,5,,,1
"56aed66c56394ddbbf2e62a36669288f",1012,7,2017,4,1,1,1,1,8,5,,1
"56f49c328bd343bea38fe38788c0cf75",114,5,2018,2,2,1,2,1,40,,,1
"56f49c328bd343bea38fe38788c0cf75",1011,8,2018,3,1,2,1,2,40,,,1
"5707908afe89497389391064d30414f4",104,10,2017,8,1,1,1,2,9,8,,1
"5734a2246f634bcfb29c51559f4836fb",111,9,2017,6,1,1,1,1,10,14,1,1
"573c6349c76242f5b6e860ce81436a70",110,5,2018,0,1,2,1,1,9,,,1
"57ccf37c106343ef8d0b5290a8f43341",1011,9,2017,2,2,2,1,2,3,9,,1
"57da26b97b97492ebe603668a5cc9bdb",116,3,2018,1,1,2,1,2,1,5,,1
"57e32c02860643b6a6dfded348d9c057",1011,9,2017,2,1,2,1,2,3,6,,1
"57e32c02860643b6a6dfded348d9c057",1012,4,2017,3,1,2,1,2,6,3,,1
"57e32c02860643b6a6dfded348d9c057",1032,2,2017,1,2,2,1,2,1,,,1
"581130cd10c04094bc7696a3a0d968a3",1011,4,2017,3,2,2,1,2,5,,,1
"581130cd10c04094bc7696a3a0d968a3",1012,6,2017,1,2,2,1,2,5,,,1
"58119e24be074c9686598be02dec1b2b",110,6,2018,1,1,2,2,2,8,,,1
"5815477562ab46a09266b5ad53c2c214",1011,7,2016,3,1,1,1,1,3,,,1
"587e1941dd6c4b6b846e21efc8727fc2",104,10,2017,3,1,2,1,1,40,,,1
"58a70201e82842bf8aa7e876027b062d",110,10,2018,0,1,1,1,1,1,3,,1
"58abc64e52ea4b00bd67d72c77a55bfe",1011,6,2017,2,1,2,1,2,5,,,1
"58abc64e52ea4b00bd67d72c77a55bfe",1012,2,2017,3,1,2,1,2,5,,,1
"58cf8ecb501b45ecb5c87fd71558f4b4",1012,4,2018,6,1,1,1,1,96,,,1
"58da1746104a4fedb12ad12aef4bbb7b",104,6,2017,2,1,2,1,1,8,5,3,1
"58da1746104a4fedb12ad12aef4bbb7b",1011,4,2017,3,1,2,1,1,5,8,3,1
"591581397e574fc59f68cc5e0ae652fc",112,2,2018,4,1,2,2,2,40,,,1
"5916d9918f1e40c38f123552550aa014",104,9,2017,2,1,2,1,2,1,,,1
"59579edc5cd44c86a67a6336f550063e",111,8,2017,2,1,1,2,1,9,,,1
"59677586640d45cba4c12a75193b7891",1011,9,2017,2,1,1,1,2,8,,,1
"59950365ce924fbeade7ffc07ed6005b",102,10,2017,8,1,1,1,1,1,3,,1
"5998bd8f833a41a381de9f7227f0e406",104,3,2017,3,1,1,1,1,40,,,1
"599fa408edf945fe84b6b610f7afce88",110,7,2017,1,1,1,2,1,1,,,1
"59a75b63f8b2478daa8f2afe067eb61d",1011,8,2018,3,1,2,1,2,3,5,9,1
"59af43dd132840e7a3d907037ed3e8e2",1011,6,2018,4,1,1,1,1,3,8,,1
"5a5764a883b741edb61f3cf0647aab27",118,10,2018,4,1,1,1,2,3,2,,1
"5a5764a883b741edb61f3cf0647aab27",1011,10,2018,2,1,2,1,2,3,,,1
"5a734b3c6539499291255d809f3220be",111,10,2017,3,1,2,1,2,3,8,40,1
"5a734b3c6539499291255d809f3220be",1011,4,2017,2,1,2,2,2,4,8,40,1
"5abb4c8b03414d8d87da4b062242ddb9",111,5,2018,2,1,2,2,2,1,,,1
"5abb7f44f2cc4a67bafa08cdabb8bbd1",110,11,2017,2,1,2,1,1,3,8,,1
"5abb7f44f2cc4a67bafa08cdabb8bbd1",113,4,2017,1,2,2,2,2,40,,,1
"5ac46de58fdd4a6287280f189952a28f",102,5,2018,2,1,1,1,2,1,3,40,1
"5b1d361bc09a4285b0cabf119afc7904",118,6,2018,2,1,1,1,1,1,3,,1
"5b1fe04a4f46463ca627e2ec81aeea2d",1012,7,2017,3,1,2,1,1,3,6,,1
"5b3f449e0899444ea283af63d8bb63f7",1011,9,2018,2,1,2,1,1,1,9,3,1
"5b4873825f5943019a35e7f77e655f9b",1011,5,2017,4,1,1,1,1,9,,,1
"5ba24740654f468994dec57f3196f105",102,8,2017,2,1,2,1,2,40,,,1
"5ba24740654f468994dec57f3196f105",104,6,2017,4,1,2,1,2,96,,,1
"5bedc944beb348dd9e665ff64e4b3cfb",1011,8,2017,5,1,2,2,2,8,,,1
"5c776e6c88ca41419d9093cdcf0017dd",1011,7,2017,6,2,2,1,2,3,,,1
"5c837f7649a04b1da579a61fbc05f673",114,9,2018,0,1,2,2,2,40,,,1
"5c9e36ac584945878990e72179fa4766",1012,6,2018,5,1,1,1,1,8,3,13,1
"5cbe7e16e56e4c2cb7135dea298a0513",110,10,2018,2,2,1,1,1,1,3,,1
"5cf791f3aaa842ae9607461e3f5105e0",1011,3,2018,2,1,1,1,1,3,4,,1
"5d08e1cff4d44812ab1a9d109df3030b",107,6,2018,4,1,2,2,2,8,,,1
"5d2dc4e2880c4334b16b2a1746a34330",1011,7,2017,4,1,1,1,1,9,10,,1
"5d600e6d4cc8413b8e25be770e1690dd",1012,6,2018,4,1,1,1,1,3,1,,1
"5da3f07cfbfb4a47afbad1f2ef88708b",1012,4,2018,3,1,1,1,1,3,,,1
"5daffb57e96b4b71824e9edf2a78efaf",1011,3,2018,1,2,2,1,1,3,,,1
"5dbf0d9e368d4a4d98668160c2f2245d",1011,8,2017,2,1,1,1,1,3,,,1
"5eab91d4a88843109928ba15a8297675",1011,12,2017,3,2,2,2,2,3,5,,1
"5ed508a731684151a6e79572211427ef",1012,5,2017,3,1,2,1,1,3,10,,1
"5f19cad285714a92b4ac079e52f752c7",112,10,2017,3,1,1,1,1,10,8,,1
"5f19cad285714a92b4ac079e52f752c7",1012,5,2018,3,1,2,1,2,4,10,,1
"5f2efd1361104001a2c404a0867ccd02",1011,7,2018,3,1,2,1,1,3,10,1,1
"5f455d0066d644eabf199859d7416df5",110,2,2018,4,1,2,2,1,40,,,1
"5f8686dd4e6a4984bf63375c723ab29e",108,11,2017,0,1,2,2,1,1,,,1
"5f869d74cb7847faa9014b1f9feaa239",115,11,2018,0,2,2,1,1,40,,,1
"5ff92c1b873a4b9b8aeb9f4ae270a9bb",113,9,2016,6,2,2,1,2,5,1,,1
"5ff92c1b873a4b9b8aeb9f4ae270a9bb",1011,11,2017,3,2,2,1,2,6,1,,1
"5ff92c1b873a4b9b8aeb9f4ae270a9bb",1012,7,2017,3,2,2,1,2,6,1,,1
"6033318b4d9b40c0be9d6af56b4243d4",110,4,2018,1,1,2,1,1,1,6,3,1
"605e738f2b814482844817490acbaa0d",104,12,2017,12,1,2,1,2,1,3,,1
"6091c4ecb9bd4c6f97eb0be6c93a5dd5",104,3,2017,12,1,2,1,2,5,,,1
"609bbe5fdab1452494036c2c44dd5c9f",1012,7,2017,4,1,1,1,1,8,,,1
"60c1073a75944e17993ba62c536c1002",111,2,2018,5,1,2,1,2,1,8,,1
"60e9827e55c149eaba5d05ff45307bad",1011,11,2017,3,1,2,1,1,3,5,,1
"610c5bf3e8c745a2bce00335869944d0",113,6,2018,6,1,1,1,1,1,3,6,1
"615238b7741c46738f4d7f57394fc606",1011,6,2017,2,1,1,1,1,8,,,1
"6156b6e4c2fe441f8b8aba1d46865f9b",110,6,2017,4,1,2,1,1,1,8,,1
"61d6ec7de6264491ae222a9863eb52cc",106,3,2018,6,1,1,1,1,3,4,,1
"61f9803fd4b843269d85759fa849a22c",1011,1,2017,1,1,1,1,1,40,1,,1
"62450077713b4673a71e4064f7779231",102,5,2017,2,1,2,1,1,5,,,1
"62725579e7604d66b37cce74651f8e29",107,5,2018,4,1,1,2,2,5,,,1
"62e29bf3fc4a413aa19ecb3a69a472d2",1011,5,2018,3,2,1,1,2,8,40,,1
"62f7f39afcd14f4e847cb535a4a4edd2",1011,7,2017,3,1,2,1,2,5,3,,1
"631baafe810041c89f84956d7d0bec43",116,5,2018,3,2,1,2,2,1,,,1
"632260cfa6a741779f8254ac123bee17",111,11,2017,5,1,2,2,1,1,8,,1
"63ad54dedc9a4e7784c26bc1f05549ed",1011,7,2017,3,1,2,2,1,3,,,1
"63d26b88b52948da88f088281ce5f0ad",110,4,2017,6,1,2,1,2,1,13,,1
"63ff4cd3a3c94b1390bbccba110d8bdc",1011,6,2018,2,1,2,1,1,6,5,,1
"64261b2ef31643998edd6c495744c905",1011,6,2018,3,1,2,1,1,40,,,1
"643ee97f892c4103ac3d3754bee00180",110,11,2017,3,1,2,2,1,1,,,1
"647ead78534846fca4b97844fa55637d",1011,6,2017,3,1,1,1,1,10,6,,1
