"hhid","h9q01","h9q02","h9q24a","h9q24b","h9q26","h9q25","h9q27","h9q28","h9q29","h9q30_1","h9q30a","h9q30b","h9q30c","h9q31","h9q32a","h9q32b","h9q32c","h9q33","h9q34","h9q35","h9q36","h9q37","h9q38","h9q03","h9q04","h9q05","h9q06","h9q07","h9q08","h9q09a","h9q09b","h9q10","h9q11","h9q12","h9q13","h9q14","h9q15","h9q15_1","h9q15_2","h9q15_3","s915_4","h9q15_5","h9q16","h9q17","h9q22","h9q22a","h9q22b","h9q23","h9_respondent","h9q30d"
"30ddabec2c5944838789dacbaf8846b3",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,2,3,1,0.2,3,1,1,"12000",10,"1","2",,1,60,1,2,22,1,1,1,"1",
"30fd059d28da4805b36fe8b0e8e389b2",10,10,4,4500,2,1985,2,3,,,".",".",".",2,,,,1,2,,1,,12000000,2,10,16,14,15,,15,2,0.2,4,2,,,10,"3","4",,1,40,8,4,23,2,,1,"1",
"310356da4c8a4ea08d7fc34f77d68fec",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,14,96,20,50,0.1,3,2,,,10,"3","4",,1,40,8,2,22,1,5,1,"3",
"313d5c0c109b409cbefd0bbd0edda0ef",10,11,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,14,15,,30,10,1,3,2,,,10,"4",,,1,25,2,2,23,2,,1,"1",
"314e0394767143658917172c39cd8104",10,10,3,2,2,1990,1,3,,,".",".",".",2,,,,2,2,,1,,12000000,3,10,16,14,14,2,30,5,1,3,2,,,10,"6","7","8",1,60,1,4,23,2,,1,"2",
"3186525b4ddd43b1a71a759e7090dc38",16,10,3,0.25,2,2003,1,3,,,".",".",".",2,,,,2,2,,1,,1500000,7,15,14,14,14,2,10,4,0.2,20,2,,,10,"2","3","8",1,200,1,4,22,2,,1,"3",
"31a28b3746724f9d8c45280f0665e0cd",16,10,4,800,2,2009,1,3,,,".",".",".",2,,,,2,2,,2,1,300000,1,15,14,14,14,1,60,30,1,3,1,2,"3000",10,"1","5",,2,20,1,4,23,1,2,1,"5",
"31a380eb55f54da7a140b4fa43663356",16,10,1,95,2,2010,1,3,,,".",".",".",2,,,,2,2,,1,,8000000,5,15,14,14,14,1,26,5,1,20,2,,,10,"8","10","11",1,160,1,4,23,2,,1,"2",
"31a6de82f8264ce883f48e847dc45c48",10,10,4,2000,2,1973,2,3,,,".",".",".",1,1,,,2,2,,1,,15000000,3,10,12,13,21,,,,,3,2,,,,".",".",".",,40,8,2,22,2,,1,"5",
"31acd897c3d24c3fab2723e50152c386",10,10,4,2500,2,2000,4,3,,,".",".",".",2,,,,1,2,,1,,1000000,2,10,14,14,15,,45,10,1,3,2,,,10,"6","7","9",1,40,1,2,23,1,1,1,"6",
"31ad2ecbbb2b415fbe958982b5502c35",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,14,15,,2,6,0.1,5,2,,,10,"3","5",,1,80,8,2,21,2,,1,"3",
"32145ef73438466dbbe4b732b3750c70",10,10,1,5000,1,2016,2,96,2016,1,"1",,,2,,,,1,2,,1,,5000000,3,10,12,14,14,6,5,60,0.3,5,2,,,10,"1","3","5",1,80,2,4,23,2,,1,"1",
"32272b79d5e24586980bc3fcc226e34a",16,10,3,0.5,1,2012,1,3,,,".",".",".",2,,,,2,2,,1,,800000,2,15,14,14,14,1,8,5,0.5,100,1,2,"2000",10,"2","3",,1,100,2,4,21,2,,1,"2",
"322c45f1688046189f475c05d96480a5",10,10,1,480,1,2003,1,3,,,,,,2,,,,2,2,,1,,4000000,4,10,12,14,14,1,30,10,0.4,10,1,2,"1000",10,"1","5","7",2,120,1,4,23,2,,1,"1",
"32594722d41a4d09aea34232a2b1e39e",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"325c40ba1d1048148d7f34c0354af262",10,10,4,1500,1,2007,2,3,,,".",".",".",1,3,,,1,2,,1,,5000000,2,10,12,14,96,6,5,0,0.1,5,2,,,10,"3","4","5",1,80,8,2,23,2,,1,"2",
"325f1113c3b448de8acd2a5f8453b98a",10,10,3,1,2,2012,2,3,,,".",".",".",2,,,,6,2,,1,,3200000,2,10,16,14,15,,10,2,0.15,3,2,,,10,"1","2","3",1,40,1,4,22,2,,1,"1",
"326cfa25f0a54505a7a8526f4d9dfd21",10,10,4,6000,1,1990,2,3,,,".",".",".",1,96,,,2,2,,1,,12000000,3,10,12,14,14,6,16,5,0.4,4,2,,,10,"2","3",,2,80,2,4,23,2,,1,"2",
"3270d977d6a2433e8686c62b9128713c",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,14,12,6,8,1,0.2,5,1,1,"10000",10,"2",,,1,40,2,2,22,1,2,2,"1",
"3286a3c37b804f8c8d02a3193383a3be",11,12,,,,,,,,,".",".",".",,,,,,,,,,,1,11,96,14,16,6,30,5,1,2,2,,,10,"1",,,3,60,8,2,22,1,1,1,"2",
"3290dc38c12b4bdf8a98096dc5fce083",16,10,3,1,2,2006,1,3,,,".",".",".",2,,,,2,2,,1,,1900000,3,15,14,14,14,6,20,5,0.3,10,1,2,"2000",10,"2","5",,1,60,1,4,23,2,,1,"1",
"329cfc32423747e2a8ae5a3384a858aa",16,10,1,60,1,2004,1,3,,,".",".",".",1,3,,,1,2,,1,,2000000,3,15,14,14,14,2,10,5,0.3,20,1,2,"833",10,"1","6",,2,80,1,4,23,2,,1,"5",
"329f52994cea49f4b47bbfd5b2fdcf96",16,10,4,3600,2,2003,1,3,,,,,,2,,,,2,2,,1,,2000000,3,15,14,14,14,2,30,20,1,10,2,,,10,"6","7",,2,120,1,4,23,2,,1,"1",
"32a33545ccab4a899b9d087573f4aa2f",16,10,3,0.1,2,2015,1,3,,,".",".",".",2,,,,1,2,,1,,250000,1,15,16,14,17,6,30,2,0.3,5,2,,,10,"1","2","3",1,40,2,4,95,,,,"1",
"32c5d81512f14980ae02591ccf41dc9c",10,10,3,0.3,3,2010,2,3,,,".",".",".",2,,,,1,2,,1,,4000000,2,10,12,14,14,6,20,5,1,2,2,,,10,"2",,,2,60,8,4,22,2,,1,"2",
"32dd7b6c6bde4c1a80d67fc52dea5f02",10,10,4,5000,1,2008,2,1,2008,1,"1","10",,2,,,,2,2,,1,,45000000,3,10,12,13,21,,,,,10,2,,,,".",".",".",,120,2,2,22,2,,1,"1",
"32de07e83cd04c1986535b1731f9db05",10,10,3,0.5,1,2000,2,3,,,".",".",".",2,,,,5,2,,1,,4000000,2,10,16,14,16,2,15,2,0.1,3,2,,,10,"1","2",,1,60,2,1,23,2,,1,"4",
"32e86c42baf14a2a80377b9206c590f0",10,10,1,20,2,1999,1,3,,,".",".",".",2,,,,1,2,,1,,4000000,3,10,12,14,14,6,20,3,0.5,5,2,,,10,"4","5","7",1,80,2,4,23,2,,1,"4",
"33432ba5d808486ca9a0dc3ff2fc8864",10,10,1,200,1,2011,2,3,,,".",".",".",1,96,,,1,2,,1,,400000,1,10,16,14,17,1,10,5,0.2,3,2,,,10,"2","5","7",1,40,2,2,23,2,,1,"2",
"336eaf99465645a9a411f706b1eefd43",10,10,3,0.3,2,2018,1,3,,,".",".",".",2,,,,1,2,,1,,3000000,1,10,16,13,12,96,20,5,0.25,2,1,2,"2000",10,"1",,,1,2,1,4,95,,,,"1",
"33a6238ec98a4acb847dfbae8aa40837",15,16,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,12,6,0,1,0,,1,1,"20000",10,"1",,,1,60,8,2,13,1,10,1,"1",
"33af3617495d4f3f80a818e50cceb735",10,10,4,600,1,2002,2,3,,,".",".",".",1,96,,,1,2,,1,,4500000,2,10,16,14,16,2,15,1,0.5,5,2,,,10,"1","6","7",1,80,2,2,23,2,,1,"1",
"33c7964fa7204590af3946a5efff2be6",10,10,1,40,2,1950,1,3,,,".",".",".",2,,,,6,2,,1,,1000000,3,10,16,96,20,,15,5,0.3,3,2,,,10,"2","7",,1,80,1,2,23,2,,1,"1",
"3400615dacda4c37915779e136c3994c",10,10,1,500,2,2012,1,3,,,".",".",".",2,,,,1,2,,1,,12000000,2,10,16,14,15,,6,2,0.2,3,2,,,10,"1",,,1,90,1,5,23,1,2,1,"2",
"340cd298971a470ca68993dde9b559de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-999999999","-999999999","-999999999",,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",10,10,1,20000,1,2004,2,96,2004,1,"1","2",,1,7,,,1,2,,1,,1200000,3,10,12,13,14,6,15,10,0.3,5,2,,,10,"4","5","6",1,100,2,4,23,2,,1,"2",
"342c733cafbc4e68923e2a8ab905fc89",15,16,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,11,,,,,2,1,1,"25000",,".",".",".",,60,1,2,21,1,2,2,"1",
"3431ae3c4f4c4c0381f084737f81e258",10,10,4,280,2,1980,1,3,,,".",".",".",2,,,,1,2,,1,,15000000,2,10,12,14,15,,5,20,0.4,5,2,,,10,"2",,,1,60,1,4,23,1,4,1,"2",
"343c4a71954644129e20683fce734b24",10,10,4,1600,1,1996,2,3,,,".",".",".",1,96,,,1,2,,2,5,9000000,2,10,12,13,15,,10,2,0.25,3,2,,,10,"4","5","8",1,80,1,2,22,2,,1,"1",
"344fd6f624a940098ce14612c4439ed4",10,10,4,120,2,1987,1,3,,,".",".",".",2,,,,2,2,,1,,2000000,6,10,14,14,14,2,10,5,0.1,20,2,,,10,"6","7","8",1,100,1,4,22,1,1,1,"2",
"3453773ffb6941b089ee7f38a4653c85",10,10,3,1,2,1998,1,3,,,".",".",".",2,,,,6,1,2,4,2,3000000,1,10,16,14,16,1,30,5,1,1,2,,,10,"1",,,1,20,2,4,23,2,,1,"1",
"34596ad80dd949dab8419c2ca8144e61",10,10,3,0.3,2,2015,2,3,,,".",".",".",2,,,,5,2,,1,,2000000,1,15,14,14,17,1,45,1,0.3,2,2,,,10,"2",,,1,60,2,2,22,2,,1,"2",
"345a78a0741b43f8b7d3d9742e72445a",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,16,14,15,,15,1,0.1,1,2,,,10,"1","5",,1,80,1,2,22,2,,1,"3",
"346551f3a12a4222bbf90873d4a6aa4a",10,16,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,14,12,6,10,30,0.05,5,1,2,"1000",10,"6",,,1,60,2,4,23,1,2,1,"3",
"3474cc69cdff415caa14e6004ff01ed3",10,10,1,820,2,1979,1,3,,,".",".",".",2,,,,2,2,,1,,800000,1,15,14,14,15,,40,10,0.7,4,2,,,10,"1",,,1,40,1,4,23,1,3,1,"1",
"34a5c812c72f4dc9bcf84472f14ca2c9",10,10,4,5000,1,,2,3,,,,,,1,3,,,1,2,,1,,,3,10,12,13,11,,,,,5,1,1,"20000",,,,,,80,8,2,21,2,,1,"2",
"34aa6ac92c97484a915e9d8745ca7cc1",16,10,,,,,,,,,".",".",".",,,,,,,,,,,4,15,14,14,16,1,10,1,0.2,10,2,,,10,"4","7",,1,80,2,4,23,2,,1,"7",
"34ab177d08094b66a890dda0e33da027",10,10,4,3200,1,2017,1,3,,,".",".",".",2,,,,2,2,,1,,800000,1,15,16,14,14,6,3,2,0.3,1,2,,,10,"2",,,1,40,1,4,22,1,7,1,"2",
"34d3008e4147442c9bee92210f59742a",16,10,1,4,1,1970,1,3,,,,,,2,,,,5,2,,1,,5000000,1,15,14,14,16,1,45,5,1,1.5,2,,,10,"1","2",,1,10,1,4,23,1,2,1,"1",
"34d45667ceda48fb90f63973cba4bc7d",16,10,4,150,2,2010,1,3,,,".",".",".",2,,,,2,2,,1,,700000,1,15,14,14,14,2,10,3,0.01,15,1,2,"1000",10,"1","3",,1,110,1,4,23,1,3,1,"1",
"34ebc424a83444a783220940c21e3568",16,10,3,0.13,2,2018,1,3,,,".",".",".",2,,,,6,2,,1,,400000,2,15,16,14,14,96,240,60,4,3,1,8,"6000",10,"2",,,1,60,1,4,95,,,,"2",
"34ef676aa0b34c10a12ed09074a1e280",11,10,1,250,2,1980,2,3,,,".",".",".",2,,,,1,2,,1,,7000000,2,10,12,13,16,5,10,2,0.2,3,1,1,"600",13,".",".",".",1,60,2,1,22,1,10,1,"1",
"35232cfc63de4b84af547e8f4b5d5c15",10,10,1,30,1,1979,1,3,,,".",".",".",2,,,,5,2,,1,,2000000,2,10,16,14,15,,10,5,0.25,2,2,,,10,"2","6","11",1,100,2,4,23,2,,1,"1",
"354e6c734d234ff4b700ac26b8eeb596",10,10,4,5000,1,1978,1,3,,,".",".",".",1,96,,,1,2,,1,,8000000,1,10,12,13,11,,,,,0.5,1,1,"500",,".",".",".",,20,1,2,22,1,3,1,"1",
"354f0e8f814a487e8191d55a209d70db",10,10,4,1530,2,1975,2,3,,,".",".",".",2,,,,2,2,,1,,20000000,4,10,12,16,14,6,5,2,0.1,5,2,,,10,"15","19","20",1,100,1,2,22,2,,2,"14",
"3550cf165cdd4690b6f9810dad0153d5",10,10,1,5000,1,2009,2,96,2009,1,"1",,,2,,,,1,2,,1,,2000000,3,10,16,14,16,2,60,5,1,3,2,,,10,"3",,,1,60,2,2,23,2,,1,"2",
"3553d7dac7244def904dd565c58663db",15,15,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,1,20,5,0.3,6,1,8,"15000",10,"5","3","4",1,50,1,1,22,1,7,1,"4",
"3556428069ca4b4bb57808925da8a4be",16,10,1,40,2,2017,1,3,,,".",".",".",2,,,,1,2,,1,,3000000,2,15,14,14,16,2,10,2,0.1,10,2,,,10,"1","4",,1,60,2,4,23,1,2,1,"1",
"356ec8127c864861b595272b36ccf1d3",10,10,3,1,2,1970,1,3,,,".",".",".",2,,,,2,2,,1,,2000000,1,10,12,13,15,,20,10,0.5,1,2,,,10,"1",,,1,20,2,4,95,,,,"1",
"35711b5f62334d8fa30148ea5f65e6da",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,15,14,14,12,1,20,8,0.5,10,2,,,10,"1",,,1,100,1,4,23,2,,2,"1",
"35909e3321914d778d4b3c5f610ce880",16,10,3,0.75,2,1962,1,3,,,,,,2,,,,6,2,,1,,2000000,2,15,14,14,14,6,20,10,0.2,6,2,,,10,"5","10",,1,60,8,4,95,,,,"1",
"359e3e456e484fba8d0e3d3d65b441c9",10,10,3,1,1,2011,1,3,,,".",".",".",1,3,,,2,1,1,2,1,3200000,3,10,16,14,16,1,60,5,4,10,2,,,10,"3","4","5",1,80,2,4,23,2,,1,"1",
"35a4759799a64403abcf6f526479d782",10,10,1,800,3,2016,1,3,,,".",".",".",2,,,,6,2,,1,,1000000,1,15,16,14,14,6,10,5,0.2,3,2,,,10,"1","3",,1,60,2,4,23,1,2,1,"1",
"35d1dfa0832e47c68e1fdda5ba895050",16,10,3,0.5,1,1982,1,3,,,,,,2,,,,1,2,,1,,4000000,3,15,14,14,14,6,15,3,0.2,13,2,,,10,"2","7",,1,120,1,4,22,2,,1,"1",
"35ed3b24db664eb2be9015916e928423",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,14,14,96,5,2,0.25,3,2,,,10,"4","5","6",1,80,1,2,23,2,,1,"1",
"35f1e64ed30a45d9b7dca8bf3521112c",10,10,3,0.1,2,1986,2,3,,,".",".",".",2,,,,2,2,,1,,80000000,3,10,16,13,15,,20,5,0.2,5,2,,,10,"4","6","7",1,60,2,2,22,2,,3,"2",
"35f827395e5c46d4b16007db4604315f",11,11,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,10,,,,,3,2,,,,".",".",".",,40,2,1,21,1,2,2,"1",
"360de05557044ac08a7f3cd5639f5eac",16,10,3,0.25,2,2002,1,3,,,".",".",".",2,,,,1,2,,1,,2000000,2,15,96,14,14,2,5,1,0.3,5,2,,,10,"2","3",,2,80,1,4,95,,,,"2",
"36186b7d4bee4d59b4ace3ace7b73b93",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,11,,,,,1,1,1,"6000",,".",".",".",,20,2,4,22,1,6,1,"1",
"36194e22c9c74182b0b2d6bac15feed3",10,10,1,160,2,1982,1,3,,,".",".",".",2,,,,2,2,,1,,400000,2,10,12,14,14,6,4,30,0.03,6,1,2,"500",10,"1",,,1,80,2,4,23,1,2,1,"1",
"361e28eb6bfe488d87b0e3de8062f4aa",10,10,4,2000,1,1969,2,3,,,".",".",".",1,96,,,1,2,,1,,4000000,2,10,16,14,21,,,,,2,2,,,,".",".",".",,40,8,2,23,2,,1,"1",
"367888d0a52c45f6aee11c663b86cd5b",10,10,3,0.65,1,2013,2,96,2013,,".",".",".",,,,,1,2,,1,,3000000,2,10,96,14,15,,30,5,0.3,3,2,,,10,"1","2",,1,60,2,4,23,2,,1,"1",
"369270bfeb2444a0bce85ac5516b6cd5",10,10,3,0.5,2,1986,1,3,,,".",".",".",2,,,,2,2,,1,,2000000,2,15,14,14,14,6,30,5,0.3,8,2,,,10,"2",,,1,120,2,4,23,1,3,1,"1",
"36a5b6e8217b47948c0841823775570a",10,10,3,0.1,2,2010,2,3,,,".",".",".",2,,,,2,2,,1,,5000000,1,10,16,14,14,1,30,5,1,3,2,,,10,"1","2","3",1,60,2,4,23,2,,1,"1",
"36badb2c6dc844c8a2cb27a16ed7b9cc",10,10,1,600,2,2003,1,3,,,,,,2,,,,2,2,,1,,3000000,1,15,14,14,14,6,10,5,0.2,10,1,2,"1000",10,"1",,,1,80,1,4,23,2,,1,"1",
"36d9d14d7aa7487ca61a79d253be89ac",16,10,1,30,1,1996,1,96,1996,1,"2",,,2,,,,2,2,,1,,1000000,2,15,14,14,14,1,30,10,0.5,6,1,2,"1000",10,"1","3",,1,60,1,4,23,1,3,1,"1",
"36e21020385441a4bde81297a467feba",16,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,96,14,16,2,15,2,0.2,5,2,,,10,"1",,,1,90,2,4,23,2,,1,"1",
"372a7c27d1ac48de86483bb7e23ba930",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,14,14,16,2,5,1,0.2,3,2,,,10,"1",,,1,80,1,2,23,2,,1,"2",
"37303592e32e42d4b94aba1eaa18ce87",10,10,3,3,1,1991,1,3,,,".",".",".",2,,,,2,2,,1,,120000000,4,10,14,14,14,1,40,20,1,10,1,2,"1000",10,"8","13",,1,120,2,4,21,2,,1,"1",
"374a067b48fc4cf4af08586aed7f24f2",10,10,4,8811,1,2013,2,3,,,".",".",".",1,96,,,1,2,,1,,50000000,2,10,12,14,21,,,,,3,2,,,,".",".",".",,20,2,2,23,2,,2,"2",
"374bb0ca1784414a855cbda492271c85",10,10,3,30,1,2014,2,3,,,".",".",".",1,96,,,2,2,,1,,90000000,3,10,16,14,16,1,30,10,0.5,5,2,,,10,"2",,,1,100,8,2,23,2,,1,"2",
"379e5ea7895b46a793034dee501de137",10,10,1,40,2,1999,1,3,,,".",".",".",2,,,,2,2,,1,,7000000,3,10,11,13,14,6,20,5,0.25,5,2,,,10,"5","6","7",1,100,1,4,23,2,,1,"2",
"37a582f68612486a8144cd0abe64262c",16,10,1,105,2,2014,1,3,,,".",".",".",2,,,,1,2,,3,1,8000000,2,15,14,14,14,2,20,45,0.4,5,1,2,"3000",10,"1",,,1,80,1,4,23,1,2,1,"1",
"37a91163feb84e6fa96a9cb6fb90fce8",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,15,14,14,12,6,15,2,0.1,10,2,,,10,"1","6","9",2,120,2,4,23,1,1,1,"3",
"37cc1f4211c74fe8864dc44b67591f92",10,10,3,2.5,2,2004,2,3,,,".",".",".",1,1,,,2,2,,1,,5000000,3,10,16,14,15,,30,4,0.8,3,2,,,10,"2","3","4",1,60,2,4,23,1,2,1,"2",
"37ced188b419478281bc403e3be1e44e",10,10,1,400,1,2002,1,3,,,,,,1,3,,,2,2,,1,,2000000,3,10,16,14,14,6,4,3,0.1,5,2,,,10,"2","5","6",1,60,2,4,23,2,,1,"2",
"37dc2bcafd9b45e685a377e807eb4cf9",10,10,4,900,2,2010,4,3,,,".",".",".",2,,,,2,2,,1,,500000,1,15,16,14,16,1,20,7,0.5,2,2,,,10,"1","4",,1,40,2,4,95,,,,"1",
"37f757786d654e0191319daad772971e",10,10,4,3000,2,2004,2,3,,,".",".",".",2,,,,4,2,,1,,2000000,1,10,12,14,16,1,20,3,0.1,3,2,,,10,"1","3",,1,40,2,2,22,1,2,1,"1",
"37ff9ca27dec476fae3ab23cb6e6e3bb",10,16,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,14,12,1,3,2,0.01,2,1,1,"3000",10,"2",,,1,60,8,4,22,1,3,1,"2",
"3807ec44b939486690bc2bb5a6779537",10,10,4,625,1,1998,1,3,,,,,,1,96,,,1,2,,1,,5000000,2,10,14,96,15,,5,2,0.2,2,2,,,13,,,,2,40,1,4,22,2,,1,"2",
"380bdacf70714f4ba70fade5a804c3cc",10,10,3,0.25,1,1983,2,3,,,,,,1,3,,,1,2,,1,,60000000,3,10,11,13,11,,,,,10,1,1,"30000",,,,,,80,2,1,22,2,,2,"3",
"382197af75104c469114b15db7361d0f",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,16,14,16,6,60,60,2,2,2,,,10,"2",,,1,40,1,4,23,2,,1,"2",
"382f2314c76c44f98155b7bea0e39654",10,10,1,30,2,2003,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,3,10,14,14,14,1,20,5,0.15,6,1,2,"1000",10,"2","4","6",1,100,1,4,23,1,2,2,"2",
"382fa15a185c4992a7a2d7fdb70f0db5",16,10,4,5000,2,1958,1,3,,,".",".",".",2,,,,6,2,,1,,2000000,2,15,16,14,96,96,60,2,1,0,2,,,10,"4","5","6",1,60,2,,23,2,,1,"2",
"3836197d0aa144d9aea4bbccc28232a2",16,10,1,200,2,2010,1,3,,,".",".",".",2,,,,2,2,,1,,400000,2,15,14,14,16,1,20,2,0.5,7,2,,,10,"1","2",,1,60,2,4,23,1,1,1,"4",
"38367963c4864b9793cb18fd3856e567",10,10,1,250,2,1968,1,3,,,".",".",".",2,,,,6,2,,1,,500000,2,15,14,14,14,1,20,15,0.8,10,1,2,"1000",10,"3","4",,1,60,1,4,23,2,,1,"1",
"385ee20107e34ab1814d1afcafe49eac",10,10,4,5000,2,2009,2,3,,,".",".",".",2,,,,1,2,,1,,2000000,1,10,16,14,16,2,5,1,0.1,0.5,2,,,10,"2",,,1,40,1,2,23,1,2,1,"2",
"386cb080d63a4c8dba89c8608af0acab",16,10,3,1.5,2,2012,1,3,,,".",".",".",2,,,,2,2,,1,,3500000,1,15,14,14,14,6,20,5,0.5,5,2,,,10,"4",,,1,60,2,4,23,2,,1,"1",
"38a0ae63acdc42e4aae1d1a07d73515c",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,16,14,15,,15,3,0.2,3,2,,,10,"1","3","4",1,20,2,4,23,2,,1,"1",
"38c783c5b9aa415ab3023259ddb1198a",10,10,3,0.2,2,1969,1,3,,,".",".",".",2,,,,1,2,,1,,15000000,4,10,12,13,12,6,10,10,0.07,3.5,2,,,10,"5","6",,2,60,2,4,22,2,,1,"5",
"38cac2f27d8b4feeb489c8ef7548babe",16,10,,,,,,,,,".",".",".",,,,,,,,,,,2,15,14,14,12,1,30,2,1,10,2,,,10,"1","2",,1,60,2,4,23,2,,1,"2",
"38cad17a27a24d5eac5472d9e1af1df4",16,10,3,0.12,2,2014,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,5,15,14,14,14,96,10,3,0.1,16,2,,,10,"2","3","4",1,100,1,4,23,2,,1,"2",
"38caf316e0404a58b426eaff6b269196",16,10,1,10,2,2007,3,3,,,".",".",".",2,,,,2,2,,1,,5000000,2,15,14,14,14,1,30,10,1,6,1,2,"1000",10,"1","2","3",1,80,1,4,23,2,,1,"5",
"38d08be913a94b9ea0e69a5cf5145064",10,10,3,7,1,1976,2,1,2004,1,"1",,,1,3,,,1,2,,1,,100000000,3,10,12,14,14,6,40,10,0.4,3,2,,,10,"6",,,1,80,1,2,23,2,,1,"1",
"38ed64d5fa9a4c94bd07de2b07c421cf",10,10,4,220,2,2017,2,3,,,".",".",".",2,,,,1,2,,1,,6000000,2,10,12,13,16,6,25,5,0.4,3,2,,,10,"2","3",,1,20,2,2,22,2,,2,"2",
"38f7e480a8154b8484b69eebe79fad17",15,10,1,1500,1,1998,5,2,1998,1,"1",,,1,4,,,5,2,,1,,10000000,2,10,12,13,11,,,,,20,1,1,"20000",,".",".",".",,80,2,4,22,2,,2,"1",
"39188f8ad93d48efb2c49ae5d71350bb",11,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,1,25,30,14,3,1,1,"4000",13,".",".",".",5,40,1,9,23,1,3,1,"1",
"391c2a4173344a90b21eda1858c4fd84",10,10,4,3200,1,2016,2,3,,,".",".",".",1,3,,,5,2,,1,,1400000,2,10,16,14,14,6,20,20,1,3,2,,,10,"2","3",,1,60,8,4,23,2,,1,"2",
"3925514a64714a588609b3eaf92169b8",10,10,4,3000,1,2002,2,3,,,".",".",".",1,1,,,2,2,,1,,8000000,3,10,12,13,15,,20,5,1.5,3,2,,,10,"4","5",,1,60,1,2,21,2,,1,"1",
"3945193f68854c9f9a93210349e2967d",16,10,1,80,2,1985,1,96,2000,1,"6","7",,2,,,,2,2,,1,,10000000,2,15,14,14,15,,30,5,1,10,2,,,10,"1","6","7",1,60,1,4,95,,,,"1",
"39731c0d661f47acac082a42e4b35849",10,10,3,0.25,1,1956,4,3,,,,,,2,,,,6,2,,1,,15000000,1,10,12,13,11,,,,,1,1,1,"15000",,,,,,20,2,2,22,1,2,1,"2",
"3998acf0b37541a696331ea9c0a49b44",10,10,4,750,1,2015,2,3,,,".",".",".",1,96,,,1,2,,1,,500000,1,10,12,13,17,3,60,1,1,3,1,1,"33600",12,".",".",".",1,80,2,4,23,1,1,1,"7",
"39a269be347c444eb248f324f09fc9a5",10,10,4,1500,2,1994,2,3,,,".",".",".",2,,,,2,2,,1,,800000,3,10,16,14,15,,15,2,0.1,3,2,,,10,"5","6",,1,80,1,2,23,2,,1,"2",
"39cbe00bed7a4341bc8348f55423bfbe",11,16,,,,,,,,,,,,,,,,,,,,,,1,10,12,16,10,,,,,3,1,1,"25000",,,,,,100,2,2,12,2,,3,"2",
"39cee976f2a74b2f8889a2e1ce75071f",10,10,3,1.5,2,1975,2,1,1975,1,"1",,,2,,,,2,2,,1,,2000000000,8,10,12,13,10,,,,,10,1,1,"30000",,,,,,100,2,1,12,2,,1,"1",
"39dad293f52d4c3294f0b1ca697ede00",10,10,3,2,1,2012,2,3,,,".",".",".",1,96,,,1,2,,1,,25000000,1,10,16,14,16,4,30,5,0.2,1,2,,,10,"2",,,1,20,2,2,23,2,,1,"2",
"39e0390acf4e4a9ab1afebf87d1caf72",10,10,3,,2,1978,2,3,,,".",".",".",2,,,,1,2,,1,,8000000,3,10,16,14,16,1,30,5,0.3,3,2,,,10,"2","5","7",1,60,2,4,23,2,,1,"5",
"39ec9b23a35f43228f8de99fd28eb281",16,10,1,96,2,1995,1,3,,,".",".",".",2,,,,1,2,,1,,10000000,3,15,14,14,15,,30,5,0.5,10,1,2,"1000",10,"2","4","5",1,100,1,4,95,,,,"1",
"39fffc7e84ed4f3199acc6c112eb51a1",10,10,4,4000,1,1994,2,3,,,".",".",".",1,96,,,2,2,,1,,2000000,4,10,12,14,14,6,15,5,0.5,6,2,,,10,"3","4","6",2,120,1,4,22,2,,1,"1",
"3a0b8d6cdee24c1998f7763da49e06ca",10,10,3,0.25,3,2015,1,3,,,".",".",".",2,,,,4,2,,1,,4000000,1,10,16,14,16,1,40,5,0.3,3,2,,,10,"1","2",,1,20,8,4,23,1,2,1,"2",
