"hhid","h9q01","h9q02","h9q24a","h9q24b","h9q26","h9q25","h9q27","h9q28","h9q29","h9q30_1","h9q30a","h9q30b","h9q30c","h9q31","h9q32a","h9q32b","h9q32c","h9q33","h9q34","h9q35","h9q36","h9q37","h9q38","h9q03","h9q04","h9q05","h9q06","h9q07","h9q08","h9q09a","h9q09b","h9q10","h9q11","h9q12","h9q13","h9q14","h9q15","h9q15_1","h9q15_2","h9q15_3","s915_4","h9q15_5","h9q16","h9q17","h9q22","h9q22a","h9q22b","h9q23","h9_respondent","h9q30d"
"28903024ec5c400c83377c8415c3f5a1",15,10,1,300,1,1992,3,3,,,".",".",".",2,,,,5,2,,4,4,100000000,3,10,14,13,12,6,6,10,0.2,5,1,1,"15000",10,"2","4","5",1,60,2,2,22,1,2,1,"1",
"28a179792a564fd496adc09a3de78988",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,14,14,2,10,60,0.1,5,1,2,"1000",10,"1","2","3",1,40,2,4,23,1,4,1,"1",
"28a4313be38741dcbc036222837ce05d",16,10,4,250,2,1998,1,3,,,".",".",".",2,,,,2,2,,1,,4500000,3,15,12,14,13,,,,,10,1,1,"1000",,".",".",".",,200,1,5,23,2,,1,"1",
"28a5169634564a4eb24773c42a88e997",10,10,3,5,1,2006,2,3,,,".",".",".",2,,,,5,2,,1,,25000000,2,10,16,14,16,1,15,1,0.1,3,2,,,10,"1",,,1,40,2,2,23,2,,1,"1",
"28b00383e78549e59d1653af0d7a1105",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,15,12,14,14,6,10,2,0.1,3,1,2,"2000",11,".",".",".",1,30,2,4,23,1,2,1,"1",
"28e84f72b4134aa9828ea477592d1acc",16,10,4,600,1,1994,1,3,,,".",".",".",2,,,,2,2,,2,1,1000000,3,15,14,14,14,2,180,120,2.5,30,1,2,"2000",10,"1","2","6",1,100,1,4,23,2,,1,"2",
"28fae53d8b8b40708861a82637daba05",10,12,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,16,2,10,3,0.1,2,2,,,10,"2",,,1,20,8,2,22,2,,1,"2",
"291f57c9d36241a0aea055acaa9e20ff",12,12,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,10,,,,,2,2,,,,".",".",".",,40,1,1,11,2,,3,"1",
"292b612919db497d9aa8a0f850c604a0",10,10,3,1,1,2014,1,96,2014,2,".",".",".",1,96,,,2,2,,1,,2000000,2,10,16,14,16,1,30,2,0.5,5,2,,,10,"3","4",,1,40,8,2,23,2,,1,"2",
"29360ece47804a54999c867dc8b6815b",15,12,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,96,2,20,1,0.25,3,2,,,10,"2",,,1,60,2,2,23,1,1,1,"1",
"29559b97fd1542908cd36929b5c0efdf",11,11,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,21,,,,,2,2,,,,".",".",".",,20,2,1,22,1,3,1,"3",
"295fa0511fcc44728e35080273e881bd",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,13,14,6,30,30,3,3,2,,,12,".",".",".",2,40,8,2,21,2,,2,"2",
"296375cdfbf0448faa769a47d30201c6",10,10,4,5000,2,2008,1,3,,,,,,2,,,,2,2,,1,,10000000,5,10,12,14,14,2,60,60,5,10,1,2,"3000",10,"1","6","14",1,100,1,4,22,2,,1,"1",
"2976322f065f415cb140d32e065c5336",10,10,3,0.75,1,2015,2,3,,,".",".",".",1,2,,,5,2,,1,,8000000,1,10,12,13,16,1,5,1,0.1,3,2,,,10,"1","2",,1,60,8,1,23,2,,1,"2",
"298d0a675d804e58bbd49ce037f2312d",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,11,16,14,6,30,20,0.5,5,2,,,10,"5","6","8",1,100,1,4,22,2,,1,"1",
"2996bdef98fc498eb7d1544ab289a949",16,10,,,,,,,,,".",".",".",,,,,,,,,,,2,15,14,14,13,,,,,20,2,,,,".",".",".",,1000,1,4,95,,,,"1",
"299c8c7f50db4b50b4a3b95c246b5fb8",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29a67b11717b4451a085eb6a9b3d95ee",10,10,3,1.32,2,1962,2,3,,,,,,2,,,,2,2,,1,,3000000,2,10,16,14,15,,30,5,0.3,3,2,,,10,"2","3",,1,40,2,4,23,2,,1,"1",
"29b3e9c41d9d4311b1fe99bf9889b26b",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,96,6,4,1,0.1,1.5,1,8,"500",10,"1",,,1,20,2,8,22,1,3,1,"1",
"29ca29e8dc634ddb98594b73b156ce57",10,10,1,2500,3,2015,4,2,2010,1,"1","2",,2,,,,1,2,,1,,6000000,1,10,12,14,17,96,5,2,0.1,1,2,,,10,"1","2","3",1,40,2,1,22,1,7,1,"2",
"29e7916bdd2645b48211aeb4920fbd67",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,14,14,15,,10,20,0.5,5,2,,,10,"4","5","7",1,90,1,4,23,2,,1,"2",
"29ecf615ade249ec872ad704fa701c1e",10,12,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,11,,,,,1.5,2,,,,,,,,40,8,2,11,2,,1,"1",
"29f77616aa4f47ffb44bac82fbacef59",11,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,15,,60,10,2,5,1,8,"20000",13,".",".",".",1,40,1,4,23,1,7,1,"1",
"2a265ea8d5a641f8ac41198dbcce2d94",10,10,1,3300,1,1999,2,3,,,".",".",".",1,96,,,1,2,,1,,30000000,2,10,12,13,14,1,15,10,0.4,4,2,,,10,"3","4",,1,60,2,2,22,2,,2,"1",
"2a3fdc60eacb43afa748089b59e75d72",16,10,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,14,16,96,30,2,0.4,4,2,,,10,"5",,,1,50,2,4,23,2,,1,"1",
"2a4e78a423c44854b320caf10951c60b",10,10,3,1,2,1985,1,3,,,,,,2,,,,1,2,,1,,2500000,2,10,16,14,15,,60,60,1.5,5,2,,,10,"2","5",,1,40,1,4,23,1,2,1,"2",
"2a544415eb344585b7a6541e6901bfa9",16,10,3,0.12,2,1978,1,3,,,".",".",".",2,,,,6,2,,1,,900000,3,15,16,14,14,2,30,1,0.4,5,2,,,10,"2","4","6",1,80,1,4,95,,,,"4",
"2a6a9fb7838e45c0ab276efc1347cdd2",10,10,3,3,2,9998,2,3,,,".",".",".",2,,,,2,2,,1,,20000000,2,10,16,14,15,,30,5,0.2,2,2,,,10,"2","3",,1,20,2,4,23,2,,1,"3",
"2a7187b42b264744b3a9d30396eb7ae9",10,10,3,80,3,2014,4,3,,,".",".",".",2,,,,2,2,,1,,,2,15,16,14,16,1,5,1,0.3,3,2,,,10,"2","4","5",1,60,2,2,23,2,,1,"2",
"2a85264bf5b74593930eae2103209224",10,10,1,12,3,2016,1,3,,,".",".",".",2,,,,2,1,2,1,,2000000,2,10,96,14,14,6,10,5,0.1,3,2,,,10,"2","5",,1,60,2,4,23,1,2,1,"1",
"2a8818bbc9ca4387b66331f72ca7e262",10,10,3,0.5,1,2008,2,3,,,".",".",".",1,3,,,2,2,,1,,800000,3,10,12,13,14,6,20,10,0.5,5,1,2,"1000",10,"2","3","5",1,100,1,4,21,2,,1,"1",
"2ab832b9019a4d45b3b1c5a93eb436d5",10,10,3,0.1,1,2014,2,3,,,".",".",".",1,1,,,1,2,,1,,8000000,3,10,16,14,12,6,10,5,0.15,5,2,,,10,"1","3","4",1,60,1,2,22,2,,3,"1",
"2abb452a63654ddeadd351815d76cbc6",10,10,3,1,1,2010,1,3,,,".",".",".",1,96,,,1,2,,1,,3000000,2,10,16,14,14,96,28,20,1.5,5,2,,,10,"1","3","6",2,60,1,4,23,2,,2,"2",
"2ac0a1e73f624dfc91343ac47f68c9f4",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,16,14,15,,15,15,0.5,5,2,,,10,"1","2","3",1,40,2,2,23,2,,1,"1",
"2ada189776a548d89a6c2f2bff16b5c2",16,10,4,200,2,2011,1,3,,,".",".",".",1,1,,,6,2,,1,,4000000,2,15,12,14,12,6,40,5,0.2,5,1,1,"24000",10,"2","4",,1,80,2,4,22,2,,1,"2",
"2aec52ee5834414abf0b648fd8248ac4",10,10,,,,,,,,,".",".",".",,,,,,,,,,,5,11,12,13,11,,,,,7,2,,,,".",".",".",,160,1,2,21,2,,1,"4",
"2aee74b721804ccca2432403b51cd36d",10,10,1,160,1,1970,1,3,,,".",".",".",1,3,,,6,2,,1,,1000000,2,10,11,13,13,,,,,4,2,,,,".",".",".",,80,1,2,22,1,3,2,"2",
"2af8d5fd8b2a4458b30dddd1f3d5a9b8",10,10,4,400,2,2008,2,3,,,".",".",".",2,,,,1,2,,1,,450000,2,10,16,14,17,96,4,1,0.01,2,2,,,13,".",".",".",1,60,1,2,95,,,,"1",
"2afa53514ef44be0bb7140cfd74c1d38",11,12,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,11,,,,,7,1,2,"20000",,".",".",".",,4,1,4,22,1,2,1,"2",
"2b11ec128a1249a9aaa725d1ab17bf15",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,14,14,6,15,5,0.2,1,2,,,14,".",".",".",1,20,2,4,23,2,,1,"1",
"2b158ee9160b4b6380262b810b96eaf0",16,10,4,100,3,1995,1,3,,,".",".",".",2,,,,4,2,,1,,400000,1,15,16,14,14,6,10,5,0.3,3,2,,,10,"1",,,1,40,2,4,23,1,4,1,"1",
"2b188fbe6b7d4db19e4f8e0ff91d4620",10,10,1,1600,2,2011,1,3,,,,,,2,,,,2,2,,1,,5000000,2,15,14,14,14,6,30,15,0.5,10,1,2,"2000",10,"2","3",,1,60,1,4,23,1,2,1,"1",
"2b330288fe5e430d97c750ee7d86941d",13,10,4,0.25,1,2008,1,3,,,".",".",".",1,3,,,2,2,,1,,8000000,1,10,12,10,14,6,5,20,0.2,2,2,,,12,".",".",".",1,40,2,4,23,2,,1,"1",
"2b5700c4ed5e4ec8997a4236831cf10e",10,10,4,50,1,2007,2,3,,,".",".",".",1,96,,,1,2,,1,,4000000,1,10,12,14,17,6,120,10,3,3,2,,,10,"1","2",,2,40,1,2,22,2,,1,"2",
"2b746e4a31414a8182d62f080eb05b40",10,10,3,1,2,1959,1,3,,,".",".",".",2,,,,2,2,,1,,8000000,1,10,14,14,14,6,10,20,0.2,2,2,,,14,".",".",".",1,20,1,4,23,2,,1,"1",
"2b7afe6f631548f48a9cfcb272c63cad",13,12,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,20,20,0.5,2,2,,,10,"1",,,1,20,1,2,22,1,5,1,"1",
"2b80b3ba5e2a48028b2fdff1c0491d2c",11,10,1,80,2,2000,1,3,,,".",".",".",2,,,,2,2,,1,,3000000,4,10,12,14,14,96,30,10,2,15,1,2,"1000",10,"1","2","7",2,100,1,4,22,2,,1,"3",
"2b881b680b65407e8de6fae209a281c1",16,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,14,14,14,6,10,50,0.5,3,2,,,10,"4",,,1,5,2,1,11,2,,1,"2",
"2b97e7e06f6641feb008f820fcd27c45",15,10,3,0.13,2,1980,4,3,,,,,,2,,,,1,2,,1,,20000000,1,10,11,13,12,2,2,4,0.01,5,1,1,"24000",10,"1",,,1,60,1,2,22,1,7,1,"1",
"2b97ff1426c44de289a445eded0ccb86",10,10,4,2000,2,2007,2,3,,,".",".",".",2,,,,2,2,,1,,1500000,2,10,16,14,15,,10,1,0.1,2,2,,,10,"4","5",,1,60,1,4,23,2,,1,"1",
"2ba53240d78141a3b9617b79d9ac92be",10,10,1,1500,1,2013,2,3,,,,,,1,3,,,2,2,,2,3,7000000,2,10,15,14,15,,20,30,0.5,15,2,,,10,"2","6",,1,120,2,2,22,2,,1,"2",
"2bb93aa429a7463d8fe20213eac6217a",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2bb93f7c98f748c88e4ed683a0aa0df0",10,10,1,1200,2,1994,1,3,,,".",".",".",2,,,,2,2,,1,,1200000,3,15,13,14,14,6,25,40,0.5,15,1,2,"1000",10,"1","3",,1,100,1,4,23,2,,1,"1",
"2bc61f86f4464846a8be939b5d6326db",10,10,3,0.5,2,1996,2,3,,,".",".",".",2,,,,2,2,,1,,6000000,2,10,16,14,15,,20,5,0.2,3,2,,,10,"1","5",,1,40,2,4,23,2,,1,"1",
"2be7329e10e5476cb60c21b3be722468",10,10,1,5000,1,1999,1,3,,,".",".",".",2,,,,2,2,,1,,4000000,3,10,12,14,14,6,5,10,0.2,5,2,,,10,"4","6","9",1,100,1,4,23,2,,2,"7",
"2bec695a80774434b93d95a49dfced8a",16,10,,,,,,,,,".",".",".",,,,,,,,,,,4,15,14,14,14,2,10,10,1,10,2,,,10,"2","3","4",2,160,1,4,95,,,,"2",
"2bf703d574344f36a037c7d7c64b5c01",15,15,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,12,2,10,2,0.1,3,2,,,10,"3",,,1,80,2,8,22,1,5,1,"3",
"2bfb2d5d0484428fb2747b0cecd88b2b",10,10,3,0.25,2,2002,1,3,,,".",".",".",2,,,,2,1,2,3,2,1500000,2,10,12,14,14,6,6,5,0.1,2,2,,,10,"8",,,2,80,1,4,23,2,,1,"1",
"2c0855f44ac340e2b0988c8dba22d4df",10,10,1,38.5,1,1978,1,3,,,".",".",".",2,,,,1,2,,1,,18000000,4,10,12,13,14,6,15,60,0.2,5,2,,,10,"1","2","7",1,100,2,4,23,2,,1,"1",
"2c1a9a99c4364fa68ae89bf2ecf7eeb8",15,16,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,4,1,0.2,3,1,1,"16800",10,"2",,,1,60,2,2,22,1,6,1,"2",
"2c3db9307a7c4219aafb679d36f2be09",10,10,4,6400,1,1984,2,3,,,".",".",".",1,3,,,1,2,,1,,100000000,1,10,12,13,10,,,,,1,2,,,,".",".",".",,20,8,2,21,2,,3,"6",
"2c43e276f7e94ef0af1888f2b51277c0",10,10,4,2500,1,2008,4,3,,,".",".",".",1,3,,,2,2,,1,,2000000,2,10,12,13,14,1,20,10,0.1,10,2,,,10,"5","6",,1,40,2,4,23,2,,2,"2",
"2c61df53e09649b49a7da037174d0996",11,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,16,14,14,6,30,10,0.5,5,2,,,10,"1","2","3",1,60,2,4,23,1,1,1,"2",
"2c6a0b01f8df427f944dc88e15550d44",10,10,4,4000,1,2015,1,3,,,,,,1,2,,,3,2,,1,,2000000,1,10,12,14,14,6,6,2,0.2,6,2,,,10,"1","2","3",2,60,1,4,22,1,2,1,"1",
"2c6cf92c21274e9a8650c9abd793f796",10,10,1,75,1,2011,1,3,,,".",".",".",2,,,,1,2,,1,,200000,1,15,16,14,14,6,10,5,0.3,4,1,2,"1000",10,"1","3",,1,40,1,3,95,,,,"1",
"2c86f891acf047ed8097ca1b4e2755e6",10,10,1,300,1,1974,2,3,,,".",".",".",1,1,,,6,2,,1,,7000000,4,10,12,13,14,6,30,10,1,3,2,,,13,".",".",".",2,20,1,2,22,2,,1,"2",
"2c8a0ac39a1a441a96182ad2be1326d9",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2c8e03b857bc459fb92fac9045dbcacf",10,10,4,5000,3,1987,1,3,,,".",".",".",2,,,,1,2,,1,,5000000,3,10,12,13,16,1,10,2,0.1,5,2,,,10,"7",,,1,40,1,2,23,2,,1,"7",
"2ca559391bad4f74a1c81b90c85d20da",10,10,1,36000,1,1999,1,3,,,".",".",".",2,,,,6,2,,1,,1000000,5,10,12,13,14,6,10,10,0.3,10,1,2,"1000",10,"2","7","8",2,140,1,4,23,2,,1,"1",
"2ca89116526a4a69a090fcf154b3a068",11,10,3,0.75,2,1996,1,3,,,".",".",".",2,,,,2,2,,1,,60000000,2,10,12,11,11,,,,,2,1,1,"##N/A##",,".",".",".",,60,2,2,21,1,1,1,"1",
"2ca912983d754b249b3e22257429128f",15,10,1,150,1,1980,2,3,,,".",".",".",2,,,,6,2,,1,,1000000,2,15,16,14,14,6,6,20,0.1,3,1,2,"2000",10,"2","3",,1,60,1,4,23,2,,1,"1",
"2cb1f00388b745698cde84ee0091c1e5",10,10,4,5000,1,2004,2,3,,,".",".",".",1,96,,,2,2,,1,,1800000,4,10,16,14,15,,30,25,0.6,8,2,,,10,"3","4","5",1,80,2,4,23,2,,1,"2",
"2cb797850b334f1e92c87498fc06141f",10,10,1,100,1,1995,1,3,,,".",".",".",1,96,,,2,2,,1,,1000000,3,10,16,14,15,,10,30,0.4,5,2,,,10,"1","2","4",1,40,2,4,23,1,2,1,"3",
"2cb7f630fc0a4e25bc66894bbe872f42",10,10,1,1500,2,1992,2,96,1992,2,".",".",".",2,,,,6,2,,3,4,1000000,3,10,12,13,16,1,20,2,0.2,1,2,,,10,"2","3","4",1,40,2,1,22,2,,1,"1",
"2d020c466a584f56bb8428dc7d613986",10,10,4,600,1,2007,1,3,,,,,,1,2,,,2,2,,1,,900000,1,10,16,14,14,6,8,30,0.3,10,1,2,"3000",10,"2","5",,1,60,1,4,23,2,,1,"2",
"2d2c5254d89d44a281918e10f477b1b8",10,10,4,2500,1,2000,4,3,,,".",".",".",2,,,,2,2,,1,,2000000,3,10,12,14,15,,45,10,0.5,5,2,,,10,"4","5","6",1,60,2,1,23,1,2,2,"2",
"2d2e8f9e6d8e4e2892346c42fb30b271",16,10,4,480,2,2016,1,3,,,".",".",".",2,,,,1,2,,1,,1500000,1,15,14,14,14,1,30,10,0.5,2,2,,,10,"1",,,1,20,1,4,23,1,2,1,"1",
"2d305d696eb545dabe6f90063342cdbc",10,10,3,0.25,2,1976,1,3,,,".",".",".",2,,,,2,2,,1,,3000000,3,15,14,14,14,2,50,2,0.5,3,1,2,"1000",10,"1","4",,1,30,1,4,23,1,3,1,"1",
"2d6b5d1b5929451998ee1d8302f0db26",10,10,1,140,2,1960,1,3,,,".",".",".",2,,,,2,2,,1,,5000000,4,10,14,13,12,6,60,40,0.5,20,2,,,10,"7","10","11",1,240,1,5,23,2,,3,"1",
"2d761d92f0234df79a38b7b53f7cfbeb",10,10,4,1925,2,1993,2,3,,,".",".",".",1,3,,,1,2,,1,,40000000,1,10,16,13,18,,,,,0.5,1,1,"30000",13,".",".",".",2,10,8,8,22,1,5,1,"1",
"2d8d01b938b04be8a21c937276f4a851",10,10,3,0.7,1,1990,2,3,,,".",".",".",2,,,,1,2,,1,,30000000,5,10,13,10,11,,,,,5,2,,,,".",".",".",,100,1,4,23,2,,1,"1",
"2d9fb7ca4e764d448ca445f70e9378db",10,11,,,,,,,,,".",".",".",,,,,,,,,,,2,10,16,14,14,6,15,5,0.3,5,2,,,10,"2","4","5",1,120,1,4,22,1,3,1,"2",
"2da33216d5e64e8b94e4c7978389945b",10,10,3,1,2,1970,1,3,,,".",".",".",2,,,,6,2,,1,,4000000,2,10,12,14,15,,40,3,1,3,2,,,10,"1",,,1,20,2,4,95,,,,"1",
"2da3f0f2a4554941a479fee7d23a928c",15,10,4,1200,1,1992,5,3,,,".",".",".",1,3,,,2,1,2,2,2,5000000,1,10,96,14,12,6,6,10,0.2,2,2,,,10,"1",,,1,40,1,2,22,1,3,1,"1",
"2db9bb876ffd4de3bf35e7b4c6d03c86",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,16,14,14,6,30,5,1,2,2,,,14,".",".",".",1,40,1,2,23,1,2,1,"2",
"2dccaa73a2344662a2071d34410deac2",15,12,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,14,15,,60,60,1.5,5,2,,,10,"3",,,1,40,2,4,21,1,5,1,"1",
"2dceb45728754beda164191fb0329348",10,10,3,6,1,2009,2,3,,,".",".",".",1,96,,,2,2,,1,,30000000,3,10,12,14,15,,60,18,1,10,2,,,10,"3","4","5",1,80,2,2,23,2,,1,"2",
"2dd7cb3b539646448126ab47c51525c1",11,11,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,13,,,,,1.5,2,,,,".",".",".",,20,2,4,22,1,2,1,"1",
"2dd96e542ec149129f04e92caa96a30d",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2e005c9d33a1496889bc2668de51f031",11,16,,,,,,,,,".",".",".",,,,,,,,,,,2,10,16,13,12,6,15,60,0.2,5,1,1,"90000",10,"1",,,1,60,1,4,21,1,1,1,"1",
"2e6e5bbd66054d36a44f4aa2d3f97ab0",15,15,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,6,1,3,0.01,5,1,2,"400",10,"2","3",,1,40,2,2,23,2,,1,"1",
"2e856f1055a9440ab29a01767377b8a8",16,10,4,120,1,2000,1,3,,,".",".",".",1,3,,,2,2,,1,,500000,1,15,14,13,15,,60,5,3,5,2,,,10,"2",,,1,70,2,4,23,1,1,1,"1",
"2e93c77dde734e4f8e2bf910deae99e6",10,10,4,150,1,2002,1,3,,,".",".",".",2,,,,5,2,,1,,10000000,3,10,12,13,11,,,,,5,1,1,"12000",,".",".",".",,80,2,2,22,2,,1,"2",
"2e9733cda05240f49b924ecbf59345f8",10,10,3,0.25,1,1974,1,3,,,".",".",".",2,,,,2,2,,1,,700000,3,15,12,14,14,6,60,5,1.6,10,2,,,10,"1","7",,1,120,2,4,23,2,,1,"5",
"2ea2a43b1e1943c7bdc4c6e239b5f390",10,10,3,0.2,1,2007,2,3,,,".",".",".",1,3,,,4,2,,1,,60000000,3,10,12,13,11,,,,,5,1,1,"18000",,".",".",".",,120,1,1,23,2,,3,"2",
"2ebeec35d766400bb532f402fe7533dc",15,10,4,1500,2,2008,2,3,,,".",".",".",1,96,,,1,2,,1,,10000000,1,10,12,13,16,4,10,2,0.1,2.5,2,,,10,"3","4",,1,40,1,1,22,1,2,1,"1",
"2ec800b691134a6db7779b2dcac5099b",10,10,3,0.5,2,1988,2,3,,,".",".",".",2,,,,2,2,,1,,5000000,3,10,14,14,14,1,30,2,1.5,5,2,,,10,"6","7",,1,40,1,1,23,2,,1,"3",
"2ef39f0a550b480b93b1cf6cc45a6768",10,10,3,1,3,1988,1,3,,,".",".",".",2,,,,6,2,,1,,1000000,4,10,12,14,17,6,15,5,0.3,1,2,,,10,"1",,,1,20,2,2,23,2,,1,"1",
"2f144f92a2b64dcdb520dec89307cd53",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,10,,,,,5,1,1,"15000",,".",".",".",,80,2,2,12,2,,3,"3",
"2f67bb8389de463ab688583c2d2e587b",10,10,3,0.1,1,1998,2,3,,,".",".",".",1,3,,,2,2,,1,,10000000,4,10,16,14,14,1,30,45,1,5,2,,,10,"6","7","9",1,80,2,2,22,2,,1,"2",
"2f68b099c50d417c83a3e0635884ecdb",10,10,1,15,2,1986,1,3,,,".",".",".",2,,,,6,2,,1,,500000,1,15,14,14,15,,10,2,0.3,1,2,,,11,".",".",".",1,20,1,4,23,1,2,1,"1",
"2f6ccbe630f34e69950cf19e39da7897",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,6,10,2,0.1,2,1,1,"10000",10,"1",,,1,40,1,2,22,1,3,1,"1",
"2f88edce67b24f7c8fdcb7ac4193e4d1",16,10,4,25,2,2016,1,3,,,".",".",".",2,,,,1,2,,1,,500000,1,15,14,14,14,96,40,60,1,10,2,,,10,"2",,,1,40,1,4,95,,,,"1",
"2f949f34cc564134a80b1ae768b8044e",10,10,4,5000,1,1980,4,1,2015,1,"1",,,2,,,,2,2,,1,,25000000,5,10,12,16,11,,,,,10,2,,,,".",".",".",,110,2,8,21,2,,3,"2",
"2f9952ff230e43e5a88870c5dbaaa325",10,10,4,2000,1,2003,2,96,2003,1,"1",,,2,,,,6,2,,1,,2000000,2,10,12,14,14,6,10,15,0.1,3,1,2,"500",10,"4","6","7",2,60,1,4,21,1,2,1,"2",
"2f99cc17b95e4975831157be7e36c887",16,10,4,105,1,1960,1,3,,,".",".",".",2,,,,2,2,,1,,5000000,3,15,14,14,14,2,30,20,0.3,10,1,2,"2000",10,"4","5",,1,80,1,4,23,2,,1,"2",
"2fad42e069bc436ebc6e2fcfc7cc83d5",10,10,,,,,,,,,".",".",".",,,,,,,,,,,4,10,17,13,12,6,5,3,0.2,0,2,,,10,"4","10","11",1,120,2,2,23,2,,1,"1",
"2fb38936615b4db3a67d76b621284603",10,10,3,1,1,2010,2,2,2010,1,"7",,,2,,,,2,2,,1,,30000000,2,10,12,14,16,2,30,1,0.3,4,2,,,12,".",".",".",2,40,1,2,22,2,,1,"7",
"2fbcb4058ac741b1824b5549f01cc8ea",10,10,3,0.25,2,2002,1,3,,,".",".",".",2,,,,2,2,,1,,150000,1,15,14,14,14,6,30,5,0.3,8,2,,,10,"1",,,1,120,2,4,23,2,,1,"2",
"2fca548371394d989c42a2857d246721",10,10,3,0.12,2,2002,1,3,,,".",".",".",2,,,,2,2,,1,,4000000,3,10,12,14,15,,15,5,0.1,10,2,,,10,"2","3",,1,80,2,4,23,1,3,1,"1",
"2fd49877045b4ddaa361065cb2f763b0",10,10,1,80,3,2009,1,3,,,,,,2,,,,6,2,,1,,3500000,2,10,16,14,15,,30,20,0.4,3,2,,,10,"1","3","4",1,60,2,4,23,1,1,1,"1",
"2fdef796914c4c00a3f3164e76f43b57",10,10,3,0.25,2,2015,2,3,,,".",".",".",2,,,,4,2,,1,,2000000,2,10,16,14,12,1,15,2,0.2,3,2,,,10,"1","2",,1,40,1,4,23,2,,1,"1",
"2ff16b6c314f401c91cfc00c577ff2f4",10,10,3,0.05,2,9998,2,3,,,".",".",".",2,,,,5,2,,1,,1000000,1,10,16,14,15,,10,20,0.5,3,2,,,10,"1","2",,1,20,2,4,23,2,,1,"1",
"300de668bd2f4192b0fd5af97ba22f1f",10,10,3,0.75,2,2014,2,3,,,".",".",".",2,,,,4,2,,1,,15000000,1,10,16,14,16,1,15,1,0.2,3,1,2,"0",10,"2",,,1,40,1,1,23,2,,1,"1",
"301490cbb230436387d327b067738728",10,10,3,,1,1979,2,96,1979,2,".",".",".",2,,,,1,2,,1,,45000000,3,10,12,13,15,,15,5,0.1,5,2,,,10,"4","6",,1,60,1,4,23,2,,1,"2",
"30322018c45f4c6b95cec1f96fbea405",10,10,,,2,2006,1,3,,,".",".",".",2,,,,2,2,,1,,,1,10,12,14,17,1,30,1,,10,2,,,10,"3","11","12",1,80,2,4,23,2,,1,"8",
"30477ce0dc9d465dae89d2011c010da3",10,10,1,85,2,1972,1,3,,,".",".",".",2,,,,5,2,,1,,1000000,2,15,12,14,14,1,10,2,0.5,10,1,2,"500",10,"1",,,1,60,1,4,22,1,4,1,"2",
"3070915a431846e28dcff9ead5b40482",17,10,1,86,2,2011,1,3,,,".",".",".",2,,,,2,2,,1,,5000000,1,15,14,14,15,,8,3,0.1,10,2,,,10,"3","5",,1,70,1,4,23,2,,1,"1",
"308f33600cbf4f14988e57d6c5d5d4dc",10,10,1,160,1,2015,1,3,,,".",".",".",1,96,,,2,2,,1,,5000000,2,10,12,14,14,2,55,20,0.3,6,1,2,"6000",10,"1",,,1,60,1,4,23,2,,1,"3",
"3092993cea854e41a868b870ae3c6c11",16,10,3,0.25,3,2009,1,3,,,".",".",".",2,,,,2,1,2,1,,12000000,1,15,14,14,14,6,30,60,1,20,1,2,"1000",10,"1",,,2,50,1,4,22,2,,1,"1",
"30b36dc4f6bb4416970bd6680d83fd5f",10,10,4,600,1,2001,2,3,,,".",".",".",1,96,,,1,2,,1,,30000000,2,10,16,13,14,3,2,1,0.3,5,2,,,10,"6","7","8",1,100,2,4,23,1,1,1,"2",
