"s12q02","NA1a","NA1b","NA1c","NA1d","NA1e","NA1f","NA1g","NA1h","hhid"
"1",2,2,2,2,2,2,2,2,"8b6e73cf62d3492caeb75bf11df9980d"
"1",1,1,2,2,2,2,2,2,"8bc98ec22a044c67bb69bcfad8be445b"
"1",2,2,2,2,2,2,2,2,"8c25f710369e4bc8bccdcd227b940d39"
"2",2,2,2,2,2,2,2,2,"8c60078f31be46d7bcf8e3231b002f01"
"1",2,2,2,2,2,2,2,2,"8c713fee62b94bf6a01a094d8992991d"
"1",2,2,2,2,2,2,2,2,"8c847054105a4c7d8df8cd778a781d00"
"3",2,2,2,2,2,2,2,2,"8c9a6b525a3c4ef3a99a96c03fa199ac"
"1",2,2,2,2,2,2,2,2,"8cfafb3635994f9294d7f40c6397640f"
"4",2,2,2,2,2,2,2,2,"8d32035f9c004c69a1e3cc290151c354"
"1",2,2,2,2,2,2,2,2,"8d6843d2394544fcba72c27e8497a8c3"
"2",2,2,2,2,2,2,2,2,"8d7afd4d3b36456cbeb5ad5ca9bae80f"
"1",2,2,2,2,2,2,2,2,"8d7c2ed61f4743769df94f042f927101"
"1",2,2,2,2,2,2,2,2,"8d9c6f8395d54bf9a144891a5a86691b"
"1",2,2,2,2,2,2,2,2,"8dd65b7172ee421fa7e2883e90df0951"
"1",2,2,2,2,2,2,2,2,"8e1ae70b54e74d8c9cd573923bf74393"
"7",2,2,2,2,2,2,2,2,"8e20ed2206b440b3b03152cdb731df17"
"2",2,2,2,2,2,2,2,2,"8e46484bb7824d3fb6d59fa00e5f96e8"
"2",2,2,2,2,2,2,2,2,"8e52b830f34a4d95917857a5d1d57504"
"1",2,2,2,2,2,2,2,2,"8e5823a045554cedbe0c966d7d21ea02"
"1",2,2,2,2,2,2,2,2,"8e60108fea1948358dc02668aa99ec99"
"1",2,2,2,2,2,2,2,2,"8e70cdad3a9045fdb4d573587bc2ea8f"
"1",1,2,2,2,2,2,2,2,"8e90f50f86204364ab92afa5342cb346"
"1",2,2,2,2,2,2,2,2,"8ec715ba51ee402f998c3cc182d29deb"
"2",2,2,2,2,2,2,2,2,"8edb52c2aa144083baec4616c6739603"
"2",2,2,2,2,1,2,2,1,"8f222f9618624d03afb44548f35b8613"
"1",2,2,2,2,2,2,2,2,"8f338c193917455f8a807c47274c7b77"
"2",2,2,2,2,2,2,2,2,"8f3b951b0d984592b4a19027f878b728"
"1",2,2,2,2,2,2,2,2,"8f6724a9559747548bff8f3f5c7ccd1a"
"1",2,2,2,2,2,2,2,2,"8f695a693b444047921f73b886d81c4e"
"2",2,2,2,2,2,2,2,2,"8f9d730b39f1418893033ecfd171ab85"
"1",2,2,2,2,2,2,2,2,"8fc5f95c10f1417281d49d08a4e39ec0"
"1",2,2,2,2,2,2,2,2,"8fc75288824d48999070272acd64296a"
"5",2,2,2,2,2,2,2,2,"900f2775558849529ea1224438c6f9db"
"9",2,2,2,2,2,2,2,2,"902ab53c518a4023b8153bf5e1aa12fa"
"2",2,2,2,2,2,2,2,2,"903864ddc9c641de8b968666fe5e4169"
"1",2,2,2,2,2,2,2,2,"904dd7d7b658455ca2dee21d62f415a0"
"2",1,2,2,2,2,2,2,2,"90896177d9ab4f9cb640ed0d26102b68"
"3",2,2,2,2,2,2,2,2,"90b85c184def4c549245be28ac8bba6f"
"1",2,2,2,2,2,2,2,2,"910f2add18b544f6964a30727479467a"
"1",2,2,2,2,2,2,2,2,"9120019c770b41bb84ace09dbd0887bb"
"1",2,2,2,2,2,2,2,2,"918b39a7c5f14e1cb6e02d8a0df01a4b"
"1",1,2,2,2,2,2,2,2,"91a23141d8fd423b8c4baae8f0b31605"
"2",2,1,2,2,2,2,2,2,"91d6755d336d4fd0abe7eb483faa423a"
"2",2,2,2,2,2,2,2,2,"923f4bc18b3a42239cc0f71ed72ef092"
"1",2,2,2,2,2,2,2,2,"9241ba2a0c3f4a64ae06d29a31ed13c9"
"2",2,2,2,2,2,2,2,2,"924dae4582ab4da381f6f9fcec82c556"
"1",2,2,2,2,2,2,2,2,"927637b3537c420fb3b468612badd5b6"
"2",2,2,2,2,2,2,2,2,"92cf666c0c934b2ebbd48bbdb0bd28f2"
"2",2,2,2,2,2,2,2,2,"92e0e8e70d414cdfba2322ec78552ee4"
"3",2,2,2,2,2,2,2,2,"92e30209b31c4ab3b1c932b133d4b3b1"
"10",2,2,2,2,2,2,2,1,"92e805f310474bd583cd464cc548c1b4"
"1",1,2,2,2,2,2,2,2,"9303f456a1ed4c78b4c9a05b5ec5e510"
"1",2,2,2,1,2,2,2,2,"9307472cfa3848d3873b346424a94ed2"
"1",2,2,2,2,2,2,2,2,"9354027ec5014b0e8bd3d10f90cc924b"
"1",2,2,2,2,2,2,2,2,"936d6d229b9641ba89137abdfe501bf0"
"1",2,2,2,2,2,2,2,2,"93711ca510774f57ac25d23db71c9832"
"3",2,2,2,2,2,2,2,2,"93cba4879d6141499482cdc419e012b3"
"3",2,2,2,2,2,2,2,2,"94622e23fd0641fda4ce0487f2328bb3"
"3",2,2,2,2,2,2,2,2,"94baa03b72d8492894456868a3a33cfb"
"1",2,2,2,2,2,2,2,2,"94cd2189abaa4b3396a9111c9b2f133c"
"1",1,2,2,2,2,2,2,2,"94e6a25eca10407abdafce6da5066ea9"
"1",2,2,2,2,2,2,2,2,"94fe8b7d63524f1294468b62ca211148"
"2",2,2,2,2,2,2,2,2,"950b8ab95d644919830bec78a254c85d"
"1",2,2,2,2,2,2,2,2,"951de4cf4c334a8f88c6a035f3cf031f"
"14",2,2,2,2,2,2,2,2,"95273ec43706465d82378855f0c61ac5"
"1",2,2,2,2,2,2,2,1,"952915b13afe42e09666a7166b950f9b"
"2",2,2,2,2,2,2,2,2,"9536c0751c8343c7817c051841780832"
"2",2,2,2,2,2,2,2,2,"95447f41f0214fd59b816b0daac513a3"
"2",2,2,2,2,2,2,2,1,"958a368fa116418996e7711693042b45"
"6",2,2,2,2,2,2,2,2,"95ecd3ff77734bfbae4dfd5d7f984ff2"
"1",2,2,2,2,2,2,2,2,"9603bda15f7d43cc9848d6f5c9feb987"
"2",2,2,2,2,2,2,2,2,"963bfcc2b02640c4ae713d12f01eb2ab"
"1",2,2,2,2,2,2,2,2,"9645feb679eb41e4a43a118736a64d6f"
"2",2,2,2,2,2,2,2,2,"966a8173a1d94b69adb26e8064ee7f87"
"1",2,2,2,2,2,2,2,2,"96986278fc2c4d15802447be0afb86d8"
"1",2,2,2,2,2,2,2,2,"96aa0100b13346adac0d328701bcbf35"
"2",2,2,2,2,2,2,2,2,"96b5e72b181245258379a42eae31581b"
"1",2,2,2,2,2,2,2,2,"96d31abd5b6c4d20b1187928bdc1a085"
"1",2,2,2,2,2,2,2,2,"970500789c8e4bc1a146547813053f14"
"1",2,2,2,2,2,2,2,2,"97229e4fd0844936b4180fba35ba208a"
"3",2,2,2,2,2,2,2,2,"974a89a2c2ab4dad86d8e8f38979bc95"
"2",2,2,2,2,2,2,2,2,"9750338ef8b046539b5bdbcbfb264f39"
"6",2,2,2,2,2,2,2,2,"976f4955f15648ec8316df40f7872b46"
"1",2,2,2,2,2,2,2,2,"97aa986363af4011b2a4e1af3bb6cb52"
"5",2,2,2,2,2,2,2,2,"97af4a6c6a314ca1aafde9deb5c54d53"
"2",2,2,2,2,2,2,2,2,"97dbb65730814c03b57d13186021dcad"
"1",2,2,2,2,2,2,2,2,"9834be0072104008a2788b64689b3bd5"
"3",2,2,2,2,2,2,2,2,"985285397472481280d90ed22eb0a905"
"3",2,2,2,2,2,2,2,2,"985a689b7fe347c28e5470c53ad4cc5f"
"8",2,2,2,2,2,2,2,2,"9871dbdcec2343c685be4cceea0015f9"
"5",2,2,2,2,2,2,2,2,"993244dcd47c4a5193c160a2532f80a4"
"1",2,2,2,2,2,2,2,2,"994c2d6aa1014965b20adafd13fa9d9a"
"2",2,2,2,2,2,2,2,2,"99543bb72fb040369c304aa8ed3a4d41"
"1",2,2,2,2,2,2,2,2,"997bebcc6d544fde988186b37619a51d"
"3",2,2,2,2,2,2,2,2,"998067dae7b4412b94ec87dfa006a17b"
"1",2,2,2,2,2,2,2,1,"998ffb7288e84627818daae648b16a38"
"1",2,2,2,2,2,2,2,2,"999fad39eecf4a9f9b3372cdba1e52d9"
"2",2,2,2,2,2,2,2,2,"99f7629ee696416a8316b904812a0fc2"
"1",2,2,2,2,2,2,2,2,"9a129715d6b94c28a3cc6eff06df1976"
"2",2,2,2,2,2,2,2,2,"9a2ac8bf9cb042a190359588cd94f844"
"2",2,2,2,2,2,2,2,2,"9ae20eb2a8dd4dff938e0dc888e26a4c"
"1",2,2,2,2,2,2,2,2,"9aea58f72c1c428d8ce3ef2250967bbf"
"1",2,2,2,2,2,2,2,2,"9af98578a02940a38c642fc32c1e5a8d"
"2",2,2,2,2,2,2,2,2,"9afc9d8cadc54af0b4da94f33ec8ec62"
"2",1,2,2,2,2,2,2,2,"9babf157fcb041638177281acc8dbc0d"
"4",2,2,2,2,2,2,2,2,"9bb9a860c98146e5a6addfd5674b75c9"
"1",2,2,2,2,2,2,2,2,"9c16760b26414b76b545285a17fc3e69"
"2",2,2,2,2,2,2,2,2,"9c286b18f3eb44478ae06d4cf5561f48"
"2",2,2,2,2,2,2,2,2,"9c3936df41154477ac5fe6528824da14"
"1",2,2,2,2,2,2,2,1,"9c4acdbd87134ff29892f9be6a6b7faf"
"1",2,2,2,2,2,2,2,2,"9c6e56e21c304422997d610190f214bc"
"1",2,2,2,2,2,2,2,2,"9cabf211777e4cbfa5456fedd778da23"
"2",2,2,2,2,2,2,2,2,"9cc5c5339a2c4cd1821bd426961a953b"
"1",2,2,2,2,2,2,2,1,"9d1fd0283ee04074aee8479abef13e53"
"1",2,2,2,2,2,2,2,2,"9d32794676c248ddaaa4c3fc8a35520b"
"1",2,2,2,2,2,2,2,2,"9d4bb69584544bc2a758cac87fbb24da"
"1",2,2,2,2,2,2,2,2,"9d5b25e96591491c8c1d7f2663eac9b7"
"1",2,2,2,2,2,2,2,2,"9d6182b62416405ea5966b5c70f02cdb"
"2",2,2,2,2,2,2,2,2,"9d63b4a45c4741de9281b3d84a498e69"
"2",2,2,2,2,2,2,2,2,"9d7d1a4cb1f345be8f0efd6ba463dfcb"
"1",2,2,2,2,2,2,2,2,"9d8877f75f884c07b986675713fdbc8c"
"1",2,2,2,2,2,2,2,2,"9ddd4cac1c554b95a2c37f526795d90b"
"6",2,2,2,2,2,2,2,2,"9df7bb9d8fd9495ca00fefc9ec47885e"
"1",2,2,2,2,2,2,2,2,"9dfb92ad1de74379be1318b90ae02fc2"
"1",2,2,2,2,2,2,2,2,"9e00c359face4e8db1d5f6e6585bf4e7"
"1",2,2,2,2,2,2,2,2,"9e2b17238f334ba9ad7ea0bdc53822d1"
"2",2,2,2,2,2,2,2,2,"9e3b3a9be40b4ce2af57aabcfb6929ec"
"1",2,2,2,2,2,2,2,2,"9e460fb21f6044658bfef7db934cf862"
"2",2,2,2,2,2,2,2,2,"9e927e1d7fb84c2c969316100a479ceb"
"3",1,2,2,2,2,2,2,2,"9e9aef5a8bf34e899b1eeee519563de3"
"1",2,2,2,2,2,1,2,2,"9f31d94652bb4abfa1cbbb69167d0cfb"
"7",2,2,2,2,2,2,2,2,"9f94f55869ef4aeeb2b38723803c22f6"
"2",2,2,2,2,2,2,2,2,"9fa8226062fc4570aad60bca7599f88f"
"1",2,2,2,2,2,2,2,2,"9fd55f084f264a2ba1a0de2752b91626"
"2",2,2,2,2,2,2,2,2,"a08435dd2e1b4ecd81cef70d913547f6"
"1",2,2,2,2,2,2,2,2,"a0c06d9a4a8041459f5276593f1af5f8"
"2",2,2,2,2,2,2,2,2,"a10a5b3284014fe6b24cfa7243f6c29e"
"5",2,2,2,2,2,2,2,2,"a1894fd4a0664a18bece8ad149aa1c51"
"1",2,2,2,2,2,2,2,2,"a18f0339114f4fb689365b3a934b39e9"
"2",2,2,2,2,2,2,2,2,"a1a220ee68344daaadc347cfc61c5333"
"1",2,2,2,1,2,2,2,2,"a1eb4a42ea2a466a9c8e07faa13b28c3"
"1",2,1,2,2,2,2,2,2,"a226e2cd94a9452ba7d96caf19277460"
"1",2,2,2,2,2,2,2,2,"a236c2812da940f29860b0925ae6aa80"
"3",2,2,2,2,2,2,2,2,"a25af88ad2bf40beb41d0bf3f28668a5"
"3",2,2,2,2,2,2,2,2,"a2634ad4bcfd41efa0d9bd6354359b63"
"1",2,2,2,2,2,2,2,2,"a2920b4b72b44731987ac3a604a3c34c"
"5",2,2,2,2,2,2,2,2,"a2c9cb46fa3a46cfbbcb826ab0c76a65"
"2",2,2,2,2,2,2,2,2,"a306a0f262584acc928616377b989243"
"2",2,2,2,2,2,2,2,2,"a31f26b79d7942b4bd1c4ce6641e5448"
"21",2,2,2,2,2,2,2,2,"a34b8cd55c814a87abeac5738a7dcc42"
"1",2,2,2,2,2,2,2,2,"a3666943fac346a4b08673be9d808977"
"2",2,2,2,2,2,2,2,2,"a3dd96f1f17c4ea6b7fb0ca2a2c54659"
"2",2,2,2,2,2,2,2,2,"a418488a6ea74e94b5531e89954fc077"
"2",2,2,2,2,2,2,2,2,"a42b72ab96e74a25aed753e4423bf1dd"
"2",2,2,2,1,2,2,2,2,"a45f42e61f9346ae953afa8a834a8d98"
"1",2,2,2,2,2,2,2,2,"a4774ad929ee47deb1cdd618fb11c557"
"1",2,2,2,2,2,2,2,2,"a48064362bbe4860a367a3b2a09b9519"
"2",2,2,2,2,2,2,2,2,"a4c1562d94b14aad82f33a459a052268"
"1",2,2,2,2,2,2,2,2,"a5028542ae704031b75c86beddf01682"
"2",2,2,2,2,2,2,2,2,"a516b6e538b4458bb58d5d455b36e23d"
"1",2,2,1,2,2,2,2,2,"a54b31b8ed364590aabe3c25b78e0ab2"
"1",2,2,2,2,2,2,2,2,"a5a87aa9fe3b4dd08cc8c7ae8d90179d"
"1",2,2,2,2,2,2,2,2,"a606845fa12c45619455ea7a72517231"
"1",2,2,2,2,2,2,2,2,"a618865e661243c7bc2307e28374c42a"
"2",2,2,2,2,2,2,2,2,"a63c925af81847b29220aa7cbffb3873"
"1",2,2,2,2,2,2,2,2,"a64c5de37396431586d5c7a736f0698b"
"1",2,2,2,2,2,2,2,2,"a698ff352a4b4132a8e5893d28fc9893"
"2",2,2,2,2,2,2,2,2,"a69b529c7f1f4b5eb4eebbdb13e00beb"
"1",2,2,2,2,2,2,2,2,"a69f3114a3004f71a7e0aa27e26212a4"
"2",1,2,2,2,2,2,2,2,"a6a0faed29ef483aaa267fa084bdae82"
"8",2,2,2,2,2,2,2,1,"a6a6c3481bf147a68a6d3d94d0290454"
"2",2,2,2,2,2,2,2,2,"a6d17b37e28d4039bf476690d2b8ab1d"
"2",2,2,2,2,2,2,2,2,"a6d41a0570c441ceaefcbb2ee1b0cb2c"
"2",2,2,2,2,2,2,2,2,"a6e418235144424981e6276616ca7434"
"2",2,2,1,2,2,2,2,2,"a6f4d797a8c443d8bd09c62d89df8f6b"
"1",2,2,2,2,2,2,2,2,"a74f848f2a854a9497e2837bc0ddee06"
"2",2,2,2,2,2,2,2,2,"a7971e7bf841481f8ff48b44a71e3959"
"2",2,2,2,2,2,2,2,2,"a7c90864ae8741868cf2ff3322173b5d"
"1",2,2,2,2,2,2,2,2,"a7c9abfc9f554aea92ba06bce7e69ead"
"1",2,2,2,2,2,2,2,2,"a7d3ec51132d4e8b9212c7c6db57aba9"
"1",2,2,2,2,2,2,2,2,"a7e06f1f3a6d49c7925de7f9fe1393fb"
"5",2,2,2,2,2,2,2,2,"a7fc8d3a34394bf0a9670102b2fee1c7"
"1",2,2,2,2,2,2,2,2,"a822bbc2f2cf48e6a23f48cebbf84e79"
"1",2,2,2,2,1,2,2,2,"a8c3f6b934c349f786e9b90b929ed711"
"1",2,2,2,2,2,2,2,2,"a8ee199f3b104731bb6781410bad32b6"
"1",2,2,2,2,2,2,2,2,"a8f08e6bcf2f4b839222e8aafa65d3b9"
"1",2,2,2,2,2,2,2,2,"a902d911397142a3b583be355769e8b5"
"2",2,2,2,2,2,2,2,2,"a92037ce1f3944b4ba9cc9473b7045c8"
"2",2,2,2,2,2,2,2,2,"a93942779b8f477fb70a65ee127722c2"
"1",2,2,2,2,2,2,2,2,"a93cd59531c84297ab0dcbb49c455512"
"1",2,2,2,2,2,2,2,2,"a9474f8fbe7e4bceb7d43cf236e40394"
"1",2,2,2,2,2,2,2,2,"a9478c0f46b4413e8b7a6e92d6ff2768"
"1",2,2,2,2,2,2,2,2,"a948a4d1448c4098b63de1257045e1ac"
"2",2,2,2,2,2,2,2,2,"a95dcba3f0ce4bbe854a0eb463b4514a"
"2",2,2,2,2,2,2,2,2,"a9ccfa6d61304757a41135455de45ec2"
"1",2,2,2,2,2,2,2,2,"aa28575a2cf64a8bbfb40b2fad707d66"
"2",2,2,2,2,2,2,2,2,"aa2d19e3f3c94e969a9f102b05b873eb"
"1",2,2,2,2,2,2,2,2,"aaf39d3f901e41028443e75265521f6b"
"2",2,2,2,2,2,2,2,2,"ab013421fdd24e4b9eea8fdf2c49bd49"
"3",2,2,2,2,2,2,2,2,"ab73b168905d45a2bbc6b41a31f6aef8"
"2",2,2,1,2,2,2,2,2,"ab7c3a9b8236437498b1433ace2069cd"
"2",2,2,2,2,2,2,2,2,"abaf37fced1c42cfa4194a146486f34c"
"1",2,2,2,2,2,2,2,2,"abe8db92f9514c14b1e66acc88e0218b"
"1",2,2,2,2,2,2,2,2,"abee8c03db794e11a09f6ec3219f1583"
"2",2,2,2,2,2,2,2,2,"ac032172d1164554a865a3d2a890bbc6"
"1",2,2,2,2,2,2,2,2,"ac0514a317ba4cb7b450f1655bd5885d"
"1",2,2,2,2,2,2,2,2,"ac0656aee31c46ca9d857520d24ecb9b"
"1",2,2,2,2,2,2,2,2,"ac35e45bc78147dbb4334fe3d5cf8359"
"1",2,2,2,2,2,2,2,2,"ac4f882fa5a1478faff4fa41aeb87b78"
"1",2,2,2,2,2,2,2,2,"ac745097370f4c20a068538fe104b98f"
"1",2,2,2,2,2,2,2,2,"ac8becf4f658401daf4fa888c0d8f50a"
"1",2,2,2,2,2,2,2,2,"acad1e8f3a3a4080ab89127d1feb9771"
"1",2,2,2,2,2,2,2,2,"acea3bfd05804e8c9aab357dfacfd8af"
"1",2,2,2,2,2,2,2,2,"ad8353f3f7214ab6acc2ea37123f8fd3"
"1",2,2,2,2,2,2,2,2,"ada436fa4780401ab860968e34f7619b"
"1",2,2,2,2,2,2,2,2,"adb59071a8d745bf9451eebc3cc3f7e7"
"14",2,2,2,2,2,2,2,2,"adde9de0e1734e50801e1cb97c534c0b"
"1",2,2,2,2,2,2,2,2,"aeb6164a672149c3a419b26d0819679f"
"2",2,2,2,2,2,2,2,2,"aed6c66dd67840cc881e428e06c263b2"
"1",2,2,2,2,2,2,2,2,"af2fae1b8cd84358affe3a01cf3e9e25"
"1",2,2,2,2,2,2,2,2,"af3173e95e1c4ee4be51a2b3fc47b209"
"1",2,2,2,2,2,2,2,2,"afa25d13192446efb06d49c8ecbdea53"
"1",2,2,2,2,2,2,2,2,"afba67a1c29c4d7ba1c631df75ae6722"
"1",2,2,2,2,2,2,2,2,"b00536b516304ee094e53626c0df2244"
"1",2,2,2,2,2,2,2,2,"b00d048df091474fa7790bed2f2efe61"
"1",2,2,2,2,2,2,2,2,"b02e15d8049a48aa909c5906348edd5d"
"2",2,2,2,2,2,2,2,2,"b0303cd1a33a49f7aa7032680f2fcc38"
"1",2,2,2,2,2,2,2,2,"b034837da7624800b9c15fa126582665"
"4",2,2,2,2,2,2,2,2,"b0bcb5446d0c41b0bd3f2e9fa6257eb6"
"2",2,2,2,2,2,2,2,2,"b0c6d0126e784f72b50a8298d1237242"
"1",2,2,2,2,2,2,2,2,"b0f7fd35186047ffa6707e4fbf6740ad"
"1",2,2,2,2,2,2,2,2,"b11ea9a0734b44ac80dd1f6f44064959"
"1",2,2,2,2,2,2,2,2,"b1270f463efe458ba21a7ac842482c94"
"1",2,2,2,2,2,2,2,2,"b14a6b8068a54d60be0d363ecdc0a5ab"
"1",2,2,2,2,2,2,2,2,"b203bc9f35aa4ec3bb45b663c9be2adb"
"1",2,2,2,2,2,2,2,2,"b2373f3b6c17494da758c562a4f9fc79"
"2",2,2,2,2,2,2,2,2,"b2641968b94d4779a983dd932bd74a6c"
"1",2,2,2,2,2,2,2,2,"b27dcbe01a114f528a2e28b79ebfef23"
"1",2,2,2,2,2,2,2,2,"b296b9cbd7cc4dd1aa519cc7496d0051"
"7",2,2,2,2,2,2,2,2,"b299a5fe23e64d98a081d458290182e6"
"2",2,2,2,2,2,2,2,2,"b2b3f528f59b4ca99e9ff9be57feec90"
"3",2,2,2,2,2,2,2,2,"b2bb71b2089c4de1bdfee382f966555c"
"1",2,2,2,2,2,2,2,2,"b384320e1b5e4c149071948ca1adaf7a"
"2",2,2,2,2,2,2,2,2,"b3c0769ca3bf4d5c9a1881cf817e99e6"
"2",2,2,2,2,2,2,2,2,"b3c4cdf7280e48c1ab584eae1819da4b"
"2",2,2,2,2,2,2,2,2,"b3f40cc946a24784b8797395d92ddf89"
"1",2,2,2,2,2,2,2,2,"b41bde6c88eb47aebd0fa6952e5a2435"
"1",2,2,2,2,2,2,2,2,"b4aa8376cdf3402eb4938ae80d0aa98b"
"1",2,2,2,2,2,2,2,2,"b4ae1cdb118e46548c87369f07aa9c28"
"1",2,2,2,2,2,2,2,2,"b4b5f053ad024a75a88e82cb8519b305"
"2",2,2,2,2,2,2,2,2,"b4c25ed2ac604c66a2f0bd63c34369a5"
"1",2,2,2,2,2,2,2,2,"b4c777fd28b74875af06a60f7746f2b3"
"2",2,2,2,2,2,2,2,2,"b4d9a9e74f2f48cfa3890854cb08802e"
"5",2,2,2,2,2,2,2,2,"b5391f019579463c8fceff4a55c289f9"
"2",2,2,2,2,2,2,2,2,"b5710d3ab5db4e8e957ef88a3a65e15b"
"2",2,2,2,2,2,2,2,2,"b57e96eecb57419fa1a194b4ea2708fb"
"1",2,2,1,2,2,2,2,2,"b5ca06ecc65d41d5854fef85948ff5a1"
"2",2,2,2,2,2,2,2,2,"b5d5d372b45d4ff38f5b208044914495"
"2",2,2,2,2,2,2,2,2,"b602fae9b596488999c9a989026daf1f"
"1",1,2,2,2,2,2,2,2,"b6072b42bdef4a999ccd071a41131d96"
"1",2,2,2,2,2,2,2,2,"b60fe14e8e2d4fda90cbe03368493c6f"
"1",2,2,2,2,2,2,2,2,"b649106246a3452e902f52e324a1fbbd"
"2",2,2,2,2,2,2,2,2,"b662cf458bbc4eeeab9aa57e0b14188a"
"2",2,2,2,2,2,2,2,2,"b6643042339049038ba392501cdd0547"
"1",2,2,2,2,2,2,2,2,"b67a6ea4975f4e05b2a9ee584a0c53eb"
"4",2,2,2,2,2,2,2,2,"b69b366649704ef8b4b6d67573e17c59"
"5",2,2,2,2,2,2,2,1,"b6a9c24ccb2847288b7627e83bb2978c"
"1",2,2,2,2,2,2,2,2,"b6c1c13b06414c739637f8fe7780ec7f"
"2",2,2,2,2,2,2,2,2,"b6cfff086134447d9681590a1cf27f84"
"3",2,2,2,2,2,2,2,2,"b713adba18564010a8671547ad90c009"
"2",2,2,2,2,2,2,2,2,"b7353bb572dd4d3cb2f503df5eb5cf57"
"1",2,2,2,2,2,2,2,2,"b7526f4642454039ad0cf97dde1cc3cb"
"1",2,2,2,1,2,2,2,2,"b762912105854694a306b795b445c866"
"2",2,2,2,2,2,2,2,2,"b77568ef208143f3b34f5a6f1e5f4e01"
"1",2,2,2,1,2,2,2,2,"b799c91bdc7b43239234821deee79598"
"1",2,2,2,2,2,2,2,2,"b79f1b48f93a4656b7de26b5756470c2"
"2",2,2,2,2,2,2,2,2,"b7c35faab9dd49479303ef896a55fb3d"
"6",2,2,2,2,2,2,2,2,"b812280126a64370b61d44ea714c10e0"
"1",2,2,2,2,2,2,2,2,"b840183d5f66483e8068548f7fe1cf56"
"6",2,2,2,2,2,2,2,2,"b874eda3843b41bc9ff6600bcf8781bf"
"2",2,2,2,2,2,2,2,2,"b87e14ec8f404b27966089b999352c38"
"1",2,2,2,2,2,2,2,2,"b8a357fc08d64b5cbc7397b869b4a399"
"1",2,2,2,2,2,2,2,2,"b8e66eb1984148bc966a5ab7390e7d6a"
"2",2,2,2,2,2,2,2,2,"b8fb6e56feb3414fbb37a31bfe6a05fe"
"2",2,2,2,2,2,2,2,2,"b9161b798a1343c6811bd6abe82e917a"
"3",2,2,2,2,2,2,2,2,"b92bae4c70a445d58fec82440f27aedd"
"1",2,2,2,2,2,2,2,2,"b941bc196dd044c38d70d6817d6ac260"
"1",2,2,2,2,2,2,2,2,"b94bf86b9d05479798d7b5ea395cc998"
"1",2,2,2,2,2,2,2,2,"b9814e69e7d1471e9df2380d61d134ca"
"1",2,2,2,1,2,2,2,2,"b98a98dcedc940468663acb707feed49"
"1",2,2,2,2,2,2,2,2,"b9954dda840a415293c087dacb380823"
"1",2,2,2,2,2,2,2,2,"b9b2afd92ce74ac08ff6360517d3ac3c"
"1",2,2,2,2,2,2,2,2,"b9ce004c4b784bbf932de1dcbc758ea1"
"1",2,2,2,2,2,2,2,2,"b9f780de082948419cb573ab3c23a956"
"1",2,2,2,2,2,2,2,2,"b9f975b8b4fc4bb496a71a7ca8637869"
"1",2,2,2,2,2,2,2,2,"ba05b55368d040eeb7a410f910db7aee"
"1",2,2,2,2,2,2,2,2,"ba077e8fbfd24a0d9bfc2f6ab021e421"
"1",2,2,2,2,2,2,2,2,"baaa1f03519749378e221f1391426a6b"
"2",2,2,2,2,2,2,2,2,"baaba126dcfe417c82d1ec1a1e414ad2"
"2",2,2,2,2,2,2,2,2,"bae8b727c5344d6eb7e054786aba7480"
"1",2,2,2,2,2,2,2,2,"bb23ca0110f9433b814d6894beb236d0"
"1",2,2,2,2,2,2,2,2,"bb30edee6d804a02bfeefc96d7026fca"
"1",2,2,2,2,2,2,2,2,"bb5d301e96ed461db714135d054068a8"
"1",2,2,2,2,2,2,2,2,"bb91c6fa27164c81ba4c2b07db940439"
"1",2,2,2,2,2,2,2,2,"bbc9c4ae69574621a6fc7ac9f3e879dd"
"1",2,2,2,2,2,2,2,2,"bc058b7521c44697b4a70eb616653160"
"1",2,2,2,2,2,2,2,2,"bc4e6c550c2348ae98b8981916c3a0aa"
"2",2,2,2,2,2,2,2,2,"bc552d202c4d440d983259958334c54e"
"2",1,2,2,2,2,2,2,2,"bcbadfc32bcf47eb99e795b5f7756d5c"
"1",2,2,2,2,2,2,2,2,"bcd392b015d345598ac139f9735e23c0"
"1",2,2,2,2,2,2,2,2,"bcf9986c1c544ead8cd9e3e845fb5c79"
"1",2,2,2,2,2,2,2,2,"bd3a27ea2e9647c08e9ce49e00f7260c"
"1",1,1,2,2,2,2,2,2,"bd8704d179e04907b01d2eaf2d0de3e9"
"1",2,2,2,2,2,2,2,2,"be2b88fc4c42410291be8cb33d012ea3"
"1",2,2,2,2,2,2,2,2,"be5d3436fcdb4b80917df920b90de881"
"1",2,2,2,2,2,2,2,2,"be891971445c4282835b9d541c2c8ee7"
"2",2,2,2,2,2,2,2,2,"bed7e91707b64ec9ba9eff80e5a7a515"
"2",2,2,2,2,2,2,2,2,"bf148f925dec467fb70839f7aca77132"
"1",2,2,2,2,2,2,2,2,"bf3f48ce2d7849108d4a3aa723b56fa2"
"4",2,2,2,2,2,2,2,2,"bf4137189f954dbda6885e5e20d2ec65"
"1",2,2,2,2,2,2,2,2,"bf643934ce9d42ccae6deba593a16348"
"1",1,2,2,2,2,2,2,2,"bf66524a5a1f4c3c9dbe0036c297f306"
"1",2,2,2,2,2,2,2,2,"bf90b177baf8417fafe849c67f820de7"
"2",2,2,2,2,2,2,2,2,"bfbc901c9a384f8c98ce7a8bc7bad2a6"
