"hhid","PID","pid_unps","t0_hhid","h2q3","h2q4","h2q5","h2q6","h2q7","h2q8","h2q9a","h2q9b","h2q9c","h2q10"
"68b753ff1a69455ea2cd05c11bde81ed",5,,"H0590601",1,3,12,,1,12,10,8,2006,5
"68b753ff1a69455ea2cd05c11bde81ed",6,,"H0590601",2,3,12,,1,10,1,2,2008,5
"68b753ff1a69455ea2cd05c11bde81ed",7,,"H0590601",2,7,2,13,7,,,,,
"68b753ff1a69455ea2cd05c11bde81ed",8,,"H0590601",1,7,2,13,7,,,,,
"68b753ff1a69455ea2cd05c11bde81ed",9,,"H0590601",2,3,4,15,3,19,98,98,2000,5
"68b753ff1a69455ea2cd05c11bde81ed",10,,"H0590601",1,8,2,13,7,,,,,
"68b753ff1a69455ea2cd05c11bde81ed",11,,"H0590601",1,3,2,13,7,,,,,
"68b753ff1a69455ea2cd05c11bde81ed",12,,"H0590601",2,3,12,,1,3,27,3,2015,
"68b753ff1a69455ea2cd05c11bde81ed",13,,"H0590601",1,3,3,13,1,2,8,11,2016,
"68b753ff1a69455ea2cd05c11bde81ed",14,,"H0590601",2,2,2,17,7,,,,,
"68b753ff1a69455ea2cd05c11bde81ed",15,,"H0590601",1,10,2,13,7,,,,,
"68b753ff1a69455ea2cd05c11bde81ed",16,,"H0590601",1,1,12,,1,49,22,5,1969,2
"68b753ff1a69455ea2cd05c11bde81ed",17,,"H0590601",2,8,12,,1,1,6,6,2017,
"68b753ff1a69455ea2cd05c11bde81ed",18,,"H0590601",2,2,12,,1,20,5,12,1998,2
"68c5d85e73f442b98f9d734d23a6360c",1,"P11510-001","H1151001",1,1,12,,2,71,25,11,1946,1
"68c5d85e73f442b98f9d734d23a6360c",2,"P11510-002","H1151001",2,2,12,,1,69,10,10,1949,1
"68c5d85e73f442b98f9d734d23a6360c",3,"P11510-003","H1151001",1,4,6,15,4,19,2,6,1999,5
"68c5d85e73f442b98f9d734d23a6360c",4,"P11510-004","H1151001",2,4,4,15,4,17,15,4,2001,5
"68c5d85e73f442b98f9d734d23a6360c",5,"P11510-005","H1151001",1,4,4,15,4,15,29,3,2003,5
"68c5d85e73f442b98f9d734d23a6360c",6,"P11510-006","H1151001",2,3,12,,1,39,5,5,1979,3
"68c5d85e73f442b98f9d734d23a6360c",7,"P11510-013","H1151001",,,,,,,,,,
"68c5d85e73f442b98f9d734d23a6360c",8,"P11510-014","H1151001",2,8,4,15,4,20,98,9,1998,5
"68c5d85e73f442b98f9d734d23a6360c",9,"P11510-015","H1151001",1,3,12,,1,39,98,98,1979,5
"68c5d85e73f442b98f9d734d23a6360c",10,"P11510-021","H1151001",,,,,,,,,,
"68c5d85e73f442b98f9d734d23a6360c",11,"P11510-022","H1151001",,,,,,,,,,
"68c5d85e73f442b98f9d734d23a6360c",12,"P11510-023","H1151001",,,,,,,,,,
"68c5d85e73f442b98f9d734d23a6360c",13,,"H1151001",,,,,,,,,,
"68c5d85e73f442b98f9d734d23a6360c",14,,"H1151001",,,,,,,,,,
"68c5d85e73f442b98f9d734d23a6360c",15,,"H1151001",1,10,4,5,1,18,98,98,2000,5
"68cfdca72dba43feb318315441a1396c",1,"P19107-004","H1910703",2,2,0,17,7,,,,,
"68cfdca72dba43feb318315441a1396c",2,"P19107-005","H1910703",1,1,12,,1,32,98,98,1986,1
"68cfdca72dba43feb318315441a1396c",3,"P19107-006","H1910703",1,3,0,20,6,,,,,
"68cfdca72dba43feb318315441a1396c",4,,"H1910703",2,2,12,,1,20,5,1,1998,1
"68cfdca72dba43feb318315441a1396c",5,,"H1910703",2,5,0,4,5,,,,,
"68cfdca72dba43feb318315441a1396c",6,,"H1910703",2,8,0,13,5,,,,,
"68cfdca72dba43feb318315441a1396c",7,,"H1910703",1,8,0,13,5,,,,,
"68cfdca72dba43feb318315441a1396c",8,,"H1910703",2,8,0,13,5,,,,,
"68cfdca72dba43feb318315441a1396c",9,,"H1910703",1,8,0,13,5,,,,,
"68db55bc6a47402290ef540adc1c18ca",0,,"H2970703",,,,,,,,,,
"68db55bc6a47402290ef540adc1c18ca",1,,"H2970703",1,2,0,10,,,,,,
"68db55bc6a47402290ef540adc1c18ca",2,,"H2970703",2,1,12,,1,66,98,98,1953,4
"68db55bc6a47402290ef540adc1c18ca",3,,"H2970703",1,4,12,,7,,,,,
"68db55bc6a47402290ef540adc1c18ca",4,,"H2970703",2,4,12,,1,14,98,98,2005,5
"68e2e3f630be4cc788a3c61f6b522b3a",1,"P18203-001","H1820301",1,1,12,,1,46,25,10,1971,1
"68e2e3f630be4cc788a3c61f6b522b3a",2,"P18203-002","H1820301",2,2,12,,1,42,98,98,1976,1
"68e2e3f630be4cc788a3c61f6b522b3a",3,"P18203-003","H1820301",2,3,10,6,1,24,1,3,1994,3
"68e2e3f630be4cc788a3c61f6b522b3a",4,"P18203-004","H1820301",2,3,12,,1,21,12,12,1996,5
"68e2e3f630be4cc788a3c61f6b522b3a",5,"P18203-005","H1820301",,,,,,,,,,
"68e2e3f630be4cc788a3c61f6b522b3a",6,"P18203-006","H1820301",,,,,,,,,,
"68e2e3f630be4cc788a3c61f6b522b3a",7,"P18203-007","H1820301",2,3,12,,1,16,14,3,2002,5
"68e2e3f630be4cc788a3c61f6b522b3a",8,"P18203-008","H1820301",2,3,12,,1,13,28,11,2004,5
"68e2e3f630be4cc788a3c61f6b522b3a",9,"P18203-009","H1820301",1,3,12,,1,12,5,5,2006,5
"68e2e3f630be4cc788a3c61f6b522b3a",10,"P18203-010","H1820301",2,3,12,,1,10,9,5,2008,5
"68e2e3f630be4cc788a3c61f6b522b3a",11,"P18203-011","H1820301",1,3,12,,1,7,26,6,2011,
"68e2e3f630be4cc788a3c61f6b522b3a",12,"P18203-012","H1820301",2,3,12,,1,4,19,12,2013,
"68e2e3f630be4cc788a3c61f6b522b3a",13,,"H1820301",2,4,12,,1,2,2,8,2016,
"68e2e3f630be4cc788a3c61f6b522b3a",14,,"H1820301",2,4,8,1,1,0,17,11,2017,
"68f3bf898a6e4ca9868b6ac7dc9d3661",1,"P41805-001","H4180501",2,1,12,,1,38,24,11,1979,4
"68f3bf898a6e4ca9868b6ac7dc9d3661",2,"P41805-002","H4180501",1,3,12,,1,18,15,7,1999,5
"68f3bf898a6e4ca9868b6ac7dc9d3661",3,"P41805-003","H4180501",2,3,12,,2,17,4,12,2000,5
"68f3bf898a6e4ca9868b6ac7dc9d3661",4,"P41805-004","H4180501",1,3,12,,1,12,5,9,2005,5
"68f3bf898a6e4ca9868b6ac7dc9d3661",5,"P41805-005","H4180501",2,3,12,,1,10,14,7,2007,5
"68f3bf898a6e4ca9868b6ac7dc9d3661",6,"P41805-006","H4180501",2,3,12,,1,8,3,6,2009,
"68f3bf898a6e4ca9868b6ac7dc9d3661",7,"P41805-007","H4180501",1,3,12,,1,4,13,6,2013,
"68f3bf898a6e4ca9868b6ac7dc9d3661",8,"P41805-008","H4180501",2,3,12,,1,2,30,8,2015,
"690d9dad4c4943d5b39918ec5d25a707",1,"P29609-001","H2960902",2,1,12,,1,32,1,9,1986,3
"690d9dad4c4943d5b39918ec5d25a707",2,"P29609-009","H2960902",1,3,12,,1,13,16,4,2005,5
"69389211ef9543f09dd0b955bd7ba94b",1,"P24610-005","H2461002",2,1,12,,1,39,11,11,1979,2
"69389211ef9543f09dd0b955bd7ba94b",2,"P24610-006","H2461002",1,3,12,,1,10,98,1,2008,5
"69389211ef9543f09dd0b955bd7ba94b",3,"P24610-007","H2461002",1,3,12,,1,8,5,5,2010,
"69389211ef9543f09dd0b955bd7ba94b",4,"P24610-008","H2461002",2,3,12,,1,6,5,4,2012,
"69389211ef9543f09dd0b955bd7ba94b",5,"P24610-009","H2461002",1,3,12,,1,4,98,1,2014,
"69389211ef9543f09dd0b955bd7ba94b",6,,"H2461002",2,3,12,,1,2,8,2,2016,
"69389211ef9543f09dd0b955bd7ba94b",7,,"H2461002",2,3,8,1,1,0,31,3,2018,
"69389211ef9543f09dd0b955bd7ba94b",8,,"H2461002",1,2,6,13,5,,,,,
"693ab0aa032b435cbd372e70848fb021",1,"P16501-001","H1650101",2,1,12,,1,84,98,98,1934,4
"693ab0aa032b435cbd372e70848fb021",2,,"H1650101",2,4,1,16,7,,,,,
"693ab0aa032b435cbd372e70848fb021",3,,"H1650101",1,4,4,13,7,,,,,
"693ab0aa032b435cbd372e70848fb021",4,,"H1650101",2,4,1,13,7,,,,,
"693ab0aa032b435cbd372e70848fb021",5,,"H1650101",2,4,0,6,5,,,,,
"693ab0aa032b435cbd372e70848fb021",6,,"H1650101",1,8,0,20,5,,,,,
"693ab0aa032b435cbd372e70848fb021",7,,"H1650101",2,4,0,6,5,,,,,
"693ab0aa032b435cbd372e70848fb021",8,,"H1650101",1,8,0,20,5,,,,,
"696c143bab8e4f44a575b1564cae411c",1,"P29705-001","H2970501",1,1,12,,1,43,21,12,1974,1
"696c143bab8e4f44a575b1564cae411c",2,"P29705-002","H2970501",2,2,12,,1,45,3,12,1972,1
"696c143bab8e4f44a575b1564cae411c",3,"P29705-003","H2970501",,,,,,,,,,
"696c143bab8e4f44a575b1564cae411c",4,"P29705-004","H2970501",,,,,,,,,,
"696c143bab8e4f44a575b1564cae411c",5,"P29705-005","H2970501",2,3,12,,1,16,6,1,2002,5
"696c143bab8e4f44a575b1564cae411c",6,"P29705-006","H2970501",2,3,12,,1,13,6,6,2005,5
"696c143bab8e4f44a575b1564cae411c",7,"P29705-007","H2970501",1,3,12,,1,9,16,6,2009,
"6977e1ca505c4b4eab3cf6bda82cc0f9",1,"P06602-001","H0660201",2,1,12,,1,50,98,98,1968,3
"6977e1ca505c4b4eab3cf6bda82cc0f9",2,"P06602-004","H0660201",,,,,,,,,,
"6977e1ca505c4b4eab3cf6bda82cc0f9",3,,"H0660201",2,10,8,13,7,,,,,
"6977e1ca505c4b4eab3cf6bda82cc0f9",4,,"H0660201",1,4,12,,1,9,98,98,2009,
"698d097e0f0f455fae9d11f63589546b",1,"P14308-007","H1430802",2,1,12,,1,38,98,98,1980,2
"698d097e0f0f455fae9d11f63589546b",2,"P14308-008","H1430802",2,3,12,,1,14,10,4,2004,5
"698d097e0f0f455fae9d11f63589546b",3,"P14308-009","H1430802",1,3,12,,1,12,10,8,2006,5
"698d097e0f0f455fae9d11f63589546b",4,"P14308-010","H1430802",2,3,12,,1,9,16,2,2009,
"698d097e0f0f455fae9d11f63589546b",5,"P14308-014","H1430802",,,,,,,,,,
"698d097e0f0f455fae9d11f63589546b",6,"P14308-020","H1430802",,,,,,,,,,
"698d097e0f0f455fae9d11f63589546b",7,"P14308-022","H1430802",2,3,12,,1,5,23,12,2012,
"698d097e0f0f455fae9d11f63589546b",8,,"H1430802",1,3,12,,1,1,4,10,2016,
"698d097e0f0f455fae9d11f63589546b",9,,"H1430802",1,3,12,,1,1,4,10,2016,
"698d097e0f0f455fae9d11f63589546b",10,,"H1430802",2,7,12,,1,2,5,7,2016,
"69949c62d1084d058c89e94dd901e503",1,"P03603-001","H0360301",2,1,12,,1,60,10,11,1958,4
"69949c62d1084d058c89e94dd901e503",2,"P03603-002","H0360301",,,,,,,,,,
"69949c62d1084d058c89e94dd901e503",3,"P03603-003","H0360301",1,3,12,,1,20,26,3,1998,5
"69949c62d1084d058c89e94dd901e503",4,"P03603-004","H0360301",2,3,4,15,4,15,23,8,2003,5
"69949c62d1084d058c89e94dd901e503",5,"P03603-005","H0360301",2,3,4,13,4,18,8,6,2000,5
"69949c62d1084d058c89e94dd901e503",6,"P03603-006","H0360301",2,4,4,15,4,11,26,6,2007,5
"69949c62d1084d058c89e94dd901e503",7,,"H0360301",2,4,12,,7,,,,,
"69949c62d1084d058c89e94dd901e503",8,,"H0360301",1,4,0,15,7,,,,,
"69949c62d1084d058c89e94dd901e503",9,,"H0360301",1,4,12,,1,8,23,8,2010,
"69949c62d1084d058c89e94dd901e503",10,,"H0360301",1,4,12,,1,12,98,98,2006,5
"69bca440979f4ba59b8d57dd628e7d72",1,"P38905-001","H3890501",1,1,12,,1,50,15,3,1968,1
"69bca440979f4ba59b8d57dd628e7d72",2,"P38905-002","H3890501",2,2,12,,1,49,15,2,1969,1
"69bca440979f4ba59b8d57dd628e7d72",3,"P38905-003","H3890501",2,3,5,15,3,25,28,9,1993,5
"69bca440979f4ba59b8d57dd628e7d72",4,"P38905-004","H3890501",1,3,3,15,4,18,2,10,2000,5
"69bca440979f4ba59b8d57dd628e7d72",5,"P38905-005","H3890501",2,3,4,15,4,11,12,5,2007,5
"69bca440979f4ba59b8d57dd628e7d72",6,,"H3890501",2,3,12,,1,13,98,98,2005,5
"69bca440979f4ba59b8d57dd628e7d72",7,,"H3890501",2,10,6,5,1,12,98,98,2006,5
"69e60ef72eeb4fd2ab11d162e08170b7",1,"P13006-021","H1300604",1,3,10,12,2,16,1,3,2002,5
"69e60ef72eeb4fd2ab11d162e08170b7",2,"P13006-058","H1300604",1,2,0,14,6,,,,,
"69e60ef72eeb4fd2ab11d162e08170b7",3,"P13006-059","H1300604",2,1,12,,1,52,98,98,1966,1
"69e60ef72eeb4fd2ab11d162e08170b7",4,"P13006-060","H1300604",1,3,12,,1,19,17,4,1998,1
"69e60ef72eeb4fd2ab11d162e08170b7",5,"P13006-070","H1300604",2,4,12,,1,6,98,11,2011,
"69e60ef72eeb4fd2ab11d162e08170b7",6,"P13006-078","H1300604",,,,,,,,,,
"69e60ef72eeb4fd2ab11d162e08170b7",7,"P13006-079","H1300604",1,4,12,,1,3,98,7,2014,
"69e60ef72eeb4fd2ab11d162e08170b7",8,,"H1300604",2,10,12,,1,18,98,98,2000,1
"69e60ef72eeb4fd2ab11d162e08170b7",9,,"H1300604",2,4,6,1,1,0,6,8,2017,
"69ecfcc414bb44a8b041cded5c4d3274",1,"P34006-001","H3400601",2,1,12,,1,81,98,98,1937,4
"69ecfcc414bb44a8b041cded5c4d3274",2,"P34006-002","H3400601",,,,,,,,,,
"69ecfcc414bb44a8b041cded5c4d3274",3,"P34006-003","H3400601",,,,,,,,,,
"69ecfcc414bb44a8b041cded5c4d3274",4,"P34006-004","H3400601",,,,,,,,,,
"69ecfcc414bb44a8b041cded5c4d3274",5,"P34006-005","H3400601",1,4,12,,1,4,10,2,2014,
"69ecfcc414bb44a8b041cded5c4d3274",6,,"H3400601",2,4,12,,1,8,98,98,2010,
"6a1f1d0492b24ece992a0caf323e9157",0,,"H1920402",,,,,,,,,,
"6a1f1d0492b24ece992a0caf323e9157",1,,"H1920402",2,3,12,,1,13,18,5,2005,5
"6a1f1d0492b24ece992a0caf323e9157",2,,"H1920402",2,2,12,,1,32,6,6,1986,1
"6a1f1d0492b24ece992a0caf323e9157",3,,"H1920402",2,3,5,15,7,,,,,
"6a1f1d0492b24ece992a0caf323e9157",4,,"H1920402",1,3,12,,1,1,4,2,2017,
"6a1f1d0492b24ece992a0caf323e9157",5,,"H1920402",1,1,12,,1,31,15,7,1987,1
"6a353fad5ce24f7d928c4bc5645ccf83",1,"P22306-001","H2230601",1,1,12,,1,47,98,98,1971,1
"6a353fad5ce24f7d928c4bc5645ccf83",2,"P22306-002","H2230601",,,,,,,,,,
"6a353fad5ce24f7d928c4bc5645ccf83",3,"P22306-003","H2230601",,,,,,,,,,
"6a353fad5ce24f7d928c4bc5645ccf83",4,"P22306-004","H2230601",1,3,12,,1,12,10,4,2006,5
"6a353fad5ce24f7d928c4bc5645ccf83",5,"P22306-005","H2230601",1,3,12,,1,9,3,2,2009,
"6a353fad5ce24f7d928c4bc5645ccf83",6,"P22306-006","H2230601",2,3,12,,1,6,27,8,2011,
"6a353fad5ce24f7d928c4bc5645ccf83",7,,"H2230601",2,2,12,,1,39,98,98,1979,1
"6a353fad5ce24f7d928c4bc5645ccf83",8,,"H2230601",1,3,12,,1,23,98,98,1995,5
"6a353fad5ce24f7d928c4bc5645ccf83",9,,"H2230601",1,3,12,,1,19,3,3,1999,5
"6a353fad5ce24f7d928c4bc5645ccf83",11,,"H2230601",2,3,12,,1,14,98,98,2004,5
"6a353fad5ce24f7d928c4bc5645ccf83",12,,"H2230601",2,3,12,,1,12,98,98,2006,5
"6a353fad5ce24f7d928c4bc5645ccf83",13,,"H2230601",2,3,12,,1,10,98,98,2008,5
"6a353fad5ce24f7d928c4bc5645ccf83",14,,"H2230601",1,3,12,,1,8,98,98,2010,
"6a36fb3d10284cd29b90a9c965673e61",1,"P34607-001","H3460701",1,1,12,,1,56,3,12,1962,1
"6a36fb3d10284cd29b90a9c965673e61",2,"P34607-002","H3460701",2,2,12,,1,51,1,1,1967,1
"6a36fb3d10284cd29b90a9c965673e61",3,"P34607-003","H3460701",1,3,12,,1,23,10,10,1995,5
"6a36fb3d10284cd29b90a9c965673e61",4,"P34607-004","H3460701",1,3,12,,1,22,6,7,1996,5
"6a36fb3d10284cd29b90a9c965673e61",5,"P34607-005","H3460701",1,3,10,12,7,,,,,
"6a36fb3d10284cd29b90a9c965673e61",6,"P34607-006","H3460701",1,3,12,,1,15,31,1,2003,5
"6a5e3fd07228432c8c65087ada1793ff",1,,"42",1,1,12,,2,27,98,98,1991,1
"6a5e3fd07228432c8c65087ada1793ff",2,,"42",2,2,12,,1,25,98,98,1993,1
"6a5e3fd07228432c8c65087ada1793ff",3,,"42",1,3,12,,1,6,30,12,2013,
"6a62729833e64031b0586ff9e6ba9709",1,"P40901-001","H4090101",1,1,12,,1,43,98,98,1975,1
"6a62729833e64031b0586ff9e6ba9709",2,,"H4090101",2,2,12,,1,32,98,98,1986,1
"6a62729833e64031b0586ff9e6ba9709",3,,"H4090101",2,3,12,,1,8,98,7,2010,
"6a62729833e64031b0586ff9e6ba9709",4,,"H4090101",2,3,0,13,7,,,,,
"6a62729833e64031b0586ff9e6ba9709",5,,"H4090101",1,3,12,,1,2,98,7,2016,
"6a62729833e64031b0586ff9e6ba9709",6,,"H4090101",1,3,12,,1,2,98,7,2016,
"6a786c2d723f4add86a4a778a805498b",1,"P38706-001","H3870601",1,1,12,,1,35,98,98,1984,1
"6a786c2d723f4add86a4a778a805498b",2,"P38706-002","H3870601",2,2,12,,1,28,98,98,1991,1
"6a786c2d723f4add86a4a778a805498b",3,"P38706-003","H3870601",2,3,12,,1,7,18,9,2011,
"6a786c2d723f4add86a4a778a805498b",4,,"H3870601",2,3,12,,1,5,25,9,2013,
"6a786c2d723f4add86a4a778a805498b",5,,"H3870601",1,3,5,1,1,0,1,8,2018,
"6a8c6955b0994898b925d6b30c1c855c",1,"P10910-001","H1091001",1,1,12,,1,73,98,98,1945,1
"6a8c6955b0994898b925d6b30c1c855c",2,"P10910-002","H1091001",2,2,12,,1,53,98,98,1965,1
"6a8c6955b0994898b925d6b30c1c855c",3,"P10910-004","H1091001",1,3,12,,1,21,98,7,1997,1
"6a8c6955b0994898b925d6b30c1c855c",4,"P10910-006","H1091001",1,3,12,,4,18,98,98,2000,5
"6a8c6955b0994898b925d6b30c1c855c",5,"P10910-007","H1091001",1,4,12,,1,21,98,5,1997,5
"6a8c6955b0994898b925d6b30c1c855c",6,"P10910-009","H1091001",,,,,,,,,,
"6aac699ad15a48588ad9367f9e063095",1,"P32504-001","H3250401",2,1,12,,1,21,24,7,1996,1
"6aac699ad15a48588ad9367f9e063095",2,"P32504-003","H3250401",,,,,,,,,,
"6aac699ad15a48588ad9367f9e063095",3,"P32504-004","H3250401",2,3,12,,1,5,6,2,2013,
"6aac699ad15a48588ad9367f9e063095",4,"P32504-005","H3250401",1,3,12,,1,2,5,10,2015,
"6aac699ad15a48588ad9367f9e063095",5,"P32504-006","H3250401",1,2,6,6,1,30,98,98,1988,1
"6aac699ad15a48588ad9367f9e063095",6,,"H3250401",2,6,12,,1,24,98,98,1994,5
"6aac699ad15a48588ad9367f9e063095",7,,"H3250401",2,7,12,,1,4,10,3,2013,
"6ab431369c09447893380947e1e2fa9c",1,"P40602-001","H4060201",2,1,12,,1,31,8,10,1986,3
"6ab431369c09447893380947e1e2fa9c",2,"P40602-002","H4060201",2,3,4,15,4,9,5,10,2008,
"6ad635d3403248979bbd95c911af620c",1,"P05412-007","H0541201",1,1,12,,1,35,98,1,1983,2
"6ad635d3403248979bbd95c911af620c",2,"P05412-008","H0541201",2,2,12,,1,38,98,12,1979,2
"6ad635d3403248979bbd95c911af620c",3,"P05412-009","H0541201",1,3,12,,1,11,23,7,2007,5
"6ad635d3403248979bbd95c911af620c",4,"P05412-012","H0541201",1,3,12,,1,7,2,10,2010,
"6ad635d3403248979bbd95c911af620c",5,"P05412-017","H0541201",2,3,12,,1,5,6,10,2012,
"6ad635d3403248979bbd95c911af620c",6,,"H0541201",2,3,12,,1,1,24,12,2016,
"6af34064cb92445789a8360953487239",1,"P39307-002","H3930701",2,1,12,,1,37,98,98,1981,4
"6af34064cb92445789a8360953487239",2,"P39307-003","H3930701",1,3,12,,1,16,22,12,2001,5
"6af34064cb92445789a8360953487239",3,"P39307-004","H3930701",2,3,12,,1,13,15,6,2004,5
"6af34064cb92445789a8360953487239",4,"P39307-005","H3930701",1,3,12,,1,6,4,7,2011,
"6af34064cb92445789a8360953487239",5,"P39307-006","H3930701",2,3,12,,1,11,6,5,2007,5
"6af34064cb92445789a8360953487239",6,"P39307-007","H3930701",1,3,12,,1,6,3,3,2012,
"6af34064cb92445789a8360953487239",7,"P39307-008","H3930701",2,3,12,,1,4,1,6,2014,
"6af9b7d26a9b4d4886cb4d0577d4c640",1,"P22002-001","H2200201",1,1,12,,1,81,30,11,1936,2
"6af9b7d26a9b4d4886cb4d0577d4c640",2,"P22002-004","H2200201",,,,,,,,,,
"6af9b7d26a9b4d4886cb4d0577d4c640",3,"P22002-005","H2200201",,,,,,,,,,
"6af9b7d26a9b4d4886cb4d0577d4c640",4,"P22002-006","H2200201",,,,,,,,,,
"6b0efd73485e40dfa39a692e66dbf7be",1,"P17409-001","H1740901",1,1,12,,1,49,98,4,1969,1
"6b0efd73485e40dfa39a692e66dbf7be",2,"P17409-002","H1740901",2,2,12,,1,45,98,6,1973,1
"6b0efd73485e40dfa39a692e66dbf7be",3,"P17409-003","H1740901",1,3,0,12,7,,,,,
"6b0efd73485e40dfa39a692e66dbf7be",4,"P17409-004","H1740901",2,3,4,15,4,22,12,4,1996,5
"6b0efd73485e40dfa39a692e66dbf7be",5,"P17409-005","H1740901",1,3,12,,1,19,22,5,1999,5
"6b0efd73485e40dfa39a692e66dbf7be",6,"P17409-006","H1740901",2,3,12,,1,12,11,1,2006,5
"6b0efd73485e40dfa39a692e66dbf7be",7,"P17409-007","H1740901",1,3,12,,1,11,15,7,2007,5
"6b0efd73485e40dfa39a692e66dbf7be",8,"P17409-010","H1740901",1,3,12,,1,8,5,8,2010,
"6b55b47e2249487f97b9e81b07b8b490",1,"P21401-007","H2140101",2,7,12,,2,15,98,98,2003,5
"6b55b47e2249487f97b9e81b07b8b490",2,"P21401-017","H2140101",2,1,12,,1,27,98,98,1991,1
"6b55b47e2249487f97b9e81b07b8b490",3,"P21401-018","H2140101",1,3,12,,1,4,4,12,2014,
"6b55b47e2249487f97b9e81b07b8b490",4,,"H2140101",2,3,12,,1,2,12,1,2016,
"6b900f14c9f44138a12e3707c25722ec",1,"P40604-001","H4060401",1,1,12,,1,31,9,10,1986,1
"6b900f14c9f44138a12e3707c25722ec",2,,"H4060401",2,2,12,,1,24,1,1,1994,1
"6b9262f4195d431bb7337e350e5935d9",1,"P34903-001","H3490301",1,1,12,,1,50,98,98,1968,1
"6b9262f4195d431bb7337e350e5935d9",2,"P34903-002","H3490301",2,2,12,,1,34,98,98,1984,1
"6b9262f4195d431bb7337e350e5935d9",3,"P34903-004","H3490301",,,,,,,,,,
"6b9262f4195d431bb7337e350e5935d9",4,"P34903-005","H3490301",1,3,9,13,4,22,98,98,1996,5
"6b9262f4195d431bb7337e350e5935d9",5,"P34903-006","H3490301",2,3,4,15,4,11,12,8,2006,5
"6b9262f4195d431bb7337e350e5935d9",6,"P34903-007","H3490301",2,3,4,15,4,8,19,7,2009,
"6b9262f4195d431bb7337e350e5935d9",7,,"H3490301",2,10,4,5,1,20,98,98,1998,5
"6b9817aa4acf488b802fa5eb006f009a",1,"P40610-001","H4061001",2,1,12,,1,42,98,9,1976,2
"6b9817aa4acf488b802fa5eb006f009a",2,"P40610-002","H4061001",,,,,,,,,,
"6b9817aa4acf488b802fa5eb006f009a",3,"P40610-003","H4061001",1,3,12,,1,21,19,9,1997,5
"6b9817aa4acf488b802fa5eb006f009a",4,"P40610-004","H4061001",,,,,,,,,,
"6b9817aa4acf488b802fa5eb006f009a",5,"P40610-005","H4061001",,,,,,,,,,
"6b9817aa4acf488b802fa5eb006f009a",6,"P40610-006","H4061001",1,3,12,,1,11,20,7,2007,5
"6b9817aa4acf488b802fa5eb006f009a",7,"P40610-007","H4061001",1,3,12,,1,9,21,8,2009,
"6b9817aa4acf488b802fa5eb006f009a",8,"P40610-008","H4061001",,,,,,,,,,
"6b9817aa4acf488b802fa5eb006f009a",9,"P40610-009","H4061001",,,,,,,,,,
"6b9817aa4acf488b802fa5eb006f009a",10,,"H4061001",2,3,12,,1,1,8,4,2017,
"6b9817aa4acf488b802fa5eb006f009a",11,,"H4061001",,,,,,,,,,
"6b9817aa4acf488b802fa5eb006f009a",12,,"H4061001",2,4,12,,1,3,14,12,2015,
"6b9817aa4acf488b802fa5eb006f009a",13,,"H4061001",1,4,1,6,5,,,,,
"6ba52bca5b20410e806054c30c5ef909",1,"P07412-002","H0741202",2,1,12,,1,44,98,98,1974,3
"6ba9588f25094e3387eb46e9db57a8bc",1,,"H4150801",1,4,0,13,7,,,,,
"6ba9588f25094e3387eb46e9db57a8bc",2,,"H4150801",2,4,4,15,6,,,,,
"6ba9588f25094e3387eb46e9db57a8bc",3,,"H4150801",2,4,4,15,6,,,,,
"6ba9588f25094e3387eb46e9db57a8bc",4,,"H4150801",2,4,0,13,7,,,,,
"6ba9588f25094e3387eb46e9db57a8bc",5,,"H4150801",1,4,12,,1,10,98,12,2008,5
"6ba9588f25094e3387eb46e9db57a8bc",6,,"H4150801",2,1,12,,1,80,98,2,1938,4
"6bcdf494fc1540af91e7128addf20b66",1,,"93",1,1,12,,1,28,98,98,1991,1
"6bcdf494fc1540af91e7128addf20b66",2,,"93",2,2,12,,2,25,98,98,1994,1
"6bcdf494fc1540af91e7128addf20b66",3,,"93",1,3,12,,1,4,98,1,2015,
"6bcdf494fc1540af91e7128addf20b66",4,,"93",1,3,12,,2,1,98,98,2018,
"6bd3cf7a1e4345c4b67abce238dc828d",1,,"H1410402",2,6,12,,1,25,7,11,1992,1
"6bd3cf7a1e4345c4b67abce238dc828d",2,,"H1410402",1,6,1,13,7,,,,,
"6bd3cf7a1e4345c4b67abce238dc828d",3,,"H1410402",1,1,12,,2,32,24,4,1986,1
"6bd3cf7a1e4345c4b67abce238dc828d",4,,"H1410402",2,3,9,1,1,0,5,9,2017,
"6be232699e70435ba9cd8db725d1cd7d",1,,"H3680101",2,2,12,,1,34,98,98,1984,1
"6be232699e70435ba9cd8db725d1cd7d",2,,"H3680101",1,3,12,,1,9,98,98,2009,
"6be232699e70435ba9cd8db725d1cd7d",3,,"H3680101",1,3,12,,1,7,13,5,2011,
"6be232699e70435ba9cd8db725d1cd7d",4,,"H3680101",2,3,0,15,7,,,,,
"6be232699e70435ba9cd8db725d1cd7d",5,,"H3680101",2,3,0,15,7,,,,,
"6be232699e70435ba9cd8db725d1cd7d",6,,"H3680101",1,3,12,,1,1,98,4,2017,
"6be232699e70435ba9cd8db725d1cd7d",7,,"H3680101",1,1,12,,1,42,98,98,1976,1
"6c1bd9883eec4044979ad1be8420e48b",1,"P29405-001","H2940502",1,1,12,,1,48,98,98,1970,1
"6c1bd9883eec4044979ad1be8420e48b",2,"P29405-002","H2940502",,,,,,,,,,
