"hhid","PID","pid_unps","t0_hhid","h2q3","h2q4","h2q5","h2q6","h2q7","h2q8","h2q9a","h2q9b","h2q9c","h2q10"
"023400859c2e49d9a0701040d93fa0f2",8,"P11903-012","H1190301",2,4,12,,1,10,6,7,2008,5
"023400859c2e49d9a0701040d93fa0f2",9,"P11903-015","H1190301",2,7,12,,1,20,3,10,1997,5
"023400859c2e49d9a0701040d93fa0f2",10,,"H1190301",1,4,12,,1,2,13,6,2016,
"023400859c2e49d9a0701040d93fa0f2",11,,"H1190301",2,8,12,,1,17,18,8,2000,5
"024a80a27283471e857285cf751564ae",1,"P34304-001","H3430401",2,1,12,,1,67,98,98,1951,3
"024a80a27283471e857285cf751564ae",2,"P34304-002","H3430401",1,3,8,13,2,25,98,98,1993,5
"024a80a27283471e857285cf751564ae",3,"P34304-004","H3430401",,,,,,,,,,
"024a80a27283471e857285cf751564ae",4,"P34304-005","H3430401",1,4,12,,1,16,98,98,2002,5
"024a80a27283471e857285cf751564ae",5,"P34304-007","H3430401",,,,,,,,,,
"024a80a27283471e857285cf751564ae",6,"P34304-008","H3430401",,,,,,,,,,
"024a80a27283471e857285cf751564ae",7,,"H3430401",1,4,12,,1,1,98,3,2017,
"02617e359bfc48cbaa6ff204cb915790",1,"P06208-001","H0620801",1,1,12,,1,38,17,7,1980,1
"02617e359bfc48cbaa6ff204cb915790",2,"P06208-002","H0620801",2,2,12,,1,36,15,2,1982,1
"02617e359bfc48cbaa6ff204cb915790",3,"P06208-003","H0620801",1,3,4,7,3,19,12,4,1999,5
"02617e359bfc48cbaa6ff204cb915790",4,"P06208-004","H0620801",1,3,4,7,3,13,25,8,2005,5
"02617e359bfc48cbaa6ff204cb915790",5,"P06208-005","H0620801",1,3,4,15,3,12,12,3,2006,5
"02617e359bfc48cbaa6ff204cb915790",6,"P06208-006","H0620801",1,3,4,7,3,11,12,8,2007,5
"02617e359bfc48cbaa6ff204cb915790",7,"P06208-007","H0620801",1,3,6,7,3,10,1,12,2008,5
"02617e359bfc48cbaa6ff204cb915790",8,"P06208-008","H0620801",2,6,12,,1,26,26,2,1992,5
"02617e359bfc48cbaa6ff204cb915790",9,"P06208-009","H0620801",2,3,12,,1,7,1,1,2011,
"02617e359bfc48cbaa6ff204cb915790",10,"P06208-010","H0620801",2,3,12,,1,5,3,7,2013,
"02617e359bfc48cbaa6ff204cb915790",11,,"H0620801",2,3,6,1,1,0,26,5,2018,
"02931fcf3f8c4454919998cd30c933d3",1,"P34702-001","H3470201",,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",2,"P34702-002","H3470201",2,1,10,12,1,43,17,3,1975,4
"02931fcf3f8c4454919998cd30c933d3",3,"P34702-003","H3470201",2,3,4,7,3,16,19,3,2002,5
"02931fcf3f8c4454919998cd30c933d3",4,"P34702-004","H3470201",2,3,4,7,3,14,10,1,2004,5
"02931fcf3f8c4454919998cd30c933d3",5,"P34702-005","H3470201",1,3,4,15,4,12,28,2,2006,5
"02931fcf3f8c4454919998cd30c933d3",6,"P34702-006","H3470201",1,3,12,,1,9,19,8,2009,
"02931fcf3f8c4454919998cd30c933d3",7,,"H3470201",,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",9,,"H3470201",2,10,7,5,1,25,98,10,1992,5
"02931fcf3f8c4454919998cd30c933d3",10,,"H3470201",1,8,7,6,1,27,9,9,1990,5
"02a50a54fb3a4c9f989e246cb0c9200e",1,,"H3850702",1,1,12,,1,30,15,2,1988,1
"02a50a54fb3a4c9f989e246cb0c9200e",2,,"H3850702",2,2,12,,1,26,98,12,1991,1
"02a50a54fb3a4c9f989e246cb0c9200e",3,,"H3850702",1,3,12,,1,5,16,9,2012,
"02a50a54fb3a4c9f989e246cb0c9200e",4,,"H3850702",1,3,12,,1,2,3,12,2015,
"02a50a54fb3a4c9f989e246cb0c9200e",5,,"H3850702",1,8,12,,2,40,98,98,1978,3
"02ad65979b5d4f9e8654d5912304304d",1,,"H3040303",2,1,12,,1,22,6,12,1995,5
"02dd448165ce46279ca601a02865d543",1,,"H2620907",2,1,12,,1,20,98,98,1999,1
"031fbb84e2af4d5e889ccc7492ecbf55",1,,"H2620906",1,1,12,,1,30,11,8,1987,1
"031fbb84e2af4d5e889ccc7492ecbf55",2,,"H2620906",2,2,12,,2,25,98,98,1993,1
"031fbb84e2af4d5e889ccc7492ecbf55",3,,"H2620906",1,3,12,,2,3,18,5,2015,
"03292ce0d7f24e42801500e576140648",1,,"H0491306",2,2,12,,1,42,98,98,1976,1
"03292ce0d7f24e42801500e576140648",2,,"H0491306",1,3,0,12,7,,,,,
"03292ce0d7f24e42801500e576140648",3,,"H0491306",2,3,0,16,7,,,,,
"03292ce0d7f24e42801500e576140648",4,,"H0491306",1,3,12,,2,16,4,10,2001,5
"03292ce0d7f24e42801500e576140648",5,,"H0491306",1,3,4,15,4,14,19,2,2004,5
"03292ce0d7f24e42801500e576140648",6,,"H0491306",1,3,12,,1,11,1,8,2006,5
"03292ce0d7f24e42801500e576140648",7,,"H0491306",2,3,12,,1,9,12,5,2009,
"03292ce0d7f24e42801500e576140648",8,,"H0491306",2,3,12,,1,6,5,5,2012,
"03292ce0d7f24e42801500e576140648",9,,"H0491306",1,1,9,12,1,43,98,98,1975,1
"0349cc41571b406e889303445fe7e34c",1,"P19106-001","H1910601",2,1,12,,1,76,98,98,1942,4
"0349cc41571b406e889303445fe7e34c",2,"P19106-005","H1910601",,,,,,,,,,
"0349cc41571b406e889303445fe7e34c",3,"P19106-007","H1910601",,,,,,,,,,
"0349cc41571b406e889303445fe7e34c",4,"P19106-010","H1910601",1,4,12,,2,18,98,98,2000,5
"0349cc41571b406e889303445fe7e34c",5,"P19106-011","H1910601",2,4,12,,2,15,98,98,2003,5
"0349cc41571b406e889303445fe7e34c",6,,"H1910601",,,,,,,,,,
"0349cc41571b406e889303445fe7e34c",7,,"H1910601",,,,,,,,,,
"0349cc41571b406e889303445fe7e34c",8,,"H1910601",,,,,,,,,,
"034e9ec479764a228fa3ebdd8d359cf0",1,"P06405-001","H0640501",1,1,12,,1,74,98,98,1944,1
"034e9ec479764a228fa3ebdd8d359cf0",2,"P06405-002","H0640501",2,2,12,,1,48,22,9,1970,1
"034e9ec479764a228fa3ebdd8d359cf0",3,"P06405-003","H0640501",,,,,,,,,,
"034e9ec479764a228fa3ebdd8d359cf0",4,"P06405-004","H0640501",,,,,,,,,,
"034e9ec479764a228fa3ebdd8d359cf0",5,"P06405-005","H0640501",,,,,,,,,,
"034e9ec479764a228fa3ebdd8d359cf0",6,"P06405-006","H0640501",2,3,4,15,4,19,24,9,1999,5
"034e9ec479764a228fa3ebdd8d359cf0",7,"P06405-007","H0640501",2,3,12,,1,14,6,2,2004,5
"034e9ec479764a228fa3ebdd8d359cf0",8,,"H0640501",2,4,3,13,7,,,,,
"034f0004fa7a4a25b4aacdb196177f2b",1,"P10706-001","H1070601",1,1,12,,1,74,98,98,1945,2
"034f0004fa7a4a25b4aacdb196177f2b",2,"P10706-002","H1070601",2,2,12,,1,47,98,98,1972,2
"034f0004fa7a4a25b4aacdb196177f2b",3,"P10706-003","H1070601",2,3,8,16,7,,,,,
"034f0004fa7a4a25b4aacdb196177f2b",4,"P10706-004","H1070601",1,3,12,,1,15,18,4,2003,5
"034f0004fa7a4a25b4aacdb196177f2b",5,"P10706-005","H1070601",1,3,12,,1,12,20,2,2006,5
"034f0004fa7a4a25b4aacdb196177f2b",6,"P10706-015","H1070601",2,3,12,,4,17,98,8,2001,5
"034f0004fa7a4a25b4aacdb196177f2b",7,,"H1070601",2,4,8,20,7,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",1,"P06609-001","H0660901",1,1,12,,2,49,98,3,1969,2
"035c9f46cc9a41f9bacdbe9a5de03d8c",2,"P06609-002","H0660901",2,2,12,,1,46,31,10,1971,2
"035c9f46cc9a41f9bacdbe9a5de03d8c",3,"P06609-003","H0660901",1,3,5,15,4,21,20,9,1997,5
"035c9f46cc9a41f9bacdbe9a5de03d8c",4,"P06609-004","H0660901",1,3,12,,1,16,4,8,2002,5
"035c9f46cc9a41f9bacdbe9a5de03d8c",5,"P06609-005","H0660901",2,3,12,,1,13,7,4,2005,5
"035c9f46cc9a41f9bacdbe9a5de03d8c",6,,"H0660901",2,4,12,,1,11,19,7,2007,5
"035c9f46cc9a41f9bacdbe9a5de03d8c",7,,"H0660901",2,4,12,,1,8,21,3,2010,
"035c9f46cc9a41f9bacdbe9a5de03d8c",8,,"H0660901",2,8,6,6,1,6,98,98,2012,
"035c9f46cc9a41f9bacdbe9a5de03d8c",9,,"H0660901",2,8,1,6,1,6,98,98,2012,
"0367b97ab6cb487095e018a1ffdf17a9",1,"P14408-001","H1440801",1,1,12,,1,37,98,98,1981,1
"0367b97ab6cb487095e018a1ffdf17a9",2,"P14408-002","H1440801",2,2,12,,1,31,98,98,1987,1
"0367b97ab6cb487095e018a1ffdf17a9",3,"P14408-003","H1440801",2,3,12,,1,12,21,9,2005,5
"0367b97ab6cb487095e018a1ffdf17a9",4,"P14408-004","H1440801",2,3,12,,2,11,30,11,2006,5
"0367b97ab6cb487095e018a1ffdf17a9",5,"P14408-005","H1440801",1,3,12,,2,9,30,4,2009,
"0367b97ab6cb487095e018a1ffdf17a9",6,"P14408-006","H1440801",2,3,12,,1,6,19,6,2012,
"0367b97ab6cb487095e018a1ffdf17a9",7,"P14408-007","H1440801",2,3,12,,1,3,8,4,2015,
"036b190944154e22bbd0d574a8d08be0",1,"P10002-001","H1000201",1,2,6,16,2,64,98,98,1954,2
"036b190944154e22bbd0d574a8d08be0",2,"P10002-002","H1000201",2,1,12,,1,39,98,12,1978,2
"036b190944154e22bbd0d574a8d08be0",3,"P10002-006","H1000201",2,3,12,,4,18,25,5,2000,5
"036b190944154e22bbd0d574a8d08be0",4,"P10002-007","H1000201",1,3,12,,1,15,16,3,2003,5
"036b190944154e22bbd0d574a8d08be0",5,"P10002-008","H1000201",1,3,12,,1,13,26,8,2005,5
"036b190944154e22bbd0d574a8d08be0",6,"P10002-009","H1000201",1,3,12,,1,11,16,5,2007,5
"036b190944154e22bbd0d574a8d08be0",7,"P10002-010","H1000201",2,3,12,,1,10,16,2,2008,5
"036b190944154e22bbd0d574a8d08be0",8,"P10002-013","H1000201",1,8,8,7,2,16,98,98,2002,5
"036b190944154e22bbd0d574a8d08be0",9,,"H1000201",1,7,9,6,1,3,9,8,2015,
"037866653c7c4cb99a80f05a38cdafb2",1,"P03810-001","H0381001",1,1,12,,1,59,98,98,1959,1
"037866653c7c4cb99a80f05a38cdafb2",2,"P03810-010","H0381001",2,2,7,13,2,33,98,98,1985,1
"037866653c7c4cb99a80f05a38cdafb2",3,"P03810-011","H0381001",2,3,7,13,2,7,22,2,2011,
"037866653c7c4cb99a80f05a38cdafb2",4,"P03810-012","H0381001",1,3,7,13,1,4,23,3,2013,
"037866653c7c4cb99a80f05a38cdafb2",5,"P03810-013","H0381001",1,8,7,13,2,8,23,4,2009,
"038bf67186f048d1966a17475bedd578",1,"P31710-001","H3171001",1,1,12,,1,77,8,11,1941,1
"038bf67186f048d1966a17475bedd578",2,"P31710-002","H3171001",2,2,12,,1,66,98,98,1953,1
"038bf67186f048d1966a17475bedd578",3,"P31710-003","H3171001",2,3,12,,1,38,30,10,1980,5
"038bf67186f048d1966a17475bedd578",4,"P31710-005","H3171001",2,3,12,,1,29,9,9,1989,5
"039a11571b874a88b7a6c200469fe4f3",1,"P32404-001","H3240401",1,1,12,,1,39,98,98,1979,1
"039a11571b874a88b7a6c200469fe4f3",2,"P32404-002","H3240401",2,2,12,,1,34,26,11,1983,1
"039a11571b874a88b7a6c200469fe4f3",3,"P32404-004","H3240401",2,3,12,,1,9,8,8,2008,
"039a11571b874a88b7a6c200469fe4f3",4,"P32404-005","H3240401",2,3,12,,1,5,2,10,2012,
"039a11571b874a88b7a6c200469fe4f3",5,,"H3240401",1,3,12,,1,13,98,98,2005,5
"03c42091117d479097bf8be7a9dfebb1",1,,"H3860601",2,3,0,13,7,,,,,
"03c42091117d479097bf8be7a9dfebb1",2,,"H3860601",1,3,0,13,7,,,,,
"03c42091117d479097bf8be7a9dfebb1",3,,"H3860601",2,2,0,17,7,,,,,
"03c42091117d479097bf8be7a9dfebb1",4,,"H3860601",1,1,12,,1,31,3,7,1987,1
"03c42091117d479097bf8be7a9dfebb1",5,,"H3860601",2,2,12,,1,22,98,98,1997,1
"03c42091117d479097bf8be7a9dfebb1",6,,"H3860601",2,3,7,1,1,0,25,6,2018,
"03d4f5f6631747878b76ad399fb2b80c",1,"P32209-001","H3220901",1,1,12,,1,61,98,11,1957,1
"03d4f5f6631747878b76ad399fb2b80c",2,"P32209-002","H3220901",2,2,12,,1,53,98,4,1965,1
"03d4f5f6631747878b76ad399fb2b80c",3,"P32209-005","H3220901",1,3,12,,1,24,8,4,1994,5
"03d4f5f6631747878b76ad399fb2b80c",4,"P32209-006","H3220901",1,3,12,,1,22,23,7,1996,5
"03d4f5f6631747878b76ad399fb2b80c",5,"P32209-007","H3220901",1,3,12,,1,19,19,7,1999,5
"03d4f5f6631747878b76ad399fb2b80c",6,"P32209-008","H3220901",2,3,12,,1,16,14,2,2002,5
"03d4f5f6631747878b76ad399fb2b80c",7,"P32209-009","H3220901",2,3,12,,1,15,3,10,2003,5
"03d4f5f6631747878b76ad399fb2b80c",8,"P32209-010","H3220901",1,3,12,,1,11,13,3,2007,5
"03d4f5f6631747878b76ad399fb2b80c",9,"P32209-015","H3220901",,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",10,,"H3220901",1,4,12,,1,5,3,6,2013,
"03dcda394fdc4008868fe663e6f762c8",1,"P34306-001","H3430601",1,1,12,,2,39,18,5,1979,1
"03dcda394fdc4008868fe663e6f762c8",2,"P34306-002","H3430601",2,2,12,,1,34,98,4,1984,1
"03dcda394fdc4008868fe663e6f762c8",3,"P34306-003","H3430601",1,3,12,,1,16,23,8,2002,5
"03dcda394fdc4008868fe663e6f762c8",4,"P34306-004","H3430601",1,3,12,,1,13,7,4,2005,5
"03dcda394fdc4008868fe663e6f762c8",5,"P34306-005","H3430601",1,3,12,,1,12,14,3,2006,5
"03dcda394fdc4008868fe663e6f762c8",6,"P34306-006","H3430601",2,3,12,,1,10,27,8,2008,5
"03dcda394fdc4008868fe663e6f762c8",7,"P34306-007","H3430601",2,3,12,,1,6,18,1,2012,
"03dcda394fdc4008868fe663e6f762c8",8,"P34306-008","H3430601",2,3,12,,1,4,12,2,2014,
"03f862af923942ad9f37fa65f52a8f3d",1,"P38803-001","H3880301",2,1,12,,2,39,98,4,1979,2
"03f862af923942ad9f37fa65f52a8f3d",2,"P38803-002","H3880301",,,,,,,,,,
"03f862af923942ad9f37fa65f52a8f3d",3,"P38803-003","H3880301",,,,,,,,,,
"03f862af923942ad9f37fa65f52a8f3d",4,"P38803-004","H3880301",,,,,,,,,,
"03f862af923942ad9f37fa65f52a8f3d",5,"P38803-005","H3880301",,,,,,,,,,
"03f862af923942ad9f37fa65f52a8f3d",6,"P38803-006","H3880301",2,3,12,,2,12,98,7,2006,5
"03f862af923942ad9f37fa65f52a8f3d",7,"P38803-007","H3880301",1,3,12,,1,7,27,7,2011,
"03f862af923942ad9f37fa65f52a8f3d",8,"P38803-008","H3880301",2,3,12,,1,5,98,2,2013,
"03f862af923942ad9f37fa65f52a8f3d",9,,"H3880301",2,4,12,,1,3,18,10,2015,
"04077875a3894775bb24f2f42e7adc67",1,,"H2540901",2,1,12,,1,56,11,9,1961,2
"04077875a3894775bb24f2f42e7adc67",2,,"H2540901",1,3,6,16,7,,,,,
"04077875a3894775bb24f2f42e7adc67",3,,"H2540901",1,3,10,15,4,19,6,9,1998,5
"04077875a3894775bb24f2f42e7adc67",4,,"H2540901",2,3,10,15,4,17,23,11,2000,5
"04077875a3894775bb24f2f42e7adc67",5,,"H2540901",1,3,10,15,4,11,14,1,2007,5
"04077875a3894775bb24f2f42e7adc67",6,,"H2540901",2,3,0,16,7,,,,,
"04077875a3894775bb24f2f42e7adc67",7,,"H2540901",2,4,0,20,7,,,,,
"04077875a3894775bb24f2f42e7adc67",8,,"H2540901",1,2,10,8,3,70,15,8,1947,2
"04079e5069be47278c3ec71eb77a8997",1,"P25907-006","H2590703",1,1,12,,1,35,98,98,1983,1
"04079e5069be47278c3ec71eb77a8997",2,"P25907-013","H2590703",2,2,12,,1,26,98,98,1992,1
"04079e5069be47278c3ec71eb77a8997",3,,"H2590703",2,3,12,,1,1,6,9,2017,
"040ecbcfb343431bb6645772dd87c2bb",1,"P16409-018","H1640904",1,1,12,,1,35,98,98,1983,1
"040ecbcfb343431bb6645772dd87c2bb",2,"P16409-019","H1640904",2,2,12,,1,30,1,9,1988,1
"040ecbcfb343431bb6645772dd87c2bb",3,"P16409-020","H1640904",2,3,12,,1,11,27,11,2006,5
"040ecbcfb343431bb6645772dd87c2bb",4,"P16409-021","H1640904",1,3,12,,1,9,1,11,2008,
"040ecbcfb343431bb6645772dd87c2bb",5,"P16409-022","H1640904",2,3,12,,1,6,6,1,2012,
"040ecbcfb343431bb6645772dd87c2bb",6,,"H1640904",2,3,12,,1,2,27,10,2015,
"040ecbcfb343431bb6645772dd87c2bb",7,,"H1640904",2,3,8,1,1,0,9,1,2018,
"0418981cf19046bd930dbbfe8af3c1c4",1,"P05901-001","H0590101",1,2,12,,1,39,28,9,1979,2
"0418981cf19046bd930dbbfe8af3c1c4",2,"P05901-002","H0590101",2,1,12,,1,37,28,12,1980,2
"0418981cf19046bd930dbbfe8af3c1c4",3,"P05901-003","H0590101",2,3,12,,4,14,27,9,2004,5
"0418981cf19046bd930dbbfe8af3c1c4",4,"P05901-004","H0590101",1,3,12,,1,10,5,4,2008,5
"042c4cc37a904f18a05671d5323d78d3",1,"P26010-001","H2601001",1,1,12,,1,77,98,5,1941,1
"042c4cc37a904f18a05671d5323d78d3",2,"P26010-002","H2601001",2,2,12,,1,69,98,2,1949,1
"042c4cc37a904f18a05671d5323d78d3",3,,"H2601001",1,4,9,20,7,,,,,
"042c4cc37a904f18a05671d5323d78d3",4,,"H2601001",1,10,2,5,1,20,98,98,1998,5
"043058c9577d4e2ebeeb2c62c20acb22",1,,"64",2,1,12,,1,54,24,9,1964,2
"043058c9577d4e2ebeeb2c62c20acb22",2,,"64",1,2,12,,1,44,98,98,1975,2
"043058c9577d4e2ebeeb2c62c20acb22",3,,"64",1,3,12,,2,19,98,98,2000,5
"043058c9577d4e2ebeeb2c62c20acb22",4,,"64",1,3,12,,1,16,98,98,2003,5
"043058c9577d4e2ebeeb2c62c20acb22",5,,"64",1,3,12,,2,14,98,98,2005,5
"043058c9577d4e2ebeeb2c62c20acb22",6,,"64",1,3,12,,2,12,98,98,2007,5
"043058c9577d4e2ebeeb2c62c20acb22",7,,"64",2,3,12,,2,7,98,3,2011,
"043058c9577d4e2ebeeb2c62c20acb22",8,,"64",2,3,12,,1,5,9,12,2013,
"0436a29148344151a89c6a941e52e1d0",1,"P35102-001","H3510201",2,1,12,,1,40,13,3,1978,3
"0436a29148344151a89c6a941e52e1d0",2,,"H3510201",1,2,3,16,7,,,,,
"0436a29148344151a89c6a941e52e1d0",3,,"H3510201",2,3,3,12,7,,,,,
"0436a29148344151a89c6a941e52e1d0",4,,"H3510201",1,3,12,,1,20,12,6,1998,5
"0436a29148344151a89c6a941e52e1d0",5,,"H3510201",2,3,12,,2,16,16,5,2002,5
"0436a29148344151a89c6a941e52e1d0",6,,"H3510201",1,3,3,15,4,14,5,1,2004,5
"0436a29148344151a89c6a941e52e1d0",7,,"H3510201",2,3,12,,1,14,12,6,2004,5
"0436a29148344151a89c6a941e52e1d0",8,,"H3510201",1,3,12,,1,9,16,5,2009,
"0436a29148344151a89c6a941e52e1d0",9,,"H3510201",2,3,12,,1,7,30,1,2011,
"044525d42e7547cb844fa01062ed908c",1,"P18805-001","H1880501",2,2,12,,1,41,98,98,1977,1
"044525d42e7547cb844fa01062ed908c",2,"P18805-002","H1880501",1,1,12,,1,52,98,98,1966,1
"044525d42e7547cb844fa01062ed908c",3,"P18805-003","H1880501",2,3,11,13,2,25,10,4,1992,3
"044525d42e7547cb844fa01062ed908c",4,"P18805-004","H1880501",,,,,,,,,,
"044525d42e7547cb844fa01062ed908c",5,"P18805-007","H1880501",,,,,,,,,,
"044525d42e7547cb844fa01062ed908c",6,"P18805-008","H1880501",,,,,,,,,,
"044525d42e7547cb844fa01062ed908c",7,"P18805-009","H1880501",1,3,12,,1,18,10,9,1999,5
"044525d42e7547cb844fa01062ed908c",8,"P18805-010","H1880501",,,,,,,,,,
"044525d42e7547cb844fa01062ed908c",9,"P18805-011","H1880501",2,3,12,,1,15,10,8,2002,5
"044525d42e7547cb844fa01062ed908c",10,"P18805-012","H1880501",1,3,12,,1,13,11,3,2004,5
"044525d42e7547cb844fa01062ed908c",11,"P18805-014","H1880501",2,3,12,,1,7,31,1,2011,
"044525d42e7547cb844fa01062ed908c",12,"P18805-015","H1880501",2,4,12,,1,5,29,5,2012,
"044525d42e7547cb844fa01062ed908c",13,,"H1880501",2,10,0,18,7,,,,,
"044c92119a6e44b6bd74f41b5131f7fb",1,"P22310-004","H2231002",1,1,12,,1,30,6,7,1988,1
"044c92119a6e44b6bd74f41b5131f7fb",2,"P22310-014","H2231002",2,3,12,,1,8,22,8,2010,
"044c92119a6e44b6bd74f41b5131f7fb",3,"P22310-015","H2231002",2,2,12,,1,23,98,98,1995,1
"044c92119a6e44b6bd74f41b5131f7fb",4,"P22310-018","H2231002",2,3,12,,1,3,6,3,2015,
"044c92119a6e44b6bd74f41b5131f7fb",5,,"H2231002",1,3,5,1,1,1,6,11,2017,
"044fe31f64084ca4bb3d0474820c95ff",1,"P33705-001","H3370501",2,1,12,,1,70,98,98,1948,3
"0475d96d540e42f48e10f7e052c18533",1,"P29205-001","H2920501",2,1,12,,1,66,7,6,1951,2
"0475d96d540e42f48e10f7e052c18533",2,"P29205-002","H2920501",1,2,4,12,4,70,98,98,1948,2
"0475d96d540e42f48e10f7e052c18533",3,"P29205-003","H2920501",,,,,,,,,,
"0475d96d540e42f48e10f7e052c18533",4,"P29205-004","H2920501",1,4,3,15,4,22,1,5,1996,5
"0475d96d540e42f48e10f7e052c18533",5,"P29205-005","H2920501",2,4,12,,1,17,2,12,2000,5
"0475d96d540e42f48e10f7e052c18533",6,"P29205-006","H2920501",1,3,12,,1,9,5,7,2008,
"048117d75d7e486587c27ca4bb7d294f",1,"P26009-023","H2600905",1,1,5,12,2,26,15,5,1992,1
"048117d75d7e486587c27ca4bb7d294f",2,"P26009-024","H2600905",,,,,,,,,,
"048117d75d7e486587c27ca4bb7d294f",3,"P26009-026","H2600905",,,,,,,,,,
"048117d75d7e486587c27ca4bb7d294f",4,,"H2600905",2,2,12,,1,23,98,98,1995,1
"048117d75d7e486587c27ca4bb7d294f",5,,"H2600905",2,3,5,1,1,0,8,5,2018,
"04a6909c35374a8088daf007b717dba1",1,"P35307-001","H3530701",2,1,12,,1,36,98,98,1982,3
"04a6909c35374a8088daf007b717dba1",2,"P35307-002","H3530701",,,,,,,,,,
"04a6909c35374a8088daf007b717dba1",3,"P35307-003","H3530701",1,3,12,,1,18,7,11,1999,5
"04a6909c35374a8088daf007b717dba1",4,"P35307-004","H3530701",1,3,12,,1,9,12,7,2008,
"04a6909c35374a8088daf007b717dba1",5,"P35307-005","H3530701",2,3,12,,1,6,6,1,2012,
"04a6909c35374a8088daf007b717dba1",6,"P35307-006","H3530701",2,3,2,15,7,,,,,
"04a6909c35374a8088daf007b717dba1",7,"P35307-007","H3530701",2,3,12,,1,12,13,2,2006,5
"04a6909c35374a8088daf007b717dba1",8,,"H3530701",2,3,9,1,1,0,9,6,2017,
"04adcf9e96a14cc2879a6d47da1a2ae9",1,"P36003-001","H3600301",,,,,,,,,,
"04adcf9e96a14cc2879a6d47da1a2ae9",2,"P36003-002","H3600301",2,1,12,,1,84,23,5,1934,4
"04beb1f67d72438a95bbd2da5ae9bc56",1,,"H3440201",1,1,12,,1,40,98,98,1978,2
"04beb1f67d72438a95bbd2da5ae9bc56",2,,"H3440201",2,2,12,,1,36,7,4,1982,2
"04beb1f67d72438a95bbd2da5ae9bc56",3,,"H3440201",2,3,12,,1,17,19,3,2001,5
"04beb1f67d72438a95bbd2da5ae9bc56",4,,"H3440201",1,3,12,,2,14,11,10,2003,5
"04beb1f67d72438a95bbd2da5ae9bc56",5,,"H3440201",2,3,12,,2,12,19,2,2006,5
"04beb1f67d72438a95bbd2da5ae9bc56",6,,"H3440201",1,3,12,,2,9,19,8,2008,
"04beb1f67d72438a95bbd2da5ae9bc56",7,,"H3440201",2,3,12,,2,6,12,10,2011,
"04beb1f67d72438a95bbd2da5ae9bc56",8,,"H3440201",1,3,12,,1,4,30,8,2013,
"04e3098df42742428550ed1754b3cce9",1,"P33503-001","H3350301",1,1,12,,1,65,98,98,1953,1
"04e3098df42742428550ed1754b3cce9",2,"P33503-002","H3350301",2,2,12,,1,39,98,98,1979,1
"04e3098df42742428550ed1754b3cce9",3,"P33503-003","H3350301",2,3,12,,1,19,98,98,1999,5
"04e3098df42742428550ed1754b3cce9",4,"P33503-004","H3350301",2,3,9,12,4,17,98,98,2001,3
"04e3098df42742428550ed1754b3cce9",5,"P33503-005","H3350301",2,3,12,,1,15,98,98,2003,5
"04e3098df42742428550ed1754b3cce9",6,"P33503-006","H3350301",2,3,12,,1,13,98,98,2005,5
"04e3098df42742428550ed1754b3cce9",7,"P33503-007","H3350301",2,3,12,,1,11,98,98,2007,5
"04e3098df42742428550ed1754b3cce9",8,"P33503-008","H3350301",1,3,12,,1,9,98,98,2009,
"04e3098df42742428550ed1754b3cce9",9,"P33503-009","H3350301",2,3,12,,1,7,98,98,2011,
"04e3098df42742428550ed1754b3cce9",10,"P33503-010","H3350301",1,3,12,,1,4,27,2,2014,
"04e3098df42742428550ed1754b3cce9",11,"P33503-011","H3350301",2,3,12,,1,2,22,12,2015,
"04e3098df42742428550ed1754b3cce9",12,,"H3350301",2,4,12,,1,14,98,98,2004,5
"04e3098df42742428550ed1754b3cce9",13,,"H3350301",2,4,6,6,1,2,9,3,2016,
"04e3098df42742428550ed1754b3cce9",14,,"H3350301",1,3,7,1,1,0,6,8,2017,
"04e34e77abfc4a14a6ddb3f8604a51ee",1,"P15109-005","H1510902",2,8,12,,1,16,98,4,2002,5
"04e34e77abfc4a14a6ddb3f8604a51ee",2,"P15109-010","H1510902",1,1,12,,1,55,20,1,1963,1
"04e34e77abfc4a14a6ddb3f8604a51ee",3,"P15109-011","H1510902",2,2,12,,1,38,14,11,1980,1
"04e34e77abfc4a14a6ddb3f8604a51ee",4,"P15109-012","H1510902",1,3,3,7,3,12,9,12,2006,5
"04e34e77abfc4a14a6ddb3f8604a51ee",5,"P15109-013","H1510902",2,3,3,7,3,10,1,7,2008,5
"04e34e77abfc4a14a6ddb3f8604a51ee",6,,"H1510902",2,8,7,13,7,,,,,
"04fbfbe14e064de88046b1bd162fb008",1,"P29706-002","H2970602",,,,,,,,,,
"04fbfbe14e064de88046b1bd162fb008",2,"P29706-008","H2970602",1,1,12,,1,35,23,1,1983,1
"04fbfbe14e064de88046b1bd162fb008",3,"P29706-009","H2970602",2,3,12,,1,5,28,2,2013,
"04fbfbe14e064de88046b1bd162fb008",4,,"H2970602",2,2,12,,1,24,14,11,1993,1
"05052c1f4a06454ca9f2ef68f4ed9918",1,"P42804-001","H4280401",1,1,12,,1,45,24,12,1973,1
"05052c1f4a06454ca9f2ef68f4ed9918",2,"P42804-002","H4280401",2,2,12,,1,39,98,98,1980,1
"05052c1f4a06454ca9f2ef68f4ed9918",3,"P42804-003","H4280401",2,5,12,,1,74,98,98,1945,4
