"hhid","PID","pid_unps_wave7","s4q02","s4q03","s4q04","s4q04_1","s4q05","s4q06","s4q07","s4q08","s4q09","s4q10","s4q11","s4q12","s4q7_1a","s4q7_1b","s4q07a","s4q07_3_1","s4q7_3","s4q12_1","s4q12_2","s4q13","s4q14","s4q14b","h4q15h","h4q15i","h4q15j","h4q15e","h4q15b","h4q15c","h4q15d","h4q15k","s4h15f","h4q15g_1","h4q15g","s4q16","s4q17","s4q18"
"476ce5bf870d4dff800dff6927e5e10c",1,"1",1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"476ce5bf870d4dff800dff6927e5e10c",2,"2",2,5,4,,3,,,,11,12,1,1,,,,,,,1,0.5,10,1,51000,,6000,,,14500,,,,,71500,1,1,3
"476ce5bf870d4dff800dff6927e5e10c",3,"3",2,5,1,,3,,,,0,1,1,1,,,,,,,1,0.5,10,1,22000,,2000,,,6500,,,,,30500,1,1,3
"476ce5bf870d4dff800dff6927e5e10c",4,"4",2,5,1,,3,,,,0,1,1,1,,,,,,,1,0.5,10,1,22000,,2000,,,6500,,,,,30500,1,1,3
"476ce5bf870d4dff800dff6927e5e10c",5,"5",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"478bb11b7570489b81a7b195c95db5bb",1,"1",2,3,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"478bb11b7570489b81a7b195c95db5bb",2,"2",2,3,1,,2,,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"478bb11b7570489b81a7b195c95db5bb",3,"3",1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"478bb11b7570489b81a7b195c95db5bb",4,"4",2,3,1,,3,,,,0,1,2,1,,,,,,,1,0.15,5,1,45000,,,,,15000,,,15000,,75000,2,,2
"478bb11b7570489b81a7b195c95db5bb",5,"5",2,3,1,,3,,,,0,1,2,1,,,,,,,1,0.15,5,1,45000,,,,,15000,,,15000,,75000,2,,2
"478c789c61a541fea1929c2a25ebed31",1,"1",1,,4,2,2,,16,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"478c789c61a541fea1929c2a25ebed31",3,"4",2,1,4,,2,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"478c789c61a541fea1929c2a25ebed31",4,"5",2,1,4,,3,,,,13,14,1,1,,,,,,,1,4,60,1,20000,,4000,,,28000,,,,,52000,1,1,3
"478c789c61a541fea1929c2a25ebed31",7,,2,1,1,,2,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47b6785c87844629b614bf449c244fdf",1,"1",1,,4,1,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47b6785c87844629b614bf449c244fdf",2,"2",1,,4,1,2,,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47b6785c87844629b614bf449c244fdf",3,"3",2,1,4,,3,,,,15,15,1,1,,,,,,,1,0.4,10,1,15000,,,,14000,100000,,,,,129000,1,1,3
"47b6785c87844629b614bf449c244fdf",4,"4",2,1,1,,3,,,,11,12,1,1,,,,,,,1,0.4,10,1,15000,,,,14000,12000,,,,,41000,1,1,3
"47b6785c87844629b614bf449c244fdf",5,"5",2,1,1,,3,,,,10,10,1,1,,,,,,,1,0.4,10,1,15000,,,,,4500,,,,,19500,2,,3
"47b6785c87844629b614bf449c244fdf",6,"6",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47b6785c87844629b614bf449c244fdf",7,,2,1,4,,3,,,,11,12,1,1,,,,,,,1,0.4,10,1,15000,,,,,12000,,,,,27000,1,1,3
"47bb76556a8b4a88ae1d0b6d3e1d609e",1,"1",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47bb76556a8b4a88ae1d0b6d3e1d609e",2,"2",2,1,4,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47bb76556a8b4a88ae1d0b6d3e1d609e",3,"3",1,,4,2,3,,,,30,31,1,1,,,,,,,1,6,30,8,430000,,,,32000,20000,,,,,482000,1,1,3
"47bb76556a8b4a88ae1d0b6d3e1d609e",4,"4",1,,4,2,3,,,,13,14,2,1,,,,,,,1,2,25,1,345000,,,,22000,12000,,,,,379000,2,,2
"47bb76556a8b4a88ae1d0b6d3e1d609e",5,"5",2,1,4,,3,,,,11,12,2,1,,,,,,,1,2,25,1,345000,,,,16000,12000,,,,,373000,2,,2
"47bb76556a8b4a88ae1d0b6d3e1d609e",6,"6",2,1,1,,3,,,,1,1,2,1,,,,,,,1,2,25,1,275000,,,,12000,12000,,,20000,,319000,2,,2
"47bb76556a8b4a88ae1d0b6d3e1d609e",7,,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47dbb99a6fe142329ddabfef5d78d640",1,"1",2,2,4,,2,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47dbb99a6fe142329ddabfef5d78d640",2,"2",1,,4,2,2,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47dbb99a6fe142329ddabfef5d78d640",3,"3",2,2,4,,2,,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47dbb99a6fe142329ddabfef5d78d640",4,"4",2,2,4,,3,,,,14,15,1,1,,,,,,,1,6,60,1,80000,5000,4500,,12000,36000,,,20000,,157500,1,1,3
"47dbb99a6fe142329ddabfef5d78d640",5,"5",1,,4,2,3,,,,11,12,2,3,,,,,,2,1,6,60,1,45000,,4500,,,15000,,,15000,,79500,2,,2
"47dbb99a6fe142329ddabfef5d78d640",6,"6",2,2,1,,3,,,,10,11,2,3,,,,,,2,1,6,60,1,30000,,4500,,,10500,,,,,45000,2,,3
"47dbb99a6fe142329ddabfef5d78d640",8,"9",2,2,1,,3,,,,10,11,2,3,,,,,,2,2,6,60,1,,,4500,,,10500,,,36000,36000,87000,1,1,3
"481c37f0ecdf4695b5513244789cf32e",1,"1",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"481c37f0ecdf4695b5513244789cf32e",2,"4",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4854e44da3904bb49b6cc77c09357018",1,"1",2,2,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4854e44da3904bb49b6cc77c09357018",2,"2",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4854e44da3904bb49b6cc77c09357018",3,"4",1,,1,1,3,,,,12,12,1,1,,,,,,,1,1,20,1,15000,,6000,,4000,21000,,,15000,,61000,1,1,2
"4854e44da3904bb49b6cc77c09357018",4,"5",2,2,1,,3,,,,11,11,1,1,,,,,,,1,1,20,1,15000,,6000,,,12000,,,15000,,48000,1,1,2
"4854e44da3904bb49b6cc77c09357018",5,"6",2,2,1,,3,,,,10,10,2,1,,,,,,,1,1,20,1,94000,4000,,,20000,21000,,,15000,,154000,2,,2
"4854e44da3904bb49b6cc77c09357018",6,"7",2,2,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4854e44da3904bb49b6cc77c09357018",8,"9",2,2,4,,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"485881b6f60a454597da9f4487f31615",1,"1",2,5,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"485881b6f60a454597da9f4487f31615",2,"4",2,5,4,,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"485881b6f60a454597da9f4487f31615",3,"5",2,5,4,,3,,,,12,13,2,1,,,,,,,1,2,30,1,140000,5000,6000,,,15000,,,30000,,196000,2,,2
"485881b6f60a454597da9f4487f31615",4,"6",2,5,4,,3,,,,10,11,2,1,,,,,,,1,2,30,1,140000,5000,6000,,,15000,,,30000,,196000,2,,2
"485881b6f60a454597da9f4487f31615",5,"7",1,,1,1,2,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4864b552d6f54bd7957c946a94ea8f4c",1,"1",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4864b552d6f54bd7957c946a94ea8f4c",2,"3",2,1,4,,2,,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4864b552d6f54bd7957c946a94ea8f4c",5,"9",2,1,1,,3,,,,1,1,2,1,,,,,,,1,0.7,20,1,,,,,,,,,,,,2,,3
"4864b552d6f54bd7957c946a94ea8f4c",7,"11",2,1,4,,3,,,,11,12,1,1,,,,,,,1,0.3,5,1,1,1,3000,,,30000,,,15000,60000,108000,1,1,2
"487985446fde4b70ad526bd6a73c9b65",1,"1",1,,4,2,2,,41,1,,,,,,,,"CERTIFICATE IN PRIMARY EDUCATION",110,,,,,,,,,,,,,,,,,,,
"487985446fde4b70ad526bd6a73c9b65",2,"2",2,1,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487985446fde4b70ad526bd6a73c9b65",3,"5",1,,4,2,3,,,,16,30,1,3,,,,,,1,1,,,,180000,10000,,660000,50000,60000,36000,,120000,,1116000,1,1,
"487985446fde4b70ad526bd6a73c9b65",4,"6",2,1,4,,2,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487985446fde4b70ad526bd6a73c9b65",6,"8",1,,1,1,3,,,,12,13,1,1,,,,,,,1,1,20,1,1,,1,,6000,24000,,,12000,28500,70500,1,1,2
"487985446fde4b70ad526bd6a73c9b65",7,"9",2,1,1,,3,,,,11,11,1,1,,,,,,,1,1,20,1,1,,1,,5000,18000,,,12000,27000,62000,1,1,2
"487985446fde4b70ad526bd6a73c9b65",8,"10",2,1,1,,3,,,,10,11,1,1,,,,,,,1,1,20,1,1,,1,,6000,18000,,,12000,27000,63000,1,1,2
"487985446fde4b70ad526bd6a73c9b65",9,"11",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487985446fde4b70ad526bd6a73c9b65",10,"12",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487985446fde4b70ad526bd6a73c9b65",12,"15",2,1,4,,3,,,,13,14,1,1,,,,,,,1,1,20,1,1,,1,,6000,48000,,,12000,36000,102000,1,1,2
"487985446fde4b70ad526bd6a73c9b65",13,"16",2,1,4,,3,,,,13,14,1,1,,,,,,,1,1,20,1,1,,1,,6000,45000,,,12000,36000,99000,1,1,2
"487985446fde4b70ad526bd6a73c9b65",14,"17",2,1,1,,3,,,,11,12,1,1,,,,,,,1,1,20,1,1,,1,,6000,30000,,,12000,31500,79500,1,1,2
"487fbda86e8e40ca8f2d68ac4bf3f5be",1,"1",2,10,2,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487fbda86e8e40ca8f2d68ac4bf3f5be",4,"5",2,10,4,,2,,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487fbda86e8e40ca8f2d68ac4bf3f5be",5,"7",1,,2,2,3,,,,12,12,1,1,,,,,,,1,2.5,60,1,7500,,6000,,8500,8000,,,,,30000,1,1,3
"487fbda86e8e40ca8f2d68ac4bf3f5be",7,"10",2,10,1,,2,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487fbda86e8e40ca8f2d68ac4bf3f5be",8,"11",2,10,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487fbda86e8e40ca8f2d68ac4bf3f5be",10,,1,,4,2,2,,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487fbda86e8e40ca8f2d68ac4bf3f5be",11,,2,10,4,,3,,,,12,13,1,1,,,,,,,1,2.5,60,1,7500,,6000,,12000,8000,,,,,33500,1,1,3
"487fbda86e8e40ca8f2d68ac4bf3f5be",12,,2,10,1,,3,,,,10,10,1,1,,,,,,,1,2.5,60,1,7500,,6000,,6500,5000,,,,,25000,1,1,3
"487fbda86e8e40ca8f2d68ac4bf3f5be",13,,2,10,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4898d4c83547442a8418efb00ae40aaf",1,"1",1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4898d4c83547442a8418efb00ae40aaf",2,"2",1,,1,1,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4898d4c83547442a8418efb00ae40aaf",3,"3",2,2,1,,3,,,,1,1,2,1,,,,,,,1,0.5,5,1,96000,,,,,9200,,,80000,,185200,2,,2
"4898d4c83547442a8418efb00ae40aaf",4,"4",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"489b6a0849fe448b9483256266506ef2",1,"1",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"489b6a0849fe448b9483256266506ef2",2,"2",1,,1,1,2,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"489b6a0849fe448b9483256266506ef2",3,"3",2,1,1,,3,,,,1,10,1,1,,,,,,,1,4,25,8,120000,2000,20000,,,7400,,,10000,,159400,1,1,3
"489b6a0849fe448b9483256266506ef2",4,"5",1,,4,2,3,,,,13,14,1,1,,,,,,,1,4,60,1,45000,,15000,,25000,28000,,,,,113000,1,1,3
"48a0e40cceb547b1b876034efb4fd16b",1,"1",1,,4,2,2,,51,3,,,,,,,,"GRADE III",110,,,,,,,,,,,,,,,,,,,
"48b970865cd6430fb2683b2ed40a95da",1,"1",1,,2,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48b970865cd6430fb2683b2ed40a95da",2,"2",2,1,1,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48b970865cd6430fb2683b2ed40a95da",3,"3",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48b970865cd6430fb2683b2ed40a95da",4,"4",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48b970865cd6430fb2683b2ed40a95da",5,"5",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48e038eab1fa44e684d59784d40e9419",1,"1",1,,4,2,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48e038eab1fa44e684d59784d40e9419",2,"2",1,,1,1,3,,,,10,11,2,1,,,,,,,1,0.2,5,1,384600,,,,50000,81000,,,85500,,601100,2,,1
"48e038eab1fa44e684d59784d40e9419",3,"3",2,1,4,,3,,,,15,16,1,2,,,,,,,1,,,,,,,,,,,,,,,1,1,
"48e038eab1fa44e684d59784d40e9419",4,"4",2,1,1,,3,,,,10,11,2,1,,,,,,,1,0.2,5,1,,,,,,,,,,,,2,,1
"48e3d859a85c4ccd9973f89aaf001129",1,"1",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48e3d859a85c4ccd9973f89aaf001129",2,"2",2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48e3d859a85c4ccd9973f89aaf001129",3,"3",2,1,1,,3,,,,1,1,4,1,,,,,,,1,2.5,20,1,111000,,9000,,,6000,,,60000,,186000,2,,2
"48e3d859a85c4ccd9973f89aaf001129",4,"4",2,1,1,,3,,,,0,1,1,1,,,,,,,1,2.5,20,1,111000,3000,9000,,15000,6000,,,60000,,204000,2,,2
"48e3d859a85c4ccd9973f89aaf001129",5,"5",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49579a9ec19249ac8623b15013499b53",1,"1",1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"495f071218774484b56d520ad983b7e8",1,"1",2,2,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"495f071218774484b56d520ad983b7e8",2,"2",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"495f071218774484b56d520ad983b7e8",3,"5",2,2,4,,3,,,,14,15,2,3,,,,,,2,1,2,45,1,175000,,22500,,15000,120000,,,50000,,382500,2,,2
"495f071218774484b56d520ad983b7e8",4,"6",2,2,4,,3,,,,14,15,2,3,,,,,,2,1,2,45,1,175000,,22500,,15000,120000,,,50000,,382500,2,,2
"495f071218774484b56d520ad983b7e8",5,"8",2,2,1,,3,,,,11,12,2,3,,,,,,2,1,2,45,1,87000,,7500,,,90000,,,30000,,214500,2,,2
"496577c774e6476588be68d45e0b2a7b",1,"2",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"496e720d7b67421b8350646ddf9af9f2",1,"1",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"496e720d7b67421b8350646ddf9af9f2",2,"2",2,1,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49987fd967404dcd86454fb94fb6fd55",1,"1",1,,1,1,2,,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49987fd967404dcd86454fb94fb6fd55",2,"2",2,1,1,,3,,,,12,13,2,3,,,,,,2,1,1,30,1,360000,,,,,27000,,,,,387000,2,,2
"49987fd967404dcd86454fb94fb6fd55",3,"3",2,1,4,,3,,,,14,15,2,3,,,,,,2,1,1.5,50,1,360000,5000,,,,35000,,,100000,,500000,2,,2
"49987fd967404dcd86454fb94fb6fd55",4,"4",2,1,4,,3,,,,11,12,2,3,,,,,,2,1,1.5,50,1,,,,,,,,,,,,1,2,1
"49987fd967404dcd86454fb94fb6fd55",5,"5",2,1,4,,2,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49987fd967404dcd86454fb94fb6fd55",6,"6",2,1,1,,3,,,,10,11,2,3,,,,,,2,1,1.5,50,1,210000,,,,,30000,,,,,240000,2,,2
"49987fd967404dcd86454fb94fb6fd55",7,"7",2,1,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49987fd967404dcd86454fb94fb6fd55",8,"8",2,1,4,,2,,16,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49992cdfc9374a0f92856a892a32e7ef",1,"1",2,3,4,,2,,61,1,,,,,,,,"BACHELOR OF EDUCATION",113,,,,,,,,,,,,,,,,,,,
"49992cdfc9374a0f92856a892a32e7ef",2,"2",1,,4,2,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49992cdfc9374a0f92856a892a32e7ef",3,"3",1,,4,2,3,,,,33,33,1,3,,,,,,1,1,,,,210000,,285000,330000,,75000,12000,,190000,,1102000,1,1,
"49992cdfc9374a0f92856a892a32e7ef",5,"5",2,2,4,,3,,,,14,15,1,1,,,,,,,1,2.5,40,1,45000,,6000,,,23100,,,15000,,89100,1,1,3
"49992cdfc9374a0f92856a892a32e7ef",6,"6",2,2,4,,3,,,,13,13,1,1,,,,,,,1,2.5,40,1,45000,,6000,,,21000,,,15000,,87000,1,1,3
"49992cdfc9374a0f92856a892a32e7ef",7,"7",2,2,1,,3,,,,11,12,1,1,,,,,,,1,2.5,40,1,45000,,6000,,12000,15600,,,15000,,93600,1,1,3
"49992cdfc9374a0f92856a892a32e7ef",8,"9",2,2,1,,3,,,,1,1,2,1,,,,,,,1,3,50,1,144000,,6000,,12000,8200,,,105000,,275200,1,2,3
"49a0ea12aca04db3812c4704772e5186",1,"1",1,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49a0ea12aca04db3812c4704772e5186",2,"2",2,1,4,,3,,,,13,14,1,3,,,,,,2,2,0.1,7,1,,,6000,,,12000,,,,,18000,2,,1
"49a0ea12aca04db3812c4704772e5186",3,"3",2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49a0ea12aca04db3812c4704772e5186",4,"4",2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49a0ea12aca04db3812c4704772e5186",5,"5",2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49a0ea12aca04db3812c4704772e5186",6,"6",2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49a8ca2bac424bb89e1f5407d4bbddad",1,"12",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49a8ca2bac424bb89e1f5407d4bbddad",2,"13",2,1,1,,2,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49aee03e5c2f45e1b99b5fc39d809bf6",1,"1",1,,1,1,2,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a1416a4b0874159aff36a5f93191020",1,"1",1,,4,2,2,,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a1416a4b0874159aff36a5f93191020",2,"2",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a1416a4b0874159aff36a5f93191020",3,"3",2,2,4,,2,,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a1416a4b0874159aff36a5f93191020",4,"4",2,2,4,,3,,,,15,15,2,1,,,,,,,1,0.6,15,1,65000,,,,18000,12000,,,10000,,105000,2,,3
"4a1416a4b0874159aff36a5f93191020",5,"5",2,2,4,,3,,,,15,16,1,1,,,,,,,2,3,25,1,18000,,6000,,12000,12000,,,,,48000,1,1,2
"4a1416a4b0874159aff36a5f93191020",6,"6",2,2,2,,3,,,,12,13,1,1,,,,,,,1,3,25,1,65000,,,,12000,12000,,,,,89000,2,,2
"4a1416a4b0874159aff36a5f93191020",8,"8",2,2,1,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a1416a4b0874159aff36a5f93191020",9,"9",2,2,4,,3,,,,14,15,1,1,,,,,,,1,3,60,1,18000,,6000,,16000,12000,,,,,52000,1,1,3
"4a2cbbf60dfd4e9886a7d1a106c41971",1,"##N/A##",1,,4,2,2,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a7854a23d5f4fdbbc16fa68eeaef75b",1,"1",1,,4,2,2,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a7854a23d5f4fdbbc16fa68eeaef75b",3,"6",2,1,4,,3,,,,31,32,2,3,,,,,,1,1,,,,1245000,,,,,65000,40000,,100000,,1450000,2,,
"4a8e3be9296a4254b35b14d36c81c065",1,"1",1,,4,2,3,,,,60,60,4,3,2,1,1,"BACHELORS DEGREE IN EDUCATION",114,1,1,,,,1323000,50000,225000,160000,,45000,40000,,120000,,1963000,2,,
"4a8e3be9296a4254b35b14d36c81c065",2,"2",2,1,4,,2,,51,5,,,,,,,,"BUSINESS ADMINISTRATION AND MANAGEMENT",413,,,,,,,,,,,,,,,,,,,
"4a8e3be9296a4254b35b14d36c81c065",3,"3",2,1,4,,3,,,,11,12,1,1,,,,,,,1,0.1,2,1,6000,500,9000,,10000,15000,,,5000,,45500,1,1,1
"4a8e3be9296a4254b35b14d36c81c065",4,"4",2,1,1,,3,,,,10,11,1,1,,,,,,,1,0.1,2,1,6000,500,9000,,10000,4500,,,2000,,32000,1,1,3
"4a8e3be9296a4254b35b14d36c81c065",5,"5",2,1,1,,3,,,,10,10,1,1,,,,,,,1,0.1,2,1,6000,500,9000,,,3000,,,2000,,20500,1,1,3
"4a8e3be9296a4254b35b14d36c81c065",6,"6",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a8e3be9296a4254b35b14d36c81c065",7,"7",1,,4,2,3,,,,14,15,1,1,,,,,,,2,0.1,2,1,6000,500,9000,,,15000,,,5000,,35500,1,1,3
"4a8e3be9296a4254b35b14d36c81c065",8,"8",2,1,1,,3,,,,11,12,1,1,,,,,,,1,0.01,2,1,6000,500,9000,,,15000,,,4000,,34500,1,1,3
"4aa7e3e3aa76461eb2006f013c593752",1,"1",1,,1,1,2,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4aa7e3e3aa76461eb2006f013c593752",2,"2",1,,4,2,2,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4aa7e3e3aa76461eb2006f013c593752",3,"3",2,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4aa7e3e3aa76461eb2006f013c593752",4,"4",2,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4ae5806130cc4430bcbb1432f94d183c",1,"1",1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4ae5806130cc4430bcbb1432f94d183c",2,"2",2,1,4,,2,,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4ae5806130cc4430bcbb1432f94d183c",3,"3",2,1,4,,3,,,,14,15,4,3,,,,,,2,1,0.2,5,1,360000,,,,,85000,,,100000,,545000,2,,1
"4ae5806130cc4430bcbb1432f94d183c",4,"5",1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4ae5806130cc4430bcbb1432f94d183c",5,"6",2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4ae5a516e47d467e96c4029a0000f4b4",1,"1",1,,4,2,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4ae5a516e47d467e96c4029a0000f4b4",2,"2",2,1,1,,2,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4ae5a516e47d467e96c4029a0000f4b4",3,"4",2,1,1,,2,,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4ae5a516e47d467e96c4029a0000f4b4",4,"5",2,1,4,,3,,,,15,16,1,1,,,,,,,1,3,45,1,9000,,20000,,10000,15000,,,,,54000,1,1,3
"4ae5a516e47d467e96c4029a0000f4b4",5,"6",2,1,1,,3,,,,13,13,1,1,,,,,,,1,3,45,1,9000,,7500,,10000,9800,,,,,36300,1,1,3
"4ae5a516e47d467e96c4029a0000f4b4",6,"7",2,1,1,,3,,,,11,12,1,1,,,,,,,1,3,45,1,6000,,7500,,,6800,,,,,20300,1,1,3
"4ae5a516e47d467e96c4029a0000f4b4",7,"8",2,1,1,,3,,,,10,11,1,1,,,,,,,1,3,45,1,6000,,6000,,,4700,,,,,16700,1,1,3
"4ae5a516e47d467e96c4029a0000f4b4",8,"9",2,1,1,,3,,,,0,10,1,1,,,,,,,1,3,45,1,,,,,,2500,,,,,2500,1,1,3
"4ae5a516e47d467e96c4029a0000f4b4",9,"10",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4aff9ba979d844f298d8883e424e68d8",1,"1",1,,1,2,2,,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4aff9ba979d844f298d8883e424e68d8",2,"2",2,1,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4aff9ba979d844f298d8883e424e68d8",3,"3",2,1,1,,3,,,,1,10,2,1,,,,,,,1,0.3,10,1,1,,1,,,15000,,,18000,111000,144000,2,,2
"4aff9ba979d844f298d8883e424e68d8",4,"4",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4b285f0f20c646dea7e3dd2da5a0cc5c",1,"2",1,,2,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4b285f0f20c646dea7e3dd2da5a0cc5c",2,"3",1,,4,2,3,,,,11,11,1,1,,,,,,,1,2,35,1,9000,,6000,,9000,12000,,,12000,,48000,1,1,3
"4b285f0f20c646dea7e3dd2da5a0cc5c",3,"4",2,1,1,,3,,,,0,10,1,1,,,,,,,1,2,35,1,6000,,4000,,5500,4000,,,3000,,22500,1,1,3
"4b285f0f20c646dea7e3dd2da5a0cc5c",4,"5",2,1,4,,3,,,,11,12,1,1,,,,,,,1,2,35,1,9000,,6000,,12500,12000,,,12000,,51500,1,1,3
