"hhid","h9q01","h9q02","h9q24a","h9q24b","h9q26","h9q25","h9q27","h9q28","h9q29","h9q30_1","h9q30a","h9q30b","h9q30c","h9q30d","h9q31","h9q32a","h9q32b","h9q32c","h9q33","h9q34","h9q35","h9q36","h9q37","h9q38","h9q03","h9q04","h9q05","h9q06","h9q07","h9q08","h9q09a","h9q09b","h9q10","h9q11","h9q12","h9q13","h9q14","h9q15","h9q15_1","h9q15_2","h9q15_3","s915_4","h9q15_5","h9q16","h9q17","h9q22","h9q22a","h9q22b","h9q23","h9_respondent","dwellingVisit"
"9a9edd843b7e44cca55f3b6b42ac0d94",10,10,1,16,1,2008,1,3,,,,,,,1,2,,,5,2,,1,,4000000,4,15,16,14,15,,20,2,0.8,8,2,,,10,5,8,,1,100,2,2,23,1,3,1,2,1
"9abe9f59f3c148b29ed8ed74c5563399",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,21,,,,,2,2,,,,,,,,20,1,2,22,1,10,1,2,2
"9ac9f70b4da04da78e87b87f6d198e61",15,16,,,,,,,,,,,,,,,,,,,,,,,2,10,12,16,15,,5,2,0.5,4,2,,,10,5,,,1,80,1,1,22,1,2,3,1,2
"9b02eb4b0fd64853af791dec2b9bc539",10,10,4,1200,2,2011,1,3,,,,,,,2,,,,2,2,,1,,1000000,1,15,14,14,14,2,10,25,1,10,1,2,1000,10,1,,,2,60,1,4,23,1,1,1,1,1
"9b13de6b59dd4203b4c5554fae128724",10,10,4,7500,1,2004,2,1,2008,1,1,2,,,1,2,,,2,2,,1,,100000000,3,10,12,10,11,,,,,5,1,1,30000,,,,,,60,2,1,22,1,2,1,2,1
"9b1763bd2b9b4fe8b790486a096ef979",10,10,1,700,1,1986,4,3,,,,,,,1,96,,,1,2,,1,,3000000,2,10,16,14,15,,30,5,0.5,5,2,,,10,2,3,,1,40,2,2,23,1,1,1,1,1
"9b183b2a67c4436781be3b7fe5425ccd",11,10,4,5000,1,2017,2,3,,,,,,,1,3,2,,2,2,,1,,40000000,2,10,12,13,11,,,,,2,2,,,,,,,,40,2,1,22,2,,1,1,1
"9b2ee4a1c47f42b3b3f84e2adb626c7d",10,10,1,4000,2,2013,1,3,,,,,,,2,,,,2,2,,1,,2000000,3,15,14,14,16,2,30,60,1.6,15,2,,,10,1,,,1,120,1,1,23,1,1,1,1,1
"9b529dee82f24c7ea945a5c46845748b",10,10,4,3500,2,1997,2,3,,,,,,,2,,,,2,2,,1,,8000000,2,10,16,13,21,,,,,3,2,,,,,,,,40,2,2,23,2,,1,2,1
"9b74b0f62de44be7a02f160a5ba08557",16,10,4,100,2,1993,1,3,,,,,,,2,,,,2,2,,1,,700000,2,15,15,14,14,1,40,10,0.25,3,2,,,10,1,3,4,1,60,1,4,95,,,,1,2
"9b7563f2016849e6ae51d19aca1ef392",10,10,4,3000,2,1982,2,3,,,,,,,2,,,,1,2,,1,,20000000,1,10,12,13,11,,,,,1,1,1,10000,,,,,,20,2,2,22,2,,1,1,1
"9b88844902cf4adb8c24f3bc03d2db42",10,10,4,5000,1,2012,1,3,,,,,,,1,96,,,6,2,,1,,6000000,3,10,12,13,14,96,30,2,1.6,1,2,,,10,3,4,5,3,100,1,4,23,2,,2,2,1
"9bbb958c03ec4a389217d56bc53182ec",10,10,3,1,1,2005,1,96,2005,1,1,,,,1,96,,,1,2,,1,,40000000,3,10,16,14,16,1,20,5,0.2,5,2,,,10,1,4,,1,60,2,4,23,2,,1,1,1
"9bcd26b7a9444954a0ec7a92ac5451fb",16,10,1,50,1,2017,1,3,,,,,,,2,,,,2,2,,1,,100000,1,15,16,14,14,6,40,30,0.5,5,2,,,10,2,,,1,80,1,4,23,1,2,1,2,2
"9bd1860b508146b3884cd20046df32cc",10,10,4,2400,3,1980,2,3,,,,,,,2,,,,1,2,,1,,12000000,2,10,12,13,17,1,45,2,1,3,2,,,10,1,2,,1,40,2,2,23,2,,1,2,1
"9be879f175da4225806fd3c44667aac3",16,10,3,0,2,2017,1,3,,,,,,,2,,,,2,2,,1,,1000000,1,15,14,14,15,,30,2,1,5,2,,,10,2,,,1,80,1,4,23,2,,1,1,2
"9c1c4c2d1ec449de9542c6b09cf43e01",15,16,,,,,,,,,,,,,,,,,,,,,,,2,10,12,16,10,,,,,2,1,1,24000,,,,,,80,1,1,12,2,,3,1,1
"9c2388cce582456c8880ed97716d9b4e",16,10,4,14,2,2014,1,3,,,,,,,2,,,,6,2,,1,,800000,1,15,16,14,14,6,25,15,0.5,3,2,,,10,1,2,,2,60,1,4,23,2,,1,1,1
"9c2fe212087149379638d83fba8fa0ff",10,10,4,5000,2,2006,3,3,,,,,,,1,96,,,1,2,,1,,3000000,1,10,12,14,16,6,60,1,1,5,2,,,10,2,3,,1,40,8,2,22,2,,1,1,1
"9c404252ae6644f381425f4d556632ba",10,10,1,20,2,2013,1,3,,,,,,,2,,,,2,2,,1,,5100000,1,10,12,14,14,1,18,10,0.4,10,2,,,10,2,,,1,60,1,4,22,2,,2,1,1
"9c4b2b70e3944e408f72094f249cb5a8",10,10,1,180,3,2008,1,3,,,,,,,2,,,,6,2,,1,,500000,1,10,16,14,15,,60,5,1.5,3,2,,,10,2,,,1,40,1,4,22,1,10,1,2,1
"9c53e5a4d54a44e68778cb51b6fc40ae",10,10,4,4000,2,1989,2,3,,,,,,,2,,,,1,2,,1,,6000000,3,10,16,14,15,,20,5,0.3,5,2,,,10,2,6,,1,60,2,2,23,2,,1,2,1
"9c6f798b6064405691e41dce5791aaa1",10,10,4,3000,1,2002,2,3,,,,,,,1,3,,,2,2,,1,,5000000,3,10,12,13,14,6,15,4,0.3,12,2,,,10,4,5,6,1,120,1,4,23,2,,1,1,1
"9c836313ac414ff3942db65defab726f",10,10,3,1,1,1986,1,1,2016,2,,,,,2,,,,2,2,,1,,25000000,4,10,12,13,11,,,,,20,1,2,2000,,,,,,100,1,4,22,1,4,1,5,1
"9c92c41e2886404084d6eaae15bfa141",10,10,3,0,1,1985,2,2,1985,1,1,,,,2,,,,2,2,,1,,2500000,2,10,12,13,14,6,30,10,0.5,5,1,2,500,10,5,,,1,20,1,2,22,2,,1,5,1
"9ca4f0e0d23a46e2ad1e2765fa85878f",10,10,4,5000,1,1978,1,3,,,,,,,1,96,,,6,2,,1,,50000000,1,10,12,13,12,5,2,1,0.01,1,2,,,10,1,,,1,20,2,2,23,1,2,1,1,1
"9cce9051cded44efa35fb13624ada0ea",10,10,4,150,1,2002,1,3,,,,,,,2,,,,2,2,,1,,6000000,2,10,13,13,96,2,1,1,0,10,1,1,20000,10,1,2,3,1,60,1,2,21,2,,1,2,1
"9cd59c0742ed47cdabdf3e3b1f8d226a",10,10,1,5000,2,2015,1,3,,,,,,,1,1,,,2,2,,1,,2000000,3,10,12,13,17,1,20,1,0.2,4,2,,,10,2,,,1,50,2,2,22,2,,1,2,1
"9cdf579305d145c599d0315528822ba3",10,10,1,250,2,2012,1,3,,,,,,,2,,,,4,2,,1,,2000000,2,15,12,14,14,1,5,1,0.2,5,1,2,2000,10,1,,,1,100,1,4,23,2,,2,1,1
"9ce14d1635fd4fe78ab5a5cccfbcddfc",16,10,1,120,1,2005,1,3,,,,,,,1,3,,,2,2,,1,,2000000,3,15,14,14,16,1,30,5,0.4,5,2,,,10,1,2,,4,60,1,3,23,2,,1,1,1
"9cf4084fbcd44026b3e39be93b069b0a",10,10,1,4000,3,2015,2,96,1998,2,,,,,2,,,,1,2,,1,,10000000,2,10,16,14,14,6,5,5,0.2,5,2,,,10,3,4,5,1,40,1,4,21,2,,1,1,1
"9d28b9e037f646af8d0ffa74fbee26ca",15,16,,,,,,,,,,,,,,,,,,,,,,,2,10,12,13,12,4,3,2,0.1,1,1,1,9000,10,1,2,3,1,20,2,2,21,1,2,1,1,1
"9d36de5ee53f4a1ca591cb09082a86d0",10,10,3,0,1,2019,2,3,,,,,,,1,96,,,1,2,,1,,10000000,2,10,12,13,12,6,5,5,0.2,2,1,1,18000,10,1,,,1,40,1,2,22,2,,1,1,2
"9d60158b372846398a2b0ee7e5cdf26c",10,10,1,60,2,2008,1,3,,,,,,,2,,,,2,2,,1,,800000,4,10,12,13,14,1,20,15,0.5,10,2,,,10,2,,,1,80,1,4,23,2,,1,1,1
"9d6695859b5e4334b1200b076920ecac",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,2,2,0.1,3,2,,,10,2,,,1,40,2,1,22,1,10,1,2,2
"9d716a68dbf64a0a88e338829fc98f42",16,16,,,,,,,,,,,,,,,,,,,,,,,1,15,16,14,14,1,30,60,0.5,10,1,1,4000,10,1,,,1,40,1,4,23,1,3,1,1,2
"9d7180d90f7a49bc8dae77bfa6e9c30d",16,10,3,0,2,2017,1,3,,,,,,,2,,,,6,2,,1,,500000,1,15,16,14,17,1,60,5,2.5,5,2,,,10,2,,,1,40,2,4,95,,,,1,2
"9d94bc4df700422e9871c90bae9858b1",10,12,,,,,,,,,,,,,,,,,,,,,,,2,15,12,14,14,6,10,10,0.3,1.5,1,2,1000,14,,,,,20,1,4,23,1,1,1,1,1
"9da3836174fb48d1bc2c6a5643c1c7d4",10,10,3,1,3,1995,1,1,2014,1,1,,,,2,,,,1,2,,1,,10000000,2,10,12,13,14,96,10,2,0.5,3,2,,,10,1,5,6,3,60,1,4,22,2,,1,1,1
"9dc451335e534c9084e29c29c74eb9ee",11,10,1,250,2,1980,2,3,,,,,,,2,,,,1,2,,1,,20000000,1,10,12,13,21,,,,,1,2,,,,,,,,20,1,2,22,1,1,1,1,1
"9dd0ecce1e484e9b82267c6a530782b9",16,10,4,5,1,2016,1,3,,,,,,,2,,,,2,2,,1,,300000,1,15,15,14,17,1,90,10,2.5,5,2,,,10,1,,,1,20,2,4,95,,,,1,1
"9dd8f3958c3342f58d5e2be07c843c70",10,10,1,280,1,2009,2,1,2009,1,1,,,,1,3,,,1,2,,1,,1500000,5,10,12,13,15,,15,60,0.5,120,1,2,3000,10,3,4,5,1,20,1,4,23,2,,1,1,1
"9dfa261f071f4bea941f85a00131b209",10,10,4,225,1,2000,2,2,2014,1,1,,,,2,,,,1,2,,1,,10000000,2,10,17,14,16,6,10,2,0.1,5,2,,,10,2,6,11,1,60,2,2,95,,,,1,2
"9e3c7166bcbe4daf94dd2ea74abba9f6",11,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,5,2,0.2,1,1,1,10000,10,1,,,1,10,2,4,22,1,4,1,1,1
"9e47a5951ea1431e813d916b9aa600a3",10,10,3,0,2,1995,1,3,,,,,,,2,,,,6,2,,1,,300000,2,15,12,14,14,1,60,15,2.5,10,1,2,1000,10,3,5,,1,80,1,4,23,1,2,2,5,1
"9e5b1526f35f46eab13af6bf34d2f7f8",10,10,3,2,1,1996,2,3,,,,,,,1,96,,,2,2,,1,,2500000,4,10,12,14,17,6,10,3,0.1,10,2,,,10,1,2,,1,100,1,4,23,2,,1,2,1
"9e6b3a11bb654bc8aeae3a9f14180788",10,10,3,30,1,2014,2,3,,,,,,,1,3,,,2,2,,1,,20000000,3,10,16,14,16,1,30,5,1,5,2,,,10,6,7,8,1,60,8,2,23,2,,1,2,1
"9e960379cd1d4a61b8caf792d5b610cd",10,10,3,0,1,1989,2,3,,,,,,,1,96,,,1,2,,1,,7000000,3,10,16,14,12,6,20,40,0.25,2,1,1,11000,10,1,2,4,1,40,1,2,23,2,,2,1,1
"9eb87a01395b45ac9a4854b346d2fd02",10,10,4,4800,3,2001,2,3,,,,,,,2,,,,1,2,,1,,10000000,2,10,12,13,15,,30,1,0.8,3,2,,,10,1,,,3,60,2,2,22,2,,2,2,1
"9eba24ef0cd44e578f623b42daadd8c2",10,10,4,5000,2,1996,2,3,,,,,,,2,,,,1,2,,1,,20000000,3,10,16,14,15,,30,5,0.3,5,2,,,10,3,4,,1,60,1,2,23,2,,1,2,1
"9eba52050a0049a08e8af4883a44e392",10,10,4,4000,2,1994,2,3,,,,,,,2,,,,6,2,,1,,3000000,2,10,14,14,14,6,50,10,1,6,1,2,1000,10,1,,,1,60,1,3,23,1,2,1,1,1
"9ed7a2676781477b94f81f605ddf1b91",10,10,4,5000,3,1990,4,3,,,,,,,2,,,,2,2,,1,,6000000,2,10,12,13,15,,20,10,0.5,5,2,,,10,1,3,4,1,60,2,2,22,2,,2,2,1
"9f198ca574884c7091adc9cd134a3ea3",10,10,1,168,2,1999,1,3,,,,,,,2,,,,6,2,,4,96,3000000,2,15,14,14,12,2,5,5,0,3,1,1,11200,10,1,2,,1,40,1,4,23,1,2,1,1,1
"9f2173b43a5d48a38d0598ab9c2dd4b9",10,10,4,50,2,1978,1,3,,,,,,,2,,,,2,2,,1,,2000000,1,10,14,14,14,96,30,15,0.5,0,1,2,500,12,,,,,10,8,4,23,2,,1,1,1
"9f2b19d489c64381aaddfb4cce02568d",10,10,4,1800,1,1972,2,3,,,,,,,1,3,,,2,2,,2,4,2000000,2,10,12,14,14,5,20,5,0.5,3,2,,,10,1,,,1,3,1,2,23,1,1,1,1,1
"9f2b5369bc5e4a8f941af972f91ea329",10,10,4,7000,2,1992,1,2,2000,1,3,,,,1,1,96,,6,2,,1,,100000000,1,10,12,13,21,,,,,5,2,,,,,,,,40,1,1,21,1,9,2,1,1
"9f3451aed30948a1b6530ac48207f274",11,10,4,3000,1,2013,1,96,2013,1,2,,,,1,1,,,2,2,,1,,1200000,1,10,16,14,12,2,10,1,0.2,3,2,,,10,1,,,1,60,1,2,23,2,,1,1,1
"9f414e2c5d0e41c290bdfd85a29bfd6f",10,10,3,0,2,2000,1,3,,,,,,,2,,,,1,2,,1,,500000,1,15,96,14,12,2,20,40,0.3,5,1,2,2000,10,1,2,3,1,100,1,4,23,1,1,1,1,1
"9f5ad7852a0a42169e52d6b64dde7e4e",10,10,1,620,2,1992,1,3,,,,,,,2,,,,2,2,,1,,1500000,4,15,96,14,15,,5,10,0.3,5,2,,,10,2,7,,1,120,1,4,23,2,,1,1,1
"9f6e5cc31cff4887aab71e590f1b042a",10,10,1,30,2,1999,1,3,,,,,,,2,,,,1,2,,1,,3000000,1,15,14,14,14,2,10,0,0.05,2,2,,,10,1,,,1,20,1,4,23,2,,1,1,1
"9f80522ee9de40008a38c9e4a25ec6ca",11,10,1,500,1,1987,1,3,,,,,,,1,2,,,2,2,,1,,5000000,3,10,12,14,14,6,10,15,0.5,7,2,,,10,6,8,,2,80,1,4,23,1,3,1,2,1
"9f838ebb94fd4325b29a9c0af5d4dfed",10,10,4,2600,1,2009,1,3,,,,,,,1,3,,,2,2,,1,,2000000,2,10,12,14,15,,20,2,0.5,3,2,,,10,2,4,,1,80,2,2,23,2,,1,1,1
"9f88cdbe9120482eb342fabcd8cc942e",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,2,1,0.01,4,1,1,11200,10,1,3,4,1,40,2,2,22,1,4,1,6,2
"9f8f454ed1364911ab89b8c4f16237ab",10,10,3,1,2,2000,1,3,,,,,,,2,,,,6,2,,1,,1900000,3,10,13,14,15,,10,10,0.3,10,2,,,10,2,3,4,1,80,1,4,23,1,1,1,2,1
"9fab9456d6564f0199e9d3bddef4d6da",10,10,4,5000,1,1980,2,3,,,,,,,1,3,,,1,2,,1,,3000000,2,10,12,14,14,6,15,5,0.2,5,2,,,10,4,5,,1,60,1,4,23,2,,1,1,1
"9fb78c3c78404927b8f33d3a6aafdbaf",10,10,4,4000,1,2008,2,3,,,,,,,2,,,,2,2,,1,,1800000,1,10,12,14,14,6,15,5,0.3,3,2,,,10,2,3,,1,60,1,4,23,2,,1,1,1
"9fc5c52e8b5b4f4fbb4b629aa641322f",15,10,4,1800,3,2000,2,3,,,,,,,1,3,,,1,2,,1,,12000000,2,10,12,13,14,6,10,5,0.6,3,2,,,10,1,2,,1,40,8,2,22,1,1,1,1,1
"9fcd129c95c544e69efeca0bd3c3b8d8",10,10,3,0,3,1978,1,3,,,,,,,2,,,,1,2,,1,,10000000,4,10,12,13,20,,10,15,0.5,5,2,,,10,1,,,1,60,2,2,22,1,2,1,1,1
"9fd0c6d9b69a47c195fb0028536e94f0",10,10,3,0,2,2013,1,3,,,,,,,2,,,,5,2,,1,,300000,1,10,12,14,15,,15,2,0.1,3,2,,,10,1,,,1,60,2,4,23,2,,1,1,1
"9fd857088d244d02842c0e7f0f0d774e",16,10,1,4,1,1980,1,3,,,,,,,2,,,,6,2,,1,,1000000,1,15,16,14,14,96,15,15,0.5,500,1,2,1000,10,2,3,4,1,60,1,4,23,2,,2,1,1
"9fddb7f5bc8049d6a47683f9ee9f059b",16,10,4,1,2,2012,1,3,,,,,,,2,,,,4,2,,1,,500000,1,15,16,14,14,96,30,15,2,10,2,,,14,,,,,30,1,4,95,,,,1,1
"9fe30174b19447308593d82df6e56e21",10,10,1,20,2,1975,1,3,,,,,,,2,,,,2,2,,1,,2000000,2,10,16,14,15,,15,4,0.5,3,2,,,10,2,3,4,1,80,2,4,23,2,,1,2,2
"9fe8b4b2662f40bd9c37442c19160aba",10,10,4,800,1,2015,2,3,,,,,,,1,96,,,1,2,,1,,1000000,1,10,16,14,18,,,,,2,1,1,56000,13,,,,,40,2,2,23,2,,1,1,1
"a0080aeee9294a69b56fa37eee7c5600",10,10,3,2,1,2012,2,3,,,,,,,1,2,,,6,2,,1,,10000000,1,10,16,14,21,,,,,1,2,,,,,,,,20,2,2,23,2,,1,1,1
"a03671a2c2ff401f94830d5548a804f9",10,10,4,3500,2,2012,2,1,2013,1,1,,,,2,,,,2,2,,1,,6000000,2,10,12,13,15,,40,10,1,10,2,,,10,4,5,6,1,80,1,2,22,1,5,1,2,1
"a0424edcbfcb43f0803923adce6375e4",10,16,,,,,,,,,,,,,,,,,,,,,,,2,10,16,14,15,,30,10,0.5,3,2,,,10,4,,,1,60,1,2,23,2,,1,6,1
"a068544ea2794bdca721e080a992c8f2",16,10,1,60,2,2018,1,3,,,,,,,2,,,,1,2,,2,1,1000000,1,15,14,14,14,1,40,10,0.5,5,2,,,10,1,,,2,60,1,4,23,2,,1,2,1
"a08468e3285942ccabfcc602d47ffe2d",10,10,1,338,1,2009,1,3,,,,,,,2,,,,6,2,,1,,23000000,4,10,14,13,15,,8,20,0.2,10,2,,,10,2,3,7,1,60,1,4,22,1,1,1,1,1
"a09fcceb110d4fbd94291a67ff6db4dd",10,10,3,0,3,1986,1,3,,,,,,,1,3,,,6,2,,1,,4000000,3,10,16,14,14,6,30,10,1,8,2,,,10,3,4,,2,80,1,4,23,1,1,1,2,1
"a0a00a2d0f3c48fca8bfbe77704ee217",11,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,2,10,2,0.2,3,1,1,15000,10,1,,,1,40,2,2,21,1,7,1,1,1
"a0c97672aa9a451dbca797f24ef2ea8f",10,10,4,1800,1,2008,2,3,,,,,,,2,,,,2,2,,1,,2000000,3,10,16,14,12,2,10,5,0.2,3,2,,,10,2,3,4,1,0,2,4,23,2,,1,2,1
"a0eebd7a23d247bb98143b7343562c0f",10,10,4,3000,1,2018,2,3,,,,,,,2,,,,2,2,,1,,30000000,1,10,12,14,17,1,20,5,5,3,2,,,10,2,3,,1,40,1,2,23,2,,1,2,1
"a10070397462429aa7bba3447710a8be",10,10,1,40,2,1982,1,3,,,,,,,2,,,,2,2,,1,,2000000,2,10,12,13,14,6,15,5,0.25,3,2,,,10,2,5,6,1,80,2,4,23,2,,1,2,1
"a10b883d774b4ad5973e34bed51f0de9",10,10,4,1200,2,2013,2,3,,,,,,,2,,,,2,2,,1,,2,2,10,16,14,16,2,10,1,0.01,5,2,,,10,2,,,1,60,2,2,22,1,1,1,2,1
"a11818ca5e604f3cb76bcd190414943c",10,10,4,1400,2,1983,1,3,,,,,,,2,,,,2,2,,1,,9000000,3,10,16,13,21,,,,,7,2,,,,,,,,60,2,2,23,2,,1,2,1
"a1272871d88c46d39390075ee56429de",10,10,1,2800,1,2017,2,3,,,,,,,1,96,8,,2,2,,1,,8000000,1,10,12,13,12,4,2,5,0.05,1,1,1,3000,10,5,,,1,20,8,2,22,1,2,1,1,1
"a138dfb2f8d64c30b1284f156a032990",10,10,3,1,2,1995,1,3,,,,,,,2,,,,6,2,,1,,1000000,4,10,12,13,15,,30,5,1.5,8,2,,,10,3,4,5,2,120,2,4,23,2,,1,5,2
"a1628b77ba6e44afa92db1f0b985d6b1",15,10,4,400,1,2010,2,3,,,,,,,1,3,,,1,2,,1,,5000000,2,10,12,13,21,,,,,3,2,,,,,,,,30,1,2,23,1,1,2,1,1
"a16ed4e1a42244a2b105fe704ec890ad",11,10,4,7500,1,1996,2,96,1996,1,1,,,,1,3,,,1,2,,1,,25000000,3,10,12,13,12,6,15,5,0.1,5,1,1,27000,10,1,4,5,1,60,2,2,22,2,,1,1,1
"a171d0dda45341a8b32993e89fa61618",10,10,1,300,2,2008,4,3,,,,,,,1,96,,,1,2,,1,,1000000,1,10,12,14,14,6,30,10,0.25,3,2,,,13,,,,,90,1,4,23,2,,1,1,1
"a1a09533a6734afeafea296fcb40d61f",10,10,1,120,1,2000,4,3,,,,,,,1,2,,,5,1,1,3,1,200000000,3,10,12,13,12,6,2,2,0.1,10,1,1,30000,10,2,,,1,100,2,2,12,1,1,1,2,1
"a1c428fcc6c84be48150936eac2fa9b1",16,10,1,20,2,2000,1,3,,,,,,,2,,,,1,2,,1,,500000,2,15,16,14,14,6,45,20,2,10,2,,,10,3,5,6,1,60,2,4,95,,,,3,1
"a1cef5f8f14b49a7b7d9ff348c483481",10,10,1,2160,2,2005,1,3,,,,,,,2,,,,6,2,,1,,2500000,1,15,17,14,14,6,10,15,0.1,5,2,,,10,1,3,7,1,70,1,4,23,1,1,1,1,1
"a1eb89c276174cec88ee6cfbaaa3ac7a",10,10,4,8000,1,1972,1,3,,,,,,,1,96,,,1,2,,1,,2500000,4,15,16,14,14,96,1,6,0.6,10,2,,,10,3,11,,1,120,1,4,23,2,,1,4,1
"a1f4bdfc16314591ae07c3e1aa6c20bf",16,10,3,0,2,2012,1,3,,,,,,,2,,,,6,2,,1,,3000000,2,15,14,14,15,,25,5,0.2,10,2,,,10,1,2,3,1,100,2,4,23,2,,1,1,1
"a20abcc5141a4324bdfd913442ba7c74",16,10,3,1.25,2,2003,1,3,,,,,,,2,,,,2,2,,2,1,1250000,1,15,14,14,15,,0,1,0.3,10,1,2,500,10,1,2,,1,120,2,4,23,2,,1,1,1
"a20d042853d14207a6d8fd60663a234e",10,10,4,5000,3,1989,1,3,,,,,,,1,3,,,4,2,,1,,15000000,4,10,12,13,16,6,5,2,0.2,2,2,,,10,2,4,5,1,60,8,2,22,2,,1,2,1
"a20eb7aa426f4d66a5c2c8e0dd06e5b0",10,10,3,1,2,2014,1,3,,,,,,,2,,,,2,2,,1,,3000000,1,15,14,14,14,2,20,10,0.1,5,1,2,1000,10,2,,,1,40,1,4,23,1,1,1,2,1
"a22faaa40bbb4ee3aa81d09ec5ee93ee",10,10,4,8000,2,1998,2,3,,,,,,,2,,,,2,2,,1,,1800000,4,10,16,14,16,96,30,2,0.3,3,2,,,10,2,3,5,1,80,2,2,23,2,,1,2,1
"a2537eed6b3a45bda7cef1e83993d7cf",10,10,4,5000,3,2008,1,3,,,,,,,2,,,,1,2,,1,,10000000,2,10,12,14,16,96,30,2,1,2,1,1,56000,13,,,,,40,1,2,22,2,,1,1,1
"a253a93dccd642c9a9ced4b737a30f07",10,10,1,200,1,1994,1,3,,,,,,,1,2,,,3,2,,1,,2000000,2,10,12,14,14,6,10,30,0.3,3,1,2,2000,10,2,3,4,1,60,1,4,23,1,3,1,4,1
"a2d7dfb3d3d24024b5490df37ca083d9",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,11,,,,,1,1,1,15000,,,,,,10,2,2,22,1,2,2,1,1
"a2d8600a7bbf44c9b630a2d8c4b465f2",10,10,1,255,2,2014,1,1,2014,1,1,,,,2,,,,2,2,,3,5,8000000,2,10,12,13,12,2,10,5,0.25,5,1,1,2500,10,2,3,,1,100,1,4,23,1,4,1,2,2
"a333dbaff12d49f1923968e6efc23d24",16,10,1,90,2,2013,1,3,,,,,,,2,,,,6,2,,1,,8500000,1,15,14,14,14,6,10,2,0.2,5,2,,,10,1,,,1,80,2,4,95,,,,1,1
"a34811ae5dc5429aa501aa90e10fca56",10,10,4,15000,2,1997,2,1,2008,2,,,,,2,,,,1,2,,1,,120000000,5,10,11,13,11,,,,,6,1,1,60000,,,,,,200,8,2,21,2,,1,1,1
"a380dcac18c7409aa2674ee74cae9901",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,18,,,,,20,1,1,22400,12,,,,,40,1,2,22,1,10,1,2,1
"a3854296881447e3b50417cdd8e3e4b9",10,10,1,89,1,2009,1,3,,,,,,,2,,,,1,2,,1,,2000000,2,15,14,14,14,2,10,20,0.25,20,1,2,1000,10,2,3,,1,100,1,4,23,1,1,1,6,1
"a386a83ffe3f4ba1bd76dee8a9892cb9",10,10,3,0,1,1986,1,3,,,,,,,2,,,,2,2,,1,,1500000,3,15,12,14,15,,15,10,0.3,5,2,,,10,1,,,1,60,1,4,23,2,,1,1,1
"a399a30d9dfc41f484784fa549684c46",10,12,,,,,,,,,,,,,,,,,,,,,,,1,15,14,14,12,2,20,5,0.5,5,2,,,10,2,3,5,1,100,1,4,23,1,2,1,1,1
"a3aa8987edac4de486425f4b97409b9b",10,12,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,11,,,,,2,1,1,3000,,,,,,20,2,1,22,2,,1,1,1
"a3b83a591eaa41b7bc61371b1837cd37",16,10,3,0,2,2005,2,3,,,,,,,2,,,,1,2,,1,,5000000,3,15,14,14,16,6,35,5,0.5,5,2,,,10,3,5,,1,60,2,4,23,1,5,1,4,1
"a3bb8e0be4ae482fa1b966785d45ecc4",10,10,3,0,1,1985,2,3,,,,,,,1,1,,,1,2,,1,,12000000,3,10,12,13,16,6,50,5,0.5,3,2,,,10,1,2,3,1,20,1,2,22,2,,1,1,1
"a3f06a0a2fca4ffc9bc3458f3f57f38d",10,16,,,,,,,,,,,,,,,,,,,,,,,2,10,16,14,14,6,10,5,0.3,3,2,,,10,2,3,4,1,60,1,4,22,1,2,1,5,1
"a3f3ee1c2a1b48ca86fd6faf9922f72a",15,10,4,250,1,1986,4,3,,,,,,,1,2,,,6,2,,1,,50000000,2,10,12,13,15,,6,2,0.05,6,2,,,10,2,,,1,80,8,1,21,1,6,1,3,1
"a40f971414b64ea88a3625232d1991c5",16,10,3,0,2,2010,1,3,,,,,,,2,,,,2,2,,1,,2000000,2,15,14,14,14,1,30,10,0.25,5,2,,,10,2,,,1,80,1,4,95,,,,2,1
"a43617ac64974636ab88bfda51727916",10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a45e2caa22b64dcd8c217a0b58482ede",10,10,1,12,1,2012,1,3,,,,,,,2,,,,2,2,,1,,6000000,2,10,96,13,14,1,10,5,0.5,5,2,,,10,2,7,,2,80,1,4,23,2,,1,2,1
"a470f17e5d5842248fbbd8a30de5ef5b",10,10,2,3000,1,9998,2,3,,,,,,,1,96,,,6,2,,1,,4000000,2,10,16,14,15,,60,5,3,3,2,,,10,1,5,6,1,40,1,4,23,2,,1,1,2
"a47c8925889a4d4db71a72544a72725e",16,10,4,5,2,2013,1,3,,,,,,,2,,,,6,2,,1,,1000000,3,15,16,14,17,96,15,10,0.2,10,2,,,10,1,,,1,40,2,4,95,,,,1,1
"a4b02fec7bd140b3bedc21904617351a",15,15,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,15,3,0.25,3,1,1,10000,10,1,,,1,0,2,2,21,2,,1,1,1
