"hhid","PID","t31","t32","t33","t34","t35","t36"
"d3ea5ec40dd44cd7913cf732de25501c",6,1,2,1,1,2,
"d403ac8f822e4a2aab13b54f6aed3121",13,2,,2,,2,
"d42133a0d2dd4aa3ba616384bd4e1e0e",3,1,3,2,,2,
"d43af79087294ccdb95d692f8bf1f2bd",6,2,,2,,2,
"d43e91e01d7e4c40af4c1de3e268f68e",4,2,,2,,2,
"d54912878f6746e4aef4a719e8f7dee4",8,2,,1,2,2,
"d552f132ed94456abbd5eb714c4de8de",11,2,,2,,2,
"d56419dadc014aedae93e06f7523925b",3,2,,2,,2,
"d572df83ab824412be02979fa97a7221",7,2,,2,,2,
"d6427029a806472b81bcf11c98438b22",6,1,1,1,2,2,
"d67b6f52a06d4a5fa233a261b9377fd4",5,2,,2,,2,
"d690d7dcc88a4812a4ba6d16408f376f",7,2,,2,,2,
"d700851e72dd434b86be76a246d8c16d",7,2,,2,,2,
"d73b3e7f240e4b1996e06c96cea26c0a",5,2,,2,,2,
"d7abbfda0a3743c0bde2ca444e1af1a0",4,2,,1,1,2,
"d7b952ed61df4201a33caa778d18d332",6,2,,2,,2,
"d7c13215572f4d70acc4de60318c1e83",16,2,,2,,2,
"d7fef0ab4776477eb5ca1995863949aa",12,2,,2,,2,
"d8074f8e01604c6896e6e53d730eac6f",8,1,2,1,2,2,
"d823d26a483f4f20b3621b50a718a287",13,2,,2,,2,
"d839c9a5032942198fe95b2b90b9cf01",7,1,2,1,2,1,1
"d85364f667764e2b8cb3582793802ba6",16,2,,2,,2,
"d8ebd301501f41f89b7530526badcce1",13,2,,2,,2,
"d9067e6a03b94115b31731b2f1931cc4",5,98,,98,,98,
"d9469290912e462690d556ecb9709fe7",5,2,,1,1,2,
"d963b437fb33436d83a9403b8007970f",3,2,,2,,2,
"d9d5789f074a4aaf83762bb9fb435575",10,2,,1,2,2,
"da3802d96286499fb42b7d19293ee688",3,2,,98,,98,
"da74ad1d428c451e9333aa3ab678d0a4",3,2,,2,,2,
"da9d2b5060f746ab91a5c2f80a130918",8,2,,2,,2,
"dae0bb69de954b3fb110a651f7a43436",5,2,,2,,2,
"daff2df9a9b7461bbf8301c0923ef667",6,2,,2,,2,
"db1be5b38b354a65920b027e5ea43b71",5,2,,1,1,2,
"db3eff7939cb415299d01db1c37016dd",4,2,,2,,2,
"db3fbea32d7d4f1fa6a2e1ab1ca399a2",10,2,,2,,2,
"db5bc412d6e449a8879c576f069d2728",6,2,,2,,2,
"db5d0ba5c29b4ad0869ddf8e90201d9d",3,2,,2,,2,
"db635523a5904962828e09e34f78976c",5,2,,2,,2,
"dbb3fcac935542bbb05b624c4c5f290f",8,2,,2,,2,
"dbe940a40a884cbbbfb1a44ada8695ac",4,2,,2,,2,
"dbf651b041b5406f8df94a53523add5c",5,2,,2,,2,
"dc2986b159b84770a35675db02f139e1",5,2,,2,,2,
"dc307491ec2c4ae89f7eac0acec7ec50",5,2,,2,,2,
"dc323e08e922427885ea975e9bb68cee",3,2,,1,2,2,
"dc959d3ade194df79646dea9ff0ede4a",6,2,,1,2,2,
"dca38505f5094514a5c4151ae7ad462d",10,2,,98,,2,
"dcab0e4bf2784240bdff1d0e5b222a99",6,2,,1,2,2,
"dcd95ba0e9b64beb88152cb57697b4f2",9,98,,98,,98,
"dd206ad22331496e9914bfe69dc07517",5,2,,2,,2,
"dd210f05b7b04d1cbc14aa235d69410f",6,2,,1,2,2,
"dd3b116c028646e08d6053498e7e7adc",7,2,,2,,2,
"dd8f707bc0404ad78d72886434c69cd1",7,2,,2,,2,
"ddb6d6a53c1f415eb12537da1221e4cb",5,2,,2,,2,
"de0edef11c3d43d38f3dd4feba6a9fb1",6,2,,2,,2,
"de30713f1fa94a4f8ebea38f1d1ee317",5,2,,2,,2,
"de33100b792a468b82861672d9340ef3",8,2,,1,2,2,
"de338ded45464f8a966b16b718ccc1a6",6,2,,2,,2,
"de413dde36c14865962c2c14ececa013",6,2,,2,,2,
"de5b32d88a9e4e8fb642399220899552",9,2,,2,,2,
"de64d77e46e44616b730990929a0a13f",11,1,2,2,,2,
"deae40113d8940099015ccb745a981dc",4,2,,1,2,2,
"deb474ee4cdd400f9d45fc267f196969",12,2,,2,,2,
"deba7803811c4dde9db8f82213059a54",7,2,,2,,2,
"dedaf0b9ee24480f84bdcec246a10a23",6,1,2,2,,2,
"df0183ce430a4e60ab1c7bb31a445492",8,2,,2,,2,
"df1267c3b0e340e8b42781223a0d7f39",6,2,,1,2,2,
"df1e28369a16419d86e1dcaeb73a1292",3,2,,2,,2,
"dfac01ee641c41d397fec89e8b418362",7,2,,2,,2,
"dfe74e541ed746b8add1788af91f3ed8",4,2,,1,2,2,
"e040f9b2e31f4e828b46e8f9b5367268",8,1,1,1,2,2,
"e0a35de7a3ab4506a26d478156e03755",5,2,,2,,2,
"e0af6581e4804877ac5ba292552a8ac3",6,2,,2,,2,
"e0c2784f134e4d5281e6f09a0e3ccd42",4,2,,2,,2,
"e0c4f4458c6d45c3b8f5ab2aabbadc85",6,2,,2,,2,
"e134efcd428440bf9679a2776f189fbf",5,2,,1,2,2,
"e1621d847f2b4c89a3f90a9bd772a15a",3,2,,2,,2,
"e16430700605483094eb2241798d8b12",8,2,,2,,1,0
"e16705f59aef4668ab4b2eba8162f925",5,2,,2,,2,
"e17e1ff13292417d90c4f6eafe973599",4,2,,2,,2,
"e18770e2f8654cf492a5078eef55795f",9,2,,2,,2,
"e18e3ded6e684e3b9492a55090893950",3,2,,2,,2,
"e1b9ef12df374cc7a3310c77f9b2049d",11,2,,1,2,2,
"e1e4f600d96d467f8131e66be3ef1571",4,98,,1,2,2,
"e209e9a91faf40ac8d7f623739910f8b",5,2,,2,,2,
"e2129f8175624a4cb4b7928b8a3e3048",12,2,,2,,2,
"e23426755e80453e923ddb805290cfa3",5,2,,2,,2,
"e2420351245048bf81520b722d7a3194",3,1,1,1,1,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6",4,1,2,1,2,2,
"e28fa276d0bd4fbb9b7057bd52355db6",3,2,,2,,2,
"e33a0702257c400f8f2f669ce637e15d",5,2,,2,,2,
"e35b0fbe3fb64f5b97cc925839a08974",12,1,1,1,1,1,1
"e35e43cf097941289b9865c11735dc4e",10,2,,2,,2,
"e37faa53be254b9c95c5c35d2d3ba325",4,2,,1,1,2,
"e38c6169570d41019dd68ea2cdbe44f7",9,2,,2,,98,
"e423b8514f984fb19a048369b9982434",5,2,,2,,2,
"e450e31f8aaa47a59f20bb2a1e9db4b0",3,2,,2,,2,
"e453852a3edd4d9eb7cf8d3b97e43221",4,2,,2,,2,
"e48422ac358e481db4fda7af93c33cfe",8,2,,2,,2,
"e4985f432e97443592da086e748b9032",7,98,,98,,98,
"e4dc7edd09ac4af98798727b7f4596f6",9,1,2,1,2,2,
"e4ea7e6b01d9417dbd7b0b6a83ddea88",7,2,,2,,2,
"e4f39acd480c4e609c102b49c2fdbd66",6,2,,2,,2,
"e51b48f20cbe4a4cbaec7455e00bb889",5,2,,2,,2,
"e5a999aba16d499292df3e91f4a0357a",10,2,,2,,2,
"e5fae4821c524e4c8cc016dbc419726c",8,2,,2,,2,
"e5fbbe096194464e9101b737007f5c06",15,2,,1,2,2,
"e66f16eee8fc48bbb1b40d3d336dbead",7,2,,2,,2,
"e68fe982eac94d57b425805102b5849a",5,2,,1,1,2,
"e691f36dcace4f579fdbf7280d027b8d",5,2,,1,1,2,
"e6a9bab17f8849be80d75e279c53c64e",7,2,,2,,2,
"e6e832392045456f831adebac8130bdb",6,2,,2,,2,
"e7032cc83bf04c508071542253a71c95",8,1,3,2,,2,
"e71a3dc6e5cb473ab53e52b73b10ba4d",8,1,1,1,1,2,
"e7344e1f84914899a0de39afee9bd452",6,2,,2,,2,
"e756f8884324418f875b4d6fa15fb6f5",7,2,,2,,2,
"e760698f8dba4e6199907cc2532107f2",7,2,,2,,2,
"e7d77ca7f81a484b91e61dc6a76f941b",6,2,,2,,2,
"e7dbc267231649b099209104332b687e",6,2,,2,,2,
"e81dd4fafebd4642b9f785a854f97eda",7,2,,1,2,2,
"e93304fc741f48ea8ed8aa146c7cad83",11,1,1,1,2,98,
"e960d0e5dbca481982f8c2daf6baa747",5,2,,2,,2,
"e97b81b2faab4dbebec422e026582686",8,2,,1,2,2,
"e9f8f8d1007f424aa250a9c18c7dbaf0",8,2,,1,2,2,
"e9f9338450864a9da45d02d7c5faebb5",4,2,,2,,2,
"ea067071f6d64bfc94b1bd2d4c3a4919",3,1,2,1,2,2,
"ea0f8ef467464f618542403018e823c1",10,2,,2,,2,
"ea3f64282dec45d0ac1f208d47bb864a",11,2,,2,,2,
"ea54282529db45b38422fe176a060105",6,2,,1,1,2,
"ea68815dfc924337a42328a0201bb650",7,2,,2,,2,
"ea6c7d7772354b33a4c1718e5f711d5a",3,2,,1,2,2,
"ea9a7b8ed184423ba7f16fad5d8839e8",6,2,,2,,2,
"eab115065d404244805d03e859cb3783",8,1,2,1,2,2,
"eb1ecad4774e474f8aed5fb46011150f",6,2,,2,,2,
"eb1f1dc0ec804c4d9793864ad696ca2e",7,2,,2,,2,
"eb4ce2d307eb48beb5116ec9df05d2fe",3,1,1,1,1,2,
"eb69150ec411452ca3da511a12e2961b",5,2,,1,2,98,
"eb81879eb8a64ed6bfaffcba8e7d8003",4,2,,2,,2,
"eb95a69a2b174a44b349e649944d666b",4,1,1,1,1,2,
"ebc0193e87d54628a69a3eb487d230bd",8,2,,2,,2,
"ebca481cda3f44b8994ce28537e65ac6",7,2,,2,,2,
"ebda0df9a90c4719a06189fdaa983424",12,2,,2,,2,
"ebe9024cda2c457199f42334c99bc0e1",11,2,,2,,2,
"ebeb4068415d4c50beaf62978184a866",12,2,,2,,2,
"ec16361d869e40628761b03b6ccdcd4b",4,2,,2,,2,
"ec60d031a9ca4f45bfc7105f11a085d5",8,2,,2,,2,
"ecb2b965be814193a99ac136cac076db",8,2,,2,,2,
"eccd103934df483391a1e31c609f342f",7,2,,2,,2,
"ed4170a70ffd48a1842c33c77bcd72b8",4,2,,2,,2,
"ed423aeba23f4e3fa6071235bb8b0d30",14,1,2,1,2,2,
"ed9ab55f902c4f7caa511af3ed85dd25",10,2,,2,,2,
"ee1feb4c08014f8f9ace130cedce1e8d",4,2,,2,,2,
"ee5f7be787074fc0b18ed33fb179ae5c",8,2,,2,,2,
"eebacd4a1e944411a7c22e017fc4a86c",14,2,,2,,2,
"eec360a607e14114bcef211b95f9b555",7,1,2,1,1,2,
"ef0a15a0c2af4180a49af84a930da18c",5,1,1,1,1,2,
"efa37075909c4cb992583ee14a73ceb5",5,1,2,2,,2,
"efb36feed8cd4c9bbcce49d6216f4356",4,2,,2,,2,
"efb9d4c28b0041ccab65e041bfe1ab04",5,2,,2,,2,
"efda549a21ce40e9ab37b51ff6859eb1",4,1,1,1,1,2,
"f016f8e2d778465a9be41bd417d7bcfa",7,2,,2,,2,
"f040c1a3626f48e6870fc087ea2d733e",6,2,,1,2,2,
"f05999c84e3942db932adffa4ec24804",7,1,1,1,2,2,
"f098f571aa67476d8107ae0d183c5a10",5,2,,1,2,2,
"f0aeaa7590ce4f6dbd68b17380d33db5",8,2,,2,,2,
"f0af4f68b5094cda94c066c337e4e3f7",7,2,,2,,2,
"f0c6d81726b24ec3b676a07b587b5876",9,1,2,1,2,2,
"f10aaca018df42218e821c48e4dee33f",4,2,,2,,2,
"f1158a3456ab4e49b1997a40f392f15d",7,1,1,1,1,2,
"f135b7607bcb4d48b9da2f31ee6b243c",5,2,,1,2,1,0
"f1bac1a45bbb4e31bece21102e3365f5",5,1,2,1,2,2,
"f1d296ce63224de6abfc65c43945ceb3",3,1,1,1,1,2,
"f20bd85229e04e3885d1df2bd3088172",4,2,,1,2,2,
"f215dd002d43407ea37b7f707819f2b1",7,2,,2,,2,
"f291a0d067164a56a7d38444192dcb84",10,2,,2,,2,
"f2db2de9c4da43f1a16280cd2f1165db",7,2,,2,,98,
"f30b131f3ee1472695bb2a1843f5468e",5,1,2,1,2,2,
"f31ba30a632b445b89e8999afa9205e8",4,2,,2,,2,
"f3463ce64a5c4aa0987b20dc77350154",3,2,,2,,2,
"f38300e74a4d44f09454ccb310dc32a4",6,2,,98,,98,
"f3e177ed6e204c6190cbbad629d4d5b0",10,1,2,1,2,2,
"f46a5db920f84ad0a06c06672102029d",7,2,,2,,2,
"f46bcfc51bf94192b562add8c06dd606",5,2,,2,,2,
"f48fbbf7649d4fdebbd984b8a303ec89",4,98,,98,,2,
"f4bfb4b01d514f22a272ad1d599ca20a",4,2,,1,1,2,
"f4ca585c8f9f4525bb63e65d8b1b3741",6,2,,2,,2,
"f51ffdd7600f4847883c7bc8f16c9ed7",3,2,,2,,2,
"f5824a55f9c547579bd1ee9c95db2912",4,2,,2,,2,
"f5d3193b06d346ad92617fd42082e483",9,2,,1,2,2,
"f5d7db6cc92742c4a17e3ffa4a8ea335",3,2,,2,,2,
"f5fd515d32b4403488623e489e453c66",10,2,,2,,2,
"f63883ce79c14547a17f70e543a33fb4",7,2,,2,,2,
"f657fad494df41ec9bf5be4ace9c692c",5,1,2,1,1,2,
"f69dbc80ae7443669558eed375a8a8ad",7,2,,1,1,2,
"f6c7716b58434f9c92b8291847988daa",14,2,,2,,2,
"f6dc696ba9b84b73b901a97cf99b128d",11,2,,1,2,2,
"f6ffe45416b2458e89ea7ab46ba9ba1e",4,2,,1,1,2,
"f727232a3db048af8c4171b6b4120567",5,2,,2,,2,
"f744cf091afd4da0af258f7158b9e1d0",9,2,,2,,2,
"f76f11c01e4f4efa8362b26f6947d2db",4,2,,1,2,2,
"f7867ef75feb47929fa64e3c310a8c03",6,2,,2,,2,
"f7d124ffa36444b8a7a6da13902b137b",4,1,1,1,1,2,
"f81adae37b8b428daad2416fb0e30f37",7,2,,2,,2,
"f83cdb4b49ac4f3d9c3370f0859ed906",11,1,2,1,2,2,
"f858b1717b2040c38adc68e4dad64629",11,2,,2,,2,
"f8ca4422f362494fa2ed2aa7d6c70d48",4,1,1,1,2,2,
"f8e7189925b64b86854b95c7bda2598b",5,2,,1,1,2,
"f8eb06e0daf444e8900c501f1f499a73",9,2,,2,,2,
"f9011508b105470e8034b233fc06effd",7,2,,2,,2,
"f90c30b4301b413881eb01cee8d9ba88",5,1,2,1,2,2,
"f91eb672ddd9405897d19a1cbcd4adc1",9,2,,2,,2,
"f9254ddc29aa47c9acc7338c8903513c",5,2,,2,,2,
"f965c4a8834d4791b353f5a05e25097b",4,2,,1,1,2,
"f97ec5c6042e466583c3b89a57c78342",12,2,,1,2,2,
"f9884870860d40ee8e4f7c19435eaacd",6,2,,2,,2,
"f992a8ceaea84af19d5b341141683e36",6,2,,2,,2,
"f9d72814a2ab4930a8368352921aa0aa",8,2,,2,,2,
"fa0766c8d90d4738a103e6e7edf5d3d0",6,2,,2,,2,
"fa9b18d2d97b400b8762edf8005b3d92",6,2,,1,1,2,
"fadf54b9fd95403f9010fcb3031e6281",4,2,,2,,2,
"fb0217ed00834304a53bc081e9ad0c31",15,2,,1,2,2,
"fb30eb6bcfe449b2840e274f87ffe39d",7,1,3,1,3,2,
"fb7719f379c641a493ef818ff6c38240",7,2,,2,,2,
"fb99a93f0eac43609313c3acf8aedc9a",8,2,,2,,2,
"fc2bd45f4f544faeb8a816e3aa2b3130",4,2,,2,,2,
"fc2f46d65cc4476a8cf7721c168844dc",9,1,3,1,1,2,
"fc3bed7cd28a43d9893b60e4e5676e32",3,2,,1,2,2,
"fc56b0b1736e4dccab3ec46405f01b25",4,1,2,1,2,2,
"fc6c2f9be5674c1bbdc4272645ef9f6c",7,2,,2,,2,
"fca0e3dcae434d5483050af279bc1388",9,2,,2,,2,
"fcd98c21cbc04f03969d1c197431d481",5,2,,2,,2,
"fce051c0d2254aa2996f1e6eb13f403b",12,1,1,1,1,2,
"fce33fcd13654df180ce961302a1d350",3,2,,2,,2,
"fcea1e52b50a4fd0b3182184b990594a",4,2,,1,2,2,
"fd0b9ad1bc9b42c397ea1f9276333e42",6,2,,2,,2,
"fd523ac8cfde4230aea1313912c16728",10,1,2,1,2,1,1
"fd8f6646583d4c02b91d77cf6155a7e0",4,1,1,1,1,1,1
"fdec73cd177f4166a8b206bbd5da0752",4,2,,2,,2,
"fdf1ac2b98c64fb5a38b87e1593d5363",3,2,,2,,2,
"fe09b1542ed94f4088b0e1f01c6fc186",6,2,,2,,2,
"fe474d1b76a14e58ae00c93bc9916175",8,1,2,1,2,2,
"fe77bbfc66cb42e6a64f3486499ea65b",4,2,,2,,2,
"fef6a31f5c8542aead247c12573e0307",4,1,2,1,1,2,
"ff1b1ff02c534e398cade0e83027cc5e",8,2,,2,,2,
"ff3346434ae6489fa2dc81e9df5a84db",4,2,,2,,2,
"ff761e5cee3646ddbf46bed731dff0f4",8,2,,2,,2,
"ff8b330984bc466aaf2366c3eea3d8cc",16,2,,2,,2,
"ffbc85920f8845bb8326da6a1ba6381d",5,1,1,1,3,2,
"ffec87c6ae87498f956723afe69266b9",4,2,,1,2,2,
