"hhid","PID","s8q02","s8q03","s8q04","s8q06","s8q08","s8q10","s8q12","s8q14","s8q15","s8q16","s8q17ab","s8q17","s8q18","s8q19a","h8q19b_oneDigit","h8q19b_twoDigit","h8q19b_threeDigit","h8q19b_fourDigit","h8q19b_superConfirm","s8q20a","h8q20b_oneDigit","h8q20b_twoDigit","h8q20b_threeDigit","h8q20b_fourDigit","h8q20b_superConfirm","s8q22","s8q22_1","s8q23","s8q24","s8q68","s8q26","s8q27","s8q69","s8q29","s8q30","s8q30b","s8q32","s8q33","s8q70","s8q71","s8q35","s8q72","s8q37","s8q38a","h8q38b_oneDigit","h8q38b_twoDigit","h8q38b_threeDigit","h8q38b_fourDigit","s8q39a","h8q39b_oneDigit","h8q39b_twoDigit","h8q39b_threeDigit","h8q39b_fourDigit","s8q41","s8q42","s8q73","s8q36a","s8q36b","s8q36c","s8q36d","s8q36e","s8q36f","s8q36g","s8q43a","s8q43b","s8q43c","s8q43d","s8q43e","s8q43f","s8q43g","s8q46","s8q77","s8q31a","s8q31c","s8q78","s8q31d1","s8q31d2","s8q79","s8q45b","s8q45c","s8q80","s8q45d1","s8q45d2","s8q100a","s8q100b","s8q100c","h8q101b_oneDigit","h8q101b_twoDigit","h8q101b_threeDigit","h8q101b_fourDigit","s8q101a","s8q101d"
"e93304fc741f48ea8ed8aa146c7cad83",1,1,,1,1,2,2,2,1,2,,,,,"setting up buildings",7,71,711,7112,1,"construction site",61111,41,410,4100,1,1,,2,2,2,2,2,1,,12,2,,,,,7,6,1,"Carpenter",7,75,754,7549,"carpentry workshop",31111,16,162222,1622,3,5,1,12,12,0,0,0,10,12,0,0,5,6,5,0,0,1,1,12000,2,,1,,,,,,,,,,,,,,,,
"e93304fc741f48ea8ed8aa146c7cad83",2,2,1,2,2,2,2,1,1,2,,,,,"subsistence agriculture",6,63,631,6310,1,"household farm",11111,1,12222,129,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,0,4,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"e93304fc741f48ea8ed8aa146c7cad83",4,2,1,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e93304fc741f48ea8ed8aa146c7cad83",6,2,1,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e93304fc741f48ea8ed8aa146c7cad83",8,2,1,2,2,2,2,1,1,2,,,,,"subsistence agriculture",6,63,631,6310,1,"household farm",11111,1,12222,129,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,0,0,4,4,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"e960d0e5dbca481982f8c2daf6baa747",1,1,,2,1,2,2,1,1,1,,,,,"WELDER",7,72,721,7212,1,"DOORS,WINDOWS",31111,25,251,2511,1,3,,,,,,,,,,,2,2,1,2,5,2,1,"SUBSISTENCE CROP FARMER",6,63,631,6310,"MAIZE",11111,1,11222,111,6,7,5,0,8,9,9,4,0,5,0,0,0,0,6,8,3,4,,,,,,,,,,,,,,,,,,,,,
"e960d0e5dbca481982f8c2daf6baa747",2,1,,2,1,2,2,1,1,2,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"MAIZE",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,1,"STALL SELLER",5,52,521,5211,"FRESH FOOD",71111,47,478,4789,3,5,7,0,0,5,0,5,5,3,0,10,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,
"e960d0e5dbca481982f8c2daf6baa747",4,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e9672f81fee64055b5f64b7c1a6b7877",1,1,,2,1,2,2,2,1,2,,,,,"MAKING HENNA FOR SALE.",5,52,524,5249,1,"RETAIL SALE OF HENNA",71111,47,477,4773,1,3,,,,,,,,,,,2,2,1,2,5,1,2,,,,,,,,,,,,,,0,3,4,3,0,3,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"e9672f81fee64055b5f64b7c1a6b7877",2,2,1,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e972e0a055404061a245cfe41d97ad8f",1,1,,2,2,2,2,2,2,2,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11
"e972e0a055404061a245cfe41d97ad8f",2,1,,2,2,2,2,2,2,2,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11
"e972e0a055404061a245cfe41d97ad8f",3,2,1,1,2,2,2,2,1,2,,,,,"riding bodaboda",5,51,516,5169,1,"transporting passengers",81111,49,492,4922,1,1,,2,2,2,2,2,1,,8,4,,,,,7,8,2,,,,,,,,,,,,,,8,8,10,11,9,10,10,,,,,,,,1,3,,,250000,3,,,,,,,,,,,,,,,,
"e972e0a055404061a245cfe41d97ad8f",4,2,1,1,2,2,2,2,1,2,,,,,"riding bodaboda",5,51,516,5169,1,"passengers",81111,49,492,4922,1,1,,2,2,2,2,2,1,,6,4,,,,,7,8,2,,,,,,,,,,,,,,12,8,9,10,8,9,11,,,,,,,,1,3,,,245000,4,,,,,,,,,,,,,,,,
"e972e0a055404061a245cfe41d97ad8f",5,2,1,1,2,2,2,2,1,2,,,,,"BRICK LAYING",9,93,932,9329,1,"BRICKS",31111,23,239,2399,1,1,,2,2,2,2,2,1,,1,4,,,,,7,8,2,,,,,,,,,,,,,,4,4,4,4,4,0,3,,,,,,,,1,1,100,96,,5,,,,,,,,,,,,,,,,
"e972e0a055404061a245cfe41d97ad8f",6,1,,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e97b81b2faab4dbebec422e026582686",1,2,2,2,1,2,2,1,1,2,,,,,"CULTIVATING OWN FARM AND TENDING LIVESTOCK",6,63,633,6330,1,"CULTIVATION OF CROPS LIKE MAIZE ,CASSAVA AND TENDING LIVESTOCK",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,1,"REPAIR OF BICYCLES AND MOTORCYCLES",5,52,524,5249,"REPAIR OF BICYCLES AND MOTORCYCLES",71111,45,454,4540,3,7,4,0,4,3,3,3,2,2,0,5,7,8,8,7,7,4,,,,,,,,,,,,,,,,,,,,,
"e97b81b2faab4dbebec422e026582686",2,1,,2,2,2,2,1,1,2,,,,,"CULTIVATION OF OWN FARM AND TENDING ANIMALS",6,63,633,6330,1,"CULIVATION OF ANNUAL CROPS AND TENDING LIVESTOCK",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,5,5,4,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"e97b81b2faab4dbebec422e026582686",3,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e97b81b2faab4dbebec422e026582686",4,2,2,2,2,2,2,1,1,2,,,,,"CULTIVATION OF OWN FARM",6,63,633,6330,1,"CULTIVATION OF ANNUAL CROPS LIKE CASSAVA, MAIZE",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,2,2,2,2,2,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"e9bca1b73b4747489c36e6fbbef75df6",1,1,,2,2,2,2,1,1,2,,,,,"SUBSISTANCE CROP FARMING AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,4,4,4,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"e9bca1b73b4747489c36e6fbbef75df6",2,1,,2,1,2,2,1,1,2,,,,,"COMMERCIAL FARMER GROWING SUGARCANES",6,61,611,6111,1,"COMMERCIAL FARMER GROWING SUGARCANES",11111,1,12222,129,1,6,1,,,,,,,,,,,,,,,5,1,"TRANSPORTING SERVICE",8,83,833,8332,"TRANSPORTING SERVICE",81111,49,492,4922,3,5,8,0,0,4,4,5,0,0,0,0,6,6,0,0,0,4,,,,,,,,,,,,,,,,,,,,,
"e9bca1b73b4747489c36e6fbbef75df6",3,1,,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,2,2,2,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"e9bca1b73b4747489c36e6fbbef75df6",5,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,2,2,2,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"e9bca1b73b4747489c36e6fbbef75df6",6,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,2,2,2,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"e9bca1b73b4747489c36e6fbbef75df6",8,2,2,2,2,2,2,1,1,2,,,,,"COMMERCIAL CROP FARMER  GROWING SUGARCANES",6,61,611,6111,1,"COMMERCIAL CROP FARMER GROWING SUGARCANES",11111,1,12222,129,1,6,1,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,8,8,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"e9c33e5696824d929a6f8e20bfa5cbeb",1,1,,2,2,2,2,2,2,1,,,,,"BAR WAITRESS",5,52,524,5246,1,"BAR AND RESTAURANT SERVICES",91111,56,563,5630,1,1,,2,2,1,2,2,1,,12,4,,,,,5,4,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,1,100000,4,,1,,,,,,,,,,,,,,,,
"e9c33e5696824d929a6f8e20bfa5cbeb",2,2,1,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"e9d6ebd0aa7746f19b78014d4bbc5db5",1,2,4,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e9d6ebd0aa7746f19b78014d4bbc5db5",2,2,4,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e9d6ebd0aa7746f19b78014d4bbc5db5",3,1,,1,2,2,2,2,1,2,,,,,"REVELAND/ CHURCH PRIEST",3,34,341,3413,1,"CHURCH  OF UGANDA",171111,88,889,8890,1,1,,2,1,1,2,1,2,6,12,4,,,,,6,4,2,,,,,,,,,,,,,,8,8,8,8,8,8,0,,,,,,,,4,1,500000,4,,3,,,,,,,,,,,,,,,,
"e9d6ebd0aa7746f19b78014d4bbc5db5",4,1,,1,2,2,2,1,1,2,,,,,"CATECHIST",3,34,341,3413,1,"CHURCH OF UGANDA",171111,88,889,8890,1,1,,2,1,1,2,1,2,6,12,4,,,,,6,4,1,"Subsistence crop farmer",6,63,631,6310,"Subsistence crop farming",11111,1,12222,129,3,7,5,8,8,8,8,0,0,0,0,0,0,0,4,4,4,4,1,320000,4,,4,,,,,,,,,,,,,,,,
"e9d6ebd0aa7746f19b78014d4bbc5db5",5,2,4,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e9f8f8d1007f424aa250a9c18c7dbaf0",1,1,,2,2,2,2,1,1,,,,,,"market oriented farming",6,61,611,6114,1,"market oriented farmer",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,5,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"e9f8f8d1007f424aa250a9c18c7dbaf0",3,2,1,2,2,2,2,2,2,1,,,,,"hair dressing",5,51,514,5141,1,"hair dressing",191111,96,960,9602,1,3,,,,,,,,,,,2,2,1,2,7,8,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"e9f8f8d1007f424aa250a9c18c7dbaf0",4,1,,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e9f8f8d1007f424aa250a9c18c7dbaf0",5,2,1,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"e9f9338450864a9da45d02d7c5faebb5",1,1,,2,1,2,2,2,1,2,,,,,"Brewing alcohol",7,75,751,7515,1,"Brewing alcohol",31111,11,110,1101,1,3,,,,,,,,,,,2,2,1,2,7,7,2,,,,,,,,,,,,,,0,10,0,0,0,0,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"e9f9338450864a9da45d02d7c5faebb5",3,2,1,2,1,2,2,2,1,2,,,,,"Boda Boda Rider",5,51,516,5169,1,"Transport",81111,49,492,4922,1,3,,,,,,,,,,,2,2,1,2,5,8,2,,,,,,,,,,,,,,11,10,10,8,10,8,9,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea06455856894693bc33b00b32a92f5a",1,1,,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"ea06455856894693bc33b00b32a92f5a",2,2,1,2,2,2,2,2,2,2,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11
"ea06455856894693bc33b00b32a92f5a",3,2,1,2,1,2,2,2,1,2,,,,,"SELLING FIREWOOD",9,96,962,9624,1,"FIREWOOD FOR SALE",31111,16,162222,1629,1,3,,,,,,,,,,,2,2,1,2,5,8,2,,,,,,,,,,,,,,0,3,0,3,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea06455856894693bc33b00b32a92f5a",4,2,1,2,2,2,2,2,2,2,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11
"ea06455856894693bc33b00b32a92f5a",5,2,1,2,2,2,2,2,2,2,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11
"ea06455856894693bc33b00b32a92f5a",6,2,1,2,2,2,2,2,2,2,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11
"ea067071f6d64bfc94b1bd2d4c3a4919",1,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,631,6310,1,"SUBSISTENCE FARMING",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,8,8,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"ea067071f6d64bfc94b1bd2d4c3a4919",2,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,631,6310,1,"SUBSISTENCE FARMING",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,4,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea0f8ef467464f618542403018e823c1",1,1,,2,2,2,2,1,1,2,,,,,"Harvesting Groundnuts",6,63,631,6310,1,"Growing crops mainly for food and sell some",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,4,4,4,2,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea0f8ef467464f618542403018e823c1",2,1,,2,2,2,2,1,1,2,,,,,"Harvesting Groundnuts",6,63,631,6310,1,"Growing crops mainly for food and sell some",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,4,4,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea0f8ef467464f618542403018e823c1",3,2,2,2,2,2,2,1,1,2,,,,,"Harvesting Groundnuts",6,63,631,6310,1,"Growing crops mainly for food and sell some",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,4,4,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea0f8ef467464f618542403018e823c1",4,2,2,2,2,2,2,1,1,2,,,,,"Harvesting Groundnuts",6,63,631,6310,1,"Growing crops mainly for food and sell some",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea0f8ef467464f618542403018e823c1",5,2,2,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"ea18cee658d74251b9ab55aca490585c",1,1,,2,2,2,2,1,1,2,,,,,"GROWING NON PERENNIAL CROPS",6,61,611,6114,1,"GROWING NON PERENNIAL CROPS",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,5,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"ea18cee658d74251b9ab55aca490585c",2,1,,2,1,2,2,2,1,2,,,,,"WHOLESALE OF AGRICULTURAL PRODUCE",5,52,524,5249,1,"WHOLESALE OF AGRICULTURAL PRODUCE",71111,46,462,4620,1,3,,,,,,,,,,,2,2,1,2,5,2,2,,,,,,,,,,,,,,0,8,8,8,8,8,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"ea18cee658d74251b9ab55aca490585c",3,2,1,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"ea3f64282dec45d0ac1f208d47bb864a",1,1,,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"ea3f64282dec45d0ac1f208d47bb864a",2,1,,2,1,2,2,2,1,2,,,,,"Selling firewood",5,52,524,5249,1,"Selling firewood at home",71111,47,479,4799,1,3,,,,,,,,,,,2,2,1,2,5,1,2,,,,,,,,,,,,,,0,0,0,4,4,0,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"ea3f64282dec45d0ac1f208d47bb864a",3,2,2,2,2,2,2,2,2,1,,,,,"Burning charcoal",7,75,754,7549,1,"Making charcoal for sale",31111,16,162222,1629,1,3,,,,,,,,,,,2,2,1,2,5,96,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"ea3f64282dec45d0ac1f208d47bb864a",4,2,2,2,2,2,2,2,2,1,,,,,"weeding crops",6,63,631,6310,1,"Growing crops mainly for food and sell some",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea3f64282dec45d0ac1f208d47bb864a",5,2,2,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"ea3f64282dec45d0ac1f208d47bb864a",6,2,2,2,2,2,2,2,2,1,,,,,"Weeding crops",6,63,631,6310,1,"Growing crops mainly for food and sell some",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea3f64282dec45d0ac1f208d47bb864a",9,1,,2,2,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,15
"ea3f64282dec45d0ac1f208d47bb864a",10,2,2,2,2,2,2,2,2,1,,,,,"Burning charcoal",7,75,754,7549,1,"Burning charcoal for sale",31111,16,162222,1629,1,4,,,,,,,,,,,2,2,1,2,5,8,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea54282529db45b38422fe176a060105",1,1,,1,2,2,2,2,1,2,,,,,"Casual labourer",9,92,921,9215,1,"Causal work",11111,2,24222,240,1,1,,2,2,2,2,2,1,,8,3,,,,,7,4,2,,,,,,,,,,,,,,0,6,6,6,6,6,0,,,,,,,,3,1,10000,2,,1,,,,,,,,,,,,,,,,
"ea54282529db45b38422fe176a060105",2,2,1,2,2,2,2,1,1,2,,,,,"CROP FARMING",6,63,631,6310,1,"SUBSISTENCE CROP FARMING",11111,1,12222,129,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,6,4,4,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"ea68815dfc924337a42328a0201bb650",1,1,,2,2,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,15
"ea68815dfc924337a42328a0201bb650",2,1,,2,2,2,2,1,1,2,,,,,"Planting crops",6,61,611,6111,1,"Growing crops mainly for sale and some for food",11111,1,11222,111,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,0,3,5,5,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"ea68815dfc924337a42328a0201bb650",3,1,,2,2,2,2,1,1,2,,,,,"Weeding Beans",6,61,611,6111,1,"Growing crops mainly for sale and some for food",11111,1,11222,111,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,4,3,5,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea68815dfc924337a42328a0201bb650",8,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"ea6c7d7772354b33a4c1718e5f711d5a",1,2,2,1,2,2,2,2,1,1,,,,,"MOTORCYCLE REPAIRER",7,72,723,7234,1,"Workshop",71111,47,479,4799,1,3,,,,,,,,,,,2,2,1,1,5,4,2,,,,,,,,,,,,,,12,12,12,12,12,12,12,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"ea6c7d7772354b33a4c1718e5f711d5a",2,1,,2,2,2,2,2,2,1,,,,,"Subsistence farming",6,63,631,6310,1,"Weeding cassava",11111,1,11222,113,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"ea9a7b8ed184423ba7f16fad5d8839e8",1,2,2,2,2,2,2,1,1,2,,,,,"crop farming",6,61,611,6111,1,"commercial crop farming",11111,1,12222,129,1,3,,,,,,,,,,,2,2,1,2,7,5,2,,,,,,,,,,,,,,0,5,5,5,0,0,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"ea9a7b8ed184423ba7f16fad5d8839e8",2,1,,2,2,2,2,1,1,2,,,,,"commercial crop farming",6,61,611,6111,1,"commercial crop farming",11111,1,12222,129,1,3,,,,,,,,,,,2,2,1,2,7,5,2,,,,,,,,,,,,,,0,6,6,6,6,6,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"eab115065d404244805d03e859cb3783",1,2,2,1,2,2,2,2,1,2,,,,,"PRIMARY TEACHER",2,23,234,2341,1,"PRIMARY EDUCATION",161111,85,851,8510,1,1,,1,1,1,1,1,1,,12,4,,,,,1,4,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,1,530000,4,,1,2,,,,,,,,,,,,,,,
"eab115065d404244805d03e859cb3783",2,1,,1,2,2,2,1,1,2,,,,,"PRIMARY SCHOOL  TEACHER",2,23,234,2341,1,"PRIMARY EDUCATION",161111,85,851,8510,1,1,,1,1,1,1,1,1,,12,4,,,,,1,4,1,"SUBSISTENCE CROP FARMER",6,63,631,6310,"BEANS CASSAVA",11111,1,11222,111,6,7,5,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,1,530000,4,,1,2,,,,,,,,,,,,,,,
"eab115065d404244805d03e859cb3783",3,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"eab115065d404244805d03e859cb3783",4,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"eab115065d404244805d03e859cb3783",6,1,,1,2,2,2,2,1,2,,,,,"COACHING",9,96,962,9629,2,"PRIMARY EDUCATION",161111,85,851,8510,1,1,,2,2,2,2,2,1,,1,2,,,,,5,4,2,,,,,,,,,,,,,,0,5,5,5,5,5,0,,,,,,,,4,1,15000,3,,6,,,,,,,,,,,,,,,,
"eaf47480a5fe41638cb58b5e9a8db94d",1,1,,2,1,2,2,2,1,2,,,,,"BODA BODA OPERATOR",9,95,951,9510,1,"TRANSPORT",81111,49,492,4921,1,3,,,,,,,,,,,2,2,1,2,5,8,2,,,,,,,,,,,,,,5,5,6,6,6,5,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
