"hhid","hhidold","batch","region","regurb","subreg","district","dc_2018","s1aq02a","cc_2018","s1aq03a","sc_2018","s1aq04a","pc_2018","urban","response_status","year","month","day","wave","wgt"
"8ac1830c403043aba5752609d91c5e9e","7b2afb32dc1c4316b09e44c4886b9dea",873,4,41,13,"KABAROLE",405,"FORT PORTAL MUNICIPALITY",3,"EASTERN DIVISION",1,"NYAKAGONGO",4,1,1,"2019","11","09",8,1482.92051501051
"8acd20054dcf4e5896b5942c4dda7d3f","42f2fba1f847493ca9917da48c597d49",85,1,10,2,"MASAKA",105,"BUKOTO",1,"KYESIIGA",5,"BUGERE",2,0,1,"2019","11","04",8,2020.30078859163
"8ace712936c44a0cb68976af1969687a","76eca4ac69a34a8685d3766589cbe916",429,2,20,4,"MAYUGE",200,"BUNYA",1,"BAITAMBOGWE",1,"KATONTE",4,0,1,"2019","09","18",8,807.458881615034
"8ad5bed15b194c8297d459dd075109df","18419b46a04f4771a998a61279eb3ae1",1085,4,40,15,"RUBANDA",429,"RUBANDA",3,"RUBANDA TOWN COUNCIL",9,"NYARURAMBI",3,0,1,"2019","11","05",8,4554.34151612507
"8afa524cc05a4107af2d72c58b1044d5","11d9f40f48184bc3a967131e8ed79d24",16,1,11,1,"KAMPALA",102,"KCCA",1,"RUBAGA DIVISION",3,"BUSEGA",1,1,1,"2019","10","29",8,7612.67601502512
"8b15f05dab3b45609dedc21d5e99c76a","f7b5eda52ff64cd3aea819a57ef62491",1080,4,40,12,"KAKUMIRO",407,"BUGANGAIZI",1,"KISIITA",6,"KYAKUTEREKERA",2,0,1,"2019","05","23",8,910.868348685363
"8b1c5ba2b25f4346819c64e49ba40ca8","d2971f2dc2e341d3ad292a71c33cf6b0",63,1,11,1,"KAMPALA",102,"KCCA",1,"NAKAWA DIVISION",5,"MUTUNGO",15,1,1,"2020","01","10",8,1087.52519718249
"8b2a5c876c3249569b643bfced9700c4","08f3d91754ba4911865d5913f19172fc",656,3,30,11,"NEBBI",310,"NEBBI MUNICIPALITY",2,"CENTRAL DIVISION",2,"NAMTHIN",3,0,1,"2019","09","17",8,3765.67285530507
"8b4c03200f674e4d975bc2d8954ecef3","024a80a27283471e857285cf751564ae",153,1,10,2,"SSEMBABULE",111,"MAWOGOLA",2,"LWEBITAKULI",2,"LUGUSULU",4,0,1,"2020","01","18",8,1262.68793000973
"8b4c43fed99a43a89713fad255b361cd","b1feace8bb844a84b61bc485812b4b11",288,1,11,2,"LWENGO",124,"BUKOTO",1,"KISEKKA",1,"NAKALEMBE",5,1,1,"2019","12","15",8,867.7945777211
"8b53b3b6198141148cafcff7077a76e8","1c287823471441bc9a6706f55636bfbb",204,1,10,2,"WAKISO",113,"KYADONDO",4,"KASANGATI TOWN COUNCIL",6,"MASOOLI",6,0,1,"2020","01","29",8,10101.5034400778
"8b79adbce0d2462d95424a84a94e165a","c4194e5fbc054d2c8e2587b7118721fa",682,3,30,8,"ABIM",314,"LABWOR",1,"ABIM",1,"ATUNGA",3,0,1,"2020","01","21",8,582.636330302674
"8b962cc0c5994ad1a9115a09556e34cb","d0a34521da7b43bc993fa0a62381e741",436,2,21,4,"MAYUGE",214,"BUNYA",1,"MAGAMAGA TOWN COUNCIL",14,"MAGAMAGA TOWN BOARD",3,1,1,"2020","01","20",8,1784.15542759191
"8ba30b564d1a40bc867dad9460534b26","e8e78013770e4919ac20cbf84d2f064c",766,3,30,9,"KOLE",325,"KOLE",1,"ABOKE",1,"APACH",2,0,1,"2019","04","04",8,5243.72689823317
"8bf6dcc813b146fc9ed7320504721cab",,,4,40,12,"KAGADI",427,"BUYAGA",2,"BWIKARRA",2,"KISUURA",1,0,1,"2019","11","03",8,9108.6819479678
"8bfcb13ab41b4401a705516fcb6bd89d","58da1746104a4fedb12ad12aef4bbb7b",773,3,30,9,"KOLE",325,"KOLE",1,"ALITO",3,"BARONGIN",6,0,1,"2019","12","10",8,1747.90906539893
"8c0334a08af04b09af805a3b2ddd21d8","bb3ce07028414eeaa27bca777afe3096",666,3,30,8,"NAKAPIRIPIRIT",311,"CHEKWII",1,"MORUITA",2,"MORUITA",1,0,1,"2020","01","30",8,582.636404793577
"8c0cffaeebd64a46a7a66436ab056862","ab5cbcbe0e14402aae73b91c6917a595",,2,20,4,"IGANGA",203,"IGANGA MUNICIPALITY",2,"NORTHERN DIVISION",2,"NKAATU",4,0,1,"2019","11","10",8,2293.91447508146
"8c4443ba9ef54eb68baf73e3d7b89ee0","278f265f66af4decb24250d3bf8660af",396,2,20,5,"PALLISA",210,"AGULE",3,"KAMEKE",6,"OMUROKA",4,0,1,"2019","05","23",8,986.894215676039
"8c526c6e402642369bab5875f6c6753a","425acd0ee25546709a5686553b3b56cd",1000,4,40,14,"IBANDA",417,"IBANDA MUNICIPALITY",2,"BISHESHE DIVISION",1,"BUGARAMA",1,0,1,"2019","05","14",8,9108.68242611213
"8c6170e56c034ea2956d6942dea33b04","f0c861d6258640878bb657d8bece1faa",295,1,10,2,"LWENGO",124,"BUKOTO",1,"KYAZANGA TOWN COUNCIL",4,"NAKATEETE",4,0,1,"2019","09","19",8,841.791925402021
"8c69f5721ee84eac9ffff352a72628cb","468e3f6ef60a49e1b311c81dabce6226",348,2,20,4,"JINJA",204,"KAGOMA",3,"BUDONDO",1,"BUWAGI",1,0,1,"2019","07","10",8,986.894154846295
"8c6bdb5fb00a45dc90aa7ae00a9ea2ae","38f7e480a8154b8484b69eebe79fad17",806,3,31,11,"ZOMBO",330,"OKORO",1,"PAIDHA TOWN COUNCIL",7,"CENTRAL",1,1,1,"2020","01","27",8,1882.83642765254
"8c8a1439fc68485d8d69d0ad477cbd37","4887460ccd5247eba70a03cf7e9601d8",11,1,11,1,"KAMPALA",102,"KCCA",1,"KAWEMPE DIVISION",2,"KYEBANDO I",10,1,1,"2019","11","10",8,3806.33800751256
"8c98d02a4c84498eba0bb400ba0206f7","f58f65df73064742a85798aab0193743",24,1,11,1,"KAMPALA",102,"KCCA",1,"RUBAGA DIVISION",3,"LUBYA",5,1,1,"2019","08","07",8,2537.55847687382
"8cb24b08fbc545a0a49b79ae64e8e5f4","95cdaafa424549e9a10b50c893f7790d",75,1,11,3,"LUWERO",104,"BAMUNANIKA",1,"KIKYUSA",4,"KIZIBA",3,1,1,"2019","12","12",8,1562.03008437376
"8cb6627e27314a468e4842fa71d68218","61ba986ca31e44dba2dc442a3384855a",496,2,20,4,"BUYENDE",226,"BUDIOPE",1,"KAGULU",5,"KABUKYE",5,0,1,"2019","09","15",8,986.894215676039
"8cc9fadde4b6455f84e5cb933f79eafc","4074d14cddb64a649e69a08c760028a9",723,3,31,11,"KOBOKO",319,"KOBOKO MUNICIPALITY",2,"SOUTHERN DIVISION",3,"MENGO",3,1,1,"2020","01","23",8,836.81621384294
"8ccf1145b7fe4681b7e5b2dcc220b3a1","5114b9a6e8ab4f5e84b3ce709c027faf",130,1,11,3,"MUKONO",108,"NAKIFUMA",3,"KASAWO",1,"KABIMBIRI",1,1,1,"2019","08","06",8,1262.68801382311
"8ceaeb1f41a84f689dfb8129239ba0ec","b9ce004c4b784bbf932de1dcbc758ea1",1048,4,40,14,"BUHWEJU",420,"BUHWEJU",1,"RWENGWE",8,"KIBIMBA",3,0,1,"2020","01","14",8,1821.73654583623
"8d049482670844f9ae4b7cbab030151d","91a808c38a6b4b218286b818be0574fc",327,2,20,4,"BUGIRI",201,"BUKOOLI NORTH",2,"BUWUNGA",6,"BUPALA",2,0,1,"2019","12","08",8,986.894154846295
"8d117b5cb54b48b99f5fffc9c1da4520","4d28dc5239ff4271ba29f047ba35bb93",463,2,20,6,"NAMISINDWA",223,"BUBULO",1,"LWAKHAKHA TOWN COUNCIL",20,"BUKHOMA",2,0,1,"2019","11","06",8,986.894154846295
"8d168c1f2a3a4c1183477daa968d7cda","83d0fed73e694bdb9e0d020849793252",506,2,20,4,"NAMAYINGO",230,"BUKOOLI",1,"BUYINJA",5,"NSOONO",4,0,1,"2020","01","27",8,888.204769776538
"8d27bfc87d3148468fca2648184741f2","cc94f58dbdb84810821f280f51162044",651,3,30,11,"MOYO",309,"OBONGI",1,"ITULA",3,"UBBI",5,0,1,"2019","06","26",8,582.636367548126
"8d444eb74e7b4bd3a234a9e81cd4e4ec","cfcd7dcb95f24278a4ec3341408de513",396,2,20,5,"PALLISA",210,"AGULE",3,"KAMEKE",6,"OMUROKA",4,0,1,"2019","12","08",8,986.894215676039
"8d5b7a391d4f4c5bbb2e592dc97b266b","ae9d4a050d9f4b6aab962071a9135400",287,1,10,2,"LWENGO",124,"BUKOTO",1,"KISEKKA",1,"NAKALEMBE",5,0,1,"2019","09","18",8,918.318578365917
"8d7d58b8491142c7a8179b06e40f7e73","e1addb022746494a80fee20a38cd2e04",26,1,11,1,"KAMPALA",102,"KCCA",1,"RUBAGA DIVISION",3,"LUNGUJJA",6,1,1,"2019","07","12",8,1522.53520300502
"8d90410182ad4c3787ad9295cdf48ab0","07b307a143384b5cb48a35412b6788d6",171,1,11,2,"WAKISO",113,"BUSIRO",1,"KATABI TOWN COUNCIL",5,"NALUGALA",4,1,1,"2019","08","16",8,1562.03021397728
"8db9be87004b417e9b2853c047848ded","5b4873825f5943019a35e7f77e655f9b",421,2,20,5,"TORORO",212,"WEST BUDAMA",3,"MULANDA",5,"MULANDA",2,0,1,"2019","09","23",8,8882.04769776538
"8ddc3a927db74c39bdd89a07013d8bc9","c29020c2038742478b997d9ccfa380bc",758,3,30,9,"ALEBTONG",323,"MOROTO",1,"ALEBTONG TOWN COUNCIL",4,"NAKABELA",3,0,1,"2019","04","03",8,753.134571061014
"8e0800d8ec914043b6ad15347ba5d00b","ae654e503e734904b7b3a38b65cde5a5",481,2,20,6,"BULAMBULI",225,"BULAMBULI",1,"LUSHA",14,"GOMBE",3,0,1,"2019","04","04",8,888.204708946794
"8e13731385e74c8faf7727c1d73ef7f6","e8756fad4cac48b3b254aacc4ae3773c",608,3,31,10,"KITGUM",305,"KITGUM MUNICIPALITY",2,"PAGER DIVISION",2,"GREENLAND",1,1,1,"2019","09","22",8,3765.67285530507
"8e1a4eaba5964506ac960adce546137d","7791a60a56c548dc843ba922954ed047",464,2,20,6,"NAMISINDWA",223,"BUBULO",1,"MAGALE",21,"BUKIBETI",1,0,1,"2019","12","15",8,888.204769776538
"8e4d650733684da3b8b7cd226ee93841","c5e692ddd3b94870bac6087f28e574c4",74,1,10,3,"LUWERO",104,"BAMUNANIKA",1,"KALAGALA",2,"KAMIRA",5,0,1,"2019","12","20",8,10101.5034400778
"8e8aef3c76334f6d861b225e23cab540","c09505ef48274aa887166bb087477bc3",769,3,30,9,"KOLE",325,"KOLE",1,"ABOKE",1,"APACH",2,0,1,"2019","04","04",8,5243.72749416039
"8e9b2ef65bc143e69c9919dd1cbb7eea","dcc1218885e34942854f55264c44c4c8",1001,4,41,14,"IBANDA",417,"IBANDA MUNICIPALITY",2,"BISHESHE DIVISION",1,"BUGARAMA",1,1,1,"2019","05","14",8,1012.07589247224
"8eb8cf409d4d484a933e9c0a4be37a9f","abdb5fa75a8544708c4b64dfad19dac4",43,1,11,1,"KAMPALA",102,"KCCA",1,"MAKINDYE DIVISION",4,"KIBUYE II",10,1,1,"2019","04","09",8,1268.77938453783
"8ede9fa1bfa64845b23b31b722fc31a4","1335c4b914e64b079a15b82332bc3a62",348,2,20,4,"JINJA",204,"KAGOMA",3,"BUDONDO",1,"BUWAGI",1,0,1,"2020","01","16",8,986.894154846295
"8ef919860a794b9dbf34003d18e1783e","71df065e78364b6fbc54853ce81ca3a3",3,1,11,1,"KAMPALA",102,"KCCA",1,"CENTRAL DIVISION",1,"KISENYI II",8,1,1,"2019","04","11",8,2537.55876907565
"8ef9eac0332a4a05936cea16c259429a","cc33028dfe7d487288ff2e56ca10103b",884,4,40,13,"KASESE",406,"BUSONGORA",2,"LAKE KATWE",10,"KAHOKYA",6,0,1,"2019","12","15",8,828.062093840921
"8f2805c60faf40a892daedeb952b0629","e13b4d9133d2430dbf9e3de390973c38",163,1,11,3,"KAYUNGA",112,"NTENJERU",2,"KAYUNGA TOWN COUNCIL",4,"NAMAGABI",3,1,1,"2019","12","11",8,1301.69186658165
"8f28de7582444c4a9cdfd6c2dcbaf58b","f6af646d608c4b40b033e98dab656713",1050,4,40,12,"KIRYANDONGO",421,"KIBANDA",1,"MUTUNDA",8,"DIMA",1,0,1,"2019","08","07",8,9108.68303225013
"8f2b2e4fea904d4ebd13142827253967","3b27db69024a47d190143404f18a0cdc",1020,4,40,14,"ISINGIRO",418,"ISINGIRO",2,"NYAKITUNDA",9,"RUHIIRA",7,0,1,"2020","01","14",8,910.868348685363
"8f413df46af140459aa9109bf0462cf8","e007e8a0e65e49ce94ae0c1eabf61008",338,2,21,4,"IGANGA",203,"IGANGA MUNICIPALITY",2,"NORTHERN DIVISION",2,"NKAATU",4,1,1,"2019","07","02",8,2293.91413689974
"8f6187e86f2f4210bac43f688feb7ccb","6cdc2865affb46e084bc210198a5d640",813,3,30,11,"ZOMBO",330,"OKORO",1,"ZOMBO TOWN COUNCIL",10,"ABIRA EAST",1,0,1,"2019","09","18",8,5243.72749416039
"8f6a2f18563f4f9eb221f2968b4e835a","1da7a78f4a3348b9804b7159f8e18c98",963,4,40,15,"RUKUNGIRI",412,"RUJUMBURA",2,"BWAMBARA",3,"KIKONGI",4,0,1,"2019","07","08",8,1518.11383870836
"8f787b24190d42ebb39560122cc3105a","91d5b6d564f54d60ad368b379eabd0c7",913,4,41,14,"MBARARA",410,"KASHARI",1,"RUBAYA",5,"ITARA",2,1,1,"2020","01","19",8,3460.14763810204
"8f78f136f4ee4a3d8ff64a418fd86357","5ca1c7853cb8405da3bad7f88c61e6ae",406,2,20,7,"SOROTI",211,"SOROTI",1,"ARAPAI",1,"ARAPAI",5,0,1,"2019","08","10",8,1480.34132351406
"8f8c64fa798c4e5e8490b8cca7bbd057","7a5dc5e89db341049c9a6564533ad4d0",764,3,30,9,"ALEBTONG",323,"MOROTO",1,"AWEI",8,"OJUL",3,0,1,"2019","05","21",8,524.372712170588
"8fa9e6cc5c0f432782ba1678d9afba6c","51d860bacedc4540bc66a6084a867aef",859,4,40,15,"KABALE",404,"KABALE MUNICIPALITY",1,"NORTHERN DIVISION",2,"RUTOOMA",3,0,1,"2019","11","07",8,2076.08889370657
"8fc328740870453a95ab4a82018c63bd","d609dc427d2b473b9fbe34a247420844",114,1,10,3,"MUBENDE",107,"MUBENDE MUNICIPALITY",4,"SOUTHERN DIVISION",3,"KIRUNGI",6,0,1,"2020","02","15",8,1301.69186658165
"8fd7e756172d4ffeb06c4ac56373c5b6","5f2efd1361104001a2c404a0867ccd02",673,3,30,10,"PADER",312,"ARUU",1,"LAGUTI",5,"PAIBWOR",2,0,1,"2020","02","14",8,582.636404793577
"8fdeaf355324427ba72ed2c96460b611","a64c5de37396431586d5c7a736f0698b",24,1,11,1,"KAMPALA",102,"KCCA",1,"RUBAGA DIVISION",3,"LUBYA",5,1,1,"2020","02","26",8,2537.55847687382
"8fe19cf1a1b9486d91295f6439d1f778","0f89c593c872418cbe8ce314e2d06348",2,1,11,1,"KAMPALA",102,"KCCA",1,"CENTRAL DIVISION",1,"KAGUGUBE",4,1,1,"2019","04","09",8,1903.16900375628
"8ff2011bf11046babbd4e58800e9b032","72e6998f6ca846fc9fa53cc11cf80bb3",520,2,20,7,"KAPELEBYONG",216,"KAPELEBYONG",2,"AKOROMIT",2,"AKOROMIT",3,0,1,"2019","09","20",8,888.204769776538
"90637ec2585b4fd78392b04e1d30947e","772652e7c84341bcb205a8b1fc5b7d00",65,1,10,3,"KIBOGA",103,"KIBOGA",1,"KAPEKE",4,"KYAYIMBA",4,0,1,"2019","08","06",8,10101.5034400778
"908b17ed0b964e90b22afa865690df5d","7c800b94beaf4bae9f9d2c69683476c2",137,1,10,2,"RAKAI",110,"KOOKI",2,"KAGAMBA",4,"KAGAMBA",1,0,1,"2019","07","03",8,1010.15039429581
"908dd494e84b4c94b3ed8e96ccd543c5","5ef261dcd84f45e0a139f83b001486ae",819,3,30,11,"PAKWACH",310,"JONAM",1,"PAKWACH",2,"MUKALE",2,0,1,"2020","02","14",8,2621.86344911658
"90a14f8125044834aa6bad070999e7f0","12a4d25d94ea436285c294aef2a8dba5",174,1,10,2,"WAKISO",113,"BUSIRO",1,"MASULIITA",6,"KYENGEZA",2,0,1,"2019","09","23",8,7810.1511994899
"90b431b15e394501830e496a6936cb0d",,,3,31,11,"KOBOKO",319,"KOBOKO MUNCIPALITY",2,"SOUTHERN DIVISION",3,"MENGO",3,1,1,"2019","06","30",8,836.816193239658
"90c5ab804f3a4324afed563b4a6ce62d","d73a72ea9b854527821a3c4786b610cb",853,4,41,12,"HOIMA",403,"HOIMA MUNICIPALITY",3,"BUJUMBURA DIVISION",1,"KIHOMBOZA",3,1,1,"2019","09","14",8,1482.92068770237
"90ed3532efb0474b9df999ce192aafb7","ac6dedb0a5194fcb9fb7d27c51608b72",869,4,40,13,"KABAROLE",405,"BURAHYA",2,"MUGUSU",11,"KIRAARO",1,0,1,"2019","04","05",8,1301.24054141752
"91015628f3444ab18088d1b66a8d5f6d","f9f0b330cfc94b1ba84beb4027858c5d",883,4,40,13,"KASESE",406,"BUSONGORA",2,"LAKE KATWE",10,"KAHOKYA",6,0,1,"2019","12","15",8,4554.34151612507
"910361499341480fbd14d9830504e472","0566d903b26649e59275f92f6118361d",583,3,30,11,"ARUA",303,"VURRA",5,"VURRA",4,"ANZUU",2,0,1,"2019","05","23",8,524.372749416039
"91215b9533744b4dbf8def7520be8c1f","9645feb679eb41e4a43a118736a64d6f",248,1,10,3,"NAKASEKE",116,"NAKASEKE",1,"KAPEEKA",2,"NAMUSAALE",5,0,1,"2019","04","04",8,1010.15031048242
"91450e2292dc4a4c85423c6d96788120","d8f326e706ea41ea8401b70ad7680c6c",791,3,30,8,"NAPAK",327,"BOKORA",1,"LOTOME",3,"LOMUNO",3,0,1,"2020","01","31",8,1310.9318735401
"914c5519c55a4df18a820696f62c1c80","8803916429d34e9293b6d6a5f862592e",707,3,30,8,"KAABONG",318,"DODOTH",1,"KATHILE SOUTH",16,"NACHUKUL",5,0,1,"2020","01","23",8,436.977266349732
"916b8a34f791451c91112e6a90ca8605","47d9c355ee5f46e682a7da679dd2fc43",709,3,30,8,"KAABONG",318,"DODOTH",1,"SIDOK",14,"KASIMERI",2,0,1,"2020","01","25",8,582.636330302674
"917bd1ae541840d5938bfc743f6cf592","a4d06052463d490c855822ddd4d64171",1020,4,40,14,"ISINGIRO",418,"ISINGIRO",2,"NYAKITUNDA",9,"RUHIIRA",7,0,1,"2019","12","06",8,910.868348685363
"917cc664a9d3474ead33b8d453b0c409","96b5e72b181245258379a42eae31581b",408,2,20,7,"SOROTI",211,"SOROTI",1,"GWERI",7,"AWOJA",3,0,1,"2019","11","12",8,740.170600927286
"91977dd048b34793bdf31105e251b0af","fc1f1928b83e4cab9147650315de856d",423,2,21,5,"TORORO",212,"WEST BUDAMA",3,"MULANDA",5,"MULANDA",2,1,1,"2019","05","12",8,8882.04769776538
"91ac1869c81245f98ea54940a36eac7a","6a36fb3d10284cd29b90a9c965673e61",188,1,11,2,"WAKISO",113,"BUSIRO",1,"WAKISO",13,"BULOBA",2,1,1,"2019","08","05",8,976.268770332719
"91cd1e9a1838444da20822cc50da7ff7","dde989ef228b41b8bde94def7afffcdd",896,4,40,15,"KISORO",408,"BUFUMBIRA",1,"BUSANZA",2,"GITOVU",3,0,1,"2019","12","13",8,9108.68242611213
"91e639b11610463fba9ff19245108149","279ea3f4cec74bc8b427913dbdf52218",531,3,30,9,"APAC",302,"MARUZI",2,"IBUJE",5,"AMIIABERIDWOGO",5,0,1,"2019","09","15",8,1506.26914212203
"91efc699bca84524bc971ba6a3dc3e87","958a368fa116418996e7711693042b45",350,2,20,4,"JINJA",204,"KAGOMA",3,"BUDONDO",1,"KIBIBI",3,0,1,"2019","04","02",8,8882.04769776538
"91fd38789bc34bc2af4ee06597ace130","62f98b948054472f9af377f0770b822f",934,4,40,14,"MBARARA",410,"RWAMPARA",3,"NDEIJA",3,"NYAKAIKARA",6,0,1,"2019","11","11",8,5190.22232061235
"921a867b61c14f0395d1e453d1a26777",,,4,41,14,"MBARARA",410,"RWAMPARA",3,"NDEIJA",3,"BUJANGA",1,1,1,"2019","04","15",8,1821.73638959356
"9224d9c4332e49849ad81a29a411da67","29a67b11717b4451a085eb6a9b3d95ee",958,4,40,15,"RUKUNGIRI",412,"RUBABO",1,"NYAKISHENYI",3,"KAHOKO",4,0,1,"2019","08","09",8,910.868272918113
"922a6b03b6944ace85f527966675c16e","5b89a0d3dc124f2d9278eaaebc1253b9",947,4,41,14,"NTUNGAMO",411,"RUHAAMA",3,"KITWE TOWN COUNCIL",2,"NSHENYI",5,1,1,"2019","12","11",8,5190.22197522864
"92415a109bfe421fa88385ffb5d9bbe5","a5a87aa9fe3b4dd08cc8c7ae8d90179d",663,3,30,11,"NEBBI",310,"PADYERE",3,"NEBBI",6,"KALOWANG",3,0,1,"2019","07","06",8,582.636367548126
"925e2bb2e7da44f6ae83c1a83b896a54","a8ee199f3b104731bb6781410bad32b6",379,2,20,7,"KUMI",208,"KUMI",1,"ONGINO",7,"OBOTIA",13,0,1,"2019","08","06",8,555.127981110336
"92687adaa6c34c8fa035a70d70b39d68",,,1,10,3,"MUBENDE",107,"KASSANDA",3,"KITUMBI",5,"KIJUNA",7,0,1,"2019","06","28",8,1122.38983696255
"926d44a6d212443b8abc252fbd067da0","8e90f50f86204364ab92afa5342cb346",851,4,40,12,"HOIMA",403,"BUGAHYA",1,"KITOBA",5,"KIRAGURA",5,0,1,"2020","01","25",8,535.804853051728
"9270e883c10b4f6fa41d990f9029a099","4cc2184696104ac6853ae16983215509",35,1,11,1,"KAMPALA",102,"KCCA",1,"RUBAGA DIVISION",3,"NATEETE",12,1,1,"2020","02","25",8,3806.33800751256
"929d02626fc0431fbe0633ef46d8af3b","c9ed3eaf96d747c5a7e7d3876c584f43",844,4,40,12,"HOIMA",403,"BUGAHYA",1,"BUHANIKA",1,"KATEREIGA",2,0,1,"2019","05","12",8,1821.73669737073
"92b1721f936443779c944709e967606d","d84ec3b306f2463fbd287cdf0ec7ba75",323,2,20,4,"BUGIRI",201,"BUKOOLI NORTH",2,"BULESA",3,"BULUWE",1,0,1,"2020","01","21",8,1480.34120185457
"92b17392f39b4c83a4ce4aa8994b963a","83da612a549a4b2dbe716dc2743b6d03",7,1,11,1,"KAMPALA",102,"KCCA",1,"KAWEMPE DIVISION",2,"KAWEMPE II",6,1,1,"2019","08","05",8,951.58450187814
"92dd1046b14c4abc81568657c4fd4812","1e6d3e4b71e8433ebec03f89d6b099b9",663,3,30,11,"NEBBI",310,"PADYERE",3,"NEBBI",6,"KALOWANG",3,0,1,"2019","07","06",8,582.636367548126
"93043de8823f4b3abaf7b01016b8f15c","d2e3ead8be45480f913941b6bc4f41cf",66,1,11,3,"KIBOGA",103,"KIBOGA",1,"KIBIGA",5,"KIZINGA",5,1,1,"2020","02","13",8,1010.15031048242
"931c48581659420bafaa0a8102dd9b7f","e0567864040f4ef4b16a07373eab1b85",591,3,30,10,"GULU",304,"ASWA",1,"PATIKO",5,"PUGWENYI",3,0,1,"2019","08","16",8,5243.72749416039
"932e33f2faba4e9aae7ce8070d59934a","7dfca6fd9fd34710b8600b7be0d4ad32",753,3,30,10,"AGAGO",322,"AGAGO",1,"LIRA PALWO",8,"AGENGO",2,0,1,"2020","01","22",8,579.334289546478
"933904d877854cc2ba9f204b43b293e6","46b30d5d8b6649f591f3e3be8f50f1d3",429,2,20,4,"MAYUGE",214,"BUNYA",1,"BAITAMBOGWE",1,"KATONTE",4,0,1,"2019","09","18",8,807.458881615034
"9343875f2ea24dad9bae4f85d4322375","609bbe5fdab1452494036c2c44dd5c9f",408,2,20,7,"SOROTI",211,"SOROTI",1,"GWERI",7,"AWOJA",3,0,1,"2019","05","20",8,740.170600927286
"9347730dd8ef47568efe82c59c896944","9c013f19e5c6481ab56acc781b12fe14",295,1,11,2,"LWENGO",124,"BUKOTO",1,"KYAZANGA TOWN COUNCIL",4,"NAKATEETE",4,1,1,"2019","11","06",8,650.845868489066
"935f6e08397a4a71a1f2e843d3c8c141","425cec05c820427aa4ee75d325a2feea",288,1,11,2,"LWENGO",124,"BUKOTO",1,"KISEKKA",1,"NAKALEMBE",5,1,1,"2019","12","14",8,867.7945777211
"9361da1415864176a9af68cc25520bdf","cf12b219d0544d6680f94ee5400d69b4",1074,4,40,12,"KAGADI",407,"BUYAGA",2,"BWIKARA",2,"NYAMASA PARISH",4,0,1,"2019","07","02",8,910.868272918113
"936f2d49a10740f3af24dd61447fcb70","3f39cc086d5f4cd383549baf15963bec",1095,4,40,12,"KIKUUBE",432,"BUHAGUZI",2,"KYANGWALI",5,"KYANGWALI",4,0,1,"2019","05","24",8,1821.73669737073
"93d6254771a94f2eaeb79f4ccc7f0552","3a79d4174ebf43b4b783108f54d0231b",588,3,30,10,"GULU",304,"ASWA",1,"BUNGATIRA",2,"AGONGA",1,0,1,"2019","09","20",8,749.103906454083
"93dd3971eef44d4eb05ca5fff007c0c0","f178ea41c1bb4b9f96ee39e9da3d715d",219,1,11,2,"WAKISO",113,"NANSANA MUNICIPALITY",6,"NABWERU DIVISION",3,"KAWANDA",1,1,1,"2020","01","12",8,7810.15068107583
"940654b459cc4bc4a1d9dafadc08146e","7e618768bdac4e65898a8b576a48281a",891,4,40,15,"KISORO",408,"BUFUMBIRA",1,"BUSANZA",2,"BUHOZI",1,0,1,"2019","05","17",8,2277.17075806253
"94251fb5c28a4aa68f82cabd8371027b","be58d57d2c9140f88700b722f71cc1f7",774,3,30,9,"KOLE",325,"KOLE",1,"ALITO",3,"BARONGIN",6,0,1,"2019","12","11",8,476.702482539376
"945540415d914164bf9aac642e474d26","8ec715ba51ee402f998c3cc182d29deb",472,2,20,6,"NAMISINDWA",223,"BUBULO",1,"NAMBOKO",26,"BUMUKULUMA",1,0,1,"2019","12","12",8,1480.34120185457
"9458ae7cd7f0467192a679441234dcca","3945193f68854c9f9a93210349e2967d",382,2,20,7,"KUMI",208,"KUMI MUNICIPALITY",2,"SOUTHERN DIVISION",2,"ABUBUR",1,0,1,"2019","06","26",8,8882.04769776538
"947e53b6adde4a45ab842744d8b8eb77","ab013421fdd24e4b9eea8fdf2c49bd49",2,1,10,1,"KAMPALA",102,"KCCA",1,"CENTRAL DIVISION",1,"KAGUGUBE",4,0,1,"2019","04","12",8,1903.16900375628
"9497ebc9faaf444cba61dfe1ed2b9f2a","06b881a31ba7466e919d01bb09f5e672",334,2,20,5,"BUSIA",202,"SAMIA-BUGWE",2,"BUTEBA",5,"BUTEBA",3,0,1,"2019","04","06",8,888.204830606281
"94c23faa7af743f9a662d102d721c561","e48081c01f2043bbaf15c313d52109b2",901,4,40,15,"KISORO",408,"BUFUMBIRA",1,"NYARUSIZA",13,"RUKONGI",4,0,1,"2019","12","13",8,2277.17075806253
"94caf569c9b14c53a5c7135eae90f564","32de07e83cd04c1986535b1731f9db05",910,4,40,14,"MBARARA",410,"KASHARI",1,"BUKIRO",2,"RUBINGO",4,0,1,"2019","08","16",8,4554.34121305607
"94d06fbe4f4642ff8bc4ab0ec6fc84bd","ff1e9bf70bcf4cbf9ef69ece7d9c060d",957,4,41,14,"NTUNGAMO",411,"RUSHENYI",4,"RUBAARE",3,"NYANGA",3,1,1,"2020","01","25",8,3036.22767741671
"94f279ac05714051ba24d3fa6897d715","d7c56ce88368434aab61dd0c309a6581",55,1,11,1,"KAMPALA",102,"KCCA",1,"NAKAWA DIVISION",5,"BUTABIKA",5,1,1,"2020","02","05",8,3806.33771531072
