"hhid","s16qa01","s16q01","s16q02a","s16q02y","s16q02b","s10q03a","s16q03b","s16q03c","s16q03d","s16q04a","s16q04b","s16q04c"
"ecde7f67c5a645b4aa4e10fc13dfe256",109,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",113,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",1031,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",1011,1,4,2018,8,1,2,1,2,3,,
"ecde7f67c5a645b4aa4e10fc13dfe256",107,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",116,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",102,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",114,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",104,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",111,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",118,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",110,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",105,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",1032,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",1012,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",106,2,,,,,,,,,,
"ecde7f67c5a645b4aa4e10fc13dfe256",112,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",116,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",105,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",1031,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",102,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",117,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",112,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",114,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",109,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",107,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",115,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",1012,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",1011,1,1,2019,3,1,1,1,2,40,,
"edc2e1593f6a4124833981d7ffad0744",113,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",106,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",110,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",1032,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",104,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",111,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",108,2,,,,,,,,,,
"edc2e1593f6a4124833981d7ffad0744",118,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",113,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",112,1,8,2018,1,1,1,1,1,3,8,
"edeba237a7d5418ba6e9462b64e594f6",1011,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",106,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",1032,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",104,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",111,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",115,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",114,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",102,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",108,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",118,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",117,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",116,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",107,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",1031,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",109,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",105,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",1012,2,,,,,,,,,,
"edeba237a7d5418ba6e9462b64e594f6",110,1,7,2018,2,1,1,1,1,3,,
"eebacd4a1e944411a7c22e017fc4a86c",106,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",117,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",113,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",102,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",116,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",1011,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",1031,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",104,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",107,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",111,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",118,1,12,2019,1,2,2,2,2,40,,
"eebacd4a1e944411a7c22e017fc4a86c",1012,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",112,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",109,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",1032,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",108,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",110,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",114,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",105,2,,,,,,,,,,
"eebacd4a1e944411a7c22e017fc4a86c",115,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",1032,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",106,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",1031,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",1012,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",111,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",113,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",110,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",117,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",116,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",108,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",1011,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",102,1,3,2019,3,1,2,1,2,3,,
"eec360a607e14114bcef211b95f9b555",105,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",114,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",115,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",118,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",104,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",107,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",112,2,,,,,,,,,,
"eec360a607e14114bcef211b95f9b555",109,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",1011,1,3,2019,1,2,2,1,1,3,15,
"eef6cf10e723440d97c6e62a0aa8c834",106,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",104,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",105,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",1012,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",111,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",118,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",114,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",116,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",117,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",1032,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",109,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",115,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",1031,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",112,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",110,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",102,1,4,2019,7,1,2,1,1,1,40,
"eef6cf10e723440d97c6e62a0aa8c834",113,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",108,2,,,,,,,,,,
"eef6cf10e723440d97c6e62a0aa8c834",107,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",106,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",1032,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",107,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",105,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",104,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",118,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",102,1,8,2019,1,2,2,1,2,40,,
"f0126b881e10446aba73ec9b7b04d60a",115,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",110,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",108,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",116,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",1012,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",111,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",114,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",117,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",112,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",113,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",109,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",1011,2,,,,,,,,,,
"f0126b881e10446aba73ec9b7b04d60a",1031,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",1032,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",112,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",113,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",105,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",109,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",118,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",116,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",1012,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",115,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",107,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",117,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",1031,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",108,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",104,1,8,2018,7,1,2,1,1,8,,
"f05999c84e3942db932adffa4ec24804",110,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",106,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",102,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",111,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",1011,2,,,,,,,,,,
"f05999c84e3942db932adffa4ec24804",114,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",108,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",1032,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",118,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",102,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",109,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",1011,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",114,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",104,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",110,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",112,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",107,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",115,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",117,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",1012,1,11,2018,6,1,2,1,2,8,,
"f0a874e9e24144bc81cb11bb22f5e6f9",105,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",106,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",1031,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",113,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",111,2,,,,,,,,,,
"f0a874e9e24144bc81cb11bb22f5e6f9",116,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",116,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",118,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",114,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",110,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",109,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",1032,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",113,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",102,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",108,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",106,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",1012,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",107,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",117,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",1011,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",112,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",105,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",115,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",1031,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",104,2,,,,,,,,,,
"f0aeaa7590ce4f6dbd68b17380d33db5",111,1,1,2019,1,1,1,1,1,13,9,
"f0af4f68b5094cda94c066c337e4e3f7",102,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",105,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",115,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",1032,1,8,2019,5,1,1,2,2,8,,
"f0af4f68b5094cda94c066c337e4e3f7",110,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",1031,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",113,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",1012,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",108,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",104,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",109,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",112,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",106,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",1011,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",116,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",117,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",118,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",107,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",114,2,,,,,,,,,,
"f0af4f68b5094cda94c066c337e4e3f7",111,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",105,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",118,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",106,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",115,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",108,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",112,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",1011,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",102,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",117,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",1012,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",113,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",1032,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",116,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",110,1,1,2019,12,1,2,1,1,1,8,
"f0c6d81726b24ec3b676a07b587b5876",114,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",109,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",111,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",1031,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",104,2,,,,,,,,,,
"f0c6d81726b24ec3b676a07b587b5876",107,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",118,1,10,2018,1,1,2,1,1,40,,
"f0d064b16cde4eeaa5d143b20ad4288a",107,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",116,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",1032,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",105,1,5,2019,3,1,2,2,2,40,,
"f0d064b16cde4eeaa5d143b20ad4288a",111,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",109,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",1011,1,8,2019,3,2,1,1,2,40,,
"f0d064b16cde4eeaa5d143b20ad4288a",117,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",110,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",112,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",1012,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",115,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",102,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",106,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",1031,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",108,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",114,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",104,2,,,,,,,,,,
"f0d064b16cde4eeaa5d143b20ad4288a",113,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",116,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",109,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",106,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",113,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",107,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",1012,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",102,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",1011,1,6,2018,1,1,1,1,1,8,,
"f10aaca018df42218e821c48e4dee33f",1032,1,4,2018,1,1,1,1,1,8,,
"f10aaca018df42218e821c48e4dee33f",118,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",1031,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",112,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",115,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",108,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",110,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",105,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",104,1,7,2018,2,1,1,1,1,8,,
"f10aaca018df42218e821c48e4dee33f",114,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",117,2,,,,,,,,,,
"f10aaca018df42218e821c48e4dee33f",111,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",107,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",110,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",117,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",1012,1,10,2018,6,1,1,1,2,40,,
"f135b7607bcb4d48b9da2f31ee6b243c",112,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",1032,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",106,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",118,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",1031,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",116,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",109,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",108,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",111,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",102,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",104,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",1011,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",105,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",113,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",114,2,,,,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",115,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",1012,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",113,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",109,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",118,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",111,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",102,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",115,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",106,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",1032,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",112,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",108,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",114,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",105,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",110,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",116,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",107,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",1031,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",104,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",117,2,,,,,,,,,,
"f1bac1a45bbb4e31bece21102e3365f5",1011,1,3,2019,2,1,2,2,2,3,8,
"f1f4dfae64ae44059ac6c0a0e317756d",111,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",1011,1,12,2018,6,1,2,1,1,8,,
"f1f4dfae64ae44059ac6c0a0e317756d",1032,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",110,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",114,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",106,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",118,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",117,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",113,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",104,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",1012,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",115,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",116,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",107,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",1031,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",109,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",108,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",112,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",105,2,,,,,,,,,,
"f1f4dfae64ae44059ac6c0a0e317756d",102,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",1032,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",118,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",1012,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",112,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",114,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",108,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",109,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",117,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",104,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",110,1,12,2018,5,1,2,2,1,1,9,8
"f279aa085de74b92808543dede51f4e4",102,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",106,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",111,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",107,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",1011,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",116,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",115,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",113,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",1031,2,,,,,,,,,,
"f279aa085de74b92808543dede51f4e4",105,2,,,,,,,,,,
"f291a0d067164a56a7d38444192dcb84",115,2,,,,,,,,,,
"f291a0d067164a56a7d38444192dcb84",113,2,,,,,,,,,,
"f291a0d067164a56a7d38444192dcb84",108,2,,,,,,,,,,
"f291a0d067164a56a7d38444192dcb84",109,2,,,,,,,,,,
"f291a0d067164a56a7d38444192dcb84",105,2,,,,,,,,,,
"f291a0d067164a56a7d38444192dcb84",102,2,,,,,,,,,,
"f291a0d067164a56a7d38444192dcb84",112,2,,,,,,,,,,
"f291a0d067164a56a7d38444192dcb84",106,2,,,,,,,,,,
