"hhid","s17q01","s17q02","s17q03","s17q04","s17q05","s17q06","s17q07","s17q08","s17q09","s17q10A","s17q10B","s17q10C","s17q10D","s17q10E","s17q10F","s17q10G","s17q10H","s17q10I","s17q10J","s17q10K","s17q10L","s17q11A","s17q11B","s17q11C","s17q11D","s17q11E","s17q11F","s17q11G","s17q11H","s17q11I","s17q11J","s17q11K","s17q11L","s17q11M","s17q11X"
"877d861a869941489026e3d225a3eebe",2,1,2,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"87893bf3fcdc4100bfcccd7e3d8fc162",2,1,1,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"878feadf5d0f41e194da96936cf9b8ca",1,1,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"879bf8efb61e461180db3535bc0ec2cc",1,1,2,1,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"879c792bde2a499e99d9bc5a5b53dddb",2,2,2,2,2,1,3,,1,,,,,,,,,1,1,1,1,,,,1,1,1,,,,,,,,
"87a31b1667774191b3cad3f4c97a323b",2,1,1,1,4,2,96,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"87a8a334a93d4d979b4f0a89bb641f57",1,1,1,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"87d5d5cb561a406cbd40509b8ef27306",1,1,1,1,3,2,1,,1,,,,,,,,,1,,,,,,,1,1,,,,,,,,,
"87f08542877948b390ded628dfe27321",1,2,2,2,3,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"88341a84b20046f6a35f355bf3387b58",1,1,2,1,3,1,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"883ab2fea66d45fc95e34b3102884974",1,1,1,1,4,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"88440a34b56e45169a03c446abecfa52",1,1,2,1,3,1,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"88703d7ad1574641a2cc68d2c54f6361",1,1,2,1,3,2,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"888272c8105a4cd3a67c6ea96778fd60",1,1,2,1,2,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"889ee98f22ed48fb8e57c91b84477fa2",2,1,2,2,3,2,4,4,1,1,1,,,,,,,,1,1,1,,,,,,,,,,,,,,1
"88a4d46854ed416fbd2c526b54a7b34a",1,1,1,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"88c5cfe97f6f4602ad9bf2f7a581c2c3",1,1,2,2,1,2,11,11,1,,,,,,,1,1,1,1,1,1,1,,,,1,,,,,,,,,
"88ca05130f6b429db4f3807b50dadee1",1,2,1,1,2,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"88fff82431af4ee09f848082a77dace7",1,1,3,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"89078df8658144b2a56e3349c60e04bf",1,1,1,1,2,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"89342a57ba6a47b189dae265acb342f5",1,1,2,1,3,1,3,3,1,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,
"893cf68cf1dd4948a0201212c5026a95",3,1,2,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8956185e1f994c14aaf73ae617430727",1,1,2,1,2,1,,3,1,,,,,,,1,1,,,,,1,,,,1,,,,,,,,,
"899f8a2cd117463a921b6083117c5e35",1,1,2,1,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"89af0090c4f744cfb4b79ca8536a24d2",1,1,3,2,1,1,,,1,1,1,1,,,,,,,1,1,1,1,,,,1,1,,,,,,,,
"8a1dba9b384c45ee8024c6462db83576",2,1,1,1,3,2,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8a40dd76b0084606b063c880ca2ab855",1,1,3,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8a4bedcaa53146dbb0c0017dc5965bad",2,1,1,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8a57d70341d649608c41c83244cccb2d",1,1,2,1,3,2,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8a5d66f841064b23ada0de5fed353c11",1,1,2,1,0,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8a5ea620d83e42068ba2bf3ef59e5aec",7,1,2,2,3,2,,4,1,,,,1,1,,,,,,,,1,,,1,1,1,,,,,,,,
"8a66fbea49ae49d78157b208859380d6",1,1,2,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8a9c30a2720449788e06b3c6b9a1c9ed",2,1,3,1,2,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ac1830c403043aba5752609d91c5e9e",2,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8acd20054dcf4e5896b5942c4dda7d3f",4,1,2,1,2,3,4,4,1,,,,,1,1,1,1,1,1,,,1,,,1,1,,,,,,,,,
"8ace712936c44a0cb68976af1969687a",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ad5bed15b194c8297d459dd075109df",2,1,1,1,2,2,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8afa524cc05a4107af2d72c58b1044d5",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8b15f05dab3b45609dedc21d5e99c76a",1,1,2,1,2,2,4,4,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,
"8b1c5ba2b25f4346819c64e49ba40ca8",5,2,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8b2a5c876c3249569b643bfced9700c4",1,1,3,2,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8b4c03200f674e4d975bc2d8954ecef3",1,1,1,1,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8b4c43fed99a43a89713fad255b361cd",2,1,1,1,3,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8b53b3b6198141148cafcff7077a76e8",1,1,2,2,3,2,,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8b79adbce0d2462d95424a84a94e165a",1,1,2,2,3,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8b962cc0c5994ad1a9115a09556e34cb",2,1,1,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ba30b564d1a40bc867dad9460534b26",1,1,1,2,2,1,11,1,1,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,
"8bf6dcc813b146fc9ed7320504721cab",1,1,2,1,3,2,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8bfcb13ab41b4401a705516fcb6bd89d",1,2,2,2,2,1,,11,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,
"8c0334a08af04b09af805a3b2ddd21d8",1,2,3,2,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8c0cffaeebd64a46a7a66436ab056862",2,1,2,1,3,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8c4443ba9ef54eb68baf73e3d7b89ee0",1,1,2,2,2,3,,11,1,,,,,,,,,,1,1,1,1,,,,1,,,,,,,,,
"8c526c6e402642369bab5875f6c6753a",1,1,2,2,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8c6170e56c034ea2956d6942dea33b04",2,1,3,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8c69f5721ee84eac9ffff352a72628cb",1,1,1,1,3,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8c6bdb5fb00a45dc90aa7ae00a9ea2ae",2,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8c8a1439fc68485d8d69d0ad477cbd37",2,1,1,1,3,2,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8c98d02a4c84498eba0bb400ba0206f7",1,1,2,1,2,5,4,4,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,
"8cb24b08fbc545a0a49b79ae64e8e5f4",1,1,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8cb6627e27314a468e4842fa71d68218",2,1,2,2,3,1,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8cc9fadde4b6455f84e5cb933f79eafc",3,1,2,2,3,1,96,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ccf1145b7fe4681b7e5b2dcc220b3a1",1,1,1,1,4,2,2,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ceaeb1f41a84f689dfb8129239ba0ec",1,1,2,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8d049482670844f9ae4b7cbab030151d",1,1,2,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8d117b5cb54b48b99f5fffc9c1da4520",1,1,2,2,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8d168c1f2a3a4c1183477daa968d7cda",1,1,2,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8d27bfc87d3148468fca2648184741f2",4,1,1,2,3,2,96,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8d444eb74e7b4bd3a234a9e81cd4e4ec",2,1,2,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8d5b7a391d4f4c5bbb2e592dc97b266b",2,1,2,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8d7d58b8491142c7a8179b06e40f7e73",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8d90410182ad4c3787ad9295cdf48ab0",2,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8db9be87004b417e9b2853c047848ded",2,1,2,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ddc3a927db74c39bdd89a07013d8bc9",2,1,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8e0800d8ec914043b6ad15347ba5d00b",1,1,2,2,3,2,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8e13731385e74c8faf7727c1d73ef7f6",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8e1a4eaba5964506ac960adce546137d",2,1,2,2,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8e4d650733684da3b8b7cd226ee93841",1,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8e8aef3c76334f6d861b225e23cab540",1,1,2,1,2,2,11,,1,1,1,1,1,1,,,,,,,1,1,,,1,1,,,,,,,,,
"8e9b2ef65bc143e69c9919dd1cbb7eea",2,1,2,2,2,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,,
"8eb8cf409d4d484a933e9c0a4be37a9f",1,1,1,1,3,2,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ede9fa1bfa64845b23b31b722fc31a4",2,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ef919860a794b9dbf34003d18e1783e",1,1,3,1,2,1,,,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,
"8ef9eac0332a4a05936cea16c259429a",6,1,2,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8f2805c60faf40a892daedeb952b0629",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8f28de7582444c4a9cdfd6c2dcbaf58b",1,1,2,2,2,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8f2b2e4fea904d4ebd13142827253967",2,1,1,1,3,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8f413df46af140459aa9109bf0462cf8",1,1,2,2,2,2,1,1,1,,1,1,1,1,,,,,,,,1,,,1,1,,,,,,,,,
"8f6187e86f2f4210bac43f688feb7ccb",1,1,2,2,3,1,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8f6a2f18563f4f9eb221f2968b4e835a",2,1,1,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8f787b24190d42ebb39560122cc3105a",2,1,3,1,4,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8f78f136f4ee4a3d8ff64a418fd86357",2,1,2,2,2,2,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8f8c64fa798c4e5e8490b8cca7bbd057",1,1,2,1,2,2,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fa9e6cc5c0f432782ba1678d9afba6c",1,1,2,1,2,2,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fc328740870453a95ab4a82018c63bd",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fd7e756172d4ffeb06c4ac56373c5b6",2,1,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fdeaf355324427ba72ed2c96460b611",1,1,1,1,4,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fe19cf1a1b9486d91295f6439d1f778",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ff2011bf11046babbd4e58800e9b032",1,1,2,2,3,2,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"90637ec2585b4fd78392b04e1d30947e",4,1,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"908b17ed0b964e90b22afa865690df5d",1,1,1,2,2,2,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"908dd494e84b4c94b3ed8e96ccd543c5",1,1,2,1,3,1,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"90a14f8125044834aa6bad070999e7f0",1,1,2,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"90b431b15e394501830e496a6936cb0d",1,1,2,1,3,1,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"90c5ab804f3a4324afed563b4a6ce62d",2,1,1,2,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"90ed3532efb0474b9df999ce192aafb7",1,1,1,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"91015628f3444ab18088d1b66a8d5f6d",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"910361499341480fbd14d9830504e472",1,1,2,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"91215b9533744b4dbf8def7520be8c1f",1,1,3,1,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"91450e2292dc4a4c85423c6d96788120",3,2,3,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"914c5519c55a4df18a820696f62c1c80",3,1,2,2,2,2,3,,1,1,1,1,,1,1,1,1,1,,,,1,,,,,,,,,,,,,
"916b8a34f791451c91112e6a90ca8605",1,2,2,2,2,1,11,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"917bd1ae541840d5938bfc743f6cf592",3,1,1,1,3,2,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"917cc664a9d3474ead33b8d453b0c409",2,1,2,2,3,1,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"91977dd048b34793bdf31105e251b0af",1,1,1,1,2,2,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"91ac1869c81245f98ea54940a36eac7a",2,1,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"91cd1e9a1838444da20822cc50da7ff7",1,1,1,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"91e639b11610463fba9ff19245108149",1,1,2,1,3,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"91efc699bca84524bc971ba6a3dc3e87",2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"91fd38789bc34bc2af4ee06597ace130",2,1,1,1,3,2,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"921a867b61c14f0395d1e453d1a26777",1,1,3,1,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9224d9c4332e49849ad81a29a411da67",1,2,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"922a6b03b6944ace85f527966675c16e",2,1,1,1,3,2,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"92415a109bfe421fa88385ffb5d9bbe5",1,1,3,2,3,1,,,1,,,,,1,,,,,,,,1,,,1,1,,,,,,,,,
"925e2bb2e7da44f6ae83c1a83b896a54",1,1,2,2,2,1,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"92687adaa6c34c8fa035a70d70b39d68",2,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"926d44a6d212443b8abc252fbd067da0",2,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9270e883c10b4f6fa41d990f9029a099",2,1,1,1,3,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"929d02626fc0431fbe0633ef46d8af3b",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"92b1721f936443779c944709e967606d",2,1,2,2,2,1,4,3,1,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,
"92b17392f39b4c83a4ce4aa8994b963a",2,1,3,2,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"92dd1046b14c4abc81568657c4fd4812",2,1,2,2,3,2,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"93043de8823f4b3abaf7b01016b8f15c",2,1,2,2,2,2,11,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"931c48581659420bafaa0a8102dd9b7f",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"932e33f2faba4e9aae7ce8070d59934a",1,1,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"933904d877854cc2ba9f204b43b293e6",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9343875f2ea24dad9bae4f85d4322375",1,1,3,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9347730dd8ef47568efe82c59c896944",2,1,1,1,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"935f6e08397a4a71a1f2e843d3c8c141",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9361da1415864176a9af68cc25520bdf",2,1,2,2,2,1,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"936f2d49a10740f3af24dd61447fcb70",1,1,2,1,2,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"93d6254771a94f2eaeb79f4ccc7f0552",1,1,3,1,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"93dd3971eef44d4eb05ca5fff007c0c0",2,1,1,1,2,2,,11,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,
"940654b459cc4bc4a1d9dafadc08146e",1,1,2,1,2,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"94251fb5c28a4aa68f82cabd8371027b",1,1,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"945540415d914164bf9aac642e474d26",2,1,1,2,2,2,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9458ae7cd7f0467192a679441234dcca",1,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"947e53b6adde4a45ab842744d8b8eb77",2,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9497ebc9faaf444cba61dfe1ed2b9f2a",1,1,1,1,2,2,,11,1,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,
"94c23faa7af743f9a662d102d721c561",2,1,2,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"94caf569c9b14c53a5c7135eae90f564",4,1,2,1,3,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"94d06fbe4f4642ff8bc4ab0ec6fc84bd",1,1,3,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"94f279ac05714051ba24d3fa6897d715",1,1,1,1,3,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"95177689d72c427d97dc7931ab8ace5c",1,1,2,1,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"951c7e98a6324280b5c549232a380204",1,1,2,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9530738e2155482aab81a61a6270e063",1,1,1,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"95494f457b4740e1a46aebe28007c9d5",2,1,2,2,2,1,11,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,
"9553f4ffc1284fb69a26a5b095ad3313",1,1,2,2,3,2,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"956c950737734d4ab6f71a87d3923c10",1,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9584ae027ca549a3ae62839ae5a2cb32",1,1,2,1,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"95a213f7d9944f96b12eea76d4de13d9",1,1,1,2,2,2,3,3,1,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,
"95bad44703a84b51aff22ecaf93635be",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"95c41cb2a4b54404b51c9a798ebde4f0",3,1,1,2,3,2,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"95cd7d2ad5b54306a4f4b19b18c3d10e",1,1,1,1,4,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"96517389c3ad4d7c98aa9db148e886b0",1,1,3,1,2,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"966eed8e8321484895ce62d41d233252",6,1,1,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"96795910971f4f2d854451efacb5cadf",1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"968b6b1311ed442fb36a243ce8db25e9",1,1,2,2,2,1,,11,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,
"968f190cbd2e4f60b1d37fcd3c8cecc5",1,1,1,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"96a49d2f0bf44b789c3a7fe6264dd842",2,2,2,2,2,2,11,11,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,
"96af5e31bdc54115bd9297202eadbd6e",1,1,2,1,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"96d7ff7eb1ad483788ad38674af72836",1,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"96ef564dac484d5895fd53f32d7fb63d",2,2,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9713c0096ee142189341859c190d12e4",3,1,2,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"971f44decbba438c94bcc5f8c7c7b069",1,1,2,1,2,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"97510163d826480e9840eaef8783cd63",1,1,2,2,2,1,12,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"975ff8e2759b46d785b9e867ee066672",1,1,2,2,2,2,,11,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,
"97a9f78d75774aa094c05dfe1bff19cd",2,1,1,1,2,2,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"97cbf60019ff44cab7b74a80214f892b",1,2,2,2,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"97d420c3c8874500ac7a1366f8a4c11e",2,1,3,2,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"97f7cc2abb034d599eb14f69eb597f07",1,1,1,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"97f9eef43a304519ad61a9da9876374e",2,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"98724db0dbbb43848d9b745fa85b6750",1,1,3,1,3,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"989e0673052049b087f5131c084918ef",1,1,2,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"98cd4133a87f4d19a136b137ffb686a7",2,1,1,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"98e1379ae63c4ab4aa9d59c44b66d4ca",2,1,2,1,2,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"98e418f037464d3291bf751f1067d916",2,1,2,1,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"98fd4943cbaf4f7bbe28148346d42776",1,1,2,2,3,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"98fed05dfd214896b6e6ad88447ba173",1,1,2,2,2,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9918bbbc0bc7474b9a02439bc63ac468",4,1,1,1,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9922746e4091445d9783dd5fc99a3adc",2,1,2,2,2,1,9,9,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,
"992e00149d2a4cc8832d551a1bdbbace",2,1,2,1,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"993c13190d2c48f99fb34a9e36e0dcd4",1,1,1,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"99456305d81347fc9386bd3b45b248d8",2,1,1,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"994768192e0a4657864c55efe8317405",1,1,2,1,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"99bb9b56b38542319ccc1198ffc05b69",1,1,2,1,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"99c4cf72245e40e494c4187edb44e664",1,1,2,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"99ca1beb48114a99949a73c6d8fc7432",2,1,2,1,3,2,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"99d201e8843b451da1c4e183b9f5a11d",1,1,2,2,3,1,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9a051919df744dc8a24c40dec030240e",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9a147b24ae894891a325dfa219530880",3,1,2,2,2,1,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9a20f2c690714fc1a0d2e096dc86a5b9",2,2,2,2,1,1,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
"9a69bb01aec54a0e85841539501a3ad0",6,1,2,2,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9a75a2d372be43c29f895b155a3e464d",2,1,2,2,3,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"9a77599d61bf47dcbf93b7807f2975c5",1,2,2,2,1,3,,11,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,1,,,,,,,
"9a9edd843b7e44cca55f3b6b42ac0d94",2,1,2,1,1,1,,1,1,,,,,,,,1,1,1,1,1,1,,,,1,,,,,,,,,
"9abe9f59f3c148b29ed8ed74c5563399",2,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
