"HHID","district_code","urban","region","regurb","rotate","HHID_old","equiv","hsize","nrrexp30","cpexp30","welfare","plinen","ctpline","hpline","spline","poor_13"
"H37206-04-01","218",0,2,20,0,,4.08676660060883,6,231759.34375,93777.8828125,22946.71875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37207-04-01","218",0,2,20,0,,6.35289996862412,8,392663.25,158940.8125,25018.623046875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37208-04-01","218",0,2,20,0,,4.28263327479362,6,291785.40625,118129.6875,27583.423828125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37209-04-01","218",0,2,20,0,,4.85426658391953,6,620353.375,253128.5625,52145.58203125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37210-04-01","218",0,2,20,0,,3.86416667699814,6,215976.765625,87326.109375,22598.94921875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37301-04-01","219",0,2,20,0,,5.32746660709381,6,343007.9375,139104.828125,26110.876953125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37302-04-01","219",0,2,20,0,,6.68923336267471,8,395367,160241.015625,23955.064453125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37303-04-01","219",0,2,20,0,,5.86273330450058,7,209200.109375,85396.265625,14565.947265625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37304-04-01","219",0,2,20,0,,6.1628332734108,8,749810.1875,303450.5,49238.796875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37305-04-01","219",0,2,20,0,,9.49476662278175,13,571777,231155.125,24345.529296875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37306-04-01","219",0,2,20,0,,3.53916664421558,6,298526.28125,120724.3359375,34110.94921875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37307-04-01","219",0,2,20,0,,1.72643327713013,2,152721.78125,61868.1484375,35835.81640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37308-04-01","219",0,2,20,0,,0.863699972629547,1,110731.1796875,44861.9921875,51941.640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37309-04-01","219",0,2,20,0,,2.96249997615814,4,49680.04296875,20048.443359375,6767.4072265625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37310-04-01","219",0,2,20,0,,2.91826663911343,5,433336.1875,175077.5625,59993.68359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37401-04-01","221",0,2,20,0,,5.674899995327,7,530772,212646.375,37471.38671875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37402-04-01","221",0,2,20,0,,1.09703330695629,2,756592.625,297753.09375,271416.625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37403-04-01","221",0,2,20,0,,4.62113332748413,6,7776648,3111068.25,673226.25,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37404-04-01","221",0,2,20,0,,7.19176664948463,10,772347.4375,311765.78125,43350.375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37405-04-01","221",0,2,20,0,,2.92509996891022,4,555884.9375,222915.921875,76207.96875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37406-04-01","221",0,2,20,0,,2.27046662569046,3,133795.375,52667.765625,23196.890625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37407-04-01","221",0,2,20,0,,5.39423331618309,8,456705.21875,182740.765625,33877.05859375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37408-04-01","221",0,2,20,0,,2.6108333170414,4,185781.421875,73047,27978.423828125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37409-04-01","221",0,2,20,0,,2.34659996628761,3,518653.71875,204407.46875,87107.9296875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37410-04-01","221",0,2,20,0,,4.34993329644203,6,237262.46875,93361.171875,21462.66796875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37501-04-01","223",0,2,20,0,,2.44309991598129,3,370760.8125,150913.46875,61771.3046875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37502-04-01","223",0,2,20,0,,6.54706662893295,8,960754.125,393401.53125,60088.2109375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37503-04-01","223",0,2,20,0,,3.59706664085388,5,82071.1875,33375.83984375,9278.626953125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37504-04-01","223",0,2,20,0,,0.992266654968262,1,71125.546875,28924.583984375,29150.01171875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37505-04-01","223",0,2,20,0,,8.00230002403259,10,773958.625,317655.59375,39695.53515625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37506-04-01","223",0,2,20,0,,3.81283336877823,5,470929.71875,191987.65625,50353.015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37507-04-01","223",0,2,20,0,,6.62000000476837,8,617130.5,251209.234375,37947.015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37508-04-01","223",0,2,20,0,,5.44406658411026,6,1779121,722094.5,132638.8125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37509-04-01","223",0,2,20,0,,2.61326663196087,4,208604.59375,85521.6953125,32725.974609375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37510-04-01","223",0,2,20,0,,7.61309999227524,10,468294.71875,192054.765625,25226.880859375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37601-04-01","223",0,2,20,0,,1.86176663637161,2,689318.3125,272935.875,146600.46875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37602-04-02","223",0,2,20,0,,3.37263333797455,4,355869.8125,140021.8125,41517.05859375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37603-04-01","223",0,2,20,0,,3.02616667747498,5,338733.78125,133408,44084.81640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37604-04-01","223",0,2,20,0,,1.86659997701645,2,144546.5,57093.14453125,30586.705078125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37605-04-01","223",0,2,20,0,,3.81176662445068,5,323304.28125,128324.5234375,33665.3671875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37606-04-01","223",0,2,20,0,,7.21963322162628,10,562338.625,226138.5,31322.712890625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37607-04-01","223",0,2,20,0,,1.24949997663498,2,230684.46875,91409.421875,73156.8046875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37608-04-01","223",1,2,21,0,,3.1842999458313,4,409863.21875,162092.3125,50903.59375,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H37609-04-01","223",1,2,21,0,,3.38573329150677,5,460209.0625,183143.109375,54092.59765625,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H37610-04-01","223",0,2,20,0,,8.589399933815,11,574224.375,225871.890625,26296.5859375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37701-04-01","224",0,2,20,0,,4.59993334114552,7,436903,171252.765625,37229.40234375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37702-04-01","224",0,2,20,0,,9.82666662335396,13,686713.0625,271523.15625,27631.2578125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37703-04-01","224",0,2,20,0,,3.39309993386269,5,471160.875,185651.265625,54714.3515625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37704-04-01","224",0,2,20,0,,2.13083332777023,3,254135.1875,99861.40625,46864.953125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37705-04-01","224",0,2,20,0,,6.34736663103104,9,272564.6875,107246.3984375,16896.203125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37706-04-01","224",0,2,20,0,,3.8020333647728,5,315061.15625,120929.4453125,31806.51953125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37707-04-01","224",0,2,20,0,,10.4577999562025,13,340329.59375,130022.3046875,12433.0458984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37708-04-01","224",0,2,20,0,,4.24250000715256,6,246454.625,94286.4453125,22224.265625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37709-04-01","224",0,2,20,0,,1.85596662759781,2,251841,96435.984375,51959.9765625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37710-04-01","224",0,2,20,0,,2.78020000457764,3,311766.75,119517.5078125,42988.81640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37801-04-01","225",0,2,20,0,,3.01450002193451,3,548751,219361.859375,72768.90625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37802-04-01","225",0,2,20,0,,3.94326663017273,5,180848.109375,72046.40625,18270.7421875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37803-04-01","225",0,2,20,0,,2.82916665077209,4,406609.875,159359.078125,56327.21484375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37804-04-01","225",0,2,20,0,,2.96590000391006,4,384769.03125,151195.171875,50977.83984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37805-04-01","225",0,2,20,0,,1.00483334064484,1,66822.265625,26247.6875,26121.43359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37806-04-01","225",0,2,20,0,,1.63749998807907,2,115235.0703125,45172.31640625,27586.1484375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37807-04-01","225",0,2,20,0,,4.65009999275208,7,887886.6875,351144.6875,75513.359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37808-04-01","225",0,2,20,0,,9.33720001578331,13,887991.875,352942.53125,37799.609375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37809-04-01","225",0,2,20,0,,8.82859992980957,12,151694.578125,60247.0703125,6824.07958984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37810-04-01","225",0,2,20,0,,4.86953330039978,6,309805.59375,122203.96875,25095.623046875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37901-04-01","226",1,2,21,0,,2.52509999275208,3,173865,70597.0625,27958.125,11463.4453125,16547.525390625,21257.646484375,30685.490234375,1
"H37902-04-01","226",0,2,20,0,,3.32596659660339,4,383137.15625,154162.125,46351.07421875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37903-04-01","226",0,2,20,0,,2.24659997224808,3,207823.703125,84378.015625,37558.09375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37905-04-01","226",0,2,20,0,,4.3317666053772,6,290144.125,117938.71875,27226.470703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37906-04-01","226",0,2,20,0,,1.72643327713013,2,294493.65625,118582.8359375,68686.6015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37907-04-01","226",0,2,20,0,,2.46893334388733,3,66407.59375,27002.177734375,10936.7783203125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H37908-04-01","226",0,2,20,0,,4.11476665735245,5,1203981.25,483433.0625,117487.359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37909-04-01","226",0,2,20,0,,0.86273330450058,1,184811,75013.625,86948.796875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H37910-04-01","226",0,2,20,0,,0.874333322048187,1,312947.5625,127031.90625,145290.015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38001-04-01","226",1,2,21,0,,4.77929997444153,7,215529.625,86840.6953125,18170.169921875,11463.4453125,16547.525390625,21257.646484375,30685.490234375,1
"H38002-04-01","226",0,2,20,0,,0.86273330450058,1,172850.03125,70156.8671875,81319.296875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38003-04-01","226",0,2,20,0,,0.863699972629547,1,97602.6484375,39646.01171875,45902.52734375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38004-04-01","226",0,2,20,0,,5.13886660337448,6,714066.875,286768.0625,55803.7578125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38006-04-01","226",0,2,20,0,,4.01249998807907,6,205341.734375,82683.15625,20606.39453125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H38007-04-01","226",0,2,20,0,,4.34086659550667,6,336709.25,137291.640625,31627.703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38008-04-01","226",0,2,20,0,,3.34250000119209,5,210843.53125,85647.171875,25623.685546875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H38009-04-01","226",1,2,21,0,,2.92993330955505,4,537825.875,218593.9375,74607.140625,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H38010-04-01","226",1,2,21,0,,2.58249999582767,4,528916.875,214999.765625,83252.5703125,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H38101-04-01","228",0,2,20,0,,6.00566667318344,7,632957.9375,258339.78125,43016.00390625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38102-04-01","228",0,2,20,0,,4.75509992241859,6,741509.125,303867.78125,63903.5546875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38103-04-01","228",0,2,20,0,,4.55843332409859,6,219359.828125,89521.953125,19638.75390625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H38104-04-01","228",0,2,20,0,,5.29459995031357,7,414645.4375,169129.78125,31943.826171875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38105-04-01","228",0,2,20,0,,6.44363328814507,9,540497.75,220789.0625,34264.68359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38106-04-01","228",0,2,20,0,,0.773800015449524,1,128268.625,52653.46484375,68045.3125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38107-04-01","228",0,2,20,0,,4.42009994387627,7,555478.1875,226493.71875,51241.765625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38108-04-01","228",0,2,20,0,,3.06249998509884,5,225831.765625,92603.671875,30237.93359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38109-04-01","228",0,2,20,0,,5.28113329410553,6,1275794.625,515828,97673.734375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38110-04-01","228",0,2,20,0,,6.16843330860138,9,349920.0625,142975.90625,23178.642578125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H38201-04-01","230",0,2,20,0,,8.53829988837242,12,646091.75,260022.296875,30453.638671875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38202-04-01","230",0,2,20,0,,7.31146669387817,11,591382.8125,237341.859375,32461.59375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38203-04-01","230",0,2,20,0,,1.86659997701645,3,141391.625,56736.5078125,30395.64453125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38204-04-01","230",0,2,20,0,,5.66523331403732,7,516370.625,209848.609375,37041.4765625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38205-04-01","230",0,2,20,0,,3.51203328371048,5,169453.234375,68103.7890625,19391.556640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H38206-04-01","230",0,2,20,0,,2.85949997603893,5,428759.3125,169090.515625,59132.89453125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38207-04-01","230",0,2,20,0,,5.54393330216408,7,280241.40625,110750.6875,19976.916015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H38208-04-01","230",0,2,20,0,,5.21259996294975,7,364043.65625,143346.84375,27500.06640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H38209-04-01","230",0,2,20,0,,3.26019996404648,4,486724.8125,192933.796875,59178.515625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38210-04-01","230",0,2,20,0,,10.1447332948446,13,857161.375,338315.625,33348.89453125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H38301-04-01","302",0,3,30,0,,2.74659997224808,4,315134.4375,128197.953125,46675.14453125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38302-04-01","302",0,3,30,0,,3.95659998059273,6,345512.3125,140935.15625,35620.26953125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38303-04-01","302",0,3,30,0,,4.18509995937347,5,280571.15625,114199.390625,27287.134765625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38304-04-01","302",0,3,30,0,,3.85326667129993,6,458790.15625,186725.53125,48459.01953125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38305-04-01","302",0,3,30,0,,3.41509994864464,5,312704.40625,127426.609375,37312.703125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38308-04-01","302",0,3,30,0,,3.75929999351501,5,202471.84375,83146.1875,22117.46484375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38309-04-01","302",0,3,30,0,,2.27916666865349,3,622363,255100.046875,111926.890625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38310-04-01","302",0,3,30,0,,3.92916667461395,6,225361.6875,92287.9609375,23487.921875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38401-04-01","302",0,3,30,0,,3.54250001907349,5,289296.03125,117560.6875,33185.796875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38402-04-01","302",0,3,30,0,,0.86273330450058,1,70495.2734375,28617.146484375,33170.328125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38403-04-01","302",0,3,30,0,,2.98249998688698,4,321482.375,130673.734375,43813.4921875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38404-04-01","302",0,3,30,0,,3.12383329868317,4,432810.6875,176850.8125,56613.39453125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38405-04-01","302",0,3,30,0,,4.70883324742317,6,343227.625,139528.375,29631.19921875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38406-04-01","302",0,3,30,0,,2.05099999904633,3,219741.953125,88475.328125,43137.65234375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38407-04-01","302",0,3,30,0,,5.73259997367859,7,966399.6875,389343.21875,67917.390625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38408-04-01","302",1,3,31,0,,2.13083332777023,3,268517.125,108134.2734375,50747.41015625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38409-04-01","302",0,3,30,0,,1.34949997067451,2,90787.484375,36590.234375,27113.919921875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38410-04-01","302",0,3,30,0,,3.79879999160767,5,659851.625,264508.9375,69629.6015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38501-04-01","303",0,3,30,0,,2.40949992835522,4,175912.09375,68971.3359375,28624.751953125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38502-04-01","303",0,3,30,0,,4.4115999341011,5,180952.5625,70970.3671875,16087.2177734375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38503-04-01","303",0,3,30,0,,5.30893331766129,8,410152.65625,160876.859375,30303.046875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38504-04-01","303",0,3,30,0,,2.24659997224808,3,188210.375,73993.7890625,32935.8984375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38505-04-01","303",0,3,30,0,,8.61246663331985,11,708000.5,282015.375,32745.017578125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38506-04-01","303",0,3,30,0,,3.60676664113998,6,367451.6875,140623.984375,38988.93359375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38507-04-01","303",0,3,30,0,,7.76013331115246,11,261712.46875,99866.53125,12869.177734375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38508-04-01","303",0,3,30,0,,2.65296667814255,3,558207.75,216304.609375,81533.1015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38509-04-01","303",0,3,30,0,,4.38166663050652,6,264144.78125,101328.9140625,23125.65625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38510-04-01","303",0,3,30,0,,3.00843328237534,4,626292.375,239420.109375,79582.984375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38601-04-01","303",0,3,30,0,,3.13870000839233,4,206609.515625,83947.578125,26745.970703125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38602-04-01","303",0,3,30,0,,2.3885332942009,3,430675.34375,175022.40625,73276.1015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38603-04-01","303",0,3,30,0,,3.0808333158493,5,423525.1875,172050.90625,55845.57421875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38604-04-01","303",0,3,30,0,,2.59826663136482,4,325312.46875,132220.390625,50887.921875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38605-04-01","303",0,3,30,0,,4.3261666893959,6,471317.15625,191534.484375,44273.48828125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38606-04-01","303",0,3,30,0,,2.79249998927116,4,269975.34375,108789.59375,38957.77734375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38607-04-01","303",0,3,30,0,,4.66096663475037,6,322879.28125,130086.40625,27909.748046875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38608-04-01","303",0,3,30,0,,2.84250000119209,4,244074.15625,98361.3359375,34603.8125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38609-04-01","303",0,3,30,0,,1.33949998021126,2,178428.296875,71892.6328125,53671.24609375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38610-04-01","303",0,3,30,0,,1.81766664981842,3,215066.203125,86645.2890625,47668.4140625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38701-04-01","303",0,3,30,0,,6.00343322753906,8,665161.625,270684.46875,45088.27734375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38702-04-01","303",0,3,30,0,,2.16036665439606,3,321411.34375,130507.84375,60410.04296875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38703-04-01","303",0,3,30,0,,2.77916663885117,4,266961.6875,108634.59375,39088.91015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38704-04-01","303",0,3,30,0,,1.72643327713013,2,346752.125,140788.671875,81548.8671875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38705-04-01","303",1,3,31,0,,5.63146668672562,7,607906.5,248120.34375,44059.6328125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38706-04-01","303",1,3,31,0,,2.31583333015442,3,265720.40625,107042.8046875,46222.15234375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38707-04-01","303",1,3,31,0,,0.773800015449524,1,174252.84375,70226.1171875,90754.8671875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38708-04-01","303",1,3,31,0,,0.773800015449524,1,93925.421875,37852.1484375,48917.22265625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38709-04-01","303",0,3,30,0,,0.773800015449524,1,116577.1640625,46987.2109375,60722.6796875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38710-04-01","303",0,3,30,0,,5.51510003209114,8,654622.125,263763.75,47825.7421875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38801-04-01","303",0,3,30,0,,4.23126661777496,5,302385.375,118700.234375,28053.12109375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38802-04-01","303",0,3,30,0,,4.74186670780182,6,178829.125,70568.6875,14882.0478515625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38803-04-01","303",0,3,30,0,,5.30303330719471,8,250442.75,98708.0703125,18613.51171875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38804-04-01","303",0,3,30,0,,6.23340004682541,8,716188.25,288070.75,46214.0625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38805-04-01","303",0,3,30,0,,3.59679996967316,4,323417.25,127428.265625,35428.234375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38806-04-01","303",0,3,30,0,,1.77863335609436,2,212773.421875,83712.21875,47065.47265625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38807-04-01","303",0,3,30,0,,2.95976662635803,4,677419.8125,268129.75,90591.515625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38808-04-01","303",0,3,30,0,,6.52120000123978,8,421555.90625,165893.53125,25439.111328125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H38809-04-01","303",0,3,30,0,,2.24659997224808,3,394542.34375,155085.03125,69030.9921875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38901-04-01","306",0,3,30,0,,2.13083332777023,3,482118.125,196345.15625,92144.7734375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H38902-04-01","306",1,3,31,0,,1.10766665637493,2,468459.21875,190526.109375,172006.71875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38903-04-01","306",1,3,31,0,,2.00966668128967,2,547885.75,222525.4375,110727.53125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38904-04-01","306",1,3,31,0,,2.34176662564278,3,470174.59375,188911.09375,80670.3359375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38905-04-01","306",1,3,31,0,,1.85596662759781,2,1472781.75,603354.375,325089.03125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38906-04-01","306",1,3,31,0,,2.97703328728676,4,311672.71875,126670.328125,42549.1796875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38907-04-01","306",1,3,31,0,,5.76316666603088,6,2444446.25,979912.125,170030.15625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38908-04-01","306",1,3,31,0,,1.00483334064484,1,451139.59375,183310.5625,182428.828125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38909-04-01","306",1,3,31,0,,1.86659997701645,2,503930.25,203023.15625,108766.2890625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H38910-04-01","306",1,3,31,0,,2.92583334445953,4,355083.5,143051.078125,48892.421875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H39001-04-01","309",0,3,30,0,,2.48916667699814,3,129080.1796875,52584.51171875,21125.34765625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H39002-04-01","309",0,3,30,0,,5.76676666736603,8,706675.0625,287809.28125,49908.2578125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H39003-04-01","309",0,3,30,0,,6.1457998752594,8,799661.25,328090.0625,53384.4375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H39004-04-01","309",0,3,30,0,,0.773800015449524,1,61637.515625,25075.0234375,32405.04296875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H39005-04-01","309",0,3,30,0,,3.48583334684372,5,260882.328125,106191.4765625,30463.7265625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
