"HHID","district_code","urban","region","regurb","rotate","HHID_old","equiv","hsize","nrrexp30","cpexp30","welfare","plinen","ctpline","hpline","spline","poor_13"
"H12707-04-01","204",0,2,20,1,2043001507,3.66613340377808,4,119129.09375,48553.33984375,13243.74609375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H12708-04-01","204",0,2,20,1,2043001508,5.00760000944138,6,559131,229031.703125,45736.8203125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H12709-04-01","204",0,2,20,1,2043001509,5.74149994552135,8,501480.9375,204329.0625,35588.09765625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H12710-04-01","204",0,2,20,1,2043001510,2.36369997262955,3,454631.625,185354.4375,78417.078125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H12805-04-01","205",1,2,21,1,2051000105,1.83953332901001,2,650586.25,260317.46875,141512.78125,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H12805-04-02","205",1,2,21,1,,2.25916665792465,3,787944.3125,316162.625,139946.5625,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H12806-04-01","205",1,2,21,1,2051000106,1.72643327713013,2,207039.765625,84068.53125,48694.921875,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H12808-04-01","205",1,2,21,1,2051000108,6.60613337159157,8,899606.125,368573.71875,55792.65625,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H12809-04-01","205",1,2,21,1,2051000109,3.77076661586761,5,508930.03125,207441.5,55013.08203125,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H12809-04-02","205",1,2,21,1,,2.58249999582767,4,304791.65625,123938.390625,47991.6328125,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H12809-04-03","205",1,2,21,1,,2.63249997794628,4,300741.875,122119.8984375,46389.32421875,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H12810-04-01","205",1,2,21,1,2051000110,2.29309993982315,3,248789.234375,101035.9296875,44060.84765625,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H12811-04-01","205",0,2,20,1,2051000111,2.89036667346954,4,204463.3125,82085.5390625,28399.697265625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H12812-04-01","229",0,2,20,1,2051000112,6.37509998679161,8,583392.5,234863.921875,36840.8203125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H12901-04-01","226",1,2,21,1,2053000401,3.69493332505226,6,428664,169028.046875,45745.8984375,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H12902-04-02","226",0,2,20,1,,3.76036667823792,5,1371750,537519.5625,142943.390625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H12903-04-01","226",0,2,20,1,2053000403,3.71263325214386,5,559907.3125,227834.140625,61367.26171875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H12904-04-01","226",0,2,20,1,2053000404,7.04536664485931,8,353659.03125,140138.109375,19890.818359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H12905-04-01","226",0,2,20,1,2053000405,4.0010666847229,5,575164.3125,220256.5,55049.4453125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H12905-04-02","226",0,2,20,1,,1.1259999871254,2,132284.96875,50981.04296875,45276.23828125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H12906-04-01","226",0,2,20,1,2053000406,6.05593323707581,8,285929.96875,114040.5703125,18831.212890625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H12907-04-01","226",0,2,20,1,2053000407,4.73696672916412,6,339942.6875,130759.125,27603.978515625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H12908-04-01","226",0,2,20,1,2053000408,3.91343328356743,6,328595.5,129510.765625,33093.8984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H12909-04-02","226",0,2,20,1,,5.59576663374901,9,303540.03125,120443.8515625,21524.1015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H12910-04-01","226",0,2,20,1,2053000410,15.3667999207973,21,957529.75,391053.6875,25447.958984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13002-04-01","226",0,2,20,1,2053000902,10.0018332898617,13,742785.6875,302384.09375,30232.8671875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13003-04-01","226",0,2,20,1,2053000903,3.78416667878628,6,220762.4375,88952.9296875,23506.609375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13004-04-01","226",0,2,20,1,2053000904,11.4246999621391,14,397015.8125,159769.296875,13984.55078125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13005-04-01","226",0,2,20,1,2053000905,0.863699972629547,1,99019.8515625,40187.6875,46529.68359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13006-04-01","226",0,2,20,1,2053000906,9.69536666572094,13,846162.375,340734.3125,35144.03515625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13006-04-02","226",0,2,20,1,205300090603,7.28093327581882,11,744953.125,299350.34375,41114.28125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13006-04-03","226",0,2,20,1,205300090606,2.94249999523163,4,411278.875,165030.671875,56085.19140625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13006-04-04","226",0,2,20,1,205300090611,4.48783326148987,6,135234.015625,54267.265625,12092.0859375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13006-04-05","205",0,2,20,1,2205300090607,1.85596662759781,2,549027.0625,219821.578125,118440.4765625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13006-04-06","205",0,2,20,1,2205300090611,4.73513334989548,6,614781,246232.578125,52001.19140625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13007-04-01","226",0,2,20,1,2053000907,4.10659995675087,6,454220.1875,184548.546875,44939.5,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13008-04-01","226",0,2,20,1,2053000908,4.99846661090851,7,377239.5,153654.234375,30740.2734375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13009-04-01","226",0,2,20,1,2053000909,6.88979995250702,10,536655.75,218189.96875,31668.548828125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13010-04-01","226",0,2,20,1,2053000910,6.0367665886879,8,336473.125,135498.171875,22445.48828125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13102-04-01","205",0,2,20,1,2053001302,2.78326663374901,4,395352.34375,155583.125,55899.46875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13102-04-02","205",0,2,20,1,,2.12893335521221,3,185133.546875,72967.8125,34274.3515625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13103-04-01","205",0,2,20,1,2053001303,6.83936673402786,8,912236.5,368045.90625,53812.86328125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13104-04-01","205",0,2,20,1,2053001304,6.49786671996117,9,906387.375,365349.40625,56226.0546875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13105-04-01","205",0,2,20,1,2053001305,6.87553334236145,9,1086040.875,436053.90625,63421.1015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13105-04-02","205",0,2,20,1,,3.11916665732861,5,515995,207011.125,66367.4453125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13106-04-01","205",0,2,20,1,2053001306,8.30293330550194,11,819848.875,330456.90625,39800.01953125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13107-04-02","205",0,2,20,1,205300130703,8.68566659092903,12,619874.375,244020.53125,28094.623046875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13107-04-03","205",0,2,20,1,220530013070302,2.5224666595459,3,148630.828125,58425.7734375,23162.158203125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13107-04-04","205",0,2,20,1,220530013070304,2.73916664719582,4,161385,63887.5390625,23323.712890625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13108-04-01","205",0,2,20,1,2053001308,7.93549999594688,11,500849.21875,200432.421875,25257.693359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13108-04-02","205",0,2,20,1,,2.96596658229828,4,234497.671875,92230.046875,31096.1171875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13109-04-01","205",0,2,20,1,2053001309,3.79643326997757,5,373630.125,147238.78125,38783.44921875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13111-04-01","205",0,2,20,1,2053001311,2.07369995117188,3,104684.359375,41181.29296875,19858.84765625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13202-04-01","205",1,2,21,1,2053001702,7.65116661787033,10,943382.5,372550.1875,48691.9453125,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H13203-04-01","205",1,2,21,1,2053001703,2.50863337516785,3,656999.25,258907.234375,103206.484375,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H13204-04-01","205",1,2,21,1,2053001704,3.30843329429626,4,240151.25,95737.1640625,28937.310546875,11463.4453125,16547.525390625,21257.646484375,30685.490234375,1
"H13205-04-02","205",1,2,21,1,205300170503,9.72586649656296,14,518482.125,204986.8125,21076.45703125,11463.4453125,16547.525390625,21257.646484375,30685.490234375,1
"H13205-04-04","229",0,2,20,1,,2.53659997880459,4,362805.4375,146093.46875,57594.20703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13207-04-01","205",1,2,21,1,2053001707,3.86326660215855,6,353978.53125,142982.484375,37010.7734375,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H13208-04-01","205",0,2,20,1,2053001708,6.32483327388763,8,604132.3125,239723.4375,37901.9375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13208-04-02","205",0,2,20,1,,1.3943333029747,2,251533.359375,99982.6796875,71706.4453125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13209-04-01","205",1,2,21,1,2053001709,2.96843332052231,4,610465.3125,243822.546875,82138.4609375,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H13210-04-01","205",1,2,21,1,2053001710,3.59003335237503,4,802824.375,316368,88123.96875,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H13303-04-01","222",0,2,20,1,2223002203,6.91916662454605,9,266711.5,107916.03125,15596.6806640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13306-04-01","222",0,2,20,1,2223002206,6.12766663730145,10,267331.25,108578.7890625,17719.435546875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13307-04-01","226",0,2,20,1,2223002207,4.63326662778854,7,187507.90625,75945.453125,16391.341796875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13307-04-02","222",0,2,20,1,,0.869499981403351,1,130216.359375,52432.23046875,60301.58984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13308-04-01","222",0,2,20,1,2223002208,3.86159992218018,5,321526.96875,129953.03125,33652.640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13309-04-01","222",0,2,20,1,2223002209,3.05509996414185,4,326410.71875,132201.265625,43272.3203125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13310-04-01","222",0,2,20,1,2222300221005,9.54160004854202,12,842249.5,345462.03125,36205.87890625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13310-04-02","222",0,2,20,1,2223002210,3.61843329668045,5,233105.34375,94447.6640625,26101.8125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13310-04-03","222",0,2,20,1,222300221004,3.52993333339691,5,464172.5625,188008.890625,53261.31640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13310-04-04","222",0,2,20,1,222300221007,5.00676667690277,6,727085.875,294199,58760.27734375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13310-04-05","205",0,2,20,1,222300221011,1.5959999859333,3,341188.375,134158.140625,84058.984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13310-04-06","203",0,2,20,1,222300221014,5.79343330860138,8,571992.6875,231736.109375,39999.7890625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H13310-04-07","226",0,2,20,1,222300221016,2.49509996175766,3,129833.6875,52072.37890625,20869.857421875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H13311-04-01","222",0,2,20,1,2223002211,2.09993331134319,3,132165.328125,53530.51953125,25491.533203125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14001-04-01","207",0,2,20,1,2073000601,5.91999995708466,7,416742.40625,169863.125,28693.095703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14002-04-01","207",0,2,20,1,2073000602,5.75586664676666,7,455111.28125,185528.203125,32232.88671875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14003-04-01","207",0,2,20,1,2073000603,6.23486661911011,8,312953.9375,127815.6015625,20500.134765625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14003-04-02","207",0,2,20,1,,3.52993330359459,5,112235.3671875,46011.07421875,13034.544921875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14003-04-03","315",0,3,30,1,,1.86176663637161,2,390076.65625,156497.90625,84058.8203125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H14004-04-01","207",0,2,20,1,2073000604,4.03893327713013,5,294369.34375,120808.046875,29910.87890625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14004-04-02","207",0,2,20,1,,2.25916665792465,3,259309.09375,106328.578125,47065.3984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14004-04-03","207",0,2,20,1,,3.95283329486847,6,192736.453125,78891.515625,19958.220703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14005-04-01","207",0,2,20,1,2073000605,3.39453339576721,4,180855.0625,74085.625,21824.98046875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14006-04-01","207",0,2,20,1,2073000606,4.33569997549057,6,206824.96875,83821.234375,19332.802734375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14006-04-02","207",0,2,20,1,,2.46709999442101,3,182412.09375,74943.34375,30377.099609375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14007-04-01","207",0,2,20,1,2073000607,14.5980332791805,18,718447.125,293867.96875,20130.654296875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14008-04-01","207",0,2,20,1,2073000608,3.76736664772034,5,218222.65625,89634.265625,23792.287109375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14008-04-02","207",0,2,20,1,,4.0501666367054,6,243118.1875,99825.8671875,24647.34765625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14009-04-01","207",0,2,20,1,2073000609,4.44603329896927,6,177418.421875,72267.6484375,16254.41015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14010-04-01","207",0,2,20,1,2073000610,6.79350000619888,8,912116.125,374020.40625,55055.62890625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14101-04-01","208",1,2,21,1,2081000101,5.23436665534973,6,952772.4375,385056.15625,73563.0859375,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H14104-04-01","208",0,2,20,1,2081000104,3.46403330564499,4,313744.25,127096.578125,36690.34375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14104-04-02","208",1,2,21,1,,1.87916666269302,2,505014.84375,204613.0625,108885,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H14106-04-01","208",1,2,21,1,2081000106,3.15020000934601,4,456618.21875,182613.21875,57968.76953125,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H14109-04-01","208",0,2,20,1,2081000109,2.53479999303818,3,613457.5,247584.359375,97674.1171875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14109-04-03","102",1,1,11,1,208100010903,3.48226663470268,5,1304603.125,525383.3125,150873.953125,11463.4453125,17313.681640625,21257.646484375,32106.240234375,0
"H14109-04-04","219",0,2,20,1,208100010904,6.75813326239586,8,1292632.25,516929.5,76489.984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14110-04-01","208",1,2,21,1,2081000110,5.49056661128998,6,839429.125,335879.03125,61173.8359375,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H14111-04-01","208",1,2,21,1,2081000111,4.08196663856506,5,1697291.375,698475.125,171112.40625,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H14201-04-01","219",0,2,20,1,2193000301,4.02716660499573,5,269140.71875,103264.765625,25642.0390625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14202-04-01","219",0,2,20,1,2193000302,4.17133331298828,5,216363.796875,85307.2734375,20450.83984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14203-04-01","219",0,2,20,1,2193000303,4.85343323647976,7,682075.1875,268031.1875,55225.0703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14206-04-01","219",0,2,20,1,2193000306,6.40593332052231,9,270633,103766.9609375,16198.5703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14207-04-01","219",0,2,20,1,2193000307,2.66929996013641,3,779183.25,305421.25,114419.984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14207-04-02","219",0,2,20,1,,4.13659995794296,6,445951.03125,175977.921875,42541.68359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14207-04-03","219",0,2,20,1,,4.9063333272934,6,422216.0625,167377.96875,34114.67578125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14208-04-01","219",0,2,20,1,2193000308,6.42726662755013,9,227666.09375,87189.828125,13565.615234375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14209-04-01","219",0,2,20,1,2193000309,5.07519996166229,6,1408148.875,555645.875,109482.5546875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14210-04-01","219",0,2,20,1,2193000310,6.92926663160324,9,442965.25,175159.859375,25278.267578125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14301-04-01","208",0,2,20,1,2083000501,2.3736999630928,3,208825.8125,84153.1015625,35452.2890625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14301-04-02","208",0,2,20,1,,4.96276658773422,6,262827.5,105892.859375,21337.46484375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14302-04-01","208",0,2,20,1,2083000502,5.19896668195724,6,225723.828125,90915.9140625,17487.3046875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14302-04-02","208",0,2,20,1,208300050203,3.11083334684372,5,135794.890625,54702.359375,17584.470703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14302-04-03","219",0,2,20,1,2208300050203,2.70249997079372,4,174600.125,70321.5078125,26020.91015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14302-04-04","208",0,2,20,1,30208300050203,8.62219992280006,11,401965.21875,161865.84375,18773.1484375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14303-04-01","208",0,2,20,1,2083000503,5.85219997167587,7,433491.625,176040.734375,30081.12109375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14304-04-01","208",0,2,20,1,2083000504,0.86273330450058,1,189370.15625,76319.734375,88462.71875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14304-04-02","208",0,2,20,1,,4.3582666516304,7,264411.8125,106456.7265625,24426.390625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14304-04-03","208",0,2,20,1,,3.59343329071999,5,425526.78125,171137.8125,47625.15234375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14304-04-04","227",0,2,20,1,,7.76493334770203,10,559795.125,225338.90625,29020.0703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14305-04-01","208",0,2,20,1,2083000505,6.025799959898,8,307959.625,125128.1484375,20765.400390625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14306-04-01","208",0,2,20,1,2083000506,5.65173327922821,7,295416.46875,118692.21875,21001.029296875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14306-04-02","231",0,2,20,1,,2.83583331108093,4,211377.4375,84797.125,29902.013671875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14307-04-01","208",0,2,20,1,2083000507,7.14493331313133,10,572599.0625,233124.5625,32627.955078125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14308-04-01","208",0,2,20,1,2083000508,8.59303331375122,9,863685.75,352450.75,41015.87109375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14308-04-02","208",0,2,20,1,,3.08283334970474,5,272534.3125,110744.640625,35923.0078125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14309-04-01","208",0,2,20,1,2083000509,5.32696670293808,6,221431.484375,89239.421875,16752.390625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14309-04-02","208",0,2,20,1,208300050903,3.36250001192093,5,207147.125,83469.671875,24823.693359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14309-04-03","208",0,2,20,1,208300050909,3.59326665103436,6,265058.375,106762.1953125,29711.73828125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14309-04-04","208",0,2,20,1,208300050912,6.30353325605392,8,406521.0625,163736.578125,25975.365234375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14309-04-05","208",0,2,20,1,2208300050904,4.32993331551552,6,198978.65625,79822,18434.92578125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14310-04-01","208",0,2,20,1,2083000510,4.69449990987778,6,574184.3125,233448.125,49728.0078125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14401-04-01","208",0,2,20,1,2083000701,3.06819996237755,5,179366.84375,71912.921875,23438.146484375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14402-04-01","208",0,2,20,1,2083000702,1.72643327713013,2,170957.390625,68665.453125,39773.01171875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14402-04-02","208",0,2,20,1,208300070203,4.75556659698486,7,208376.859375,84361.6484375,17739.55859375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14403-04-01","208",0,2,20,1,2083000703,3.38659995794296,5,139008.046875,56726.82421875,16750.376953125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14404-04-01","208",0,2,20,1,2083000704,2.95250001549721,5,208093.796875,83379.609375,28240.341796875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14404-04-02","208",0,2,20,1,208300070403,2.08480000495911,3,129511.640625,52466.80078125,25166.34765625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14404-04-03","208",0,2,20,1,220830007040303,4.05916666984558,6,169242.953125,68562.015625,16890.662109375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14405-04-01","208",0,2,20,1,2083000705,10.5312000215054,15,334766.25,135564.625,12872.666015625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14406-04-01","208",0,2,20,1,2083000706,3.61816668510437,4,576151.4375,236286.640625,65305.625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14407-04-01","208",0,2,20,1,2083000707,3.56103336811066,4,130817.6640625,52973.36328125,14875.83984375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14407-04-02","208",0,2,20,1,,3.64749997854233,6,164396.765625,66601.2421875,18259.421875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14408-04-01","208",0,2,20,1,2083000708,3.98659998178482,6,263212.4375,106610.8984375,26742.310546875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14409-04-01","208",0,2,20,1,2083000709,6.00739991664886,8,298950.40625,121116.4765625,20161.21484375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14410-04-02","208",0,2,20,1,,5.94096666574478,8,432121.78125,174971.4375,29451.677734375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14601-04-01","209",1,2,21,1,2091000301,0.992266654968262,1,168794.140625,66141.90625,66657.390625,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H14606-04-01","209",1,2,21,1,2091000306,4.58826667070389,7,638306.6875,252941.765625,55127.95703125,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H14612-04-01","209",1,2,21,1,2091000312,5.28909999132156,6,2227117.75,890781.5,168418.34375,11463.4453125,16547.525390625,21257.646484375,30685.490234375,0
"H14801-04-01","223",0,2,20,1,2233001101,0.86273330450058,1,87765.5703125,35423.546875,41059.671875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14801-04-02","223",0,2,20,1,,2.12283331155777,3,216366.171875,87408.5625,41175.42578125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14802-04-01","223",0,2,20,1,2233001102,8.71249997615814,10,351644.375,142234.546875,16325.3427734375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14803-04-01","223",0,2,20,1,2233001103,5.70419999957085,8,360471.53125,145670.84375,25537.470703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14804-04-01","223",0,2,20,1,2233001104,4.71296674013138,6,253657.25,102959.859375,21846.08203125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14805-04-01","223",0,2,20,1,2233001105,5.51953332126141,8,379645.40625,153345.484375,27782.328125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14806-04-01","223",0,2,20,1,2233001106,4.86993327736855,7,186701.234375,75525.328125,15508.4931640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14806-04-02","223",0,2,20,1,223300110603,4.30729998648167,7,255188,103309.9140625,23984.84375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14806-04-03","223",0,2,20,1,223300110608,5.67103330790997,8,262612.6875,106335.09375,18750.568359375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14807-04-01","223",0,2,20,1,2233001107,5.21009999513626,7,283153.65625,114661.765625,22007.59375,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14807-04-02","223",0,2,20,1,,1.90623337030411,2,101245.328125,41585.41796875,21815.4921875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14808-04-01","223",0,2,20,1,2233001108,3.66746670007706,4,458148.65625,185573.65625,50599.95703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14808-04-02","223",0,2,20,1,,3.48916661739349,5,117953.453125,48405.47265625,13873.076171875,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14809-04-01","223",0,2,20,1,2233001109,3.43949994444847,5,116818.390625,47315.2421875,13756.4306640625,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
"H14810-04-01","223",0,2,20,1,2233001110,4.18616664409637,6,424618.84375,171879.09375,41058.828125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,0
"H14903-04-01","223",0,2,20,1,2233001403,7.23409998416901,9,397699.375,156871.25,21684.970703125,11463.4453125,15445.5849609375,21257.646484375,28642.068359375,1
