"interview__key","EA_code","programme_id","s11q03"
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",2,1
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",3,1
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",1,2
"36-13-76-78","f875111d04594103a21af312cda6e741",3,2
"36-13-76-78","f875111d04594103a21af312cda6e741",2,1
"36-13-76-78","f875111d04594103a21af312cda6e741",1,1
"36-13-76-78","f875111d04594103a21af312cda6e741",4,2
"36-13-76-78","f875111d04594103a21af312cda6e741",5,1
"88-18-91-21","f980545af05e454a9a37280d7272716d",5,2
"88-18-91-21","f980545af05e454a9a37280d7272716d",2,2
"88-18-91-21","f980545af05e454a9a37280d7272716d",3,1
"88-18-91-21","f980545af05e454a9a37280d7272716d",1,2
"88-18-91-21","f980545af05e454a9a37280d7272716d",4,2
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",5,1
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",2,1
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",1,1
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",3,1
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",4,1
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",5,2
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",3,1
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",4,1
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",1,1
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",2,1
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",4,2
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",5,2
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",1,2
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",3,1
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",2,1
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",3,1
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",1,1
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",4,1
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",2,1
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",5,1
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",2,1
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",3,2
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",4,1
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",5,2
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",1,1
"17-59-88-03","fffa2187e3d447b085ed6aedd03b38da",4,1
"17-59-88-03","fffa2187e3d447b085ed6aedd03b38da",1,1
"17-59-88-03","fffa2187e3d447b085ed6aedd03b38da",2,1
"17-59-88-03","fffa2187e3d447b085ed6aedd03b38da",3,1
"17-59-88-03","fffa2187e3d447b085ed6aedd03b38da",5,2
