"EA_code","t0_EA_code","interview__key","trip_num","s1b_visit","s1bq2a","s1bq2b","s1bq2d","s1bq2e","s1bq2c","s1bq3a","s1bq3b","s1bq3a_v2","s1bq3b_v2","s1bq3d","s1bq3e","s1bq3c","s1bq4a","s1bq4b","s1bq4a_v2","s1bq4b_v2","s1bq4d","s1bq4e","s1bq4c","s1bq5a","s1bq5b","s1bq5d","s1bq5e","s1bq5c","s1bq6a","s1bq6b","s1bq6d","s1bq6e","s1bq6c"
"9cb352e8b3464891a8e56c9682e6e772","2231262615","06-94-60-69",1,3,"2018-12-02","2018-12-02T04:50:03",1,1,"2018-12-02T05:28:23","2018-05-30","2018-05-30T04:21:27",,,1,,"2018-05-30T05:38:20","2018-05-29","2018-05-29T05:29:25","2018-12-02","2018-12-02T04:31:55",2,1,"2018-05-29T06:46:44",,,,,,"2018-12-02","2018-12-02T05:28:37",1,1,"2018-12-02T06:37:10"
"a2b201c029f84e18ae079b30d287184d","4114030308","41-07-98-38",1,3,"2018-03-26","2018-03-26T01:35:31",1,1,"2018-03-26T03:57:04","2018-03-26","2018-03-26T04:12:06","2018-09-06","2018-09-06T04:39:47",1,3,"2018-03-26T06:58:12","2018-03-26","2018-03-26T01:30:05","2018-09-06","2018-09-06T02:20:36",1,1,"2018-03-26T01:31:23",,,3,3,,"2018-03-26","2018-03-26T10:15:54",1,1,"2018-03-26T10:57:03"
"a28038d2ed0047b28fc0ac652e00429b","4102010107","20-49-68-89",1,3,"2018-05-02","2018-05-02T06:43:59",1,1,"2018-05-02T07:59:27","2018-05-02","2018-05-02T01:16:35","2018-11-06","2018-11-06T02:34:48",1,1,"2018-05-02T03:16:08","2018-11-06","2018-11-06T01:43:39","2018-11-06","2018-11-06T01:49:29",1,1,"2018-11-06T05:41:57",,,,,,"2018-11-06","2018-11-06T05:42:22",1,1,"2018-11-06T06:30:05"
"a0b8bff5458e45b08b17f5b96f939cfb","4081020204","55-27-58-19",1,3,"2018-03-21","2018-03-21T01:20:48",1,1,"2018-03-21T03:07:10","2018-03-21","2018-03-21T08:04:04","2018-11-13","2018-11-13T06:10:03",1,1,"2018-11-13T08:10:38","2018-03-21","2018-03-21T04:48:04","2018-09-05","2018-09-05T05:58:37",2,1,"2018-03-21T06:31:03","2018-03-21","2018-03-21T06:46:02",1,1,"2018-03-21T07:35:03","2018-03-21","2018-03-21T03:07:22",1,1,"2018-03-21T03:55:06"
"9da07074406c46e68f1ad5e7813e373b","3021010115","12-56-84-63",1,3,"2018-05-13","2018-05-13T08:14:26",1,1,"2018-05-13T09:09:28","2018-05-12","2018-07-31T05:44:05","2018-11-16","2018-11-16T03:07:10",2,2,"2018-11-16T04:06:48","2018-05-12","2018-05-12T04:52:16","2018-11-16","2018-11-16T01:51:51",1,2,"2018-11-16T02:48:24","2018-11-16","2018-11-16T04:28:18",3,1,"2018-11-16T05:41:03","2018-05-13","2018-05-13T09:09:36",2,1,"2018-11-16T06:11:16"
"97eeb4f2eae84dfc85e15d277e751cfb","3171010102","00-36-74-14",1,3,"2018-05-10","2018-05-10T08:17:11",1,1,"2018-05-10T09:00:30","2018-05-11","2018-05-11T03:32:06","2018-11-19","2018-11-19T02:12:46",2,2,"2018-11-19T02:48:25","2018-05-10","2018-05-10T04:25:15","2018-11-19","2018-11-19T04:37:20",1,1,"2018-11-19T05:28:50","2018-05-11","2018-05-11T04:31:57",2,1,"2018-05-11T04:58:06","2018-05-10","2018-05-10T09:01:09",1,1,"2018-05-10T09:34:33"
"9eec20fc44d14b1485a5b54407494313","1061060602","30-88-55-94",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a33b5f5221a14a80bfed99a205524fe7","3201080801","48-26-89-12",1,3,"2018-06-05","2018-06-05T02:42:25",1,,"2018-06-05T03:28:39","2018-06-04","2018-06-04T02:16:35","2018-12-04","2018-12-04T01:10:47",1,2,"2018-12-04T01:17:09","2018-06-04","2018-06-04T03:38:23","2018-12-04","2018-12-04T01:33:24",1,1,"2018-12-04T03:00:58","2018-06-04","2018-06-04T05:43:41",1,,"2018-06-04T07:01:39","2018-06-05","2018-06-05T03:28:51",1,,"2018-06-05T05:08:47"
"a3e421e5c8924b2ebd4c84e7ab0538a4","3221111112","98-67-40-59",1,3,"2018-06-06","2018-06-06T08:55:03",1,1,"2018-06-06T09:27:27","2018-06-06","2018-06-06T06:14:27","2018-12-13",,1,3,"2018-12-13T07:10:08","2018-06-07","2018-06-07T06:12:55","2018-12-13","2018-12-13T07:10:41",1,1,"2018-06-07T07:01:03","2018-06-07","2018-06-07T08:06:29",1,1,"2018-06-07T08:32:29","2018-06-06","2018-06-06T09:27:38",1,1,"2018-06-06T09:49:06"
"a3968f62607b402a85a551fab137e191","4281060619","07-23-18-10",1,3,"2018-06-24","2018-06-24T07:09:03",1,1,"2018-06-24T07:29:00","2018-06-24",,,,3,3,"2019-01-13T03:07:30","2018-06-24",,,,3,3,"2018-06-24T05:43:04","2019-01-13","2019-01-13T04:44:27",3,1,"2019-01-13T06:56:17","2018-06-17","2018-06-24T07:29:26",1,1,"2018-06-24T07:43:55"
"a633fb014edd4a55953902a674518e63","1021010102","82-74-17-32",1,3,"2019-01-15","2019-01-15T03:31:05",1,1,"2019-01-15T04:03:25",,,,,3,3,"2019-01-15T08:54:12",,,,,,,,,,,,,"2019-01-15","2019-01-15T04:09:48",1,1,"2019-01-15T06:17:35"
"a3e0e5b0bb6045dbb836bcae2ae555c5","4121030305","26-48-88-55",1,1,"2018-03-17","2018-03-17T08:26:05",1,,"2018-03-17T10:30:04","2018-03-17","2018-03-17T06:15:06",,,1,,"2018-03-17T08:03:06","2018-03-17","2018-03-17T00:19:04",,,1,,"2018-03-17T03:23:31","2018-03-17","2018-03-17T04:28:02",3,,"2018-03-17T05:42:08","2018-03-17","2018-03-17T10:30:30",1,,"2018-03-17T11:32:03"
"a835522691ae4b52a5e2902750d571d5","3042040405","85-90-80-90",10,3,"2018-11-28","2018-11-28T06:52:13",1,1,"2018-11-28T07:55:42","2018-11-27","2018-11-27T03:04:12","2018-11-27","2018-11-27T03:04:25",2,2,"2018-11-27T04:49:26","2018-11-27","2018-11-27T07:52:11","2018-11-27","2018-11-27T07:52:15",1,1,"2018-11-27T08:55:40","2018-12-03","2018-12-03T01:54:53",1,1,"2018-12-03T02:42:31","2018-11-28","2018-11-28T07:37:07",1,1,"2018-11-28T07:56:44"
"ab0749b99f874a8a9ad0e218c7070e41","4231101006","23-06-00-01",1,3,"2018-03-10","2018-03-10T06:24:09",1,1,"2018-03-10T06:47:06",,,"2018-09-02",,,3,"2018-09-02T01:40:25",,,,,,3,"2018-09-02T01:41:14",,,,,,"2018-03-10","2018-03-10T06:47:17",1,3,"2018-03-10T07:16:55"
"a63fa436b8c141679c0885b968ae1d73","2123050504","83-94-15-57",1,3,"2018-06-29","2018-06-29T08:49:47",1,,"2018-06-29T09:21:05","2018-08-07","2018-08-07T02:04:13",,,1,,"2018-08-07T03:09:13","2019-01-24","2019-01-24T04:54:20","2019-01-24","2019-01-24T04:55:32",1,1,"2019-01-24T05:46:40","2019-01-24","2019-01-24T06:14:37",1,1,"2019-01-24T07:04:45","2018-06-29","2018-06-29T09:21:22",1,,"2018-06-29T09:32:06"
"a8fe82d0ebbd444d98af07dc137b4e07","2121050507","82-09-93-64",1,3,"2018-06-27","2018-06-27T08:02:01",1,,"2018-06-27T08:44:54","2018-06-27","2018-06-27T04:31:58",,,,,"2018-06-27T05:40:59","2018-06-28","2018-06-28T02:56:27","2018-12-17","2018-12-17T04:40:12",1,1,"2018-06-28T05:07:58","2018-12-17","2018-12-17T04:09:02",1,1,"2018-12-17T04:29:22","2018-06-27","2018-06-27T08:45:29",1,,"2018-06-27T09:09:17"
"a9b4f7035d6e4a3b9f8176902c619b5b","1112020203","80-49-13-36",1,2,,,,,,,,"2018-10-10","2018-10-10T03:02:10",,1,"2018-10-10T03:40:55",,,"2018-10-10","2018-10-10T04:25:53",,1,"2018-10-10T05:33:48",,,,,,,,,,
"ab0e78b5778048bf9a70403cd622a4ff","3034040404","77-78-65-13",1,3,"2018-05-12","2018-05-12T04:20:39",1,1,"2018-05-12T04:55:17","2018-07-30","2018-07-30T03:45:11","2018-12-03",,1,3,"2018-07-30T05:15:00","2018-05-12","2018-05-12T05:41:57","2018-12-03","2018-12-03T01:58:25",1,1,"2018-12-03T02:50:54","2019-01-18","2019-01-18T06:30:47",1,1,"2019-01-18T07:03:27","2018-05-12","2018-05-12T04:55:44",1,1,"2018-05-12T05:34:48"
"ab459ff868574eccbf2972ff990e7bf9","3201020206","22-22-00-56",1,3,"2018-05-10","2018-05-10T07:07:28",1,,"2018-05-10T07:41:40","2018-05-10","2018-05-10T03:33:20","2018-11-16","2018-11-16T01:28:01",2,1,"2018-11-16T02:07:52","2018-05-09","2018-05-09T02:24:26","2018-11-16","2018-11-16T02:36:16",1,1,"2018-11-16T03:51:57","2018-05-10","2018-05-10T04:39:30",1,,"2018-05-10T05:45:04","2018-05-10","2018-05-10T07:42:16",1,,"2018-05-10T07:57:33"
"b0f9243778a344a8a72fc524a6863f9a","1021030306","80-63-59-73",1,3,"2018-09-21","2018-09-21T03:13:22",3,1,"2018-09-21T06:05:33","2018-09-21","2018-09-21T04:27:33","2018-09-21","2018-09-21T04:27:37",3,1,"2018-09-21T06:16:50",,,,,3,3,,"2018-09-21","2018-09-21T06:25:56",3,3,,"2018-09-21","2018-09-21T03:50:51",3,1,"2018-09-21T04:07:16"
"ae56e2c944ce4a368290a335d0d2a43b","3032020206","24-59-00-53",1,3,"2018-05-11","2018-05-11T06:45:10",1,1,"2018-05-11T07:22:46","2018-11-19","2018-11-19T01:00:25","2018-11-19","2018-11-19T01:05:07",1,1,"2018-11-19T02:20:01","2018-05-11","2018-05-11T02:09:58","2018-11-19","2018-11-19T03:53:45",1,1,"2018-11-19T05:14:08","2018-11-19","2018-11-19T02:37:15",1,1,"2018-11-19T03:46:07","2018-05-11","2018-05-11T07:23:06",1,1,"2018-05-11T07:45:29"
"af8d7a4a02504bb7821e271ac62d45fd","1081060609","24-46-40-79",1,3,"2018-09-26","2018-09-26T06:06:15",1,,"2018-09-26T06:37:15","2018-09-26","2018-09-26T07:44:09",,,1,,"2018-09-26T09:04:38","2018-09-27","2018-09-27T01:56:47",,,1,,"2018-09-27T05:06:17",,,,,,"2018-09-26","2018-09-26T06:38:31",1,,"2018-09-26T06:57:23"
"ae7bb6fd7ff54143ae6ee473fdcc7afc","1121020202","76-04-95-30",1,1,"2018-07-03","2018-07-03T04:52:55",1,,"2018-07-03T05:42:55","2018-07-03","2018-07-03T03:14:46",,,1,,"2018-07-03T04:34:37","2018-07-03","2018-07-03T07:18:48",,,1,,"2018-07-03T08:43:53",,,,,,"2018-07-03","2018-07-03T06:04:09",1,,"2018-07-03T06:35:24"
"b1884aea03a844029e86334683703b09","2081020202","47-97-04-43",1,3,"2018-06-06","2018-06-06T13:29:07",1,1,"2018-06-06T14:41:31","2018-06-06","2018-06-06T08:57:21","2018-09-05","2018-09-05T05:51:24",1,1,"2018-09-05T06:15:18","2018-06-06","2018-06-06T10:55:12","2018-09-05","2018-09-05T16:10:45",1,1,"2018-09-05T16:26:46","2018-06-06","2018-06-06T15:52:31",1,1,"2018-06-06T16:15:00","2018-06-06","2018-06-06T14:41:46",1,1,"2018-06-06T15:11:50"
"afa09473cbcc44dfbe78de562eaa298f","3062010101","25-20-92-54",1,1,"2018-05-03","2018-05-03T09:16:25",1,,"2018-05-03T09:57:26","2018-04-30","2018-04-30T16:16:22",,,1,,"2018-04-30T17:25:44","2018-04-30","2018-04-30T13:42:32",,,1,,"2018-04-30T15:40:06","2018-12-13","2018-12-13T09:12:42",1,,"2018-12-13T09:26:06","2018-05-03","2018-05-03T10:13:11",1,,"2018-05-03T10:13:43"
"b1abb00b1ee043ffa3c18766a7d63142",,"53-55-20-69",,3,"2018-09-04","2018-09-04T04:17:39",1,1,"2018-10-09T04:58:04","2019-01-25","2019-01-25T06:53:46","2019-01-25","2019-01-25T06:51:25",1,1,"2019-01-25T07:13:05","2018-10-09","2018-10-09T05:06:26","2018-10-09","2018-10-09T05:06:34",,,,,,,,,"2018-10-09","2018-10-09T04:58:14",1,1,"2018-10-09T05:04:53"
"aed4071826f04462a59bfabca5d2ca06","1074020202","35-51-00-88",1,3,"2018-05-07","2018-05-07T07:02:31",1,,"2018-05-07T08:13:22","2018-06-26","2018-06-26T07:48:24","2018-11-16","2018-11-16T04:51:32",1,1,"2018-11-16T05:19:26",,,,,,,,"2019-01-26","2019-01-26T06:52:22",,1,"2019-01-26T07:28:28","2018-05-07","2018-05-07T08:13:26",1,,"2018-05-07T09:09:05"
"b01c536bdb1a45b898dab000df0f3267","1133010104","13-55-77-20",1,3,"2019-01-12","2019-01-12T08:00:30",,1,"2019-01-12T09:04:01",,,,,,3,,,,,,,,,,,,,,"2019-01-12","2019-01-12T09:10:52",,1,"2019-01-12T09:42:23"
"ab713365c71c4bb89d206b8093278f1c","3035030311","72-50-87-06",1,3,"2018-06-21","2018-06-21T07:08:20",1,,"2018-06-21T07:46:19","2018-06-21","2018-06-21T02:35:33",,,1,3,"2018-06-21T03:42:36","2018-06-21","2018-06-21T04:25:41","2018-12-12","2018-12-12T05:16:26",1,1,"2018-12-12T06:00:40","2018-06-22","2018-06-22T07:30:42",1,,"2018-06-22T08:12:47","2018-06-21","2018-06-21T07:46:34",1,,"2018-06-21T08:21:14"
"ac28a7c8f3e745efb2801d1e3304e9a3",,"13-11-99-45",9,3,"2018-11-16","2018-11-16T04:31:29",1,1,"2018-11-16T04:59:05",,,,,,,,,,,,,,,,,,,,"2018-11-16","2018-11-16T05:01:46",1,1,"2018-11-16T05:41:48"
"aca7e45fe9774f0781f5651e408038e6","3181030304","74-93-61-60",1,3,"2018-05-05","2018-05-05T14:00:30",1,1,"2018-05-05T14:33:55","2018-05-05","2018-05-05T11:57:40","2018-11-12","2018-11-12T05:15:25",1,1,"2018-11-12T05:51:49","2018-05-05","2018-05-05T12:51:59","2018-11-12","2018-11-12T05:37:54",1,1,"2018-11-12T05:39:25",,,,3,,"2018-05-05","2018-05-05T14:34:42",1,1,"2018-05-05T14:50:19"
"b20b2988cc4140df81890d31bb284697","1083010101","80-00-26-34",1,3,"2018-09-20","2018-09-20T03:19:03",1,,"2018-09-20T03:52:15","2018-03-01","2018-03-01T02:25:29","2018-09-19","2018-09-19T05:11:18",1,1,"2018-09-19T06:10:15","2018-09-19",,,,,,,,,,,,"2018-09-20","2018-09-20T03:52:27",1,,"2018-09-20T04:06:30"
"b32dc85cbfb145db9b0787c8bdf3b7d0","3071080802","89-20-72-11",1,3,"2018-05-01","2018-05-01T07:26:48",1,1,"2018-05-01T08:05:38","2018-05-03","2018-05-03T05:46:30","2018-11-09","2018-11-09T01:22:55",1,2,"2018-11-09T02:31:51","2018-05-03","2018-05-03T02:59:22","2018-11-09","2018-11-09T02:45:45",1,1,"2018-11-09T04:17:05","2018-05-03","2018-05-03T06:39:19",1,1,"2018-05-03T08:06:59","2018-05-01","2018-05-01T08:22:06",1,1,"2018-11-13T05:13:31"
"b8dcc618f4c342b3aee3d0ff6ce21e8f",,"71-01-18-75",,3,"2018-08-31","2018-08-31T04:27:53",1,1,"2018-08-31T05:03:17","2018-09-21","2018-09-21T02:13:32","2018-09-25","2018-09-25T05:50:08",1,1,"2018-09-21T03:33:49",,,,,3,3,,"2018-11-01","2018-11-01T06:40:59",1,1,"2018-11-01T07:22:45","2018-08-31","2018-08-31T05:04:28",1,1,"2018-08-31T05:41:09"
"b21b3ee4c5394287abdaa88134b11078","11520.0.01","72-13-08-02",9,3,"2018-11-02","2018-11-02T07:32:05",,1,"2018-11-02T08:19:36","2018-12-14","2018-12-14T08:06:04","2018-12-14","2018-12-14T08:06:22",,2,"2018-12-14T09:11:52","2018-12-14","2018-12-14T05:57:10","2018-12-14","2018-12-14T05:57:17",,2,"2018-12-14T06:43:33","2018-12-14","2018-12-14T07:15:12",,3,,"2018-11-02","2018-11-02T08:20:47",,2,"2018-11-02T09:25:58"
"b389c239719a4796854b290e12631dbb","3181070701","81-20-77-29",1,3,"2018-05-07","2018-05-07T08:32:33",1,1,"2018-05-07T09:16:01","2018-11-13","2018-11-13T05:59:08","2018-11-13","2018-11-13T04:29:50",1,2,"2018-11-13T05:37:53","2018-05-07","2018-11-13T03:49:55","2018-11-13","2018-11-13T03:40:21",1,1,"2018-11-13T06:47:08","2018-11-13","2018-11-13T03:25:37",,3,,"2018-05-07","2018-05-07T09:16:37",1,1,"2018-05-07T09:40:46"
"b92650e55fb14845840d3f164fba1491","2301090905","54-78-39-35",1,3,"2018-11-27","2018-11-27T04:42:29",1,1,"2018-11-27T08:50:22","2018-11-27","2018-11-27T03:01:00","2018-11-27","2018-11-27T03:01:49",1,1,"2018-11-27T04:09:53",,,,,,,,,,,,,"2018-11-27","2018-11-27T05:01:23",1,1,"2018-11-28T04:10:17"
"b6c40689d08f41cfbcd481e1deb14577","1111020205","81-61-50-13",1,3,"2018-06-21","2018-06-21T05:41:19",1,1,"2018-06-21T13:35:49","2018-06-21","2018-06-21T03:44:25",,,1,3,"2018-06-21T04:43:12","2018-06-20","2018-06-20T08:22:01","2018-12-11","2018-12-13T07:21:16",1,1,"2018-06-20T09:20:57",,,,,,"2018-06-22","2018-06-22T02:51:33",1,1,"2018-06-22T03:31:57"
"b959c6a261f04e80967f5261a5095c64","1151040404","37-30-82-94",1,3,"2018-03-24","2018-03-24T05:26:19",1,1,"2018-03-24T06:13:38",,,,,,,,"2018-03-24","2018-03-24T07:41:50","2018-12-09","2018-12-09T06:06:24",1,1,"2018-03-24T08:49:45",,,,,,"2018-03-24","2018-03-24T06:25:48",1,1,"2018-03-24T07:29:30"
"b289994ae63440efbf4bd086457f67c8","1073050502","36-87-56-87",1,3,"2018-10-08","2018-10-08T06:06:05",,1,"2018-10-08T10:17:58","2018-03-27","2018-03-27T09:52:39","2018-10-08","2018-10-08T08:32:04",1,1,"2018-10-08T08:03:04","2018-10-08","2018-10-08T03:15:17","2018-10-08","2018-10-08T03:15:32",,1,"2018-10-08T04:50:27","2018-10-08","2018-10-08T11:19:19",,1,,"2018-10-08","2018-10-08T10:19:44",,1,"2018-10-08T07:43:25"
"baa361cd94c74ceb900b4fe3cabbdbba","2191030302","42-83-16-09",1,3,"2018-06-07","2018-06-07T10:40:49",1,1,"2018-09-27T05:45:07","2018-06-07","2018-06-07T13:05:34","2018-09-27","2018-09-27T05:46:20",1,2,"2018-09-27T05:50:20","2018-05-16","2018-05-16T11:45:49","2018-09-27","2018-09-27T06:31:27",1,1,"2018-09-27T07:27:37","2018-05-16","2018-05-16T13:50:45",1,1,"2018-05-16T14:22:21","2018-06-07","2018-06-07T11:21:17",1,1,"2018-06-07T11:38:59"
"bc01a17fd5d245e2a35d78b99bb04187","4182090902","59-24-40-04",1,3,"2018-05-05","2018-05-05T06:26:38",1,1,"2018-05-05T07:48:11","2018-11-05","2018-11-05T02:20:08","2018-11-05","2018-11-05T08:45:52",3,1,"2018-11-05T05:13:10","2018-05-05","2018-11-05T07:31:06","2018-11-05","2018-11-05T07:31:22",1,1,"2018-11-05T09:49:09","2018-11-05","2018-11-05T05:51:45",1,1,"2018-11-05T03:44:03","2018-05-05","2018-05-05T07:48:20",1,1,"2018-05-05T08:35:57"
"bc2bf51e178c42e1bc7de3ade20338d5","1061010102","37-77-55-14",1,3,"2018-03-13","2018-03-13T06:00:44",1,,"2018-03-13T07:00:47","2018-03-12","2018-03-13T08:00:40",,,1,,"2018-03-13T09:23:35",,,,,,,,,,,,,"2018-03-13","2018-03-13T07:02:21",1,,"2018-03-13T07:50:35"
"bfaec23e25e948f2b4be3e00fb79e2ba","1021030309","90-46-30-94",1,3,"2018-09-28","2018-09-28T02:54:47",1,,"2018-09-28T04:31:17","2018-10-02","2018-10-02T07:25:28",,,1,,"2018-10-02T09:01:56",,,,,,,,,,,,,"2018-09-28","2018-09-28T04:31:49",1,,"2018-09-28T05:43:34"
"be03e0b731204737a2e4f7e0d2030d21","4052111110","28-28-90-63",1,3,"2018-12-06","2018-12-06T04:19:02",1,1,"2018-12-07T05:49:54","2018-06-07","2018-06-07T05:31:07","2018-12-06","2018-12-06T05:00:43",1,3,"2018-12-06T05:01:28","2018-12-07","2018-12-07T06:53:03","2018-12-07","2018-12-07T06:53:11",1,1,"2018-12-07T07:51:03","2018-12-07","2018-12-07T06:15:04",1,1,"2018-12-07T06:49:03","2018-12-07","2018-12-07T05:50:10",1,1,"2018-12-07T06:07:18"
"c1185221c2d343bb88b3ec950686798c","3022040405","05-72-66-37",1,3,"2018-07-28","2018-07-28T07:39:40",1,1,"2018-07-28T08:39:23","2019-01-12","2019-01-12T06:41:57","2019-01-12","2019-01-12T06:42:03",3,2,"2019-01-12T07:32:01","2018-07-28","2018-07-28T03:02:05","2019-01-12","2019-01-12T08:09:54",1,1,"2018-07-28T04:18:19","2019-01-14","2019-01-14T03:35:29",3,1,"2019-01-14T04:52:59","2018-07-28","2018-07-28T08:39:37",1,1,"2018-07-28T09:20:08"
"c05e5755364f4c9eb48addd0418e8f5d","4112030302","88-67-72-87",1,3,"2018-07-31","2018-07-31T08:38:20",1,1,"2018-07-31T10:42:06","2018-07-31","2018-07-31T03:04:26","2019-01-25","2019-01-25T00:05:12",1,3,"2018-07-31T08:35:40","2018-07-31","2018-07-31T02:27:59","2019-01-25","2019-01-24T23:05:05",1,1,"2018-07-31T03:54:39","2018-07-31","2018-07-31T05:19:06",1,1,"2019-01-24T04:19:28","2019-01-24","2019-01-24T01:54:27",1,1,"2019-01-24T05:12:57"
"c1befc6653a84ef68640bc9923760c39",,"09-41-83-25",,3,"2018-11-08",,,,,,,,,,,,"2018-11-08","2018-11-08T04:47:44",,,1,1,"2018-11-09T04:47:40","2018-11-08","2018-11-08T04:51:55",1,1,"2018-11-08T05:43:11",,,,,
"c1b998e93a934a8cb45545fc66b93d36","2321010106","96-93-21-70",1,3,"2018-05-15","2018-05-15T16:23:30",1,1,"2018-05-15T17:21:53","2018-06-05","2018-06-05T08:31:27","2018-10-10","2018-10-10T02:53:50",1,1,"2018-06-05T10:17:38","2018-05-15","2018-05-15T13:26:30","2018-10-10","2018-10-10T01:27:09",1,1,"2018-10-10T01:55:45","2018-06-05","2018-06-05T10:19:16",1,1,"2018-06-05T10:47:54","2018-05-15","2018-05-15T17:22:08",1,1,"2018-05-15T17:56:28"
"c417d5092fa04356addbe1ab9f6c471d","3251070703","96-05-76-94",1,3,"2018-08-03","2018-08-03T08:07:33",1,1,"2018-08-03T08:58:46","2018-08-01","2018-08-01T05:09:39","2018-10-16","2018-10-16T02:26:47",1,1,"2018-10-16T03:14:11","2018-08-01","2018-08-02T07:02:25","2018-10-16","2018-10-16T03:43:34",1,1,"2018-10-16T06:51:05","2018-08-03","2018-08-03T05:27:43",1,1,"2018-08-03T06:55:05","2018-08-03","2018-08-03T08:58:56",1,1,"2018-08-03T09:20:59"
"c0cdc564be864ac698cba75135459a5e","1121020202","21-18-44-50",1,3,"2018-07-03","2018-07-03T04:52:55",1,1,"2018-07-03T05:42:55","2018-07-03","2018-07-03T03:14:46",,,1,3,"2018-07-03T04:34:37","2018-07-03","2018-07-03T07:18:48","2019-01-20","2019-01-20T03:21:45",1,1,"2018-07-03T08:43:53",,,,,,"2018-07-03","2018-07-03T06:04:09",1,1,"2018-07-03T06:35:24"
"c1dbf4334e904dc1b6b93391efe6de15","1161020201","08-27-94-74",1,3,"2018-05-01","2018-05-01T06:11:19",1,1,"2018-05-01T07:12:01","2018-06-04","2018-06-04T03:23:34","2018-11-07","2018-11-07T04:49:05",1,1,"2018-06-04T04:14:30","2018-05-01","2018-05-01T09:05:17","2018-11-08","2018-11-08T00:21:21",1,1,"2018-11-09T02:59:25","2018-11-09","2018-11-09T04:04:43",2,2,"2018-11-09T05:35:33","2018-05-01","2018-05-01T07:13:47",1,1,"2018-05-01T07:57:41"
"bea4b4b78acc42a6a591220eff1ca34e","3022010108","14-85-95-70",1,3,"2018-07-04","2018-07-04T04:10:42",1,1,"2018-07-04T04:50:53","2018-07-03","2018-07-03T03:25:11","2019-02-12","2019-02-12T09:34:11",1,3,"2018-07-03T04:06:39","2018-07-03","2018-07-03T05:58:07","2019-02-12","2019-02-12T09:36:28",1,1,"2018-07-03T06:49:12","2019-02-12","2019-02-12T09:56:18",3,1,"2019-02-12T10:30:56","2018-07-04","2018-07-04T04:55:08",1,1,"2018-07-04T05:08:29"
"bedf52b414be4498a687aa04f00db6bf","1021020205","91-10-01-18",1,3,"2018-09-01","2018-09-01T06:04:40",3,1,"2018-09-01T07:02:41","2018-09-19","2018-09-19T04:02:37","2018-09-19","2018-09-19T04:02:43",3,1,"2018-09-19T05:25:05","2018-09-19","2018-09-19T05:54:54","2018-09-19","2018-09-19T05:55:39",3,1,"2018-09-19T07:46:47",,,,3,,"2018-09-01","2018-09-01T06:37:08",3,1,"2018-09-02T11:13:08"
"c441996b11764b4a9b89ffa9e072e594","3251030301","33-46-89-47",1,3,"2018-10-17","2018-10-17T03:57:29",3,1,"2018-10-17T04:33:14","2018-10-15","2018-10-15T05:28:38","2018-10-15","2018-10-15T05:28:44",3,1,"2018-10-16T06:53:49","2018-10-11","2018-10-11T10:31:43","2018-10-11","2018-10-16T03:58:44",3,1,"2018-10-16T08:11:27","2018-10-16","2018-10-16T03:55:02",3,1,"2018-10-16T04:32:49","2018-10-17","2018-10-17T04:33:29",3,1,"2018-10-17T05:05:03"
"c5a736b38a4843b68ddf780785c9403e","3221080806","86-65-40-94",1,3,"2018-06-08","2018-06-08T08:37:39",1,1,"2018-06-08T09:10:28","2018-06-08","2018-06-08T03:38:06","2018-12-12","2018-12-12T05:28:21",1,3,"2018-06-08T04:16:30","2018-06-08","2018-06-08T04:36:55","2018-12-13","2018-12-13T01:54:33",1,1,"2018-12-13T02:29:10","2018-12-12","2018-12-12T02:25:33",1,1,"2018-12-12T03:09:54","2018-06-08","2018-06-08T09:11:16",1,1,"2018-06-08T09:32:14"
"c63d7a3af8c74ccca231ecfa5dffb50b","4151151507","40-59-35-84",1,3,"2019-01-14","2019-01-14T05:23:42",1,1,"2019-01-14T06:08:23","2019-01-14","2019-01-14T06:36:04","2019-01-14",,1,3,"2019-01-14T07:25:03","2019-01-14","2019-01-14T02:28:13","2019-01-14","2019-01-14T02:28:20",1,2,"2019-01-14T03:18:05","2019-01-14",,3,3,,"2019-01-14","2019-01-14T06:08:31",1,1,"2019-01-14T09:35:36"
"cb6f1ca5c1d84fe4be8e6d65f1ecb6ee","2012030303","41-29-42-22",1,3,"2019-01-21","2019-01-21T03:00:52",1,1,"2019-01-21T07:08:01","2019-01-21","2019-01-21T03:43:51",,,2,2,"2019-01-27T01:27:49","2019-01-21","2019-01-21T03:40:43","2019-01-22","2019-01-22T03:22:33",1,1,"2019-01-22T03:39:21",,,,,,"2019-01-21","2019-01-21T03:19:38",1,1,"2019-01-27T02:53:51"
"cc21c380258748b09434448dd3cd19d6","4031050502","20-19-89-31",1,3,"2018-06-20","2018-06-20T04:49:02",1,1,"2018-06-20T05:14:17","2018-06-22","2018-06-22T04:40:33","2018-11-09","2018-12-10T03:33:37",1,1,"2018-06-22T05:45:48","2018-11-09","2018-11-09T07:35:57","2018-11-09","2018-11-09T07:36:00",1,1,"2018-11-09T07:54:18",,,,,,"2018-06-20","2018-06-20T05:14:55",1,1,"2018-06-20T05:36:44"
