"t0_hhid","LiveStockID","hhid","s6aq03a","s6aq03b","s6aq03c","s6aq03d","s6aq03e","s6aq03f","s6aq04a","s6aq04b","s6aq04c","s6aq05a","s6aq05b","s6aq05c","s6aq06","s6aq07","s6aq08","s6aq09","s6aq10","s6aq11","s6aq12","s6aq13a","s6aq13b","s6aq14a","s6aq14b","s6aq15","s6aq15b","s6aq15c","s6aq16"
"H3800601",8,"558f93246e334db5946da85ae6ffc323",1,1,2,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H4290201",5,"56aed66c56394ddbbf2e62a36669288f",1,1,2,1,2,2,0,,,2,,,3,0,0,0,0,0,0,0,,2,1300000,0,1,2,1
"H0541001",10,"57a5c7dab7b64663b3be291b1ad6b790",2,2,,2,,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"H0541001",7,"57a5c7dab7b64663b3be291b1ad6b790",1,2,,2,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H1430102",9,"58474e1b1ce94664be2810d340184cc9",1,1,3,1,3,2,0,,,2,,,0,0,0,0,0,0,0,1,350000,0,,0,4,6,1
"H1430102",8,"58474e1b1ce94664be2810d340184cc9",3,1,3,1,3,2,0,,,2,,,3,0,0,0,0,0,0,0,,0,,0,4,6,1
"H1430102",7,"58474e1b1ce94664be2810d340184cc9",1,1,3,1,3,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,4,6,1
"H1940601",10,"59579edc5cd44c86a67a6336f550063e",4,1,2,1,6,1,0,,,2,,,4,0,0,0,0,0,0,0,,0,,0,4,6,1
"H1940601",7,"59579edc5cd44c86a67a6336f550063e",2,1,2,1,5,1,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,6,4,1
"H1860601",10,"59677586640d45cba4c12a75193b7891",2,1,4,1,4,2,0,,,2,,,3,0,0,0,0,0,0,0,,1,500000,0,1,5,2
"H1860601",8,"59677586640d45cba4c12a75193b7891",4,1,4,1,4,2,0,,,2,,,5,0,0,0,0,0,1,0,,0,,0,5,4,1
"H1421001",10,"598eac4b8a7c4a238eed7db182187ee2",0,,,,,,0,,,2,,,3,0,0,3,0,0,0,0,,0,,0,2,6,1
"H4010301",10,"5998bd8f833a41a381de9f7227f0e406",1,1,,1,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,6,5,1
"H1400302",10,"59af43dd132840e7a3d907037ed3e8e2",1,1,,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,2,6,1
"H1400302",6,"59af43dd132840e7a3d907037ed3e8e2",1,1,,2,1,2,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,1,2,1
"H2000701",7,"5a67d206764f452bac3503e9e3326573",1,1,,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2000701",9,"5a67d206764f452bac3503e9e3326573",2,1,,1,,2,0,,,2,,,1,0,1,0,0,0,0,0,,0,,0,1,5,1
"H0530501",10,"5a8cc7602c324f3893cedb9d219f05f9",1,1,2,1,2,2,0,,,2,,,0,0,0,0,0,0,0,1,100000,0,,0,2,1,1
"H1310701",7,"5abb4c8b03414d8d87da4b062242ddb9",1,5,,5,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H1310701",10,"5abb4c8b03414d8d87da4b062242ddb9",2,5,,5,,2,0,,,2,,,1,1,0,0,0,0,0,0,,0,,0,1,2,1
"H2160802",7,"5b55ae8c2e124c06b88d9683995ac28c",2,1,2,1,2,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,6,7,1
"H3070601",5,"5b89a0d3dc124f2d9278eaaebc1253b9",2,1,2,1,2,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,2,1,1
"H3070601",1,"5b89a0d3dc124f2d9278eaaebc1253b9",2,1,2,1,2,2,0,,,1,2,300000,0,2,0,0,0,0,0,0,,0,,0,2,4,1
"H3070601",4,"5b89a0d3dc124f2d9278eaaebc1253b9",0,,,,,,0,,,2,,,3,0,0,0,0,0,0,0,,3,800000,0,1,,1
"H3070601",2,"5b89a0d3dc124f2d9278eaaebc1253b9",0,,,,,,0,,,2,,,2,0,0,0,0,0,0,0,,2,1000000,0,1,,2
"H2350903",6,"5ba24740654f468994dec57f3196f105",1,1,,1,,1,5,1,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,8,1
"H2350903",9,"5ba24740654f468994dec57f3196f105",1,1,,1,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H2350903",10,"5ba24740654f468994dec57f3196f105",1,1,,1,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1490201",10,"5d00f9e5b3004fbab2b062d87bc75ca9",3,1,2,1,2,2,0,,,2,,,3,0,0,0,0,0,0,0,,0,,0,1,2,1
"H3960701",7,"5d600e6d4cc8413b8e25be770e1690dd",4,1,,1,,2,0,,,2,,,4,0,0,0,0,0,0,0,,0,,0,4,6,1
"H3760501",4,"5dad6f82a0ce46ff850ee81e017ccf55",1,1,2,1,2,2,0,,,2,,,0,0,0,0,0,0,0,1,1400000,0,,0,1,2,2
"H1640101",10,"5ed508a731684151a6e79572211427ef",2,1,,2,1,2,0,,,2,,,1,1,0,0,0,0,0,0,,0,,0,5,1,1
"H1640101",8,"5ed508a731684151a6e79572211427ef",4,1,2,1,2,2,0,,,2,,,4,0,0,0,0,0,0,0,,0,,0,1,6,1
"H3360501",10,"5f55548a1f2a46309017e9af3ce923a8",0,,,,,,0,,,2,,,1,0,0,0,0,0,0,0,,1,930000,0,1,,2
"H3850501",9,"5fa72e1943fb48c2936d502692ba155e",2,1,2,1,4,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"H3850501",7,"5fa72e1943fb48c2936d502692ba155e",2,1,2,1,4,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"H3720901",2,"6054f4586c2e42029b16a68e1e57390a",0,,,,,,0,,,2,,,1,0,0,0,0,0,0,0,,1,1500000,0,1,,2
"H3720901",5,"6054f4586c2e42029b16a68e1e57390a",1,1,2,1,2,2,0,,,2,,,2,0,0,0,0,0,0,0,,1,800000,0,1,3,2
"H3650901",6,"609bbe5fdab1452494036c2c44dd5c9f",1,2,,2,,2,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,5,6,1
"H3650901",10,"609bbe5fdab1452494036c2c44dd5c9f",1,2,,2,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"H3650901",7,"609bbe5fdab1452494036c2c44dd5c9f",2,2,,2,,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,5,6,1
"H1550301",5,"60e9be5bc0d44a2e90915c84cc1cc30b",0,,,,,,1,1,,2,,,0,0,0,0,0,0,0,0,,0,,0,3,2,1
"H4050301",8,"615238b7741c46738f4d7f57394fc606",4,1,2,1,2,2,0,,,2,,,5,0,0,0,0,0,0,0,,1,1200000,0,1,4,2
"H4050301",10,"615238b7741c46738f4d7f57394fc606",2,1,2,1,2,2,0,,,2,,,4,0,0,2,0,0,0,0,,0,,0,1,4,2
"H4120701",10,"62450077713b4673a71e4064f7779231",2,1,,1,5,2,2,1,,1,2,15000,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"H4120701",6,"62450077713b4673a71e4064f7779231",1,1,,1,5,2,0,,,1,3,15000,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"H4200701",10,"625359273de24f86b536582e950699a5",1,1,,1,,2,0,,,2,,,0,0,0,0,0,0,0,1,1200000,0,,0,2,6,1
"H1440601",8,"62ef03f7946645638209d9001a348dc3",2,1,2,1,2,1,0,,,2,,,1,1,0,0,0,0,0,0,,0,,0,4,6,1
"H2150301",10,"62f7f39afcd14f4e847cb535a4a4edd2",1,2,,4,6,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H2500201",9,"632545c257874a7ab6311d70e74321bc",3,1,,1,,2,0,,,2,,,3,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2500201",7,"632545c257874a7ab6311d70e74321bc",1,1,,7,3,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H1191001",7,"63d26b88b52948da88f088281ce5f0ad",1,1,2,3,2,2,0,,,2,,,2,0,0,0,0,0,0,0,,1,450000,0,1,5,2
"H1191001",10,"63d26b88b52948da88f088281ce5f0ad",3,1,2,2,3,2,0,,,2,,,2,1,0,0,0,0,0,0,,0,,0,2,1,2
"H4051001",9,"63ff4cd3a3c94b1390bbccba110d8bdc",2,1,2,1,5,2,1,1,5,2,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"H4051001",8,"63ff4cd3a3c94b1390bbccba110d8bdc",0,,,,,,1,1,5,2,,,0,0,0,0,0,0,0,0,,0,,0,8,,1
"H4051001",10,"63ff4cd3a3c94b1390bbccba110d8bdc",1,1,2,1,5,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,5,1,1
"H2440301",10,"64e1798107b1444482207808be5e3ac6",1,1,,,,1,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H2440301",6,"64e1798107b1444482207808be5e3ac6",1,1,,,,1,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H2480302",10,"64e1c1594a12465f9bb9f4dc7d570db2",2,2,,2,,1,0,,,2,,,3,0,0,0,0,0,0,0,,1,480000,0,1,6,1
"H2480302",7,"64e1c1594a12465f9bb9f4dc7d570db2",1,2,,2,,2,0,,,2,,,1,1,0,0,0,0,1,0,,0,,0,1,6,1
"H2480302",6,"64e1c1594a12465f9bb9f4dc7d570db2",2,2,,2,,1,0,,,2,,,0,2,0,0,0,0,0,0,,0,,0,1,6,1
"H1291001",9,"64f1b95703174b18be5d2149c373ca5c",2,1,2,1,2,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,2,5,1
"H1291001",6,"64f1b95703174b18be5d2149c373ca5c",2,1,2,1,2,2,0,,,2,,,0,2,0,0,0,0,0,0,,0,,0,2,5,1
"H1291001",10,"64f1b95703174b18be5d2149c373ca5c",8,1,2,1,2,2,0,,,2,,,9,0,0,0,0,0,0,0,,1,800000,0,4,,1
"H3610201",10,"64fa5b910c4c49dbbc4857602d0d672e",1,1,,1,3,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,2,,1
"H3610201",6,"64fa5b910c4c49dbbc4857602d0d672e",1,1,,3,5,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,5,2
"H2251001",8,"6552ba66f3a04eab9c64d915937f6431",2,1,2,1,2,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,8,,1
"H2251001",9,"6552ba66f3a04eab9c64d915937f6431",3,1,2,1,2,2,0,,,2,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"H2251001",7,"6552ba66f3a04eab9c64d915937f6431",1,1,2,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,8,,1
"H2251001",10,"6552ba66f3a04eab9c64d915937f6431",1,1,2,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H0510601",5,"6600f1665c2f4b6d8a673fe6913cdc67",1,1,,1,3,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"H2960301",10,"66959d5454ec43c7861bec7889849ad1",1,2,,2,,2,0,,,2,,,2,0,0,0,0,0,0,0,,1,700000,0,1,,2
"H2960301",7,"66959d5454ec43c7861bec7889849ad1",0,,,,,,0,,,2,,,1,0,0,0,0,0,0,0,,1,800000,0,1,,2
"H2090603",10,"67215dfd80364d729a90eceaac438cf8",2,1,,1,,2,0,,,2,,,3,0,0,0,0,1,0,0,,0,,0,4,5,1
"H3860401",10,"67525bacd6ea402f80869cb21c494b4c",3,1,,1,,2,0,,,2,,,3,0,0,0,0,0,0,1,470000,1,500000,0,6,1,2
"H1900801",10,"6794adde478c40e893b395ddd3f13228",2,1,2,1,2,2,4,1,2,2,,,2,0,0,0,0,0,0,0,,0,,0,4,5,1
"H2110101",7,"679b99b535b046b491106a4331f9f9ee",1,1,2,1,2,2,0,,,2,,,3,0,0,0,1,1,0,0,,0,,0,1,5,1
"H2110101",9,"679b99b535b046b491106a4331f9f9ee",0,,,,,,0,,,2,,,1,0,0,0,0,1,0,0,,0,,0,3,1,1
"H2110101",10,"679b99b535b046b491106a4331f9f9ee",1,1,2,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,2,4,1
"H3900901",7,"67ce8c2b5f374703859698b086e274d3",0,,,,,,0,,,2,,,0,0,1,0,0,0,0,0,,1,450000,0,1,5,1
"H3900901",9,"67ce8c2b5f374703859698b086e274d3",2,1,2,1,2,1,0,,,2,,,0,0,2,0,0,0,0,0,,0,,0,1,6,1
"H1300602",5,"67d7cfc30ead4abe9f40aab6e8a28887",3,1,2,1,2,2,0,,,2,,,3,0,0,0,0,0,0,0,,0,,0,1,3,2
"H1300602",10,"67d7cfc30ead4abe9f40aab6e8a28887",30,1,2,1,2,2,0,,,2,,,30,0,0,0,0,0,0,0,,0,,0,1,3,2
"H1300602",7,"67d7cfc30ead4abe9f40aab6e8a28887",5,1,2,1,2,2,0,,,2,,,5,0,0,0,0,0,0,0,,0,,0,1,3,2
"H3350601",5,"681cbb8c5bb244c5b55a076ccfe17f8c",0,,,,,,0,,,2,,,1,0,0,0,0,0,0,0,,1,1500000,0,1,,1
"H3350601",6,"681cbb8c5bb244c5b55a076ccfe17f8c",1,1,2,1,2,2,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,2,1,1
"H3620801",1,"6847c7ab125c416096b5629c5a25a3d5",1,1,2,1,2,2,1,1,2,2,,,0,1,0,0,0,0,0,0,,0,,0,2,1,2
"H3620801",5,"6847c7ab125c416096b5629c5a25a3d5",2,1,2,1,2,2,2,1,2,2,,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"H1951001",10,"689e2ce77104402a9f872c8e05dd22c9",2,1,,7,1,2,0,,,2,,,5,0,0,2,0,0,1,0,,0,,0,1,6,1
"H3781001",1,"68af277b785243d98b96318db7360cf4",1,1,,1,,1,0,,,1,2,10000,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H3781001",5,"68af277b785243d98b96318db7360cf4",1,1,,1,,1,0,,,1,2,50000,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"H1820301",9,"68e2e3f630be4cc788a3c61f6b522b3a",1,1,2,1,2,2,0,,,2,,,2,0,0,0,1,0,0,0,,0,,0,1,4,1
"H1820301",10,"68e2e3f630be4cc788a3c61f6b522b3a",1,1,2,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,4,1
"H1820301",7,"68e2e3f630be4cc788a3c61f6b522b3a",1,1,2,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2461002",10,"69389211ef9543f09dd0b955bd7ba94b",5,1,,1,2,2,0,,,2,,,4,1,0,0,0,0,0,0,,0,,0,6,5,1
"H2461002",8,"69389211ef9543f09dd0b955bd7ba94b",4,1,,1,2,2,0,,,2,,,5,0,0,0,0,1,0,0,,0,,0,6,5,1
"H3890501",10,"69bca440979f4ba59b8d57dd628e7d72",2,1,,1,,1,2,1,,1,1,0,2,0,0,0,0,0,0,0,,0,,0,5,1,1
"H3890501",8,"69bca440979f4ba59b8d57dd628e7d72",3,1,,1,,1,0,,,2,,,2,1,0,0,0,0,0,0,,0,,0,1,5,1
"H1920402",10,"6a1f1d0492b24ece992a0caf323e9157",2,2,5,2,5,2,0,,,2,,,3,0,0,0,0,0,0,0,,1,500000,0,1,5,2
"H1920402",8,"6a1f1d0492b24ece992a0caf323e9157",2,2,5,2,5,2,0,,,2,,,4,0,0,0,0,0,0,0,,2,1000000,0,1,5,2
"H2230601",7,"6a353fad5ce24f7d928c4bc5645ccf83",0,,,,,,0,,,2,,,1,0,0,0,0,0,0,0,,1,900000,0,1,5,1
"H4090101",10,"6a62729833e64031b0586ff9e6ba9709",0,,,,,,2,,,2,,,0,0,0,0,0,0,0,0,,0,,0,5,9,1
"H2200201",5,"6af9b7d26a9b4d4886cb4d0577d4c640",1,1,,1,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"H2200201",4,"6af9b7d26a9b4d4886cb4d0577d4c640",0,,,,,,0,,,2,,,1,0,0,0,0,0,0,0,,1,800000,0,1,2,1
"H2140101",10,"6b55b47e2249487f97b9e81b07b8b490",1,2,,2,,1,0,,,2,,,7,0,0,6,0,0,0,0,,0,,0,5,6,1
"H2140101",7,"6b55b47e2249487f97b9e81b07b8b490",2,1,2,2,1,2,0,,,2,,,5,0,0,3,0,0,0,0,,0,,0,5,6,1
"H3851001",10,"6c82d38a510147bb8dea2705589e6ad0",1,1,2,1,2,2,0,,,2,,,2,0,0,0,1,0,0,0,,0,,0,5,1,1
"H4010401",9,"6d3161443ac04336ace23492e57e319e",1,1,2,1,4,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"H4010401",7,"6d3161443ac04336ace23492e57e319e",1,1,2,4,5,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,5,4,1
"H4010401",10,"6d3161443ac04336ace23492e57e319e",2,1,2,4,1,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,5,2,1
"H4010401",6,"6d3161443ac04336ace23492e57e319e",1,1,2,4,5,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,4,1
"H1640902",10,"6d68da2a08ee4f92aee39d86974f0082",4,2,3,2,3,2,0,,,2,,,4,0,0,0,0,0,0,0,,0,,0,4,6,1
"H1640902",9,"6d68da2a08ee4f92aee39d86974f0082",3,2,3,2,3,2,0,,,2,,,0,3,0,0,0,0,0,0,,0,,0,6,4,1
"H1640902",7,"6d68da2a08ee4f92aee39d86974f0082",1,2,3,3,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,6,4,1
"H1640902",8,"6d68da2a08ee4f92aee39d86974f0082",5,2,3,2,3,2,0,,,2,,,6,0,0,0,0,0,0,0,,1,550000,0,1,6,1
"H1331002",6,"6d80eda54c8046fb8018c220f362e6a9",1,2,,2,,2,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"H1331002",10,"6d80eda54c8046fb8018c220f362e6a9",1,2,,2,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"H1900501",6,"6d830acf2daa4a81bf954eb34931f39a",1,2,,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,5,,1
"H1900501",10,"6d830acf2daa4a81bf954eb34931f39a",0,,,,,,0,,,2,,,1,0,0,0,0,0,1,0,,0,,0,5,,1
"H1250601",10,"6ec00f7d379e4cceb131ac9725f35b1a",2,1,13,1,13,2,0,,,2,,,1,1,0,0,0,0,0,0,,0,,0,6,,1
"H1860302",10,"6eedbaa6dcca4d878447d1c2cab98136",1,1,2,,,1,0,,,1,2,120000,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H2110902",8,"6f502e1e043449cab9a278cbfd4c30f8",1,1,,1,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H2110902",6,"6f502e1e043449cab9a278cbfd4c30f8",2,1,,1,,2,0,,,2,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"H2110902",10,"6f502e1e043449cab9a278cbfd4c30f8",2,1,,1,,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H4000301",7,"6f601a010e1e4af68c6c7a487cc5d460",1,1,,2,,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,8,,1
"H3760101",5,"6f750fb9941247278e9fbb82eace8268",3,1,2,1,2,1,0,,,2,,,2,1,0,0,0,0,0,0,,0,,0,1,2,1
"11",7,"6fd351dce142448db75da19ed3a51c08",7,1,3,1,3,2,0,,,2,,,8,0,0,0,0,0,1,0,,0,,0,5,6,1
"11",6,"6fd351dce142448db75da19ed3a51c08",1,1,3,1,3,2,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,6,2,1
"11",10,"6fd351dce142448db75da19ed3a51c08",2,1,3,1,3,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,2,6,1
"H3170801",10,"6fd460ca3c404736aa233ebb0ac0e849",2,2,,2,,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"H1651001",5,"702d4b2225ab4dbe92a40506296adf2d",1,1,,1,5,2,0,,,2,,,1,1,0,0,0,0,0,0,,1,500000,0,1,,2
"H1651001",7,"702d4b2225ab4dbe92a40506296adf2d",1,1,2,1,5,2,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"H1651001",4,"702d4b2225ab4dbe92a40506296adf2d",1,1,,1,2,2,0,,,2,,,2,0,0,0,0,0,0,0,,1,300000,0,1,,2
"H1291002",10,"703b091c1c54412c9ad4e1bc9eb8e745",3,1,2,1,,1,0,,,2,,,3,0,0,0,0,0,0,0,,0,,0,2,1,1
"H2030601",7,"7073a1951b984205b4413a79532a747c",3,1,2,1,4,2,1,1,4,2,,,3,1,0,0,1,0,0,0,,0,,0,6,4,1
"H2030601",10,"7073a1951b984205b4413a79532a747c",4,1,2,1,4,2,2,1,4,2,,,2,2,0,0,0,0,0,0,,0,,0,4,6,1
"H3860501",10,"7094083942b14b01bf5b9b2a20d0401d",1,1,,1,,1,0,,,2,,,0,0,0,0,0,0,0,1,500000,0,,0,1,5,1
"H2140801",10,"71567b0738d2489d911fd9abb92d18bb",4,1,,1,,2,0,,,2,,,2,2,0,0,0,0,0,0,,0,,0,1,,2
"H2140801",7,"71567b0738d2489d911fd9abb92d18bb",3,1,,1,,2,0,,,2,,,5,1,0,0,0,0,0,0,,3,450000,0,1,,2
"H3640601",9,"716b7f44cabf49a2847a3889e6727028",1,2,,1,2,1,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,1,2,1
"H3640601",6,"716b7f44cabf49a2847a3889e6727028",1,2,,2,,1,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"H3640601",10,"716b7f44cabf49a2847a3889e6727028",1,2,,1,2,1,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,5,2,1
"H3640601",7,"716b7f44cabf49a2847a3889e6727028",2,2,,1,2,1,0,,,2,,,4,0,0,0,0,0,0,0,,2,600000,0,1,5,1
"H1900201",7,"717fe47c19c849829a4da328ab62616c",4,1,2,1,2,2,0,,,2,,,6,0,0,1,0,0,0,0,,1,397000,0,1,5,1
"H1900201",10,"717fe47c19c849829a4da328ab62616c",2,1,2,1,3,1,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1900201",9,"717fe47c19c849829a4da328ab62616c",1,1,2,1,3,2,0,,,2,,,0,0,2,2,0,0,0,1,500000,0,,0,1,5,1
"H1900201",6,"717fe47c19c849829a4da328ab62616c",1,1,2,1,3,2,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"H3640801",2,"71d08d8479d04271a989d162da8446f1",1,1,,1,,1,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H3640801",1,"71d08d8479d04271a989d162da8446f1",1,1,,1,,1,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"H3640801",5,"71d08d8479d04271a989d162da8446f1",1,1,,1,,1,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"H0420802",10,"72101337b59849bbb9c5cfe4a4dfefab",1,1,2,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,2,1,2
"H0420802",6,"72101337b59849bbb9c5cfe4a4dfefab",1,1,2,1,2,2,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"H0420802",8,"72101337b59849bbb9c5cfe4a4dfefab",0,,,,,,0,,,2,,,1,0,0,0,0,0,0,0,,1,950000,0,1,,2
"H0420802",9,"72101337b59849bbb9c5cfe4a4dfefab",1,1,2,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"H1510801",1,"7231cac3c984454fbb9963e15947dc38",0,,,,,,0,,,2,,,0,1,0,1,0,0,0,0,,0,,0,1,2,1
"H1510801",5,"7231cac3c984454fbb9963e15947dc38",1,1,2,1,4,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,2,1,1
"H3770801",7,"726c55c38e5c413c9537339f0570449a",1,1,,1,2,1,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H4010601",9,"729ba85c48a14df3abbfe298e90e3931",1,1,2,1,5,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H4010601",8,"729ba85c48a14df3abbfe298e90e3931",2,1,2,1,5,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,8,5,1
"H3710601",10,"72e6998f6ca846fc9fa53cc11cf80bb3",2,1,,1,4,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,4,5,1
"H3710601",7,"72e6998f6ca846fc9fa53cc11cf80bb3",2,1,,1,2,2,0,,,2,,,3,0,0,0,0,0,0,0,,1,750000,0,1,5,1
"H1320601",10,"7308518286db4f34b37462cdff7ac26b",1,1,,1,3,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,5,2
"H3880801",5,"73b1cbfa562e4305935b545bfdb0e9fe",1,1,,1,,2,0,,,2,,,3,0,0,0,1,1,0,0,,0,,0,6,,1
"H1290501",6,"745a4b56b26e43f9afbbc9343f14bdad",1,1,,1,8,2,0,,,2,,,0,1,0,0,0,0,0,0,,0,,0,6,5,1
"H1290501",10,"745a4b56b26e43f9afbbc9343f14bdad",2,1,,1,8,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,6,1,1
"H3650601",6,"7489719b1a9d4197b9b8f559c815b2f5",1,1,2,2,9,2,0,,,2,,,1,1,0,0,0,0,0,0,,1,400000,0,1,,2
"H3650601",7,"7489719b1a9d4197b9b8f559c815b2f5",2,1,2,1,9,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H3650601",10,"7489719b1a9d4197b9b8f559c815b2f5",1,1,,1,9,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H0390901",5,"7589e3d8e7eb4b719e535585550b9b5a",2,1,2,1,2,2,0,,,2,,,2,0,0,0,0,0,0,0,,0,,0,1,2,1
"H0390901",4,"7589e3d8e7eb4b719e535585550b9b5a",1,1,2,1,2,2,0,,,2,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H0390901",6,"7589e3d8e7eb4b719e535585550b9b5a",2,1,2,1,2,2,0,,,2,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"H2230302",7,"75b276d5f7e54d28b9332cac6c7f01d1",0,,,,,,0,,,2,,,3,0,0,3,0,0,0,0,,0,,0,4,5,1
"H2230302",10,"75b276d5f7e54d28b9332cac6c7f01d1",0,,,,,,0,,,2,,,3,0,0,2,0,0,0,0,,1,600000,0,4,1,2
"H2980901",10,"75e95720f4734a239cf1dc8493fc89a2",4,2,,2,,2,0,,,2,,,6,0,0,0,0,0,0,0,,2,800000,0,1,,2
"26",10,"76dd6bf915e246e097d05b032d807c28",2,1,,1,,2,0,,,2,,,1,1,0,0,0,0,0,0,,0,,0,6,5,1
"H1320901",10,"76e921a2c55c435eb74a8b18f3ef813f",2,2,,2,,2,0,,,2,,,1,1,0,0,0,0,0,0,,0,,0,2,5,1
"H1320901",7,"76e921a2c55c435eb74a8b18f3ef813f",1,2,,2,3,2,0,,,1,2,360000,2,0,0,0,1,0,0,0,,0,,0,1,5,1
