hhid,h10q8_1,h10q8_2,hh
H2850501,Other Biomass Burning,No,H28505-05-01
H2850501,Open fire,Yes,H28505-05-01
H2850501,Other (specify),No,H28505-05-01
H2850503,Electric,No,H28505-05-03
H2850503,lpg,No,H28505-05-03
H2850503,Kerosene,No,H28505-05-03
H2850503,Wood / Sawdust Burning,No,H28505-05-03
H2850503,Efficient Wood Burning,No,H28505-05-03
H2850503,Charcoal,No,H28505-05-03
H2850503,Other Biomass Burning,No,H28505-05-03
H2850503,Open fire,Yes,H28505-05-03
H2850503,Other (specify),No,H28505-05-03
H2850504,Electric,No,H28505-05-04
H2850504,lpg,No,H28505-05-04
H2850504,Kerosene,No,H28505-05-04
H2850504,Wood / Sawdust Burning,No,H28505-05-04
H2850504,Efficient Wood Burning,No,H28505-05-04
H2850504,Charcoal,Yes,H28505-05-04
H2850504,Other Biomass Burning,No,H28505-05-04
H2850504,Open fire,No,H28505-05-04
H2850504,Other (specify),No,H28505-05-04
H2850505,Electric,No,H28505-05-05
H2850505,lpg,No,H28505-05-05
H2850505,Kerosene,No,H28505-05-05
H2850505,Wood / Sawdust Burning,No,H28505-05-05
H2850505,Efficient Wood Burning,No,H28505-05-05
H2850505,Charcoal,No,H28505-05-05
H2850505,Other Biomass Burning,No,H28505-05-05
H2850505,Open fire,Yes,H28505-05-05
H2850505,Other (specify),No,H28505-05-05
H2850602,Electric,No,H28506-05-02
H2850602,lpg,No,H28506-05-02
H2850602,Kerosene,Yes,H28506-05-02
H2850602,Wood / Sawdust Burning,No,H28506-05-02
H2850602,Efficient Wood Burning,No,H28506-05-02
H2850602,Charcoal,No,H28506-05-02
H2850602,Other Biomass Burning,No,H28506-05-02
H2850602,Open fire,Yes,H28506-05-02
H2850602,Other (specify),No,H28506-05-02
H2850801,Electric,No,H28508-05-01
H2850801,lpg,No,H28508-05-01
H2850801,Kerosene,No,H28508-05-01
H2850801,Wood / Sawdust Burning,No,H28508-05-01
H2850801,Efficient Wood Burning,No,H28508-05-01
H2850801,Charcoal,No,H28508-05-01
H2850801,Other Biomass Burning,No,H28508-05-01
H2850801,Open fire,Yes,H28508-05-01
H2850801,Other (specify),No,H28508-05-01
H2850902,Electric,No,H28509-05-02
H2850902,lpg,No,H28509-05-02
H2850902,Kerosene,Yes,H28509-05-02
H2850902,Wood / Sawdust Burning,No,H28509-05-02
H2850902,Efficient Wood Burning,No,H28509-05-02
H2850902,Charcoal,No,H28509-05-02
H2850902,Other Biomass Burning,No,H28509-05-02
H2850902,Open fire,Yes,H28509-05-02
H2850902,Other (specify),No,H28509-05-02
H2851001,Electric,No,H28510-05-01
H2851001,lpg,No,H28510-05-01
H2851001,Kerosene,No,H28510-05-01
H2851001,Wood / Sawdust Burning,No,H28510-05-01
H2851001,Efficient Wood Burning,No,H28510-05-01
H2851001,Charcoal,No,H28510-05-01
H2851001,Other Biomass Burning,No,H28510-05-01
H2851001,Open fire,Yes,H28510-05-01
H2851001,Other (specify),No,H28510-05-01
H2851101,Electric,No,H28511-05-01
H2851101,lpg,No,H28511-05-01
H2851101,Kerosene,No,H28511-05-01
H2851101,Wood / Sawdust Burning,No,H28511-05-01
H2851101,Efficient Wood Burning,No,H28511-05-01
H2851101,Charcoal,No,H28511-05-01
H2851101,Other Biomass Burning,No,H28511-05-01
H2851101,Open fire,Yes,H28511-05-01
H2851101,Other (specify),No,H28511-05-01
H2851102,Electric,No,H28511-05-02
H2851102,lpg,No,H28511-05-02
H2851102,Kerosene,No,H28511-05-02
H2851102,Wood / Sawdust Burning,No,H28511-05-02
H2851102,Efficient Wood Burning,No,H28511-05-02
H2851102,Charcoal,Yes,H28511-05-02
H2851102,Other Biomass Burning,No,H28511-05-02
H2851102,Open fire,No,H28511-05-02
H2851102,Other (specify),No,H28511-05-02
H2870201,Electric,No,H28702-05-01
H2870201,lpg,No,H28702-05-01
H2870201,Kerosene,No,H28702-05-01
H2870201,Wood / Sawdust Burning,No,H28702-05-01
H2870201,Efficient Wood Burning,No,H28702-05-01
H2870201,Charcoal,Yes,H28702-05-01
H2870201,Other Biomass Burning,No,H28702-05-01
H2870201,Open fire,No,H28702-05-01
H2870201,Other (specify),No,H28702-05-01
H2870301,Electric,No,H28703-05-01
H2870301,lpg,No,H28703-05-01
H2870301,Kerosene,No,H28703-05-01
H2870301,Wood / Sawdust Burning,No,H28703-05-01
H2870301,Efficient Wood Burning,No,H28703-05-01
H2870301,Charcoal,Yes,H28703-05-01
H2870301,Other Biomass Burning,No,H28703-05-01
H2870301,Open fire,No,H28703-05-01
H2870301,Other (specify),No,H28703-05-01
H2870601,Electric,No,H28706-05-01
H2870601,lpg,No,H28706-05-01
H2870601,Kerosene,No,H28706-05-01
H2870601,Wood / Sawdust Burning,No,H28706-05-01
H2870601,Efficient Wood Burning,No,H28706-05-01
H2870601,Charcoal,No,H28706-05-01
H2870601,Other Biomass Burning,No,H28706-05-01
H2870601,Open fire,Yes,H28706-05-01
H2870601,Other (specify),No,H28706-05-01
H2870901,Electric,No,H28709-05-01
H2870901,lpg,No,H28709-05-01
H2870901,Kerosene,No,H28709-05-01
H2870901,Wood / Sawdust Burning,No,H28709-05-01
H2870901,Efficient Wood Burning,No,H28709-05-01
H2870901,Charcoal,Yes,H28709-05-01
H2870901,Other Biomass Burning,No,H28709-05-01
H2870901,Open fire,No,H28709-05-01
H2870901,Other (specify),No,H28709-05-01
H2870902,Electric,No,H28709-05-02
H2870902,lpg,No,H28709-05-02
H2870902,Kerosene,No,H28709-05-02
H2870902,Wood / Sawdust Burning,No,H28709-05-02
H2870902,Efficient Wood Burning,No,H28709-05-02
H2870902,Charcoal,Yes,H28709-05-02
H2870902,Other Biomass Burning,No,H28709-05-02
H2870902,Open fire,No,H28709-05-02
H2870902,Other (specify),No,H28709-05-02
H2871001,Electric,No,H28710-05-01
H2871001,lpg,No,H28710-05-01
H2871001,Kerosene,No,H28710-05-01
H2871001,Wood / Sawdust Burning,No,H28710-05-01
H2871001,Efficient Wood Burning,No,H28710-05-01
H2871001,Charcoal,Yes,H28710-05-01
H2871001,Other Biomass Burning,No,H28710-05-01
H2871001,Open fire,No,H28710-05-01
H2871001,Other (specify),No,H28710-05-01
H2880301,Electric,No,H28803-05-01
H2880301,lpg,No,H28803-05-01
H2880301,Kerosene,No,H28803-05-01
H2880301,Wood / Sawdust Burning,No,H28803-05-01
H2880301,Efficient Wood Burning,No,H28803-05-01
H2880301,Charcoal,Yes,H28803-05-01
H2880301,Other Biomass Burning,No,H28803-05-01
H2880301,Open fire,No,H28803-05-01
H2880301,Other (specify),No,H28803-05-01
H2880501,Electric,No,H28805-05-01
H2880501,lpg,No,H28805-05-01
H2880501,Kerosene,No,H28805-05-01
H2880501,Wood / Sawdust Burning,No,H28805-05-01
H2880501,Efficient Wood Burning,No,H28805-05-01
H2880501,Charcoal,Yes,H28805-05-01
H2880501,Other Biomass Burning,No,H28805-05-01
H2880501,Open fire,No,H28805-05-01
H2880501,Other (specify),No,H28805-05-01
H2880701,Electric,No,H28807-05-01
H2880701,lpg,No,H28807-05-01
H2880701,Kerosene,No,H28807-05-01
H2880701,Wood / Sawdust Burning,No,H28807-05-01
H2880701,Efficient Wood Burning,No,H28807-05-01
H2880701,Charcoal,Yes,H28807-05-01
H2880701,Other Biomass Burning,No,H28807-05-01
H2880701,Open fire,No,H28807-05-01
H2880701,Other (specify),No,H28807-05-01
H2881001,Electric,No,H28810-05-01
H2881001,lpg,No,H28810-05-01
H2881001,Kerosene,No,H28810-05-01
H2881001,Wood / Sawdust Burning,No,H28810-05-01
H2881001,Efficient Wood Burning,No,H28810-05-01
H2881001,Charcoal,Yes,H28810-05-01
H2881001,Other Biomass Burning,No,H28810-05-01
H2881001,Open fire,No,H28810-05-01
H2881001,Other (specify),No,H28810-05-01
H2900201,Electric,No,H29002-05-01
H2900201,lpg,No,H29002-05-01
H2900201,Kerosene,No,H29002-05-01
H2900201,Wood / Sawdust Burning,No,H29002-05-01
H2900201,Efficient Wood Burning,No,H29002-05-01
H2900201,Charcoal,No,H29002-05-01
H2900201,Other Biomass Burning,No,H29002-05-01
H2900201,Open fire,Yes,H29002-05-01
H2900201,Other (specify),No,H29002-05-01
H2900301,Electric,No,H29003-05-01
H2900301,lpg,No,H29003-05-01
H2900301,Kerosene,No,H29003-05-01
H2900301,Wood / Sawdust Burning,No,H29003-05-01
H2900301,Efficient Wood Burning,No,H29003-05-01
H2900301,Charcoal,No,H29003-05-01
H2900301,Other Biomass Burning,No,H29003-05-01
H2900301,Open fire,Yes,H29003-05-01
H2900301,Other (specify),No,H29003-05-01
H2900401,Electric,No,H29004-05-01
H2900401,lpg,No,H29004-05-01
H2900401,Kerosene,No,H29004-05-01
H2900401,Wood / Sawdust Burning,No,H29004-05-01
H2900401,Efficient Wood Burning,No,H29004-05-01
H2900401,Charcoal,No,H29004-05-01
H2900401,Other Biomass Burning,No,H29004-05-01
H2900401,Open fire,Yes,H29004-05-01
H2900401,Other (specify),No,H29004-05-01
H2900501,Electric,No,H29005-05-01
H2900501,lpg,No,H29005-05-01
H2900501,Kerosene,No,H29005-05-01
H2900501,Wood / Sawdust Burning,No,H29005-05-01
H2900501,Efficient Wood Burning,No,H29005-05-01
H2900501,Charcoal,No,H29005-05-01
H2900501,Other Biomass Burning,No,H29005-05-01
H2900501,Open fire,Yes,H29005-05-01
H2900501,Other (specify),No,H29005-05-01
H2900502,Electric,No,H29005-05-02
H2900502,lpg,No,H29005-05-02
H2900502,Kerosene,No,H29005-05-02
H2900502,Wood / Sawdust Burning,No,H29005-05-02
H2900502,Efficient Wood Burning,No,H29005-05-02
H2900502,Charcoal,No,H29005-05-02
H2900502,Other Biomass Burning,No,H29005-05-02
H2900502,Open fire,Yes,H29005-05-02
H2900502,Other (specify),No,H29005-05-02
H2900601,Electric,No,H29006-05-01
H2900601,lpg,No,H29006-05-01
H2900601,Kerosene,No,H29006-05-01
H2900601,Wood / Sawdust Burning,No,H29006-05-01
H2900601,Efficient Wood Burning,No,H29006-05-01
H2900601,Charcoal,No,H29006-05-01
H2900601,Other Biomass Burning,No,H29006-05-01
H2900601,Open fire,Yes,H29006-05-01
H2900601,Other (specify),No,H29006-05-01
H2920201,Electric,No,H29202-05-01
H2920201,lpg,No,H29202-05-01
H2920201,Kerosene,No,H29202-05-01
H2920201,Wood / Sawdust Burning,No,H29202-05-01
H2920201,Efficient Wood Burning,No,H29202-05-01
H2920201,Charcoal,No,H29202-05-01
H2920201,Other Biomass Burning,No,H29202-05-01
H2920201,Open fire,Yes,H29202-05-01
H2920201,Other (specify),No,H29202-05-01
H2920301,Electric,Yes,H29203-05-01
H2920301,lpg,No,H29203-05-01
H2920301,Kerosene,Yes,H29203-05-01
H2920301,Wood / Sawdust Burning,No,H29203-05-01
H2920301,Efficient Wood Burning,No,H29203-05-01
H2920301,Charcoal,Yes,H29203-05-01
H2920301,Other Biomass Burning,No,H29203-05-01
H2920301,Open fire,No,H29203-05-01
H2920301,Other (specify),No,H29203-05-01
H2920501,Electric,Yes,H29205-05-01
H2920501,lpg,No,H29205-05-01
H2920501,Kerosene,Yes,H29205-05-01
H2920501,Wood / Sawdust Burning,No,H29205-05-01
H2920501,Efficient Wood Burning,No,H29205-05-01
H2920501,Charcoal,Yes,H29205-05-01
H2920501,Other Biomass Burning,No,H29205-05-01
H2920501,Open fire,No,H29205-05-01
H2920501,Other (specify),No,H29205-05-01
H2920701,Electric,No,H29207-05-01
H2920701,lpg,Yes,H29207-05-01
H2920701,Kerosene,Yes,H29207-05-01
H2920701,Wood / Sawdust Burning,No,H29207-05-01
H2920701,Efficient Wood Burning,No,H29207-05-01
H2920701,Charcoal,Yes,H29207-05-01
H2920701,Other Biomass Burning,No,H29207-05-01
H2920701,Open fire,No,H29207-05-01
H2920701,Other (specify),No,H29207-05-01
H2920802,Electric,No,H29208-05-02
H2920802,lpg,No,H29208-05-02
H2920802,Kerosene,No,H29208-05-02
H2920802,Wood / Sawdust Burning,No,H29208-05-02
H2920802,Efficient Wood Burning,No,H29208-05-02
H2920802,Charcoal,Yes,H29208-05-02
H2920802,Other Biomass Burning,No,H29208-05-02
H2920802,Open fire,No,H29208-05-02
H2920802,Other (specify),No,H29208-05-02
H2920803,Electric,No,H29208-05-03
H2920803,lpg,No,H29208-05-03
H2920803,Kerosene,No,H29208-05-03
H2920803,Wood / Sawdust Burning,No,H29208-05-03
H2920803,Efficient Wood Burning,No,H29208-05-03
H2920803,Charcoal,Yes,H29208-05-03
H2920803,Other Biomass Burning,No,H29208-05-03
H2920803,Open fire,No,H29208-05-03
H2920803,Other (specify),No,H29208-05-03
H2920804,Electric,No,H29208-05-04
H2920804,lpg,No,H29208-05-04
H2920804,Kerosene,No,H29208-05-04
H2920804,Wood / Sawdust Burning,No,H29208-05-04
H2920804,Efficient Wood Burning,No,H29208-05-04
H2920804,Charcoal,No,H29208-05-04
H2920804,Other Biomass Burning,No,H29208-05-04
H2920804,Open fire,Yes,H29208-05-04
H2920804,Other (specify),No,H29208-05-04
H2920901,Electric,No,H29209-05-01
H2920901,lpg,No,H29209-05-01
H2920901,Kerosene,No,H29209-05-01
H2920901,Wood / Sawdust Burning,No,H29209-05-01
H2920901,Efficient Wood Burning,No,H29209-05-01
H2920901,Charcoal,No,H29209-05-01
H2920901,Other Biomass Burning,No,H29209-05-01
H2920901,Open fire,Yes,H29209-05-01
H2920901,Other (specify),No,H29209-05-01
H2921001,Electric,No,H29210-05-01
H2921001,lpg,No,H29210-05-01
H2921001,Kerosene,Yes,H29210-05-01
H2921001,Wood / Sawdust Burning,No,H29210-05-01
H2921001,Efficient Wood Burning,No,H29210-05-01
H2921001,Charcoal,Yes,H29210-05-01
H2921001,Other Biomass Burning,No,H29210-05-01
H2921001,Open fire,No,H29210-05-01
H2921001,Other (specify),No,H29210-05-01
H2940101,Electric,No,H29401-05-01
H2940101,lpg,No,H29401-05-01
H2940101,Kerosene,No,H29401-05-01
H2940101,Wood / Sawdust Burning,No,H29401-05-01
H2940101,Efficient Wood Burning,No,H29401-05-01
H2940101,Charcoal,No,H29401-05-01
H2940101,Other Biomass Burning,No,H29401-05-01
H2940101,Open fire,Yes,H29401-05-01
H2940101,Other (specify),No,H29401-05-01
H2940201,Electric,No,H29402-05-01
H2940201,lpg,No,H29402-05-01
H2940201,Kerosene,No,H29402-05-01
H2940201,Wood / Sawdust Burning,No,H29402-05-01
H2940201,Efficient Wood Burning,No,H29402-05-01
H2940201,Charcoal,No,H29402-05-01
H2940201,Other Biomass Burning,No,H29402-05-01
H2940201,Open fire,Yes,H29402-05-01
H2940201,Other (specify),No,H29402-05-01
H2940301,Electric,Yes,H29403-05-01
H2940301,lpg,No,H29403-05-01
H2940301,Kerosene,No,H29403-05-01
H2940301,Wood / Sawdust Burning,No,H29403-05-01
H2940301,Efficient Wood Burning,No,H29403-05-01
H2940301,Charcoal,Yes,H29403-05-01
H2940301,Other Biomass Burning,No,H29403-05-01
H2940301,Open fire,No,H29403-05-01
H2940301,Other (specify),No,H29403-05-01
H2940302,Electric,No,H29403-05-02
H2940302,lpg,No,H29403-05-02
H2940302,Kerosene,No,H29403-05-02
H2940302,Wood / Sawdust Burning,No,H29403-05-02
H2940302,Efficient Wood Burning,No,H29403-05-02
H2940302,Charcoal,Yes,H29403-05-02
H2940302,Other Biomass Burning,No,H29403-05-02
H2940302,Open fire,No,H29403-05-02
H2940302,Other (specify),No,H29403-05-02
H2940401,Electric,No,H29404-05-01
H2940401,lpg,No,H29404-05-01
H2940401,Kerosene,No,H29404-05-01
H2940401,Wood / Sawdust Burning,No,H29404-05-01
H2940401,Efficient Wood Burning,No,H29404-05-01
H2940401,Charcoal,No,H29404-05-01
H2940401,Other Biomass Burning,No,H29404-05-01
H2940401,Open fire,Yes,H29404-05-01
H2940401,Other (specify),No,H29404-05-01
H2940502,Electric,No,H29405-05-02
H2940502,lpg,No,H29405-05-02
H2940502,Kerosene,No,H29405-05-02
H2940502,Wood / Sawdust Burning,No,H29405-05-02
H2940502,Efficient Wood Burning,No,H29405-05-02
H2940502,Charcoal,Yes,H29405-05-02
H2940502,Other Biomass Burning,No,H29405-05-02
H2940502,Open fire,No,H29405-05-02
H2940502,Other (specify),No,H29405-05-02
H2940601,Electric,No,H29406-05-01
H2940601,lpg,No,H29406-05-01
H2940601,Kerosene,No,H29406-05-01
H2940601,Wood / Sawdust Burning,No,H29406-05-01
H2940601,Efficient Wood Burning,No,H29406-05-01
H2940601,Charcoal,Yes,H29406-05-01
H2940601,Other Biomass Burning,No,H29406-05-01
H2940601,Open fire,Yes,H29406-05-01
H2940601,Other (specify),No,H29406-05-01
H2940701,Electric,No,H29407-05-01
H2940701,lpg,No,H29407-05-01
H2940701,Kerosene,No,H29407-05-01
H2940701,Wood / Sawdust Burning,No,H29407-05-01
H2940701,Efficient Wood Burning,No,H29407-05-01
H2940701,Charcoal,No,H29407-05-01
H2940701,Other Biomass Burning,No,H29407-05-01
H2940701,Open fire,Yes,H29407-05-01
H2940701,Other (specify),No,H29407-05-01
H2940801,Electric,No,H29408-05-01
H2940801,lpg,No,H29408-05-01
H2940801,Kerosene,No,H29408-05-01
H2940801,Wood / Sawdust Burning,No,H29408-05-01
H2940801,Efficient Wood Burning,No,H29408-05-01
H2940801,Charcoal,No,H29408-05-01
H2940801,Other Biomass Burning,No,H29408-05-01
H2940801,Open fire,Yes,H29408-05-01
H2940801,Other (specify),No,H29408-05-01
H2940802,Electric,No,H29408-05-02
H2940802,lpg,No,H29408-05-02
H2940802,Kerosene,Yes,H29408-05-02
H2940802,Wood / Sawdust Burning,No,H29408-05-02
H2940802,Efficient Wood Burning,No,H29408-05-02
H2940802,Charcoal,No,H29408-05-02
H2940802,Other Biomass Burning,No,H29408-05-02
H2940802,Open fire,Yes,H29408-05-02
H2940802,Other (specify),No,H29408-05-02
H2940901,Electric,No,H29409-05-01
H2940901,lpg,No,H29409-05-01
H2940901,Kerosene,No,H29409-05-01
H2940901,Wood / Sawdust Burning,No,H29409-05-01
H2940901,Efficient Wood Burning,No,H29409-05-01
H2940901,Charcoal,No,H29409-05-01
H2940901,Other Biomass Burning,No,H29409-05-01
H2940901,Open fire,Yes,H29409-05-01
H2940901,Other (specify),No,H29409-05-01
H2941001,Electric,No,H29410-05-01
H2941001,lpg,No,H29410-05-01
H2941001,Kerosene,Yes,H29410-05-01
H2941001,Wood / Sawdust Burning,No,H29410-05-01
H2941001,Efficient Wood Burning,No,H29410-05-01
H2941001,Charcoal,No,H29410-05-01
H2941001,Other Biomass Burning,No,H29410-05-01
H2941001,Open fire,Yes,H29410-05-01
H2941001,Other (specify),No,H29410-05-01
H2941002,Electric,Yes,H29410-05-02
H2941002,lpg,No,H29410-05-02
H2941002,Kerosene,Yes,H29410-05-02
H2941002,Wood / Sawdust Burning,No,H29410-05-02
H2941002,Efficient Wood Burning,No,H29410-05-02
H2941002,Charcoal,Yes,H29410-05-02
H2941002,Other Biomass Burning,No,H29410-05-02
H2941002,Open fire,Yes,H29410-05-02
H2941002,Other (specify),No,H29410-05-02
H2941003,Electric,Yes,H29410-05-03
H2941003,lpg,No,H29410-05-03
H2941003,Kerosene,No,H29410-05-03
H2941003,Wood / Sawdust Burning,No,H29410-05-03
H2941003,Efficient Wood Burning,No,H29410-05-03
H2941003,Charcoal,No,H29410-05-03
H2941003,Other Biomass Burning,No,H29410-05-03
H2941003,Open fire,No,H29410-05-03
H2941003,Other (specify),No,H29410-05-03
H2950101,Electric,No,H29501-05-01
H2950101,lpg,No,H29501-05-01
H2950101,Kerosene,No,H29501-05-01
H2950101,Wood / Sawdust Burning,No,H29501-05-01
H2950101,Efficient Wood Burning,No,H29501-05-01
H2950101,Charcoal,No,H29501-05-01
H2950101,Other Biomass Burning,No,H29501-05-01
H2950101,Open fire,Yes,H29501-05-01
H2950101,Other (specify),No,H29501-05-01
H2950201,Electric,No,H29502-05-01
H2950201,lpg,No,H29502-05-01
H2950201,Kerosene,No,H29502-05-01
H2950201,Wood / Sawdust Burning,No,H29502-05-01
H2950201,Efficient Wood Burning,No,H29502-05-01
H2950201,Charcoal,No,H29502-05-01
H2950201,Other Biomass Burning,No,H29502-05-01
H2950201,Open fire,Yes,H29502-05-01
H2950201,Other (specify),No,H29502-05-01
H2950301,Electric,No,H29503-05-01
H2950301,lpg,No,H29503-05-01
H2950301,Kerosene,No,H29503-05-01
H2950301,Wood / Sawdust Burning,No,H29503-05-01
H2950301,Efficient Wood Burning,No,H29503-05-01
H2950301,Charcoal,No,H29503-05-01
H2950301,Other Biomass Burning,No,H29503-05-01
H2950301,Open fire,Yes,H29503-05-01
H2950301,Other (specify),No,H29503-05-01
H2950401,Electric,No,H29504-05-01
H2950401,lpg,No,H29504-05-01
H2950401,Kerosene,Yes,H29504-05-01
H2950401,Wood / Sawdust Burning,No,H29504-05-01
H2950401,Efficient Wood Burning,No,H29504-05-01
H2950401,Charcoal,No,H29504-05-01
H2950401,Other Biomass Burning,No,H29504-05-01
H2950401,Open fire,Yes,H29504-05-01
H2950401,Other (specify),No,H29504-05-01
H2950501,Electric,No,H29505-05-01
H2950501,lpg,No,H29505-05-01
H2950501,Kerosene,No,H29505-05-01
H2950501,Wood / Sawdust Burning,No,H29505-05-01
H2950501,Efficient Wood Burning,No,H29505-05-01
H2950501,Charcoal,No,H29505-05-01
H2950501,Other Biomass Burning,No,H29505-05-01
H2950501,Open fire,Yes,H29505-05-01
H2950501,Other (specify),No,H29505-05-01
H2950502,Electric,No,H29505-05-02
H2950502,lpg,No,H29505-05-02
H2950502,Kerosene,No,H29505-05-02
H2950502,Wood / Sawdust Burning,No,H29505-05-02
H2950502,Efficient Wood Burning,No,H29505-05-02
H2950502,Charcoal,No,H29505-05-02
H2950502,Other Biomass Burning,No,H29505-05-02
H2950502,Open fire,Yes,H29505-05-02
H2950502,Other (specify),No,H29505-05-02
H2950503,Electric,No,H29505-05-03
H2950503,lpg,No,H29505-05-03
H2950503,Kerosene,No,H29505-05-03
H2950503,Wood / Sawdust Burning,No,H29505-05-03
H2950503,Efficient Wood Burning,No,H29505-05-03
H2950503,Charcoal,No,H29505-05-03
H2950503,Other Biomass Burning,No,H29505-05-03
H2950503,Open fire,Yes,H29505-05-03
H2950503,Other (specify),No,H29505-05-03
H2950701,Electric,No,H29507-05-01
H2950701,lpg,No,H29507-05-01
H2950701,Kerosene,No,H29507-05-01
H2950701,Wood / Sawdust Burning,No,H29507-05-01
H2950701,Efficient Wood Burning,No,H29507-05-01
H2950701,Charcoal,No,H29507-05-01
H2950701,Other Biomass Burning,No,H29507-05-01
H2950701,Open fire,Yes,H29507-05-01
H2950701,Other (specify),No,H29507-05-01
H2950801,Electric,No,H29508-05-01
H2950801,lpg,No,H29508-05-01
H2950801,Kerosene,Yes,H29508-05-01
H2950801,Wood / Sawdust Burning,No,H29508-05-01
H2950801,Efficient Wood Burning,No,H29508-05-01
H2950801,Charcoal,No,H29508-05-01
H2950801,Other Biomass Burning,No,H29508-05-01
H2950801,Open fire,Yes,H29508-05-01
H2950801,Other (specify),No,H29508-05-01
H2950901,Electric,No,H29509-05-01
H2950901,lpg,No,H29509-05-01
H2950901,Kerosene,No,H29509-05-01
H2950901,Wood / Sawdust Burning,No,H29509-05-01
H2950901,Efficient Wood Burning,No,H29509-05-01
H2950901,Charcoal,No,H29509-05-01
H2950901,Other Biomass Burning,No,H29509-05-01
H2950901,Open fire,Yes,H29509-05-01
H2950901,Other (specify),No,H29509-05-01
H2951101,Electric,No,H29511-05-01
H2951101,lpg,No,H29511-05-01
H2951101,Kerosene,No,H29511-05-01
H2951101,Wood / Sawdust Burning,No,H29511-05-01
H2951101,Efficient Wood Burning,No,H29511-05-01
H2951101,Charcoal,No,H29511-05-01
H2951101,Other Biomass Burning,No,H29511-05-01
H2951101,Open fire,Yes,H29511-05-01
H2951101,Other (specify),No,H29511-05-01
H2960201,Electric,No,H29602-05-01
H2960201,lpg,No,H29602-05-01
H2960201,Kerosene,No,H29602-05-01
H2960201,Wood / Sawdust Burning,No,H29602-05-01
H2960201,Efficient Wood Burning,No,H29602-05-01
H2960201,Charcoal,No,H29602-05-01
H2960201,Other Biomass Burning,No,H29602-05-01
H2960201,Open fire,Yes,H29602-05-01
H2960201,Other (specify),No,H29602-05-01
H2960202,Electric,No,H29602-05-02
H2960202,lpg,No,H29602-05-02
H2960202,Kerosene,No,H29602-05-02
H2960202,Wood / Sawdust Burning,No,H29602-05-02
H2960202,Efficient Wood Burning,No,H29602-05-02
H2960202,Charcoal,No,H29602-05-02
H2960202,Other Biomass Burning,No,H29602-05-02
H2960202,Open fire,Yes,H29602-05-02
H2960202,Other (specify),No,H29602-05-02
H2960203,Electric,No,H29602-05-03
H2960203,lpg,No,H29602-05-03
H2960203,Kerosene,Yes,H29602-05-03
H2960203,Wood / Sawdust Burning,No,H29602-05-03
H2960203,Efficient Wood Burning,No,H29602-05-03
H2960203,Charcoal,Yes,H29602-05-03
H2960203,Other Biomass Burning,No,H29602-05-03
H2960203,Open fire,No,H29602-05-03
H2960203,Other (specify),No,H29602-05-03
H2960301,Electric,No,H29603-05-01
H2960301,lpg,No,H29603-05-01
H2960301,Kerosene,No,H29603-05-01
H2960301,Wood / Sawdust Burning,No,H29603-05-01
H2960301,Efficient Wood Burning,No,H29603-05-01
H2960301,Charcoal,No,H29603-05-01
H2960301,Other Biomass Burning,No,H29603-05-01
H2960301,Open fire,Yes,H29603-05-01
H2960301,Other (specify),No,H29603-05-01
H2960302,Electric,No,H29603-05-02
H2960302,lpg,No,H29603-05-02
H2960302,Kerosene,No,H29603-05-02
H2960302,Wood / Sawdust Burning,No,H29603-05-02
H2960302,Efficient Wood Burning,No,H29603-05-02
H2960302,Charcoal,No,H29603-05-02
H2960302,Other Biomass Burning,No,H29603-05-02
H2960302,Open fire,Yes,H29603-05-02
H2960302,Other (specify),No,H29603-05-02
H2960401,Electric,No,H29604-05-01
H2960401,lpg,No,H29604-05-01
H2960401,Kerosene,No,H29604-05-01
H2960401,Wood / Sawdust Burning,No,H29604-05-01
H2960401,Efficient Wood Burning,No,H29604-05-01
H2960401,Charcoal,No,H29604-05-01
H2960401,Other Biomass Burning,No,H29604-05-01
H2960401,Open fire,Yes,H29604-05-01
H2960401,Other (specify),No,H29604-05-01
H2960402,Electric,No,H29604-05-02
H2960402,lpg,No,H29604-05-02
H2960402,Kerosene,No,H29604-05-02
H2960402,Wood / Sawdust Burning,No,H29604-05-02
H2960402,Efficient Wood Burning,No,H29604-05-02
H2960402,Charcoal,Yes,H29604-05-02
H2960402,Other Biomass Burning,No,H29604-05-02
H2960402,Open fire,Yes,H29604-05-02
H2960402,Other (specify),No,H29604-05-02
H2960403,Electric,No,H29604-05-03
H2960403,lpg,No,H29604-05-03
H2960403,Kerosene,No,H29604-05-03
H2960403,Wood / Sawdust Burning,No,H29604-05-03
H2960403,Efficient Wood Burning,No,H29604-05-03
H2960403,Charcoal,No,H29604-05-03
H2960403,Other Biomass Burning,No,H29604-05-03
H2960403,Open fire,Yes,H29604-05-03
H2960403,Other (specify),No,H29604-05-03
H2960601,Electric,No,H29606-05-01
H2960601,lpg,No,H29606-05-01
H2960601,Kerosene,No,H29606-05-01
H2960601,Wood / Sawdust Burning,No,H29606-05-01
H2960601,Efficient Wood Burning,No,H29606-05-01
H2960601,Charcoal,No,H29606-05-01
H2960601,Other Biomass Burning,No,H29606-05-01
H2960601,Open fire,Yes,H29606-05-01
H2960601,Other (specify),No,H29606-05-01
H2960701,Electric,No,H29607-05-01
H2960701,lpg,No,H29607-05-01
H2960701,Kerosene,No,H29607-05-01
H2960701,Wood / Sawdust Burning,No,H29607-05-01
H2960701,Efficient Wood Burning,No,H29607-05-01
H2960701,Charcoal,No,H29607-05-01
