hhid,h10q8_1,h10q8_2,hh
H1680602,lpg,No,H16806-05-02
H1680602,Kerosene,No,H16806-05-02
H1680602,Wood / Sawdust Burning,No,H16806-05-02
H1680602,Efficient Wood Burning,No,H16806-05-02
H1680602,Charcoal,No,H16806-05-02
H1680602,Other Biomass Burning,No,H16806-05-02
H1680602,Open fire,Yes,H16806-05-02
H1680602,Other (specify),No,H16806-05-02
H1680701,Electric,No,H16807-05-01
H1680701,lpg,No,H16807-05-01
H1680701,Kerosene,No,H16807-05-01
H1680701,Wood / Sawdust Burning,No,H16807-05-01
H1680701,Efficient Wood Burning,No,H16807-05-01
H1680701,Charcoal,No,H16807-05-01
H1680701,Other Biomass Burning,No,H16807-05-01
H1680701,Open fire,Yes,H16807-05-01
H1680701,Other (specify),No,H16807-05-01
H1680801,Electric,No,H16808-05-01
H1680801,lpg,No,H16808-05-01
H1680801,Kerosene,No,H16808-05-01
H1680801,Wood / Sawdust Burning,No,H16808-05-01
H1680801,Efficient Wood Burning,No,H16808-05-01
H1680801,Charcoal,No,H16808-05-01
H1680801,Other Biomass Burning,No,H16808-05-01
H1680801,Open fire,Yes,H16808-05-01
H1680801,Other (specify),No,H16808-05-01
H1680902,Electric,No,H16809-05-02
H1680902,lpg,No,H16809-05-02
H1680902,Kerosene,No,H16809-05-02
H1680902,Wood / Sawdust Burning,No,H16809-05-02
H1680902,Efficient Wood Burning,No,H16809-05-02
H1680902,Charcoal,Yes,H16809-05-02
H1680902,Other Biomass Burning,No,H16809-05-02
H1680902,Open fire,No,H16809-05-02
H1680902,Other (specify),No,H16809-05-02
H1680903,Electric,No,H16809-05-03
H1680903,lpg,No,H16809-05-03
H1680903,Kerosene,No,H16809-05-03
H1680903,Wood / Sawdust Burning,No,H16809-05-03
H1680903,Efficient Wood Burning,No,H16809-05-03
H1680903,Charcoal,No,H16809-05-03
H1680903,Other Biomass Burning,No,H16809-05-03
H1680903,Open fire,Yes,H16809-05-03
H1680903,Other (specify),No,H16809-05-03
H1681002,Electric,No,H16810-05-02
H1681002,lpg,No,H16810-05-02
H1681002,Kerosene,No,H16810-05-02
H1681002,Wood / Sawdust Burning,No,H16810-05-02
H1681002,Efficient Wood Burning,No,H16810-05-02
H1681002,Charcoal,No,H16810-05-02
H1681002,Other Biomass Burning,No,H16810-05-02
H1681002,Open fire,Yes,H16810-05-02
H1681002,Other (specify),No,H16810-05-02
H1681003,Electric,No,H16810-05-03
H1681003,lpg,No,H16810-05-03
H1681003,Kerosene,No,H16810-05-03
H1681003,Wood / Sawdust Burning,No,H16810-05-03
H1681003,Efficient Wood Burning,No,H16810-05-03
H1681003,Charcoal,No,H16810-05-03
H1681003,Other Biomass Burning,No,H16810-05-03
H1681003,Open fire,Yes,H16810-05-03
H1681003,Other (specify),No,H16810-05-03
H1700201,Electric,No,H17002-05-01
H1700201,lpg,No,H17002-05-01
H1700201,Kerosene,No,H17002-05-01
H1700201,Wood / Sawdust Burning,No,H17002-05-01
H1700201,Efficient Wood Burning,No,H17002-05-01
H1700201,Charcoal,No,H17002-05-01
H1700201,Other Biomass Burning,No,H17002-05-01
H1700201,Open fire,Yes,H17002-05-01
H1700201,Other (specify),No,H17002-05-01
H1700202,Electric,No,H17002-05-02
H1700202,lpg,No,H17002-05-02
H1700202,Kerosene,No,H17002-05-02
H1700202,Wood / Sawdust Burning,No,H17002-05-02
H1700202,Efficient Wood Burning,No,H17002-05-02
H1700202,Charcoal,Yes,H17002-05-02
H1700202,Other Biomass Burning,No,H17002-05-02
H1700202,Open fire,Yes,H17002-05-02
H1700202,Other (specify),No,H17002-05-02
H1700301,Electric,No,H17003-05-01
H1700301,lpg,No,H17003-05-01
H1700301,Kerosene,No,H17003-05-01
H1700301,Wood / Sawdust Burning,No,H17003-05-01
H1700301,Efficient Wood Burning,No,H17003-05-01
H1700301,Charcoal,No,H17003-05-01
H1700301,Other Biomass Burning,No,H17003-05-01
H1700301,Open fire,Yes,H17003-05-01
H1700301,Other (specify),No,H17003-05-01
H1700501,Electric,No,H17005-05-01
H1700501,lpg,No,H17005-05-01
H1700501,Kerosene,No,H17005-05-01
H1700501,Wood / Sawdust Burning,No,H17005-05-01
H1700501,Efficient Wood Burning,No,H17005-05-01
H1700501,Charcoal,No,H17005-05-01
H1700501,Other Biomass Burning,No,H17005-05-01
H1700501,Open fire,Yes,H17005-05-01
H1700501,Other (specify),No,H17005-05-01
H1700601,Electric,No,H17006-05-01
H1700601,lpg,No,H17006-05-01
H1700601,Kerosene,No,H17006-05-01
H1700601,Wood / Sawdust Burning,No,H17006-05-01
H1700601,Efficient Wood Burning,No,H17006-05-01
H1700601,Charcoal,No,H17006-05-01
H1700601,Other Biomass Burning,No,H17006-05-01
H1700601,Open fire,Yes,H17006-05-01
H1700601,Other (specify),No,H17006-05-01
H1700701,Electric,No,H17007-05-01
H1700701,lpg,No,H17007-05-01
H1700701,Kerosene,No,H17007-05-01
H1700701,Wood / Sawdust Burning,No,H17007-05-01
H1700701,Efficient Wood Burning,No,H17007-05-01
H1700701,Charcoal,No,H17007-05-01
H1700701,Other Biomass Burning,No,H17007-05-01
H1700701,Open fire,No,H17007-05-01
H1700701,Other (specify),Yes,H17007-05-01
H1700702,Electric,No,H17007-05-02
H1700702,lpg,No,H17007-05-02
H1700702,Kerosene,No,H17007-05-02
H1700702,Wood / Sawdust Burning,No,H17007-05-02
H1700702,Efficient Wood Burning,No,H17007-05-02
H1700702,Charcoal,No,H17007-05-02
H1700702,Other Biomass Burning,No,H17007-05-02
H1700702,Open fire,Yes,H17007-05-02
H1700702,Other (specify),No,H17007-05-02
H1700703,Electric,No,H17007-05-03
H1700703,lpg,No,H17007-05-03
H1700703,Kerosene,Yes,H17007-05-03
H1700703,Wood / Sawdust Burning,No,H17007-05-03
H1700703,Efficient Wood Burning,No,H17007-05-03
H1700703,Charcoal,No,H17007-05-03
H1700703,Other Biomass Burning,No,H17007-05-03
H1700703,Open fire,Yes,H17007-05-03
H1700703,Other (specify),No,H17007-05-03
H1700801,Electric,No,H17008-05-01
H1700801,lpg,No,H17008-05-01
H1700801,Kerosene,No,H17008-05-01
H1700801,Wood / Sawdust Burning,No,H17008-05-01
H1700801,Efficient Wood Burning,No,H17008-05-01
H1700801,Charcoal,No,H17008-05-01
H1700801,Other Biomass Burning,No,H17008-05-01
H1700801,Open fire,Yes,H17008-05-01
H1700801,Other (specify),No,H17008-05-01
H1700901,Electric,No,H17009-05-01
H1700901,lpg,No,H17009-05-01
H1700901,Kerosene,No,H17009-05-01
H1700901,Wood / Sawdust Burning,No,H17009-05-01
H1700901,Efficient Wood Burning,No,H17009-05-01
H1700901,Charcoal,No,H17009-05-01
H1700901,Other Biomass Burning,No,H17009-05-01
H1700901,Open fire,Yes,H17009-05-01
H1700901,Other (specify),No,H17009-05-01
H1700902,Electric,No,H17009-05-02
H1700902,lpg,No,H17009-05-02
H1700902,Kerosene,No,H17009-05-02
H1700902,Wood / Sawdust Burning,No,H17009-05-02
H1700902,Efficient Wood Burning,No,H17009-05-02
H1700902,Charcoal,Yes,H17009-05-02
H1700902,Other Biomass Burning,No,H17009-05-02
H1700902,Open fire,No,H17009-05-02
H1700902,Other (specify),No,H17009-05-02
H1701001,Electric,No,H17010-05-01
H1701001,lpg,No,H17010-05-01
H1701001,Kerosene,Yes,H17010-05-01
H1701001,Wood / Sawdust Burning,No,H17010-05-01
H1701001,Efficient Wood Burning,No,H17010-05-01
H1701001,Charcoal,No,H17010-05-01
H1701001,Other Biomass Burning,No,H17010-05-01
H1701001,Open fire,Yes,H17010-05-01
H1701001,Other (specify),No,H17010-05-01
H1701002,Electric,No,H17010-05-02
H1701002,lpg,No,H17010-05-02
H1701002,Kerosene,No,H17010-05-02
H1701002,Wood / Sawdust Burning,No,H17010-05-02
H1701002,Efficient Wood Burning,No,H17010-05-02
H1701002,Charcoal,Yes,H17010-05-02
H1701002,Other Biomass Burning,No,H17010-05-02
H1701002,Open fire,No,H17010-05-02
H1701002,Other (specify),No,H17010-05-02
H1701003,Electric,No,H17010-05-03
H1701003,lpg,No,H17010-05-03
H1701003,Kerosene,No,H17010-05-03
H1701003,Wood / Sawdust Burning,No,H17010-05-03
H1701003,Efficient Wood Burning,No,H17010-05-03
H1701003,Charcoal,No,H17010-05-03
H1701003,Other Biomass Burning,No,H17010-05-03
H1701003,Open fire,Yes,H17010-05-03
H1701003,Other (specify),No,H17010-05-03
H1710201,Electric,No,H17102-05-01
H1710201,lpg,No,H17102-05-01
H1710201,Kerosene,Yes,H17102-05-01
H1710201,Wood / Sawdust Burning,No,H17102-05-01
H1710201,Efficient Wood Burning,No,H17102-05-01
H1710201,Charcoal,No,H17102-05-01
H1710201,Other Biomass Burning,No,H17102-05-01
H1710201,Open fire,Yes,H17102-05-01
H1710201,Other (specify),No,H17102-05-01
H1710301,Electric,No,H17103-05-01
H1710301,lpg,No,H17103-05-01
H1710301,Kerosene,No,H17103-05-01
H1710301,Wood / Sawdust Burning,No,H17103-05-01
H1710301,Efficient Wood Burning,No,H17103-05-01
H1710301,Charcoal,No,H17103-05-01
H1710301,Other Biomass Burning,No,H17103-05-01
H1710301,Open fire,Yes,H17103-05-01
H1710301,Other (specify),No,H17103-05-01
H1710501,Electric,No,H17105-05-01
H1710501,lpg,No,H17105-05-01
H1710501,Kerosene,No,H17105-05-01
H1710501,Wood / Sawdust Burning,No,H17105-05-01
H1710501,Efficient Wood Burning,No,H17105-05-01
H1710501,Charcoal,No,H17105-05-01
H1710501,Other Biomass Burning,No,H17105-05-01
H1710501,Open fire,Yes,H17105-05-01
H1710501,Other (specify),No,H17105-05-01
H1710701,Electric,No,H17107-05-01
H1710701,lpg,No,H17107-05-01
H1710701,Kerosene,No,H17107-05-01
H1710701,Wood / Sawdust Burning,No,H17107-05-01
H1710701,Efficient Wood Burning,No,H17107-05-01
H1710701,Charcoal,No,H17107-05-01
H1710701,Other Biomass Burning,No,H17107-05-01
H1710701,Open fire,Yes,H17107-05-01
H1710701,Other (specify),No,H17107-05-01
H1710801,Electric,No,H17108-05-01
H1710801,lpg,No,H17108-05-01
H1710801,Kerosene,No,H17108-05-01
H1710801,Wood / Sawdust Burning,No,H17108-05-01
H1710801,Efficient Wood Burning,No,H17108-05-01
H1710801,Charcoal,No,H17108-05-01
H1710801,Other Biomass Burning,No,H17108-05-01
H1710801,Open fire,Yes,H17108-05-01
H1710801,Other (specify),No,H17108-05-01
H1710901,Electric,No,H17109-05-01
H1710901,lpg,No,H17109-05-01
H1710901,Kerosene,No,H17109-05-01
H1710901,Wood / Sawdust Burning,No,H17109-05-01
H1710901,Efficient Wood Burning,No,H17109-05-01
H1710901,Charcoal,No,H17109-05-01
H1710901,Other Biomass Burning,No,H17109-05-01
H1710901,Open fire,Yes,H17109-05-01
H1710901,Other (specify),No,H17109-05-01
H1720101,Electric,No,H17201-05-01
H1720101,lpg,No,H17201-05-01
H1720101,Kerosene,No,H17201-05-01
H1720101,Wood / Sawdust Burning,No,H17201-05-01
H1720101,Efficient Wood Burning,No,H17201-05-01
H1720101,Charcoal,Yes,H17201-05-01
H1720101,Other Biomass Burning,No,H17201-05-01
H1720101,Open fire,No,H17201-05-01
H1720101,Other (specify),No,H17201-05-01
H1720201,Electric,No,H17202-05-01
H1720201,lpg,No,H17202-05-01
H1720201,Kerosene,No,H17202-05-01
H1720201,Wood / Sawdust Burning,No,H17202-05-01
H1720201,Efficient Wood Burning,No,H17202-05-01
H1720201,Charcoal,No,H17202-05-01
H1720201,Other Biomass Burning,No,H17202-05-01
H1720201,Open fire,Yes,H17202-05-01
H1720201,Other (specify),No,H17202-05-01
H1720202,Electric,No,H17202-05-02
H1720202,lpg,No,H17202-05-02
H1720202,Kerosene,No,H17202-05-02
H1720202,Wood / Sawdust Burning,No,H17202-05-02
H1720202,Efficient Wood Burning,No,H17202-05-02
H1720202,Charcoal,No,H17202-05-02
H1720202,Other Biomass Burning,No,H17202-05-02
H1720202,Open fire,Yes,H17202-05-02
H1720202,Other (specify),No,H17202-05-02
H1720301,Electric,No,H17203-05-01
H1720301,lpg,No,H17203-05-01
H1720301,Kerosene,No,H17203-05-01
H1720301,Wood / Sawdust Burning,No,H17203-05-01
H1720301,Efficient Wood Burning,No,H17203-05-01
H1720301,Charcoal,No,H17203-05-01
H1720301,Other Biomass Burning,No,H17203-05-01
H1720301,Open fire,Yes,H17203-05-01
H1720301,Other (specify),No,H17203-05-01
H1720501,Electric,No,H17205-05-01
H1720501,lpg,No,H17205-05-01
H1720501,Kerosene,No,H17205-05-01
H1720501,Wood / Sawdust Burning,No,H17205-05-01
H1720501,Efficient Wood Burning,No,H17205-05-01
H1720501,Charcoal,No,H17205-05-01
H1720501,Other Biomass Burning,No,H17205-05-01
H1720501,Open fire,Yes,H17205-05-01
H1720501,Other (specify),No,H17205-05-01
H1720601,Electric,No,H17206-05-01
H1720601,lpg,No,H17206-05-01
H1720601,Kerosene,No,H17206-05-01
H1720601,Wood / Sawdust Burning,No,H17206-05-01
H1720601,Efficient Wood Burning,No,H17206-05-01
H1720601,Charcoal,Yes,H17206-05-01
H1720601,Other Biomass Burning,No,H17206-05-01
H1720601,Open fire,Yes,H17206-05-01
H1720601,Other (specify),No,H17206-05-01
H1720701,Electric,No,H17207-05-01
H1720701,lpg,No,H17207-05-01
H1720701,Kerosene,No,H17207-05-01
H1720701,Wood / Sawdust Burning,No,H17207-05-01
H1720701,Efficient Wood Burning,No,H17207-05-01
H1720701,Charcoal,No,H17207-05-01
H1720701,Other Biomass Burning,No,H17207-05-01
H1720701,Open fire,Yes,H17207-05-01
H1720701,Other (specify),No,H17207-05-01
H1720702,Electric,No,H17207-05-02
H1720702,lpg,No,H17207-05-02
H1720702,Kerosene,No,H17207-05-02
H1720702,Wood / Sawdust Burning,No,H17207-05-02
H1720702,Efficient Wood Burning,No,H17207-05-02
H1720702,Charcoal,Yes,H17207-05-02
H1720702,Other Biomass Burning,No,H17207-05-02
H1720702,Open fire,No,H17207-05-02
H1720702,Other (specify),No,H17207-05-02
H1720801,Electric,No,H17208-05-01
H1720801,lpg,No,H17208-05-01
H1720801,Kerosene,No,H17208-05-01
H1720801,Wood / Sawdust Burning,No,H17208-05-01
H1720801,Efficient Wood Burning,No,H17208-05-01
H1720801,Charcoal,No,H17208-05-01
H1720801,Other Biomass Burning,No,H17208-05-01
H1720801,Open fire,Yes,H17208-05-01
H1720801,Other (specify),No,H17208-05-01
H1720802,Electric,No,H17208-05-02
H1720802,lpg,No,H17208-05-02
H1720802,Kerosene,No,H17208-05-02
H1720802,Wood / Sawdust Burning,No,H17208-05-02
H1720802,Efficient Wood Burning,No,H17208-05-02
H1720802,Charcoal,No,H17208-05-02
H1720802,Other Biomass Burning,No,H17208-05-02
H1720802,Open fire,Yes,H17208-05-02
H1720802,Other (specify),No,H17208-05-02
H1721001,Electric,No,H17210-05-01
H1721001,lpg,No,H17210-05-01
H1721001,Kerosene,No,H17210-05-01
H1721001,Wood / Sawdust Burning,No,H17210-05-01
H1721001,Efficient Wood Burning,No,H17210-05-01
H1721001,Charcoal,No,H17210-05-01
H1721001,Other Biomass Burning,No,H17210-05-01
H1721001,Open fire,Yes,H17210-05-01
H1721001,Other (specify),No,H17210-05-01
H1730101,Electric,No,H17301-05-01
H1730101,lpg,No,H17301-05-01
H1730101,Kerosene,Yes,H17301-05-01
H1730101,Wood / Sawdust Burning,No,H17301-05-01
H1730101,Efficient Wood Burning,No,H17301-05-01
H1730101,Charcoal,No,H17301-05-01
H1730101,Other Biomass Burning,No,H17301-05-01
H1730101,Open fire,Yes,H17301-05-01
H1730101,Other (specify),No,H17301-05-01
H1730801,Electric,No,H17308-05-01
H1730801,lpg,No,H17308-05-01
H1730801,Kerosene,No,H17308-05-01
H1730801,Wood / Sawdust Burning,No,H17308-05-01
H1730801,Efficient Wood Burning,No,H17308-05-01
H1730801,Charcoal,No,H17308-05-01
H1730801,Other Biomass Burning,No,H17308-05-01
H1730801,Open fire,Yes,H17308-05-01
H1730801,Other (specify),No,H17308-05-01
H1730802,Electric,No,H17308-05-02
H1730802,lpg,No,H17308-05-02
H1730802,Kerosene,No,H17308-05-02
H1730802,Wood / Sawdust Burning,No,H17308-05-02
H1730802,Efficient Wood Burning,No,H17308-05-02
H1730802,Charcoal,Yes,H17308-05-02
H1730802,Other Biomass Burning,No,H17308-05-02
H1730802,Open fire,Yes,H17308-05-02
H1730802,Other (specify),No,H17308-05-02
H1730901,Electric,No,H17309-05-01
H1730901,lpg,No,H17309-05-01
H1730901,Kerosene,Yes,H17309-05-01
H1730901,Wood / Sawdust Burning,No,H17309-05-01
H1730901,Efficient Wood Burning,No,H17309-05-01
H1730901,Charcoal,No,H17309-05-01
H1730901,Other Biomass Burning,No,H17309-05-01
H1730901,Open fire,Yes,H17309-05-01
H1730901,Other (specify),No,H17309-05-01
H1731001,Electric,No,H17310-05-01
H1731001,lpg,No,H17310-05-01
H1731001,Kerosene,No,H17310-05-01
H1731001,Wood / Sawdust Burning,No,H17310-05-01
H1731001,Efficient Wood Burning,No,H17310-05-01
H1731001,Charcoal,No,H17310-05-01
H1731001,Other Biomass Burning,No,H17310-05-01
H1731001,Open fire,Yes,H17310-05-01
H1731001,Other (specify),No,H17310-05-01
H1740101,Electric,No,H17401-05-01
H1740101,lpg,No,H17401-05-01
H1740101,Kerosene,No,H17401-05-01
H1740101,Wood / Sawdust Burning,No,H17401-05-01
H1740101,Efficient Wood Burning,Yes,H17401-05-01
H1740101,Charcoal,No,H17401-05-01
H1740101,Other Biomass Burning,No,H17401-05-01
H1740101,Open fire,Yes,H17401-05-01
H1740101,Other (specify),No,H17401-05-01
H1740301,Electric,No,H17403-05-01
H1740301,lpg,No,H17403-05-01
H1740301,Kerosene,No,H17403-05-01
H1740301,Wood / Sawdust Burning,No,H17403-05-01
H1740301,Efficient Wood Burning,No,H17403-05-01
H1740301,Charcoal,No,H17403-05-01
H1740301,Other Biomass Burning,No,H17403-05-01
H1740301,Open fire,Yes,H17403-05-01
H1740301,Other (specify),No,H17403-05-01
H1740401,Electric,No,H17404-05-01
H1740401,lpg,No,H17404-05-01
H1740401,Kerosene,No,H17404-05-01
H1740401,Wood / Sawdust Burning,No,H17404-05-01
H1740401,Efficient Wood Burning,No,H17404-05-01
H1740401,Charcoal,No,H17404-05-01
H1740401,Other Biomass Burning,No,H17404-05-01
H1740401,Open fire,Yes,H17404-05-01
H1740401,Other (specify),No,H17404-05-01
H1740501,Electric,No,H17405-05-01
H1740501,lpg,No,H17405-05-01
H1740501,Kerosene,No,H17405-05-01
H1740501,Wood / Sawdust Burning,No,H17405-05-01
H1740501,Efficient Wood Burning,No,H17405-05-01
H1740501,Charcoal,No,H17405-05-01
H1740501,Other Biomass Burning,No,H17405-05-01
H1740501,Open fire,Yes,H17405-05-01
H1740501,Other (specify),No,H17405-05-01
H1740601,Electric,No,H17406-05-01
H1740601,lpg,No,H17406-05-01
H1740601,Kerosene,No,H17406-05-01
H1740601,Wood / Sawdust Burning,No,H17406-05-01
H1740601,Efficient Wood Burning,No,H17406-05-01
H1740601,Charcoal,Yes,H17406-05-01
H1740601,Other Biomass Burning,No,H17406-05-01
H1740601,Open fire,No,H17406-05-01
H1740601,Other (specify),No,H17406-05-01
H1740602,Electric,No,H17406-05-02
H1740602,lpg,No,H17406-05-02
H1740602,Kerosene,Yes,H17406-05-02
H1740602,Wood / Sawdust Burning,No,H17406-05-02
H1740602,Efficient Wood Burning,No,H17406-05-02
H1740602,Charcoal,Yes,H17406-05-02
H1740602,Other Biomass Burning,No,H17406-05-02
H1740602,Open fire,No,H17406-05-02
H1740602,Other (specify),No,H17406-05-02
H1740801,Electric,No,H17408-05-01
H1740801,lpg,No,H17408-05-01
H1740801,Kerosene,No,H17408-05-01
H1740801,Wood / Sawdust Burning,No,H17408-05-01
H1740801,Efficient Wood Burning,No,H17408-05-01
H1740801,Charcoal,Yes,H17408-05-01
H1740801,Other Biomass Burning,No,H17408-05-01
H1740801,Open fire,No,H17408-05-01
H1740801,Other (specify),No,H17408-05-01
H1740901,Electric,No,H17409-05-01
H1740901,lpg,No,H17409-05-01
H1740901,Kerosene,No,H17409-05-01
H1740901,Wood / Sawdust Burning,No,H17409-05-01
H1740901,Efficient Wood Burning,No,H17409-05-01
H1740901,Charcoal,Yes,H17409-05-01
H1740901,Other Biomass Burning,No,H17409-05-01
H1740901,Open fire,Yes,H17409-05-01
H1740901,Other (specify),No,H17409-05-01
H1750201,Electric,No,H17502-05-01
H1750201,lpg,No,H17502-05-01
H1750201,Kerosene,No,H17502-05-01
H1750201,Wood / Sawdust Burning,No,H17502-05-01
H1750201,Efficient Wood Burning,No,H17502-05-01
H1750201,Charcoal,No,H17502-05-01
H1750201,Other Biomass Burning,No,H17502-05-01
H1750201,Open fire,Yes,H17502-05-01
H1750201,Other (specify),No,H17502-05-01
H1750301,Electric,No,H17503-05-01
H1750301,lpg,No,H17503-05-01
H1750301,Kerosene,No,H17503-05-01
H1750301,Wood / Sawdust Burning,No,H17503-05-01
H1750301,Efficient Wood Burning,No,H17503-05-01
H1750301,Charcoal,No,H17503-05-01
H1750301,Other Biomass Burning,No,H17503-05-01
H1750301,Open fire,Yes,H17503-05-01
H1750301,Other (specify),No,H17503-05-01
H1750401,Electric,No,H17504-05-01
H1750401,lpg,No,H17504-05-01
H1750401,Kerosene,No,H17504-05-01
H1750401,Wood / Sawdust Burning,No,H17504-05-01
H1750401,Efficient Wood Burning,No,H17504-05-01
H1750401,Charcoal,No,H17504-05-01
H1750401,Other Biomass Burning,No,H17504-05-01
H1750401,Open fire,Yes,H17504-05-01
H1750401,Other (specify),No,H17504-05-01
H1750601,Electric,No,H17506-05-01
H1750601,lpg,No,H17506-05-01
H1750601,Kerosene,No,H17506-05-01
H1750601,Wood / Sawdust Burning,No,H17506-05-01
H1750601,Efficient Wood Burning,No,H17506-05-01
H1750601,Charcoal,No,H17506-05-01
H1750601,Other Biomass Burning,No,H17506-05-01
H1750601,Open fire,Yes,H17506-05-01
H1750601,Other (specify),No,H17506-05-01
H1750701,Electric,No,H17507-05-01
H1750701,lpg,No,H17507-05-01
H1750701,Kerosene,No,H17507-05-01
H1750701,Wood / Sawdust Burning,No,H17507-05-01
H1750701,Efficient Wood Burning,No,H17507-05-01
H1750701,Charcoal,No,H17507-05-01
H1750701,Other Biomass Burning,No,H17507-05-01
H1750701,Open fire,Yes,H17507-05-01
H1750701,Other (specify),No,H17507-05-01
H1750801,Electric,No,H17508-05-01
H1750801,lpg,No,H17508-05-01
H1750801,Kerosene,No,H17508-05-01
H1750801,Wood / Sawdust Burning,No,H17508-05-01
H1750801,Efficient Wood Burning,No,H17508-05-01
H1750801,Charcoal,No,H17508-05-01
H1750801,Other Biomass Burning,No,H17508-05-01
H1750801,Open fire,Yes,H17508-05-01
H1750801,Other (specify),No,H17508-05-01
H1750901,Electric,No,H17509-05-01
H1750901,lpg,No,H17509-05-01
H1750901,Kerosene,No,H17509-05-01
H1750901,Wood / Sawdust Burning,No,H17509-05-01
H1750901,Efficient Wood Burning,No,H17509-05-01
H1750901,Charcoal,No,H17509-05-01
H1750901,Other Biomass Burning,No,H17509-05-01
H1750901,Open fire,Yes,H17509-05-01
H1750901,Other (specify),No,H17509-05-01
H1751101,Electric,No,H17511-05-01
H1751101,lpg,No,H17511-05-01
H1751101,Kerosene,No,H17511-05-01
H1751101,Wood / Sawdust Burning,No,H17511-05-01
H1751101,Efficient Wood Burning,No,H17511-05-01
H1751101,Charcoal,No,H17511-05-01
H1751101,Other Biomass Burning,No,H17511-05-01
H1751101,Open fire,Yes,H17511-05-01
H1751101,Other (specify),No,H17511-05-01
H1751102,Electric,No,H17511-05-02
H1751102,lpg,No,H17511-05-02
H1751102,Kerosene,No,H17511-05-02
