hhid,h10q13,h10q14,h10q15a,h10q15b,h10q15c,h10q16,h10q17a,h10q17b,h10q17c,hh
H2570202,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H25702-05-02
H2570202,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25702-05-02
H2570202,Dung,No,,,,,,,,H25702-05-02
H2570202,lpg,No,,,,,,,,H25702-05-02
H2570202,Crop Residue,No,,,,,,,,H25702-05-02
H2570202,Electricity,No,,,,,,,,H25702-05-02
H2570202,Charcoal,No,,,,,,,,H25702-05-02
H2570202,Solar,No,,,,,,,,H25702-05-02
H2570301,Charcoal,Yes,Yes,No,No,Purchase from marketplace,40000.0,1.0,Sack (100kgs),H25703-05-01
H2570301,lpg,No,,,,,,,,H25703-05-01
H2570301,Firewood,No,,,,,,,,H25703-05-01
H2570301,Dung,No,,,,,,,,H25703-05-01
H2570301,Kerosene,No,,,,,,,,H25703-05-01
H2570301,Electricity,No,,,,,,,,H25703-05-01
H2570301,Solar,Yes,No,Yes,No,,,,,H25703-05-01
H2570301,Crop Residue,No,,,,,,,,H25703-05-01
H2570302,lpg,No,,,,,,,,H25703-05-02
H2570302,Firewood,No,,,,,,,,H25703-05-02
H2570302,Electricity,No,,,,,,,,H25703-05-02
H2570302,Solar,No,,,,,,,,H25703-05-02
H2570302,Dung,No,,,,,,,,H25703-05-02
H2570302,Kerosene,No,,,,,,,,H25703-05-02
H2570302,Charcoal,Yes,Yes,No,No,Purchase from marketplace,28000.0,4.0,Plastic basin - 15ltrs,H25703-05-02
H2570302,Crop Residue,No,,,,,,,,H25703-05-02
H2570401,Solar,No,,,,,,,,H25704-05-01
H2570401,Electricity,No,,,,,,,,H25704-05-01
H2570401,Kerosene,Yes,No,Yes,No,Purchase from shop,2000.0,0.5,Litre,H25704-05-01
H2570401,Crop Residue,No,,,,,,,,H25704-05-01
H2570401,lpg,No,,,,,,,,H25704-05-01
H2570401,Dung,No,,,,,,,,H25704-05-01
H2570401,Charcoal,No,,,,,,,,H25704-05-01
H2570401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25704-05-01
H2570501,Charcoal,No,,,,,,,,H25705-05-01
H2570501,lpg,No,,,,,,,,H25705-05-01
H2570501,Crop Residue,No,,,,,,,,H25705-05-01
H2570501,Dung,No,,,,,,,,H25705-05-01
H2570501,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H25705-05-01
H2570501,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H25705-05-01
H2570501,Electricity,No,,,,,,,,H25705-05-01
H2570501,Solar,No,,,,,,,,H25705-05-01
H2570502,lpg,No,,,,,,,,H25705-05-02
H2570502,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25705-05-02
H2570502,Charcoal,No,,,,,,,,H25705-05-02
H2570502,Electricity,No,,,,,,,,H25705-05-02
H2570502,Solar,No,,,,,,,,H25705-05-02
H2570502,Crop Residue,No,,,,,,,,H25705-05-02
H2570502,Dung,No,,,,,,,,H25705-05-02
H2570502,Kerosene,Yes,No,Yes,No,Purchase from shop,2000.0,1.0,Akendo - big,H25705-05-02
H2570601,Dung,No,,,,,,,,H25706-05-01
H2570601,Kerosene,No,,,,,,,,H25706-05-01
H2570601,Charcoal,No,,,,,,,,H25706-05-01
H2570601,Solar,No,,,,,,,,H25706-05-01
H2570601,lpg,No,,,,,,,,H25706-05-01
H2570601,Crop Residue,No,,,,,,,,H25706-05-01
H2570601,Firewood,Yes,Yes,No,No,Purchase from shop,40000.0,20.0,Bundle - medium,H25706-05-01
H2570601,Electricity,Yes,No,Yes,Yes,,,,,H25706-05-01
H2570602,Electricity,No,,,,,,,,H25706-05-02
H2570602,lpg,No,,,,,,,,H25706-05-02
H2570602,Dung,No,,,,,,,,H25706-05-02
H2570602,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H25706-05-02
H2570602,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25706-05-02
H2570602,Charcoal,No,,,,,,,,H25706-05-02
H2570602,Crop Residue,No,,,,,,,,H25706-05-02
H2570602,Solar,No,,,,,,,,H25706-05-02
H2570603,Kerosene,No,,,,,,,,H25706-05-03
H2570603,Dung,No,,,,,,,,H25706-05-03
H2570603,Charcoal,No,,,,,,,,H25706-05-03
H2570603,Electricity,Yes,Yes,Yes,No,,,,,H25706-05-03
H2570603,lpg,Yes,Yes,No,No,Purchase from marketplace,60000.0,6.0,Kg,H25706-05-03
H2570603,Crop Residue,No,,,,,,,,H25706-05-03
H2570603,Solar,No,,,,,,,,H25706-05-03
H2570603,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25706-05-03
H2570604,Electricity,Yes,No,Yes,Yes,,,,,H25706-05-04
H2570604,Kerosene,Yes,Yes,No,No,Purchase from shop,3000.0,1.0,Litre,H25706-05-04
H2570604,Crop Residue,No,,,,,,,,H25706-05-04
H2570604,Charcoal,No,,,,,,,,H25706-05-04
H2570604,Solar,No,,,,,,,,H25706-05-04
H2570604,Dung,No,,,,,,,,H25706-05-04
H2570604,lpg,Yes,Yes,No,No,Purchase from marketplace,60000.0,6.0,Kg,H25706-05-04
H2570604,Firewood,No,,,,,,,,H25706-05-04
H2570605,Electricity,Yes,Yes,Yes,No,,,,,H25706-05-05
H2570605,Solar,No,,,,,,,,H25706-05-05
H2570605,Crop Residue,No,,,,,,,,H25706-05-05
H2570605,lpg,No,,,,,,,,H25706-05-05
H2570605,Charcoal,No,,,,,,,,H25706-05-05
H2570605,Kerosene,Yes,No,Yes,No,Purchase from marketplace,800.0,0.25,Litre,H25706-05-05
H2570605,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25706-05-05
H2570605,Dung,No,,,,,,,,H25706-05-05
H2570701,Solar,No,,,,,,,,H25707-05-01
H2570701,Charcoal,No,,,,,,,,H25707-05-01
H2570701,lpg,No,,,,,,,,H25707-05-01
H2570701,Electricity,No,,,,,,,,H25707-05-01
H2570701,Dung,No,,,,,,,,H25707-05-01
H2570701,Firewood,Yes,Yes,No,No,Purchase from marketplace,10000.0,20.0,Piece -medium,H25707-05-01
H2570701,Crop Residue,No,,,,,,,,H25707-05-01
H2570701,Kerosene,Yes,No,Yes,No,Purchase from marketplace,4000.0,4.0,Akendo - big,H25707-05-01
H2570801,Kerosene,Yes,No,Yes,No,Purchase from shop,2000.0,0.5,Litre,H25708-05-01
H2570801,lpg,No,,,,,,,,H25708-05-01
H2570801,Solar,No,,,,,,,,H25708-05-01
H2570801,Crop Residue,No,,,,,,,,H25708-05-01
H2570801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25708-05-01
H2570801,Electricity,No,,,,,,,,H25708-05-01
H2570801,Charcoal,No,,,,,,,,H25708-05-01
H2570801,Dung,No,,,,,,,,H25708-05-01
H2570901,lpg,No,,,,,,,,H25709-05-01
H2570901,Electricity,No,,,,,,,,H25709-05-01
H2570901,Dung,No,,,,,,,,H25709-05-01
H2570901,Solar,Yes,No,Yes,No,,,,,H25709-05-01
H2570901,Kerosene,Yes,No,Yes,No,Purchase from marketplace,800.0,0.25,Litre,H25709-05-01
H2570901,Crop Residue,No,,,,,,,,H25709-05-01
H2570901,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H25709-05-01
H2570901,Charcoal,No,,,,,,,,H25709-05-01
H2590101,Electricity,No,,,,,,,,H25901-05-01
H2590101,Crop Residue,No,,,,,,,,H25901-05-01
H2590101,Solar,No,,,,,,,,H25901-05-01
H2590101,lpg,No,,,,,,,,H25901-05-01
H2590101,Kerosene,No,,,,,,,,H25901-05-01
H2590101,Dung,No,,,,,,,,H25901-05-01
H2590101,Charcoal,Yes,Yes,No,No,Purchase from marketplace,20000.0,1.0,Sack (100kgs),H25901-05-01
H2590101,Firewood,No,,,,,,,,H25901-05-01
H2590201,Kerosene,No,,,,,,,,H25902-05-01
H2590201,Solar,Yes,No,Yes,No,,,,,H25902-05-01
H2590201,Charcoal,No,,,,,,,,H25902-05-01
H2590201,Firewood,Yes,Yes,No,No,Purchase from marketplace,30000.0,10.0,Bundle - medium,H25902-05-01
H2590201,lpg,No,,,,,,,,H25902-05-01
H2590201,Dung,No,,,,,,,,H25902-05-01
H2590201,Crop Residue,No,,,,,,,,H25902-05-01
H2590201,Electricity,No,,,,,,,,H25902-05-01
H2590301,Solar,No,,,,,,,,H25903-05-01
H2590301,Crop Residue,No,,,,,,,,H25903-05-01
H2590301,Electricity,Yes,No,Yes,No,,,,,H25903-05-01
H2590301,Kerosene,No,,,,,,,,H25903-05-01
H2590301,Charcoal,No,,,,,,,,H25903-05-01
H2590301,Dung,No,,,,,,,,H25903-05-01
H2590301,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H25903-05-01
H2590301,lpg,No,,,,,,,,H25903-05-01
H2590302,Solar,No,,,,,,,,H25903-05-02
H2590302,Kerosene,Yes,No,Yes,No,Purchase from shop,3200.0,1.0,Litre,H25903-05-02
H2590302,Crop Residue,No,,,,,,,,H25903-05-02
H2590302,Electricity,No,,,,,,,,H25903-05-02
H2590302,lpg,No,,,,,,,,H25903-05-02
H2590302,Charcoal,No,,,,,,,,H25903-05-02
H2590302,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25903-05-02
H2590302,Dung,No,,,,,,,,H25903-05-02
H2590303,Dung,No,,,,,,,,H25903-05-03
H2590303,Crop Residue,No,,,,,,,,H25903-05-03
H2590303,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25903-05-03
H2590303,Charcoal,No,,,,,,,,H25903-05-03
H2590303,lpg,No,,,,,,,,H25903-05-03
H2590303,Electricity,No,,,,,,,,H25903-05-03
H2590303,Solar,No,,,,,,,,H25903-05-03
H2590303,Kerosene,No,,,,,,,,H25903-05-03
H2590304,Dung,No,,,,,,,,H25903-05-04
H2590304,lpg,No,,,,,,,,H25903-05-04
H2590304,Crop Residue,No,,,,,,,,H25903-05-04
H2590304,Kerosene,No,,,,,,,,H25903-05-04
H2590304,Charcoal,Yes,Yes,No,No,Purchase from shop,15000.0,1.0,Sack (50kgs),H25903-05-04
H2590304,Firewood,No,,,,,,,,H25903-05-04
H2590304,Solar,Yes,No,Yes,No,,,,,H25903-05-04
H2590304,Electricity,No,,,,,,,,H25903-05-04
H2590401,Kerosene,No,,,,,,,,H25904-05-01
H2590401,Electricity,No,,,,,,,,H25904-05-01
H2590401,lpg,No,,,,,,,,H25904-05-01
H2590401,Charcoal,No,,,,,,,,H25904-05-01
H2590401,Crop Residue,No,,,,,,,,H25904-05-01
H2590401,Dung,No,,,,,,,,H25904-05-01
H2590401,Solar,No,,,,,,,,H25904-05-01
H2590401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25904-05-01
H2590402,Dung,No,,,,,,,,H25904-05-02
H2590402,Firewood,Yes,Yes,No,No,Purchase from shop,30000.0,30.0,Piece -medium,H25904-05-02
H2590402,Crop Residue,No,,,,,,,,H25904-05-02
H2590402,Kerosene,No,,,,,,,,H25904-05-02
H2590402,Solar,No,,,,,,,,H25904-05-02
H2590402,Electricity,Yes,No,Yes,No,,,,,H25904-05-02
H2590402,lpg,No,,,,,,,,H25904-05-02
H2590402,Charcoal,No,,,,,,,,H25904-05-02
H2590601,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H25906-05-01
H2590601,lpg,No,,,,,,,,H25906-05-01
H2590601,Electricity,No,,,,,,,,H25906-05-01
H2590601,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H25906-05-01
H2590601,Dung,No,,,,,,,,H25906-05-01
H2590601,Charcoal,No,,,,,,,,H25906-05-01
H2590601,Solar,No,,,,,,,,H25906-05-01
H2590601,Crop Residue,No,,,,,,,,H25906-05-01
H2590602,Charcoal,No,,,,,,,,H25906-05-02
H2590602,Kerosene,Yes,No,Yes,No,Purchase from shop,1800.0,0.5,Litre,H25906-05-02
H2590602,Solar,No,,,,,,,,H25906-05-02
H2590602,Dung,No,,,,,,,,H25906-05-02
H2590602,Crop Residue,No,,,,,,,,H25906-05-02
H2590602,Electricity,No,,,,,,,,H25906-05-02
H2590602,lpg,No,,,,,,,,H25906-05-02
H2590602,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H25906-05-02
H2590701,Dung,No,,,,,,,,H25907-05-01
H2590701,Kerosene,Yes,No,Yes,No,Purchase from marketplace,1400.0,0.5,Litre,H25907-05-01
H2590701,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H25907-05-01
H2590701,Charcoal,No,,,,,,,,H25907-05-01
H2590701,Crop Residue,No,,,,,,,,H25907-05-01
H2590701,Solar,No,,,,,,,,H25907-05-01
H2590701,lpg,No,,,,,,,,H25907-05-01
H2590701,Electricity,No,,,,,,,,H25907-05-01
H2590702,Crop Residue,No,,,,,,,,H25907-05-02
H2590702,lpg,No,,,,,,,,H25907-05-02
H2590702,Dung,No,,,,,,,,H25907-05-02
H2590702,Solar,No,,,,,,,,H25907-05-02
H2590702,Firewood,No,,,,,,,,H25907-05-02
H2590702,Charcoal,Yes,Yes,No,No,Purchase from marketplace,4000.0,1.0,Sack (100kgs),H25907-05-02
H2590702,Kerosene,Yes,No,Yes,No,Purchase from public utility,1800.0,0.5,Litre,H25907-05-02
H2590702,Electricity,No,,,,,,,,H25907-05-02
H2590703,lpg,No,,,,,,,,H25907-05-03
H2590703,Electricity,No,,,,,,,,H25907-05-03
H2590703,Kerosene,Yes,No,Yes,No,Purchase from marketplace,1700.0,0.5,Litre,H25907-05-03
H2590703,Crop Residue,No,,,,,,,,H25907-05-03
H2590703,Dung,No,,,,,,,,H25907-05-03
H2590703,Firewood,No,,,,,,,,H25907-05-03
H2590703,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,1.0,Sack (100kgs),H25907-05-03
H2590703,Solar,Yes,No,Yes,No,,,,,H25907-05-03
H2590801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H25908-05-01
H2590801,Solar,No,,,,,,,,H25908-05-01
H2590801,Charcoal,No,,,,,,,,H25908-05-01
H2590801,Dung,No,,,,,,,,H25908-05-01
H2590801,Electricity,No,,,,,,,,H25908-05-01
H2590801,Crop Residue,No,,,,,,,,H25908-05-01
H2590801,Kerosene,Yes,No,Yes,No,Purchase from marketplace,3000.0,1.0,Litre,H25908-05-01
H2590801,lpg,No,,,,,,,,H25908-05-01
H2590901,Electricity,Yes,No,Yes,No,,,,,H25909-05-01
H2590901,Dung,No,,,,,,,,H25909-05-01
H2590901,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H25909-05-01
H2590901,Charcoal,No,,,,,,,,H25909-05-01
H2590901,lpg,No,,,,,,,,H25909-05-01
H2590901,Kerosene,Yes,No,Yes,No,Purchase from shop,4000.0,1.0,Litre,H25909-05-01
H2590901,Crop Residue,No,,,,,,,,H25909-05-01
H2590901,Solar,No,,,,,,,,H25909-05-01
H2591001,Dung,No,,,,,,,,H25910-05-01
H2591001,Crop Residue,No,,,,,,,,H25910-05-01
H2591001,lpg,No,,,,,,,,H25910-05-01
H2591001,Charcoal,Yes,Yes,No,No,Purchase from marketplace,60000.0,30.0,Heap - Medium,H25910-05-01
H2591001,Kerosene,No,,,,,,,,H25910-05-01
H2591001,Solar,No,,,,,,,,H25910-05-01
H2591001,Electricity,Yes,No,Yes,No,,,,,H25910-05-01
H2591001,Firewood,No,,,,,,,,H25910-05-01
H2591002,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H25910-05-02
H2591002,Solar,No,,,,,,,,H25910-05-02
H2591002,Charcoal,No,,,,,,,,H25910-05-02
H2591002,lpg,No,,,,,,,,H25910-05-02
H2591002,Electricity,Yes,No,Yes,No,,,,,H25910-05-02
H2591002,Dung,No,,,,,,,,H25910-05-02
H2591002,Crop Residue,No,,,,,,,,H25910-05-02
H2591002,Kerosene,No,,,,,,,,H25910-05-02
H2591003,Solar,No,,,,,,,,H25910-05-03
H2591003,Dung,No,,,,,,,,H25910-05-03
H2591003,Crop Residue,No,,,,,,,,H25910-05-03
H2591003,Kerosene,No,,,,,,,,H25910-05-03
H2591003,Firewood,No,,,,,,,,H25910-05-03
H2591003,Electricity,Yes,No,Yes,No,,,,,H25910-05-03
H2591003,Charcoal,Yes,Yes,No,No,Purchase from marketplace,32000.0,1.0,Sack (80kgs),H25910-05-03
H2591003,lpg,No,,,,,,,,H25910-05-03
H2600801,Kerosene,Yes,No,Yes,No,Purchase from shop,5600.0,28.0,Akendo - small,H26008-05-01
H2600801,lpg,No,,,,,,,,H26008-05-01
H2600801,Crop Residue,No,,,,,,,,H26008-05-01
H2600801,Charcoal,No,,,,,,,,H26008-05-01
H2600801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26008-05-01
H2600801,Electricity,No,,,,,,,,H26008-05-01
H2600801,Solar,No,,,,,,,,H26008-05-01
H2600801,Dung,No,,,,,,,,H26008-05-01
H2600901,Firewood,Yes,Yes,No,No,Purchase from marketplace,60000.0,30.0,Bundle - medium,H26009-05-01
H2600901,Kerosene,No,,,,,,,,H26009-05-01
H2600901,Solar,No,,,,,,,,H26009-05-01
H2600901,lpg,No,,,,,,,,H26009-05-01
H2600901,Crop Residue,No,,,,,,,,H26009-05-01
H2600901,Electricity,Yes,No,Yes,No,,,,,H26009-05-01
H2600901,Charcoal,No,,,,,,,,H26009-05-01
H2600901,Dung,No,,,,,,,,H26009-05-01
H2600902,Electricity,No,,,,,,,,H26009-05-02
H2600902,Firewood,No,,,,,,,,H26009-05-02
H2600902,lpg,No,,,,,,,,H26009-05-02
H2600902,Dung,No,,,,,,,,H26009-05-02
H2600902,Solar,Yes,No,Yes,No,,,,,H26009-05-02
H2600902,Kerosene,No,,,,,,,,H26009-05-02
H2600902,Charcoal,Yes,No,Yes,No,Purchase from marketplace,30000.0,1.0,Sack (100kgs),H26009-05-02
H2600902,Crop Residue,No,,,,,,,,H26009-05-02
H2600903,Dung,No,,,,,,,,H26009-05-03
H2600903,Charcoal,No,,,,,,,,H26009-05-03
H2600903,Solar,No,,,,,,,,H26009-05-03
H2600903,Firewood,Yes,Yes,No,No,Purchase from marketplace,10000.0,5.0,Bundle - medium,H26009-05-03
H2600903,Crop Residue,No,,,,,,,,H26009-05-03
H2600903,lpg,No,,,,,,,,H26009-05-03
H2600903,Kerosene,Yes,No,Yes,No,Purchase from shop,1400.0,0.5,Litre,H26009-05-03
H2600903,Electricity,No,,,,,,,,H26009-05-03
H2600905,Dung,No,,,,,,,,H26009-05-05
H2600905,lpg,No,,,,,,,,H26009-05-05
H2600905,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H26009-05-05
H2600905,Charcoal,No,,,,,,,,H26009-05-05
H2600905,Solar,No,,,,,,,,H26009-05-05
H2600905,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26009-05-05
H2600905,Crop Residue,No,,,,,,,,H26009-05-05
H2600905,Electricity,No,,,,,,,,H26009-05-05
H2600906,lpg,No,,,,,,,,H26009-05-06
H2600906,Electricity,Yes,No,Yes,No,,,,,H26009-05-06
H2600906,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,1.0,Sack (100kgs),H26009-05-06
H2600906,Solar,No,,,,,,,,H26009-05-06
H2600906,Kerosene,No,,,,,,,,H26009-05-06
H2600906,Firewood,No,,,,,,,,H26009-05-06
H2600906,Dung,No,,,,,,,,H26009-05-06
H2600906,Crop Residue,No,,,,,,,,H26009-05-06
H2601001,Solar,Yes,No,Yes,No,,,,,H26010-05-01
H2601001,Dung,No,,,,,,,,H26010-05-01
H2601001,Kerosene,No,,,,,,,,H26010-05-01
H2601001,Crop Residue,No,,,,,,,,H26010-05-01
H2601001,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,1.0,Sack (100kgs),H26010-05-01
H2601001,Electricity,Yes,No,Yes,No,,,,,H26010-05-01
H2601001,lpg,No,,,,,,,,H26010-05-01
H2601001,Firewood,Yes,Yes,No,No,Purchase from marketplace,16000.0,4.0,Bundle - medium,H26010-05-01
H2601002,Solar,No,,,,,,,,H26010-05-02
H2601002,Kerosene,No,,,,,,,,H26010-05-02
H2601002,Charcoal,Yes,Yes,No,No,Purchase from marketplace,15000.0,1.0,Sack (50kgs),H26010-05-02
H2601002,lpg,No,,,,,,,,H26010-05-02
H2601002,Crop Residue,No,,,,,,,,H26010-05-02
H2601002,Dung,No,,,,,,,,H26010-05-02
H2601002,Electricity,Yes,No,Yes,No,,,,,H26010-05-02
H2601002,Firewood,No,,,,,,,,H26010-05-02
H2601201,Electricity,No,,,,,,,,H26012-05-01
H2601201,lpg,No,,,,,,,,H26012-05-01
H2601201,Solar,No,,,,,,,,H26012-05-01
H2601201,Kerosene,Yes,No,Yes,No,Purchase from shop,3200.0,1.0,Litre,H26012-05-01
H2601201,Charcoal,No,,,,,,,,H26012-05-01
H2601201,Dung,No,,,,,,,,H26012-05-01
H2601201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26012-05-01
H2601201,Crop Residue,No,,,,,,,,H26012-05-01
H2610201,Solar,No,,,,,,,,H26102-05-01
H2610201,Charcoal,No,,,,,,,,H26102-05-01
H2610201,Crop Residue,No,,,,,,,,H26102-05-01
H2610201,lpg,No,,,,,,,,H26102-05-01
H2610201,Electricity,No,,,,,,,,H26102-05-01
H2610201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26102-05-01
H2610201,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H26102-05-01
H2610201,Dung,No,,,,,,,,H26102-05-01
H2610601,Charcoal,No,,,,,,,,H26106-05-01
H2610601,Dung,No,,,,,,,,H26106-05-01
H2610601,Crop Residue,No,,,,,,,,H26106-05-01
H2610601,Kerosene,No,,,,,,,,H26106-05-01
H2610601,lpg,No,,,,,,,,H26106-05-01
H2610601,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26106-05-01
H2610601,Solar,No,,,,,,,,H26106-05-01
H2610601,Electricity,No,,,,,,,,H26106-05-01
H2610602,Crop Residue,No,,,,,,,,H26106-05-02
H2610602,lpg,No,,,,,,,,H26106-05-02
H2610602,Solar,Yes,No,Yes,No,,,,,H26106-05-02
H2610602,Charcoal,No,,,,,,,,H26106-05-02
H2610602,Electricity,No,,,,,,,,H26106-05-02
H2610602,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26106-05-02
H2610602,Dung,No,,,,,,,,H26106-05-02
H2610602,Kerosene,No,,,,,,,,H26106-05-02
H2610701,Dung,No,,,,,,,,H26107-05-01
H2610701,Kerosene,Yes,No,Yes,No,Purchase from marketplace,2500.0,1.0,Litre,H26107-05-01
H2610701,lpg,No,,,,,,,,H26107-05-01
H2610701,Electricity,No,,,,,,,,H26107-05-01
H2610701,Solar,No,,,,,,,,H26107-05-01
H2610701,Charcoal,No,,,,,,,,H26107-05-01
H2610701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26107-05-01
H2610701,Crop Residue,No,,,,,,,,H26107-05-01
H2610702,Dung,No,,,,,,,,H26107-05-02
H2610702,Solar,No,,,,,,,,H26107-05-02
H2610702,Charcoal,No,,,,,,,,H26107-05-02
H2610702,Crop Residue,No,,,,,,,,H26107-05-02
H2610702,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26107-05-02
H2610702,Electricity,No,,,,,,,,H26107-05-02
H2610702,lpg,No,,,,,,,,H26107-05-02
H2610702,Kerosene,Yes,No,Yes,No,Purchase from marketplace,1500.0,0.5,Litre,H26107-05-02
H2610801,Solar,Yes,No,Yes,No,,,,,H26108-05-01
H2610801,Crop Residue,No,,,,,,,,H26108-05-01
H2610801,lpg,No,,,,,,,,H26108-05-01
H2610801,Dung,No,,,,,,,,H26108-05-01
H2610801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26108-05-01
H2610801,Electricity,No,,,,,,,,H26108-05-01
H2610801,Charcoal,No,,,,,,,,H26108-05-01
H2610801,Kerosene,No,,,,,,,,H26108-05-01
H2610901,Electricity,No,,,,,,,,H26109-05-01
H2610901,Kerosene,Yes,No,Yes,No,Purchase from shop,2000.0,2.0,Litre,H26109-05-01
H2610901,Solar,No,,,,,,,,H26109-05-01
H2610901,lpg,No,,,,,,,,H26109-05-01
H2610901,Firewood,No,,,,,,,,H26109-05-01
H2610901,Dung,No,,,,,,,,H26109-05-01
H2610901,Crop Residue,No,,,,,,,,H26109-05-01
H2610901,Charcoal,Yes,Yes,No,No,Purchase from marketplace,15000.0,1.0,Sack (100kgs),H26109-05-01
H2611001,Electricity,No,,,,,,,,H26110-05-01
H2611001,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H26110-05-01
H2611001,lpg,No,,,,,,,,H26110-05-01
H2611001,Kerosene,No,,,,,,,,H26110-05-01
H2611001,Solar,No,,,,,,,,H26110-05-01
H2611001,Crop Residue,No,,,,,,,,H26110-05-01
H2611001,Dung,No,,,,,,,,H26110-05-01
H2611001,Charcoal,No,,,,,,,,H26110-05-01
H2611101,Crop Residue,No,,,,,,,,H26111-05-01
H2611101,lpg,No,,,,,,,,H26111-05-01
H2611101,Kerosene,Yes,No,Yes,No,Purchase from shop,1800.0,0.5,Litre,H26111-05-01
H2611101,Charcoal,No,,,,,,,,H26111-05-01
H2611101,Dung,No,,,,,,,,H26111-05-01
H2611101,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26111-05-01
H2611101,Electricity,No,,,,,,,,H26111-05-01
H2611101,Solar,No,,,,,,,,H26111-05-01
H2611102,Dung,No,,,,,,,,H26111-05-02
H2611102,lpg,No,,,,,,,,H26111-05-02
H2611102,Charcoal,No,,,,,,,,H26111-05-02
H2611102,Solar,No,,,,,,,,H26111-05-02
H2611102,Kerosene,Yes,No,Yes,No,Purchase from shop,3200.0,1.0,Litre,H26111-05-02
H2611102,Crop Residue,No,,,,,,,,H26111-05-02
H2611102,Electricity,No,,,,,,,,H26111-05-02
H2611102,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26111-05-02
H2611103,Charcoal,No,,,,,,,,H26111-05-03
H2611103,Crop Residue,No,,,,,,,,H26111-05-03
H2611103,Kerosene,No,,,,,,,,H26111-05-03
H2611103,lpg,No,,,,,,,,H26111-05-03
H2611103,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26111-05-03
H2611103,Electricity,No,,,,,,,,H26111-05-03
H2611103,Solar,Yes,No,Yes,No,,,,,H26111-05-03
H2611103,Dung,No,,,,,,,,H26111-05-03
H2620101,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26201-05-01
H2620101,Charcoal,No,,,,,,,,H26201-05-01
H2620101,Solar,Yes,No,Yes,No,,,,,H26201-05-01
H2620101,Electricity,No,,,,,,,,H26201-05-01
H2620101,lpg,No,,,,,,,,H26201-05-01
H2620101,Dung,No,,,,,,,,H26201-05-01
H2620101,Kerosene,No,,,,,,,,H26201-05-01
H2620101,Crop Residue,No,,,,,,,,H26201-05-01
H2620103,Crop Residue,No,,,,,,,,H26201-05-03
H2620103,Electricity,No,,,,,,,,H26201-05-03
H2620103,Solar,No,,,,,,,,H26201-05-03
H2620103,Kerosene,Yes,No,Yes,No,Purchase from public utility,1500.0,0.5,Litre,H26201-05-03
H2620103,Charcoal,No,,,,,,,,H26201-05-03
H2620103,Dung,No,,,,,,,,H26201-05-03
H2620103,lpg,No,,,,,,,,H26201-05-03
H2620103,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26201-05-03
H2620104,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H26201-05-04
H2620104,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26201-05-04
H2620104,Solar,No,,,,,,,,H26201-05-04
