hhid,h10q13,h10q14,h10q15a,h10q15b,h10q15c,h10q16,h10q17a,h10q17b,h10q17c,hh
H3580901,Electricity,No,,,,,,,,H35809-05-01
H3581001,lpg,No,,,,,,,,H35810-05-01
H3581001,Firewood,No,,,,,,,,H35810-05-01
H3581001,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H35810-05-01
H3581001,Dung,No,,,,,,,,H35810-05-01
H3581001,Charcoal,Yes,Yes,No,No,Purchase from marketplace,10000.0,2.0,Plastic basin - 15ltrs,H35810-05-01
H3581001,Solar,No,,,,,,,,H35810-05-01
H3581001,Crop Residue,No,,,,,,,,H35810-05-01
H3581001,Electricity,No,,,,,,,,H35810-05-01
H3590101,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H35901-05-01
H3590101,Solar,Yes,No,Yes,No,,,,,H35901-05-01
H3590101,lpg,No,,,,,,,,H35901-05-01
H3590101,Kerosene,No,,,,,,,,H35901-05-01
H3590101,Electricity,No,,,,,,,,H35901-05-01
H3590101,Charcoal,Yes,Yes,No,No,Purchase from marketplace,3000.0,3.0,Sadolin tin - 3ltrs,H35901-05-01
H3590101,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35901-05-01
H3590101,Dung,No,,,,,,,,H35901-05-01
H3590201,Dung,No,,,,,,,,H35902-05-01
H3590201,Solar,No,,,,,,,,H35902-05-01
H3590201,Crop Residue,No,,,,,,,,H35902-05-01
H3590201,Firewood,No,,,,,,,,H35902-05-01
H3590201,Kerosene,No,,,,,,,,H35902-05-01
H3590201,Charcoal,No,,,,,,,,H35902-05-01
H3590201,Electricity,No,,,,,,,,H35902-05-01
H3590201,lpg,No,,,,,,,,H35902-05-01
H3590301,Electricity,No,,,,,,,,H35903-05-01
H3590301,Charcoal,No,,,,,,,,H35903-05-01
H3590301,Solar,No,,,,,,,,H35903-05-01
H3590301,Kerosene,Yes,No,Yes,No,Purchase from shop,9000.0,90.0,Akendo - small,H35903-05-01
H3590301,Dung,No,,,,,,,,H35903-05-01
H3590301,lpg,No,,,,,,,,H35903-05-01
H3590301,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H35903-05-01
H3590301,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35903-05-01
H3590401,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H35904-05-01
H3590401,Charcoal,Yes,Yes,No,No,Purchase from marketplace,10500.0,3.0,Plastic basin - 15ltrs,H35904-05-01
H3590401,Kerosene,Yes,No,Yes,No,Purchase from shop,2500.0,1.0,Litre,H35904-05-01
H3590401,Dung,No,,,,,,,,H35904-05-01
H3590401,Electricity,No,,,,,,,,H35904-05-01
H3590401,Solar,Yes,No,Yes,No,,,,,H35904-05-01
H3590401,lpg,No,,,,,,,,H35904-05-01
H3590401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35904-05-01
H3590501,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,3.0,Litre,H35905-05-01
H3590501,Dung,No,,,,,,,,H35905-05-01
H3590501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35905-05-01
H3590501,Solar,No,,,,,,,,H35905-05-01
H3590501,Electricity,No,,,,,,,,H35905-05-01
H3590501,Charcoal,No,,,,,,,,H35905-05-01
H3590501,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H35905-05-01
H3590501,lpg,No,,,,,,,,H35905-05-01
H3590601,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35906-05-01
H3590601,Solar,No,,,,,,,,H35906-05-01
H3590601,Charcoal,No,,,,,,,,H35906-05-01
H3590601,Electricity,No,,,,,,,,H35906-05-01
H3590601,Crop Residue,Yes,Yes,No,No,Gather / collect from village,,,,H35906-05-01
H3590601,Kerosene,Yes,No,Yes,No,Purchase from shop,100.0,30.0,Akendo - small,H35906-05-01
H3590601,Dung,No,,,,,,,,H35906-05-01
H3590601,lpg,No,,,,,,,,H35906-05-01
H3590701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35907-05-01
H3590701,Crop Residue,Yes,No,Yes,No,Gather / collect from village,,,,H35907-05-01
H3590701,Dung,No,,,,,,,,H35907-05-01
H3590701,Electricity,No,,,,,,,,H35907-05-01
H3590701,Solar,No,,,,,,,,H35907-05-01
H3590701,Charcoal,No,,,,,,,,H35907-05-01
H3590701,lpg,No,,,,,,,,H35907-05-01
H3590701,Kerosene,Yes,No,Yes,No,Purchase from public utility,2600.0,1.0,Litre,H35907-05-01
H3590801,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H35908-05-01
H3590801,lpg,No,,,,,,,,H35908-05-01
H3590801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35908-05-01
H3590801,Dung,No,,,,,,,,H35908-05-01
H3590801,Electricity,No,,,,,,,,H35908-05-01
H3590801,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,15.0,Akendo - small,H35908-05-01
H3590801,Charcoal,No,,,,,,,,H35908-05-01
H3590801,Solar,No,,,,,,,,H35908-05-01
H3590901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35909-05-01
H3590901,Electricity,No,,,,,,,,H35909-05-01
H3590901,Solar,No,,,,,,,,H35909-05-01
H3590901,lpg,No,,,,,,,,H35909-05-01
H3590901,Charcoal,No,,,,,,,,H35909-05-01
H3590901,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H35909-05-01
H3590901,Dung,No,,,,,,,,H35909-05-01
H3590901,Kerosene,Yes,No,Yes,No,Purchase from shop,1600.0,0.5,Litre,H35909-05-01
H3591001,Charcoal,Yes,Yes,No,No,Purchase from marketplace,25000.0,1.0,Sack (80kgs),H35910-05-01
H3591001,lpg,No,,,,,,,,H35910-05-01
H3591001,Solar,No,,,,,,,,H35910-05-01
H3591001,Kerosene,No,,,,,,,,H35910-05-01
H3591001,Crop Residue,No,,,,,,,,H35910-05-01
H3591001,Electricity,No,,,,,,,,H35910-05-01
H3591001,Firewood,No,,,,,,,,H35910-05-01
H3591001,Dung,No,,,,,,,,H35910-05-01
H3600102,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36001-05-02
H3600102,Dung,No,,,,,,,,H36001-05-02
H3600102,Electricity,No,,,,,,,,H36001-05-02
H3600102,lpg,No,,,,,,,,H36001-05-02
H3600102,Charcoal,No,,,,,,,,H36001-05-02
H3600102,Solar,No,,,,,,,,H36001-05-02
H3600102,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H36001-05-02
H3600102,Kerosene,Yes,No,Yes,No,Purchase from shop,1500.0,0.5,Litre,H36001-05-02
H3600201,Electricity,No,,,,,,,,H36002-05-01
H3600201,Solar,No,,,,,,,,H36002-05-01
H3600201,Charcoal,No,,,,,,,,H36002-05-01
H3600201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36002-05-01
H3600201,lpg,No,,,,,,,,H36002-05-01
H3600201,Kerosene,Yes,No,Yes,No,Purchase from public utility,4500.0,1.5,Litre,H36002-05-01
H3600201,Crop Residue,No,,,,,,,,H36002-05-01
H3600201,Dung,No,,,,,,,,H36002-05-01
H3600301,Solar,No,,,,,,,,H36003-05-01
H3600301,Kerosene,Yes,No,Yes,No,Purchase from shop,2000.0,10.0,Akendo - medium,H36003-05-01
H3600301,Dung,No,,,,,,,,H36003-05-01
H3600301,Electricity,No,,,,,,,,H36003-05-01
H3600301,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36003-05-01
H3600301,Charcoal,No,,,,,,,,H36003-05-01
H3600301,lpg,No,,,,,,,,H36003-05-01
H3600301,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36003-05-01
H3600401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36004-05-01
H3600401,lpg,No,,,,,,,,H36004-05-01
H3600401,Solar,No,,,,,,,,H36004-05-01
H3600401,Charcoal,No,,,,,,,,H36004-05-01
H3600401,Electricity,No,,,,,,,,H36004-05-01
H3600401,Kerosene,Yes,No,Yes,No,Purchase from shop,2500.0,3.0,Litre,H36004-05-01
H3600401,Dung,No,,,,,,,,H36004-05-01
H3600401,Crop Residue,No,,,,,,,,H36004-05-01
H3600501,Electricity,No,,,,,,,,H36005-05-01
H3600501,Dung,No,,,,,,,,H36005-05-01
H3600501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36005-05-01
H3600501,Solar,No,,,,,,,,H36005-05-01
H3600501,lpg,No,,,,,,,,H36005-05-01
H3600501,Kerosene,Yes,No,Yes,No,Purchase from shop,2500.0,1.0,Litre,H36005-05-01
H3600501,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36005-05-01
H3600501,Charcoal,No,,,,,,,,H36005-05-01
H3600602,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36006-05-02
H3600602,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H36006-05-02
H3600602,Dung,No,,,,,,,,H36006-05-02
H3600602,Solar,No,,,,,,,,H36006-05-02
H3600602,Charcoal,No,,,,,,,,H36006-05-02
H3600602,lpg,No,,,,,,,,H36006-05-02
H3600602,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36006-05-02
H3600602,Electricity,No,,,,,,,,H36006-05-02
H3600701,Solar,No,,,,,,,,H36007-05-01
H3600701,Charcoal,No,,,,,,,,H36007-05-01
H3600701,Kerosene,Yes,No,Yes,No,Purchase from shop,2600.0,1.0,Litre,H36007-05-01
H3600701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36007-05-01
H3600701,Electricity,No,,,,,,,,H36007-05-01
H3600701,Dung,No,,,,,,,,H36007-05-01
H3600701,Crop Residue,No,,,,,,,,H36007-05-01
H3600701,lpg,No,,,,,,,,H36007-05-01
H3600801,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36008-05-01
H3600801,Kerosene,Yes,No,Yes,No,Purchase from shop,4000.0,2.0,Litre,H36008-05-01
H3600801,Solar,No,,,,,,,,H36008-05-01
H3600801,Charcoal,No,,,,,,,,H36008-05-01
H3600801,Dung,No,,,,,,,,H36008-05-01
H3600801,lpg,No,,,,,,,,H36008-05-01
H3600801,Electricity,No,,,,,,,,H36008-05-01
H3600801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36008-05-01
H3600901,Kerosene,Yes,No,Yes,No,Purchase from public utility,2800.0,1.0,Litre,H36009-05-01
H3600901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36009-05-01
H3600901,Electricity,No,,,,,,,,H36009-05-01
H3600901,lpg,No,,,,,,,,H36009-05-01
H3600901,Charcoal,No,,,,,,,,H36009-05-01
H3600901,Solar,No,,,,,,,,H36009-05-01
H3600901,Dung,No,,,,,,,,H36009-05-01
H3600901,Crop Residue,No,,,,,,,,H36009-05-01
H3601002,Dung,No,,,,,,,,H36010-05-02
H3601002,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36010-05-02
H3601002,Charcoal,No,,,,,,,,H36010-05-02
H3601002,lpg,No,,,,,,,,H36010-05-02
H3601002,Electricity,No,,,,,,,,H36010-05-02
H3601002,Solar,No,,,,,,,,H36010-05-02
H3601002,Kerosene,Yes,No,Yes,No,Purchase from shop,1500.0,0.5,Litre,H36010-05-02
H3601002,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36010-05-02
H3610101,lpg,No,,,,,,,,H36101-05-01
H3610101,Electricity,No,,,,,,,,H36101-05-01
H3610101,Dung,No,,,,,,,,H36101-05-01
H3610101,Solar,No,,,,,,,,H36101-05-01
H3610101,Charcoal,Yes,Yes,No,No,Purchase from marketplace,16000.0,16.0,Heap - Large,H36101-05-01
H3610101,Crop Residue,No,,,,,,,,H36101-05-01
H3610101,Firewood,No,,,,,,,,H36101-05-01
H3610101,Kerosene,Yes,No,Yes,No,Purchase from shop,500.0,1.0,Akendo - small,H36101-05-01
H3610201,Kerosene,Yes,No,Yes,No,Purchase from shop,4000.0,1.2,Litre,H36102-05-01
H3610201,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H36102-05-01
H3610201,Electricity,No,,,,,,,,H36102-05-01
H3610201,Crop Residue,No,,,,,,,,H36102-05-01
H3610201,Dung,No,,,,,,,,H36102-05-01
H3610201,lpg,No,,,,,,,,H36102-05-01
H3610201,Solar,No,,,,,,,,H36102-05-01
H3610201,Charcoal,No,,,,,,,,H36102-05-01
H3610401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36104-05-01
H3610401,Kerosene,Yes,No,Yes,No,Purchase from public utility,11200.0,4.0,Litre,H36104-05-01
H3610401,Solar,No,,,,,,,,H36104-05-01
H3610401,Dung,No,,,,,,,,H36104-05-01
H3610401,Charcoal,Yes,Yes,No,No,Purchase from marketplace,4000.0,4.0,Sadolin tin - 3ltrs,H36104-05-01
H3610401,Electricity,No,,,,,,,,H36104-05-01
H3610401,lpg,No,,,,,,,,H36104-05-01
H3610401,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36104-05-01
H3610501,Electricity,No,,,,,,,,H36105-05-01
H3610501,Charcoal,Yes,Yes,No,No,Purchase from marketplace,60000.0,30.0,Heap - Medium,H36105-05-01
H3610501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36105-05-01
H3610501,lpg,No,,,,,,,,H36105-05-01
H3610501,Solar,No,,,,,,,,H36105-05-01
H3610501,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36105-05-01
H3610501,Dung,No,,,,,,,,H36105-05-01
H3610501,Kerosene,Yes,No,Yes,No,Purchase from public utility,5250.0,1.5,Litre,H36105-05-01
H3610601,Electricity,No,,,,,,,,H36106-05-01
H3610601,Dung,No,,,,,,,,H36106-05-01
H3610601,Charcoal,No,,,,,,,,H36106-05-01
H3610601,Solar,Yes,No,Yes,No,,,,,H36106-05-01
H3610601,lpg,No,,,,,,,,H36106-05-01
H3610601,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36106-05-01
H3610601,Kerosene,Yes,No,Yes,No,Purchase from public utility,5400.0,2.0,Litre,H36106-05-01
H3610601,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H36106-05-01
H3610701,Kerosene,Yes,No,Yes,No,Purchase from shop,500.0,0.125,Litre,H36107-05-01
H3610701,Electricity,No,,,,,,,,H36107-05-01
H3610701,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36107-05-01
H3610701,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H36107-05-01
H3610701,Charcoal,No,,,,,,,,H36107-05-01
H3610701,Solar,No,,,,,,,,H36107-05-01
H3610701,Dung,No,,,,,,,,H36107-05-01
H3610701,lpg,No,,,,,,,,H36107-05-01
H3610801,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,15.0,Heap - Large,H36108-05-01
H3610801,Crop Residue,No,,,,,,,,H36108-05-01
H3610801,Firewood,No,,,,,,,,H36108-05-01
H3610801,Solar,No,,,,,,,,H36108-05-01
H3610801,lpg,No,,,,,,,,H36108-05-01
H3610801,Dung,No,,,,,,,,H36108-05-01
H3610801,Kerosene,No,,,,,,,,H36108-05-01
H3610801,Electricity,No,,,,,,,,H36108-05-01
H3610901,Kerosene,Yes,No,Yes,No,Purchase from public utility,1500.0,0.5,Litre,H36109-05-01
H3610901,Electricity,No,,,,,,,,H36109-05-01
H3610901,Charcoal,Yes,Yes,No,No,Purchase from marketplace,10500.0,3.0,Plastic basin - 15ltrs,H36109-05-01
H3610901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36109-05-01
H3610901,lpg,No,,,,,,,,H36109-05-01
H3610901,Solar,No,,,,,,,,H36109-05-01
H3610901,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36109-05-01
H3610901,Dung,No,,,,,,,,H36109-05-01
H3611001,Crop Residue,No,,,,,,,,H36110-05-01
H3611001,Kerosene,No,,,,,,,,H36110-05-01
H3611001,Firewood,No,,,,,,,,H36110-05-01
H3611001,Dung,No,,,,,,,,H36110-05-01
H3611001,Electricity,No,,,,,,,,H36110-05-01
H3611001,Solar,No,,,,,,,,H36110-05-01
H3611001,Charcoal,Yes,Yes,No,No,Purchase from marketplace,2000.0,2.0,Sadolin tin - 3ltrs,H36110-05-01
H3611001,lpg,No,,,,,,,,H36110-05-01
H3620101,Charcoal,Yes,Yes,No,No,Purchase from public utility,35000.0,1.0,Sack (120kgs),H36201-05-01
H3620101,Solar,No,,,,,,,,H36201-05-01
H3620101,Electricity,Yes,No,Yes,No,,,,,H36201-05-01
H3620101,Kerosene,No,,,,,,,,H36201-05-01
H3620101,Firewood,No,,,,,,,,H36201-05-01
H3620101,Dung,No,,,,,,,,H36201-05-01
H3620101,lpg,No,,,,,,,,H36201-05-01
H3620101,Crop Residue,No,,,,,,,,H36201-05-01
H3620201,lpg,No,,,,,,,,H36202-05-01
H3620201,Solar,No,,,,,,,,H36202-05-01
H3620201,Electricity,No,,,,,,,,H36202-05-01
H3620201,Dung,No,,,,,,,,H36202-05-01
H3620201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36202-05-01
H3620201,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36202-05-01
H3620201,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,30.0,Sadolin tin - 3ltrs,H36202-05-01
H3620201,Kerosene,Yes,No,Yes,No,Purchase from shop,12000.0,60.0,Akendo - small,H36202-05-01
H3620301,Dung,No,,,,,,,,H36203-05-01
H3620301,Electricity,No,,,,,,,,H36203-05-01
H3620301,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36203-05-01
H3620301,Charcoal,No,,,,,,,,H36203-05-01
H3620301,lpg,No,,,,,,,,H36203-05-01
H3620301,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H36203-05-01
H3620301,Crop Residue,No,,,,,,,,H36203-05-01
H3620301,Solar,No,,,,,,,,H36203-05-01
H3620401,Solar,No,,,,,,,,H36204-05-01
H3620401,Dung,No,,,,,,,,H36204-05-01
H3620401,Crop Residue,No,,,,,,,,H36204-05-01
H3620401,Kerosene,Yes,No,Yes,No,Purchase from public utility,1400.0,0.5,Litre,H36204-05-01
H3620401,Electricity,No,,,,,,,,H36204-05-01
H3620401,lpg,No,,,,,,,,H36204-05-01
H3620401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36204-05-01
H3620401,Charcoal,Yes,Yes,No,No,Purchase from marketplace,3000.0,3.0,Heap - Medium,H36204-05-01
H3620501,Dung,No,,,,,,,,H36205-05-01
H3620501,Kerosene,Yes,No,Yes,No,Purchase from shop,5000.0,10.0,Akendo - big,H36205-05-01
H3620501,lpg,No,,,,,,,,H36205-05-01
H3620501,Solar,No,,,,,,,,H36205-05-01
H3620501,Charcoal,No,,,,,,,,H36205-05-01
H3620501,Electricity,No,,,,,,,,H36205-05-01
H3620501,Firewood,Yes,Yes,No,No,Purchase from marketplace,6000.0,3.0,Bundle - medium,H36205-05-01
H3620501,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36205-05-01
H3620601,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36206-05-01
H3620601,Charcoal,No,,,,,,,,H36206-05-01
H3620601,Electricity,No,,,,,,,,H36206-05-01
H3620601,Dung,No,,,,,,,,H36206-05-01
H3620601,Solar,No,,,,,,,,H36206-05-01
H3620601,lpg,No,,,,,,,,H36206-05-01
H3620601,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36206-05-01
H3620601,Kerosene,Yes,No,Yes,No,Purchase from public utility,2800.0,1.0,Litre,H36206-05-01
H3620701,lpg,No,,,,,,,,H36207-05-01
H3620701,Dung,No,,,,,,,,H36207-05-01
H3620701,Solar,No,,,,,,,,H36207-05-01
H3620701,Electricity,No,,,,,,,,H36207-05-01
H3620701,Charcoal,Yes,Yes,No,No,Purchase from marketplace,2000.0,2.0,Sadolin tin - 3ltrs,H36207-05-01
H3620701,Crop Residue,No,,,,,,,,H36207-05-01
H3620701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36207-05-01
H3620701,Kerosene,Yes,No,Yes,No,Purchase from shop,100.0,12.0,Akendo - small,H36207-05-01
H3620801,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36208-05-01
H3620801,Electricity,No,,,,,,,,H36208-05-01
H3620801,Charcoal,Yes,Yes,No,No,Purchase from marketplace,6000.0,3.0,Heap - Medium,H36208-05-01
H3620801,Dung,No,,,,,,,,H36208-05-01
H3620801,Kerosene,Yes,No,Yes,No,Purchase from public utility,2300.0,1.0,Litre,H36208-05-01
H3620801,lpg,No,,,,,,,,H36208-05-01
H3620801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36208-05-01
H3620801,Solar,No,,,,,,,,H36208-05-01
H3620901,Kerosene,Yes,No,Yes,No,Purchase from shop,100.0,30.0,Akendo - small,H36209-05-01
H3620901,Electricity,No,,,,,,,,H36209-05-01
H3620901,Solar,No,,,,,,,,H36209-05-01
H3620901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36209-05-01
H3620901,lpg,No,,,,,,,,H36209-05-01
H3620901,Charcoal,No,,,,,,,,H36209-05-01
H3620901,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36209-05-01
H3620901,Dung,No,,,,,,,,H36209-05-01
H3621001,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36210-05-01
H3621001,Solar,Yes,No,Yes,No,,,,,H36210-05-01
H3621001,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H36210-05-01
H3621001,Charcoal,Yes,Yes,No,No,Purchase on the black market,5000.0,1.0,Plastic basin - 15ltrs,H36210-05-01
H3621001,lpg,No,,,,,,,,H36210-05-01
H3621001,Kerosene,No,,,,,,,,H36210-05-01
H3621001,Electricity,Yes,No,Yes,No,,,,,H36210-05-01
H3621001,Dung,No,,,,,,,,H36210-05-01
H3630101,Kerosene,No,,,,,,,,H36301-05-01
H3630101,Crop Residue,No,,,,,,,,H36301-05-01
H3630101,Solar,No,,,,,,,,H36301-05-01
H3630101,lpg,No,,,,,,,,H36301-05-01
H3630101,Charcoal,No,,,,,,,,H36301-05-01
H3630101,Electricity,Yes,No,Yes,No,,,,,H36301-05-01
H3630101,Firewood,No,,,,,,,,H36301-05-01
H3630101,Dung,No,,,,,,,,H36301-05-01
H3630102,lpg,No,,,,,,,,H36301-05-02
H3630102,Crop Residue,No,,,,,,,,H36301-05-02
H3630102,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36301-05-02
H3630102,Kerosene,No,,,,,,,,H36301-05-02
H3630102,Charcoal,Yes,Yes,No,No,Purchase from marketplace,21000.0,3.0,Plastic basin - 15ltrs,H36301-05-02
H3630102,Solar,Yes,No,Yes,No,,,,,H36301-05-02
H3630102,Electricity,Yes,No,Yes,No,,,,,H36301-05-02
H3630102,Dung,No,,,,,,,,H36301-05-02
H3630201,Crop Residue,No,,,,,,,,H36302-05-01
H3630201,Firewood,No,,,,,,,,H36302-05-01
H3630201,Dung,No,,,,,,,,H36302-05-01
H3630201,Charcoal,Yes,Yes,No,No,Purchase from marketplace,50000.0,1.0,Sack (100kgs),H36302-05-01
H3630201,Kerosene,Yes,No,Yes,No,Purchase from shop,3200.0,1.0,Litre,H36302-05-01
H3630201,Solar,No,,,,,,,,H36302-05-01
H3630201,Electricity,No,,,,,,,,H36302-05-01
H3630201,lpg,No,,,,,,,,H36302-05-01
H3630301,Electricity,No,,,,,,,,H36303-05-01
H3630301,Charcoal,No,,,,,,,,H36303-05-01
H3630301,Firewood,No,,,,,,,,H36303-05-01
H3630301,Solar,No,,,,,,,,H36303-05-01
H3630301,Crop Residue,No,,,,,,,,H36303-05-01
H3630301,Dung,No,,,,,,,,H36303-05-01
H3630301,lpg,No,,,,,,,,H36303-05-01
H3630301,Kerosene,Yes,Yes,No,No,Purchase from shop,3200.0,1.0,Litre,H36303-05-01
H3630401,Charcoal,Yes,Yes,No,No,Purchase from public utility,10000.0,10.0,Heap - Small,H36304-05-01
H3630401,Electricity,No,,,,,,,,H36304-05-01
H3630401,Kerosene,Yes,No,Yes,No,Purchase from shop,1500.0,0.5,Litre,H36304-05-01
H3630401,Dung,No,,,,,,,,H36304-05-01
H3630401,lpg,No,,,,,,,,H36304-05-01
H3630401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36304-05-01
H3630401,Crop Residue,No,,,,,,,,H36304-05-01
H3630401,Solar,No,,,,,,,,H36304-05-01
H3630501,Solar,No,,,,,,,,H36305-05-01
H3630501,Firewood,No,,,,,,,,H36305-05-01
H3630501,Charcoal,Yes,Yes,No,No,Purchase from marketplace,32000.0,4.0,Plastic basin - 15ltrs,H36305-05-01
H3630501,Electricity,Yes,No,Yes,No,,,,,H36305-05-01
H3630501,Dung,No,,,,,,,,H36305-05-01
H3630501,Crop Residue,No,,,,,,,,H36305-05-01
H3630501,Kerosene,Yes,Yes,Yes,No,Purchase from public utility,5600.0,2.0,Litre,H36305-05-01
H3630501,lpg,No,,,,,,,,H36305-05-01
H3630502,Dung,No,,,,,,,,H36305-05-02
H3630502,Kerosene,No,,,,,,,,H36305-05-02
H3630502,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H36305-05-02
H3630502,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H36305-05-02
H3630502,Solar,No,,,,,,,,H36305-05-02
H3630502,Electricity,No,,,,,,,,H36305-05-02
H3630502,Charcoal,Yes,Yes,No,No,Purchase from marketplace,4000.0,1.0,Plastic basin - 15ltrs,H36305-05-02
H3630502,lpg,No,,,,,,,,H36305-05-02
H3630601,Firewood,No,,,,,,,,H36306-05-01
H3630601,Dung,No,,,,,,,,H36306-05-01
H3630601,Solar,No,,,,,,,,H36306-05-01
H3630601,lpg,No,,,,,,,,H36306-05-01
H3630601,Crop Residue,No,,,,,,,,H36306-05-01
H3630601,Electricity,Yes,No,Yes,No,,,,,H36306-05-01
H3630601,Kerosene,Yes,No,Yes,No,Purchase from shop,2800.0,1.0,Litre,H36306-05-01
H3630601,Charcoal,Yes,Yes,No,No,Purchase from marketplace,35000.0,1.0,Sack (50kgs),H36306-05-01
H3630701,Kerosene,No,,,,,,,,H36307-05-01
H3630701,lpg,No,,,,,,,,H36307-05-01
H3630701,Crop Residue,No,,,,,,,,H36307-05-01
H3630701,Dung,No,,,,,,,,H36307-05-01
H3630701,Charcoal,Yes,Yes,No,No,Purchase from public utility,17500.0,0.5,Sack (120kgs),H36307-05-01
H3630701,Solar,No,,,,,,,,H36307-05-01
H3630701,Electricity,Yes,No,Yes,No,,,,,H36307-05-01
H3630701,Firewood,No,,,,,,,,H36307-05-01
H3630801,Firewood,Yes,Yes,No,No,Purchase on the black market,8000.0,2.0,Bundle - big,H36308-05-01
H3630801,Electricity,Yes,No,Yes,No,,,,,H36308-05-01
H3630801,Kerosene,Yes,No,Yes,No,Purchase from shop,3200.0,1.0,Litre,H36308-05-01
H3630801,Solar,No,,,,,,,,H36308-05-01
H3630801,Dung,No,,,,,,,,H36308-05-01
H3630801,lpg,No,,,,,,,,H36308-05-01
H3630801,Crop Residue,No,,,,,,,,H36308-05-01
H3630801,Charcoal,Yes,Yes,No,No,Purchase from marketplace,50000.0,1.0,Sack (100kgs),H36308-05-01
H3630901,Electricity,No,,,,,,,,H36309-05-01
H3630901,Kerosene,Yes,No,Yes,No,Purchase from shop,2800.0,1.0,Litre,H36309-05-01
H3630901,lpg,No,,,,,,,,H36309-05-01
H3630901,Charcoal,Yes,Yes,No,No,Purchase from public utility,15000.0,15.0,Heap - Medium,H36309-05-01
H3630901,Dung,No,,,,,,,,H36309-05-01
